TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
1998,YYYY,ANNUAL_PICO_PERCENTAGE_MEDIAN,5.328228,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_1998-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201002,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.572898,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201002-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201002,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.716271,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201002-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201002,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.087278,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201002-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201003,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.906838,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201003-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201003,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.000000,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201003-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201003,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.851592,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201003-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201003,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.668675,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201003-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201004,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.453924,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201004-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201004,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.726989,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201004-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201004,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.741371,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201004-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201004,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.734941,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201004-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201005,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.631107,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201005-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201005,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.413513,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201005-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201005,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.381438,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201005-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201005,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.725837,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201005-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201006,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.574283,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201006-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201006,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.002291,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201006-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201006,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.700374,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201006-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201006,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.410337,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201006-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201007,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.791090,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201007-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201007,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.188587,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201007-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201007,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.788705,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201007-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201007,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.362665,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201007-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201008,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.370385,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201008-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201008,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.302668,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201008-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201008,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.094183,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201008-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201008,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.913634,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201008-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201009,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.822891,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201009-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201009,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.904514,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201009-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201009,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.08731183,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201009-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201009,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.707409,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201009-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201010,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.597834,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201010-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201010,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.144104,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201010-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201010,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.543604,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201010-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201010,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.461751,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201010-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201011,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.898713,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201011-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201011,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.845623,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201011-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201011,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.825154,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201011-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201011,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.388506,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201011-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201012,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.383688,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201012-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201012,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.049542,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201012-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201012,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.044003,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201012-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201012,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.372591,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201012-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201013,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.8060827,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201013-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201013,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.000000,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201013-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201013,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.716631,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201013-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201013,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.666054,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201013-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201014,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.768452,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201014-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201014,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.4990713,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201014-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201014,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.8185279,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201014-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201014,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.768368,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201014-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201015,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.947778,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201015-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201015,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.5349599,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201015-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201015,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.4962918,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201015-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201015,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.009542,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201015-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201016,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.577354,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201016-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201016,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.083951,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201016-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201016,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.941382,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201016-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201016,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,6.509628,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201016-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201017,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.181376,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201017-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201017,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.304231,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201017-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201017,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.762671,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201017-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201017,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,7.653179,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201017-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201018,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.533005,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201018-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201018,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.068687,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201018-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201018,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,6.278295,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201018-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201018,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.068812,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201018-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201019,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.629311,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201019-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201019,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.010766,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201019-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201019,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.706583,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201019-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201019,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.362988,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201019-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
201020,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.216280,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201020-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
