TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
200011,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.44487,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200011-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200011,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.42689,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200011-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200012,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,92.05611,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200012-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200012,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.66422,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200012-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200012,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.77718,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200012-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200012,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.04717,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200012-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200013,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,92.01998,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200013-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200013,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.47811,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200013-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200013,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.27895,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200013-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200013,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.59595,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200013-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200014,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.95430,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200014-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200014,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.42976,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200014-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200014,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.90659,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200014-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200014,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,86.27785,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200014-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200015,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.74076,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200015-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200015,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.66461,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200015-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200015,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.54905,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200015-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200015,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.17736,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200015-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200016,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.03336,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200016-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200016,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.75925,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200016-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200016,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.12085,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200016-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200016,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.61715,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200016-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200017,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.14389,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200017-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200017,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.17519,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200017-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200017,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.81210,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200017-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200017,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.16909,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200017-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200018,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.97330,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200018-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200018,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.56493,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200018-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200018,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.12872,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200018-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200018,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.17097,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200018-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200019,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.16653,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200019-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200019,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.76792,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200019-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200019,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.35020,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200019-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200019,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.24548,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200019-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200020,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.08309,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200020-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200020,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.20569,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200020-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200020,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.50907,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200020-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200020,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.31717,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200020-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200021,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.53323,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200021-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200021,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.85955,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200021-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200021,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.68111,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200021-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200021,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.80996,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200021-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200022,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.49718,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200022-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200022,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.14372,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200022-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200022,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.80038,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200022-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200022,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.34864,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200022-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200023,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,85.25016,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200023-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200023,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.94637,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200023-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200023,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.78917,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200023-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200023,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.43800,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200023-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200024,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,90.80796,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200024-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200024,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.99042,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200024-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200024,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.36857,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200024-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200024,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.13812,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200024-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200025,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.82726,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200025-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200025,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.27783,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200025-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200025,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.64271,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200025-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200025,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.05792,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200025-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200026,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.30157,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200026-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200026,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.00812,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200026-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200026,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.93729,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200026-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200026,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.11400,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200026-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200027,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.51989,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200027-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200027,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.30553,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200027-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200027,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.52563,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200027-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200027,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.45179,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200027-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200028,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.23779,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200028-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200028,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.91385,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200028-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200028,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.54509,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200028-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200028,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.80648,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200028-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200029,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.10751,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200029-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200029,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.82361,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200029-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
200029,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.06052,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200029-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
