TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
201219,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,84.97242,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201219-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201219,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.80923,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201219-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201219,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.32650,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201219-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201220,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.63504,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201220-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201220,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,91.58868,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201220-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201220,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.83939,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201220-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201220,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.48603,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201220-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201221,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.25624,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201221-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201221,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.58202,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201221-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201221,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.11874,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201221-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201221,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.33517,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201221-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201222,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.19399,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201222-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201222,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.28076,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201222-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201222,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,73.57156,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201222-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201222,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.00298,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201222-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201223,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,89.45181,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201223-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201223,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.30434,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201223-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201223,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.83627,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201223-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201223,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.39866,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201223-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201224,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,83.60120,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201224-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201224,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.36814,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201224-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201224,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.58517,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201224-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201224,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.56874,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201224-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201225,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.10535,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201225-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201225,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.76254,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201225-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201225,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.05164,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201225-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201225,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,73.80550,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201225-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201226,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,80.31032,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201226-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201226,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.25796,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201226-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201226,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,73.27859,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201226-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201226,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,71.89390,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201226-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201227,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,78.12228,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201227-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201227,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.04646,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201227-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201227,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,73.57688,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201227-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201227,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,69.94568,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201227-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201228,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.39800,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201228-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201228,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.40721,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201228-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201228,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,72.39323,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201228-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201228,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,68.40484,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201228-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201229,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,73.04753,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201229-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201229,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.04000,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201229-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201229,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,71.55664,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201229-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201229,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,68.31078,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201229-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201230,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.42850,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201230-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201230,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.82605,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201230-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201230,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.10754,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201230-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201230,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,70.13510,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201230-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201231,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,71.85591,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201231-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201231,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,79.10629,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201231-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201231,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,70.27981,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201231-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201231,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,69.57626,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201231-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201232,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.15843,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201232-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201232,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.82128,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201232-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201232,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,71.45827,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201232-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201232,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,69.01244,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201232-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201233,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,71.76094,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201233-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201233,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,71.57903,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201233-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201233,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.33372,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201233-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201233,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,66.79279,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201233-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201234,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,72.97116,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201234-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201234,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.19142,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201234-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201234,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,77.32115,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201234-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201234,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,66.13185,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201234-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201235,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,76.38319,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201235-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201235,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.40834,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201235-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201235,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,81.61353,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201235-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201235,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,69.82042,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201235-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201236,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,75.10797,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201236-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201236,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.70296,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201236-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201236,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,82.12715,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201236-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201236,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,70.74586,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201236-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201237,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,74.94771,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201237-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
201237,YYYYWW,WEEKLY_NANO_PERCENTAGE_MEDIAN,87.43700,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_201237-OCCCI-V3_1-L3B4-NANO_PERCENTAGE-PAN-STATS
