TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4002924,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8249745,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3401522,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4165789,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8223956,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3429035,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4194789,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.7882498,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3703620,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
1999,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4205985,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_1999-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8430963,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3034663,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3940530,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8219587,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3475350,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4166313,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8230662,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3579849,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4241595,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.7905293,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3439507,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2000,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4054720,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2000-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8274372,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3168100,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4072962,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8237138,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3571323,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4268433,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8120534,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3668388,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4335471,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.7978974,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3425734,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2001,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4045656,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2001-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8179036,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3131242,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4054221,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8251527,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3442022,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4145965,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8153723,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3598895,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4188888,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.7782120,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3589584,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2002,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4142511,percent(%),MAB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2002-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8225296,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3318408,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4116094,percent(%),GB,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8228951,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3617355,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4255581,percent(%),SS,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.8074800,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-PAN-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.3782742,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,HIRATA_ET_AL_2008; HIRATA_ET_AL_2011,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-HIRATA-STATS
2003,YYYY,ANNUAL_NANO_PERCENTAGE_MEDIAN,0.4349703,percent(%),GOM,EPU_NOESTUARIES,SeaWiFS,UITZ_ET_AL_2008,KHyde (NEFSC); https://oceandata.sci.gsfc.nasa.gov/SeaWiFS/,MEDIAN OF THE SPATIAL DATA,A_2003-SEAWIFS-R2015-L3B2-NANO_PERCENTAGE-UITZ-STATS
