decimal year,variable name,temperature
2003.6541,Tbot_ref,6.8717
1978.6687,Tbot_ref,6.8717
1978.7898,Tbot_ref,6.8717
1978.8943,Tbot_ref,6.8717
1979.6627,Tbot_ref,6.8717
2000.4315,Tbot_ref,6.8717
2000.7503,Tbot_ref,6.8717
2001.4258,Tbot_ref,6.8717
2001.6039,Tbot_ref,6.8717
2001.7126,Tbot_ref,6.8717
2002.7202,Tbot_ref,6.8717
2003.0711,Tbot_ref,6.8717
2003.303,Tbot_ref,6.8717
2003.4082,Tbot_ref,6.8717
2003.7302,Tbot_ref,6.8717
2004.7289,Tbot_ref,6.8717
2005.081,Tbot_ref,6.8717
2005.7321,Tbot_ref,6.8717
2006.0758,Tbot_ref,6.8717
2006.7369,Tbot_ref,6.8717
2006.8662,Tbot_ref,6.8717
2007.09,Tbot_ref,6.8717
2007.4234,Tbot_ref,6.8717
2007.6577,Tbot_ref,6.8717
2007.8046,Tbot_ref,6.8717
2007.8688,Tbot_ref,6.8717
2008.1012,Tbot_ref,6.8717
2008.159,Tbot_ref,6.8717
2008.6526,Tbot_ref,6.8717
2008.7412,Tbot_ref,6.8717
2008.8568,Tbot_ref,6.8717
2009.1157,Tbot_ref,6.8717
2009.4385,Tbot_ref,6.8717
2010.4353,Tbot_ref,6.8717
2010.6422,Tbot_ref,6.8717
2010.8952,Tbot_ref,6.8717
2011.1247,Tbot_ref,6.8717
2011.457,Tbot_ref,6.8717
2011.7408,Tbot_ref,6.8717
2011.8812,Tbot_ref,6.8717
2012.1135,Tbot_ref,6.8717
1979.3998,Tbot_ref,6.8717
1981.4029,Tbot_ref,6.8717
1982.9273,Tbot_ref,6.8717
1983.0812,Tbot_ref,6.8717
1984.0368,Tbot_ref,6.8717
1985.7208,Tbot_ref,6.8717
1985.9403,Tbot_ref,6.8717
1986.1143,Tbot_ref,6.8717
1986.4288,Tbot_ref,6.8717
1987.4131,Tbot_ref,6.8717
1987.7094,Tbot_ref,6.8717
1991.2767,Tbot_ref,6.8717
1991.7954,Tbot_ref,6.8717
1993.5683,Tbot_ref,6.8717
1993.7875,Tbot_ref,6.8717
1994.3018,Tbot_ref,6.8717
1998.8801,Tbot_ref,6.8717
1999.0651,Tbot_ref,6.8717
1980.3516,Tbot_ref,6.8717
1980.494,Tbot_ref,6.8717
1980.599,Tbot_ref,6.8717
2013.6711,Tbot_ref,6.8717
2013.4529,Tbot_ref,6.8717
2013.8947,Tbot_ref,6.8717
2014.1814,Tbot_ref,6.8717
2016.4396,Tbot_ref,6.8717
2017.4223,Tbot_ref,6.8717
2008.3068,Tbot_ref,6.8717
2008.8196,Tbot_ref,6.8717
2009.3126,Tbot_ref,6.8717
2009.8662,Tbot_ref,6.8717
2010.3084,Tbot_ref,6.8717
2010.873,Tbot_ref,6.8717
2011.3337,Tbot_ref,6.8717
2011.848,Tbot_ref,6.8717
2012.3098,Tbot_ref,6.8717
2012.6432,Tbot_ref,6.8717
2012.821,Tbot_ref,6.8717
2013.3303,Tbot_ref,6.8717
2013.8607,Tbot_ref,6.8717
2014.3826,Tbot_ref,6.8717
2014.8431,Tbot_ref,6.8717
2015.3214,Tbot_ref,6.8717
2015.4138,Tbot_ref,6.8717
2015.8198,Tbot_ref,6.8717
2016.4024,Tbot_ref,6.8717
2016.8282,Tbot_ref,6.8717
2017.3406,Tbot_ref,6.8717
1998.6604,Tbot_ref,6.8717
1999.6615,Tbot_ref,6.8717
1977.8739,Tbot_ref,6.8717
2002.6562,Tbot_ref,6.8717
2012.7623,Tbot_ref,6.8717
2012.847,Tbot_ref,6.8717
2013.1427,Tbot_ref,6.8717
2014.8584,Tbot_ref,6.8717
2017.8527,Tbot_ref,6.8717
1996.427,Tbot_ref,6.8717
1980.1555,Tbot_ref,6.8717
1977.6063,Tbot_ref,6.8717
