decimal year,variable name,temperature
1999.4399,Tsfc_anom,2.2102
2000.3171,Tsfc_anom,0.3582
2000.6593,Tsfc_anom,0.5063
2000.7903,Tsfc_anom,-0.0285
2000.8748,Tsfc_anom,0.6576
2001.3117,Tsfc_anom,-0.2267
2001.5795,Tsfc_anom,0.5209
2001.6541,Tsfc_anom,-0.6136
2001.7926,Tsfc_anom,-0.3536
2001.8727,Tsfc_anom,-0.4745
2002.0737,Tsfc_anom,0.9214
2002.2991,Tsfc_anom,0.748
2002.4251,Tsfc_anom,0.4708
2002.8043,Tsfc_anom,0.6115
2003.8136,Tsfc_anom,-0.1811
2004.2886,Tsfc_anom,-1.6875
2004.4346,Tsfc_anom,-1.446
2004.6634,Tsfc_anom,-0.0966
2004.8099,Tsfc_anom,-0.577
2004.8746,Tsfc_anom,-0.7133
2005.2918,Tsfc_anom,-0.4366
2005.4304,Tsfc_anom,-1.5096
2005.643,Tsfc_anom,0.1695
2005.8192,Tsfc_anom,-0.0305
2005.8801,Tsfc_anom,0.4427
2006.2815,Tsfc_anom,0.4386
2006.4487,Tsfc_anom,-0.1408
2006.6582,Tsfc_anom,-0.5923
2006.7901,Tsfc_anom,0.4182
2007.3002,Tsfc_anom,-0.448
2007.8102,Tsfc_anom,0.4564
2008.3209,Tsfc_anom,0.9244
2008.8276,Tsfc_anom,0.2613
1978.531,Tsfc_anom,-0.5603
1979.8189,Tsfc_anom,-0.2811
1979.9049,Tsfc_anom,0.4171
1980.8176,Tsfc_anom,-0.4319
1981.1548,Tsfc_anom,-0.2493
1981.9465,Tsfc_anom,-0.3538
1982.1432,Tsfc_anom,-0.9659
1983.4633,Tsfc_anom,0.8664
1984.4166,Tsfc_anom,-0.5937
1992.2807,Tsfc_anom,-1.5459
1992.8098,Tsfc_anom,-1.0405
1993.3095,Tsfc_anom,-1.082
1994.8045,Tsfc_anom,-0.1417
1995.0341,Tsfc_anom,0.4395
1995.3066,Tsfc_anom,-0.3083
1995.6413,Tsfc_anom,-0.2257
1995.794,Tsfc_anom,0.0922
1996.3139,Tsfc_anom,-0.8169
1996.8095,Tsfc_anom,-0.9261
1997.0819,Tsfc_anom,-0.248
1997.2851,Tsfc_anom,-0.3894
1997.8067,Tsfc_anom,-0.2937
1998.073,Tsfc_anom,-0.6688
1998.2871,Tsfc_anom,-0.0823
1998.4392,Tsfc_anom,-0.0259
1998.8309,Tsfc_anom,-0.5167
1999.2935,Tsfc_anom,0.4199
1999.8421,Tsfc_anom,0.3788
1999.8879,Tsfc_anom,0.3176
1977.8423,Tsfc_anom,0.0707
1978.379,Tsfc_anom,-0.8347
2003.6538,Tsfc_anom,-0.9281
1978.6683,Tsfc_anom,-0.9324
1978.7894,Tsfc_anom,-1.2903
1978.8938,Tsfc_anom,-0.0037
1979.6627,Tsfc_anom,-1.1867
2000.4315,Tsfc_anom,0.1119
2000.7503,Tsfc_anom,1.1747
2001.4263,Tsfc_anom,-0.3846
2001.6039,Tsfc_anom,0.8264
2001.7126,Tsfc_anom,0.3136
2002.7211,Tsfc_anom,0.9779
2002.8682,Tsfc_anom,0.5816
2003.0711,Tsfc_anom,-1.0053
2003.3029,Tsfc_anom,-0.9259
2003.4083,Tsfc_anom,-0.743
2003.7304,Tsfc_anom,0.4786
2004.7297,Tsfc_anom,-0.1059
2005.0812,Tsfc_anom,-0.8254
2005.732,Tsfc_anom,1.1562
2006.0759,Tsfc_anom,0.4127
2006.6196,Tsfc_anom,-1.9672
2006.7371,Tsfc_anom,0.3014
2006.8661,Tsfc_anom,0.5327
2007.0902,Tsfc_anom,1.157
2007.4235,Tsfc_anom,0.6172
2007.6577,Tsfc_anom,-0.0404
2007.8046,Tsfc_anom,0.7622
2007.8686,Tsfc_anom,-0.3738
2008.1013,Tsfc_anom,-0.1719
2008.1597,Tsfc_anom,-0.1521
2008.6528,Tsfc_anom,0.2923
2008.7414,Tsfc_anom,0.1913
2008.8571,Tsfc_anom,0.4767
2009.1158,Tsfc_anom,-0.2173
2009.4386,Tsfc_anom,0.4487
2010.435,Tsfc_anom,2.3643
2010.642,Tsfc_anom,0.3187
2010.8955,Tsfc_anom,0.5649
2011.125,Tsfc_anom,0.1111
2011.4568,Tsfc_anom,0.3675
2011.7405,Tsfc_anom,0.9001
2011.8812,Tsfc_anom,0.9941
2012.1138,Tsfc_anom,1.4828
1978.2031,Tsfc_anom,-1.5609
1979.3992,Tsfc_anom,0.6801
1981.4032,Tsfc_anom,0.0809
1982.4345,Tsfc_anom,-1.7813
1982.9258,Tsfc_anom,0.6273
1983.0802,Tsfc_anom,0.8176
1983.9651,Tsfc_anom,0.0316
1984.0369,Tsfc_anom,-0.2821
1984.9264,Tsfc_anom,1.0084
1985.7206,Tsfc_anom,-0.7119
1985.9403,Tsfc_anom,0.306
1986.1125,Tsfc_anom,0.4592
1986.4228,Tsfc_anom,-0.5577
1986.7271,Tsfc_anom,-1.9523
1986.9403,Tsfc_anom,0.0352
1987.4232,Tsfc_anom,0.5027
1987.7115,Tsfc_anom,-0.6762
1991.2767,Tsfc_anom,0.0156
1991.7952,Tsfc_anom,-0.6266
1993.5697,Tsfc_anom,-1.393
1993.789,Tsfc_anom,-1.2762
1994.3034,Tsfc_anom,-0.1173
1998.8804,Tsfc_anom,-0.9874
1999.0641,Tsfc_anom,-0.214
1980.3519,Tsfc_anom,-0.1459
1980.4939,Tsfc_anom,-0.2031
1980.599,Tsfc_anom,0.4746
2013.671,Tsfc_anom,-0.3993
2013.4528,Tsfc_anom,0.8972
2013.8947,Tsfc_anom,0.4485
2014.1814,Tsfc_anom,-0.1738
2016.4398,Tsfc_anom,1.0621
2017.4224,Tsfc_anom,0.3571
2008.3068,Tsfc_anom,0.4613
2008.8176,Tsfc_anom,0.5007
2009.3113,Tsfc_anom,-0.032
2009.8666,Tsfc_anom,0.3218
2010.3086,Tsfc_anom,1.0109
2010.8729,Tsfc_anom,0.608
2011.3341,Tsfc_anom,0.5313
2011.848,Tsfc_anom,0.8248
2012.3094,Tsfc_anom,1.5399
2012.6432,Tsfc_anom,2.3713
2012.8208,Tsfc_anom,1.8668
2013.3303,Tsfc_anom,1.1801
2013.8608,Tsfc_anom,0.6666
2014.3825,Tsfc_anom,0.5261
2014.8431,Tsfc_anom,1.4834
2015.3215,Tsfc_anom,-0.1473
2015.4138,Tsfc_anom,0.157
2015.8197,Tsfc_anom,0.5857
2016.4023,Tsfc_anom,1.4199
2016.8286,Tsfc_anom,1.384
2017.3405,Tsfc_anom,0.6799
1998.6601,Tsfc_anom,-0.4866
1999.6623,Tsfc_anom,0.0936
1977.8739,Tsfc_anom,0.3783
2002.6563,Tsfc_anom,0.4913
2012.7622,Tsfc_anom,1.3052
2012.8471,Tsfc_anom,1.9989
2013.143,Tsfc_anom,1.5912
2014.8578,Tsfc_anom,0.9524
2017.8531,Tsfc_anom,1.955
1996.4283,Tsfc_anom,0.5795
1980.1553,Tsfc_anom,0.3396
1977.6062,Tsfc_anom,-0.8053
1999.4399,Tsfc_ref,10.2503
2000.3171,Tsfc_ref,10.2503
2000.6593,Tsfc_ref,10.2503
2000.7903,Tsfc_ref,10.2503
2000.8748,Tsfc_ref,10.2503
2001.3117,Tsfc_ref,10.2503
2001.5795,Tsfc_ref,10.2503
2001.6541,Tsfc_ref,10.2503
2001.7926,Tsfc_ref,10.2503
2001.8727,Tsfc_ref,10.2503
2002.0737,Tsfc_ref,10.2503
2002.2991,Tsfc_ref,10.2503
2002.4251,Tsfc_ref,10.2503
2002.8043,Tsfc_ref,10.2503
2003.8136,Tsfc_ref,10.2503
2004.2886,Tsfc_ref,10.2503
2004.4346,Tsfc_ref,10.2503
2004.6634,Tsfc_ref,10.2503
2004.8099,Tsfc_ref,10.2503
2004.8746,Tsfc_ref,10.2503
2005.2918,Tsfc_ref,10.2503
2005.4304,Tsfc_ref,10.2503
2005.643,Tsfc_ref,10.2503
2005.8192,Tsfc_ref,10.2503
2005.8801,Tsfc_ref,10.2503
2006.2815,Tsfc_ref,10.2503
2006.4487,Tsfc_ref,10.2503
2006.6582,Tsfc_ref,10.2503
2006.7901,Tsfc_ref,10.2503
2007.3002,Tsfc_ref,10.2503
2007.8102,Tsfc_ref,10.2503
2008.3209,Tsfc_ref,10.2503
2008.8276,Tsfc_ref,10.2503
1978.531,Tsfc_ref,10.2503
1979.8189,Tsfc_ref,10.2503
1979.9049,Tsfc_ref,10.2503
1980.8176,Tsfc_ref,10.2503
1981.1548,Tsfc_ref,10.2503
1981.9465,Tsfc_ref,10.2503
1982.1432,Tsfc_ref,10.2503
1983.4633,Tsfc_ref,10.2503
1984.4166,Tsfc_ref,10.2503
1992.2807,Tsfc_ref,10.2503
1992.8098,Tsfc_ref,10.2503
1993.3095,Tsfc_ref,10.2503
1994.8045,Tsfc_ref,10.2503
1995.0341,Tsfc_ref,10.2503
1995.3066,Tsfc_ref,10.2503
1995.6413,Tsfc_ref,10.2503
1995.794,Tsfc_ref,10.2503
1996.3139,Tsfc_ref,10.2503
1996.8095,Tsfc_ref,10.2503
1997.0819,Tsfc_ref,10.2503
1997.2851,Tsfc_ref,10.2503
1997.8067,Tsfc_ref,10.2503
1998.073,Tsfc_ref,10.2503
1998.2871,Tsfc_ref,10.2503
1998.4392,Tsfc_ref,10.2503
1998.8309,Tsfc_ref,10.2503
1999.2935,Tsfc_ref,10.2503
1999.8421,Tsfc_ref,10.2503
1999.8879,Tsfc_ref,10.2503
1977.8423,Tsfc_ref,10.2503
1978.379,Tsfc_ref,10.2503
2003.6538,Tsfc_ref,10.2503
1978.6683,Tsfc_ref,10.2503
1978.7894,Tsfc_ref,10.2503
1978.8938,Tsfc_ref,10.2503
1979.6627,Tsfc_ref,10.2503
2000.4315,Tsfc_ref,10.2503
2000.7503,Tsfc_ref,10.2503
2001.4263,Tsfc_ref,10.2503
2001.6039,Tsfc_ref,10.2503
2001.7126,Tsfc_ref,10.2503
2002.7211,Tsfc_ref,10.2503
2002.8682,Tsfc_ref,10.2503
2003.0711,Tsfc_ref,10.2503
2003.3029,Tsfc_ref,10.2503
2003.4083,Tsfc_ref,10.2503
2003.7304,Tsfc_ref,10.2503
2004.7297,Tsfc_ref,10.2503
2005.0812,Tsfc_ref,10.2503
2005.732,Tsfc_ref,10.2503
2006.0759,Tsfc_ref,10.2503
2006.6196,Tsfc_ref,10.2503
2006.7371,Tsfc_ref,10.2503
2006.8661,Tsfc_ref,10.2503
2007.0902,Tsfc_ref,10.2503
2007.4235,Tsfc_ref,10.2503
2007.6577,Tsfc_ref,10.2503
2007.8046,Tsfc_ref,10.2503
2007.8686,Tsfc_ref,10.2503
2008.1013,Tsfc_ref,10.2503
2008.1597,Tsfc_ref,10.2503
2008.6528,Tsfc_ref,10.2503
2008.7414,Tsfc_ref,10.2503
2008.8571,Tsfc_ref,10.2503
2009.1158,Tsfc_ref,10.2503
2009.4386,Tsfc_ref,10.2503
2010.435,Tsfc_ref,10.2503
2010.642,Tsfc_ref,10.2503
2010.8955,Tsfc_ref,10.2503
2011.125,Tsfc_ref,10.2503
2011.4568,Tsfc_ref,10.2503
2011.7405,Tsfc_ref,10.2503
2011.8812,Tsfc_ref,10.2503
2012.1138,Tsfc_ref,10.2503
1978.2031,Tsfc_ref,10.2503
1979.3992,Tsfc_ref,10.2503
1981.4032,Tsfc_ref,10.2503
1982.4345,Tsfc_ref,10.2503
1982.9258,Tsfc_ref,10.2503
1983.0802,Tsfc_ref,10.2503
1983.9651,Tsfc_ref,10.2503
1984.0369,Tsfc_ref,10.2503
1984.9264,Tsfc_ref,10.2503
1985.7206,Tsfc_ref,10.2503
1985.9403,Tsfc_ref,10.2503
1986.1125,Tsfc_ref,10.2503
1986.4228,Tsfc_ref,10.2503
1986.7271,Tsfc_ref,10.2503
1986.9403,Tsfc_ref,10.2503
1987.4232,Tsfc_ref,10.2503
1987.7115,Tsfc_ref,10.2503
1991.2767,Tsfc_ref,10.2503
1991.7952,Tsfc_ref,10.2503
1993.5697,Tsfc_ref,10.2503
1993.789,Tsfc_ref,10.2503
1994.3034,Tsfc_ref,10.2503
1998.8804,Tsfc_ref,10.2503
1999.0641,Tsfc_ref,10.2503
1980.3519,Tsfc_ref,10.2503
1980.4939,Tsfc_ref,10.2503
1980.599,Tsfc_ref,10.2503
2013.671,Tsfc_ref,10.2503
2013.4528,Tsfc_ref,10.2503
2013.8947,Tsfc_ref,10.2503
2014.1814,Tsfc_ref,10.2503
2016.4398,Tsfc_ref,10.2503
2017.4224,Tsfc_ref,10.2503
2008.3068,Tsfc_ref,10.2503
2008.8176,Tsfc_ref,10.2503
2009.3113,Tsfc_ref,10.2503
2009.8666,Tsfc_ref,10.2503
2010.3086,Tsfc_ref,10.2503
2010.8729,Tsfc_ref,10.2503
2011.3341,Tsfc_ref,10.2503
2011.848,Tsfc_ref,10.2503
2012.3094,Tsfc_ref,10.2503
2012.6432,Tsfc_ref,10.2503
2012.8208,Tsfc_ref,10.2503
2013.3303,Tsfc_ref,10.2503
2013.8608,Tsfc_ref,10.2503
2014.3825,Tsfc_ref,10.2503
2014.8431,Tsfc_ref,10.2503
2015.3215,Tsfc_ref,10.2503
2015.4138,Tsfc_ref,10.2503
2015.8197,Tsfc_ref,10.2503
2016.4023,Tsfc_ref,10.2503
2016.8286,Tsfc_ref,10.2503
2017.3405,Tsfc_ref,10.2503
1998.6601,Tsfc_ref,10.2503
1999.6623,Tsfc_ref,10.2503
1977.8739,Tsfc_ref,10.2503
2002.6563,Tsfc_ref,10.2503
2012.7622,Tsfc_ref,10.2503
2012.8471,Tsfc_ref,10.2503
2013.143,Tsfc_ref,10.2503
2014.8578,Tsfc_ref,10.2503
2017.8531,Tsfc_ref,10.2503
1996.4283,Tsfc_ref,10.2503
1980.1553,Tsfc_ref,10.2503
1977.6062,Tsfc_ref,10.2503
1999.4393,Tbot_anom,0.0052
2000.3171,Tbot_anom,0.4736
2000.6588,Tbot_anom,0.3465
2000.7913,Tbot_anom,0.5262
2000.8752,Tbot_anom,1.2335
2001.3114,Tbot_anom,0.2996
2001.5816,Tbot_anom,0.5014
2001.6539,Tbot_anom,-0.1713
2001.7928,Tbot_anom,-0.2662
2001.8724,Tbot_anom,-0.0597
2002.0734,Tbot_anom,0.5439
2002.2991,Tbot_anom,0.5489
2002.4257,Tbot_anom,0.5913
2002.8043,Tbot_anom,0.7175
2003.8141,Tbot_anom,-0.4212
2004.2891,Tbot_anom,-1.231
2004.4345,Tbot_anom,-1.2678
2004.6633,Tbot_anom,-1.0518
2004.8095,Tbot_anom,-1.1862
2004.8743,Tbot_anom,-1.2776
2005.2918,Tbot_anom,-0.4976
2005.4304,Tbot_anom,-0.0942
2005.6431,Tbot_anom,0.0218
2005.819,Tbot_anom,0.2708
2005.8801,Tbot_anom,-0.0505
2006.2814,Tbot_anom,0.6875
2006.4487,Tbot_anom,0.9144
2006.6579,Tbot_anom,0.6071
2006.7898,Tbot_anom,0.7341
2007.3,Tbot_anom,-0.2569
2007.81,Tbot_anom,-0.7183
2008.3211,Tbot_anom,0.0307
2008.8276,Tbot_anom,-0.03
1978.5311,Tbot_anom,-0.5957
1979.8196,Tbot_anom,-0.381
1981.1542,Tbot_anom,-1.1459
1981.9478,Tbot_anom,-0.6876
1984.4178,Tbot_anom,0.3465
1992.2811,Tbot_anom,0.0115
1992.8096,Tbot_anom,-0.5585
1993.309,Tbot_anom,-0.9957
1994.804,Tbot_anom,0.8683
1995.307,Tbot_anom,0.5031
1995.6414,Tbot_anom,0.009
1995.7961,Tbot_anom,0.2854
1996.3135,Tbot_anom,0.3878
1996.8093,Tbot_anom,0.3498
1997.2863,Tbot_anom,0.3923
1997.8065,Tbot_anom,0.1081
1998.2868,Tbot_anom,0.1687
1998.4391,Tbot_anom,-0.0761
1998.8308,Tbot_anom,-0.6933
1999.2936,Tbot_anom,-0.308
1999.8422,Tbot_anom,0.5009
1999.8874,Tbot_anom,0.2723
1977.8421,Tbot_anom,-0.7047
1978.379,Tbot_anom,-0.4846
2003.6541,Tbot_anom,-0.1892
1978.6687,Tbot_anom,-0.7345
1978.7898,Tbot_anom,-0.8602
1978.8943,Tbot_anom,-0.3014
1979.6627,Tbot_anom,-0.6996
2000.4315,Tbot_anom,0.3432
2000.7503,Tbot_anom,0.6247
2001.4258,Tbot_anom,0.3151
2001.6039,Tbot_anom,0.4257
2001.7126,Tbot_anom,-0.6569
2002.7202,Tbot_anom,0.3541
2003.0711,Tbot_anom,0.497
2003.303,Tbot_anom,-0.5044
2003.4082,Tbot_anom,0.2063
2003.7302,Tbot_anom,-0.7576
2004.7289,Tbot_anom,-1.5582
2005.081,Tbot_anom,-1.0634
2005.7321,Tbot_anom,-0.3293
2006.0758,Tbot_anom,0.666
2006.7369,Tbot_anom,0.3965
2006.8662,Tbot_anom,0.8448
2007.09,Tbot_anom,1.0121
2007.4234,Tbot_anom,-0.2375
2007.6577,Tbot_anom,-0.2543
2007.8046,Tbot_anom,-0.8639
2007.8688,Tbot_anom,-0.5691
2008.1012,Tbot_anom,-0.2509
2008.159,Tbot_anom,-0.0359
2008.6526,Tbot_anom,-0.5557
2008.7412,Tbot_anom,-0.5613
2008.8568,Tbot_anom,-0.5606
2009.1157,Tbot_anom,0.0309
2009.4385,Tbot_anom,-0.1124
2010.4353,Tbot_anom,0.8678
2010.6422,Tbot_anom,0.719
2010.8952,Tbot_anom,1.1883
2011.1247,Tbot_anom,1.1296
2011.457,Tbot_anom,1.2942
2011.7408,Tbot_anom,0.6654
2011.8812,Tbot_anom,0.8759
2012.1135,Tbot_anom,1.1583
1979.3998,Tbot_anom,-0.5979
1981.4029,Tbot_anom,-1.0198
1982.9273,Tbot_anom,-0.186
1983.0812,Tbot_anom,-0.2728
1984.0368,Tbot_anom,-0.0768
1985.7208,Tbot_anom,0.2272
1985.9403,Tbot_anom,0.6524
1986.1143,Tbot_anom,-0.3534
1986.4288,Tbot_anom,-0.2612
1987.4131,Tbot_anom,-1.2956
1987.7094,Tbot_anom,-0.7418
1991.2767,Tbot_anom,-0.2248
1991.7954,Tbot_anom,0.0597
1993.5683,Tbot_anom,-0.7613
1993.7875,Tbot_anom,-0.3796
1994.3018,Tbot_anom,-0.0039
1998.8801,Tbot_anom,-0.4886
1999.0651,Tbot_anom,-0.6406
1980.3516,Tbot_anom,-0.9196
1980.494,Tbot_anom,-0.8189
1980.599,Tbot_anom,-0.8231
2013.6711,Tbot_anom,0.9499
2013.4529,Tbot_anom,0.668
2013.8947,Tbot_anom,1.1522
2014.1814,Tbot_anom,-0.1496
2016.4396,Tbot_anom,0.9619
2017.4223,Tbot_anom,0.7971
2008.3068,Tbot_anom,0.0308
2008.8196,Tbot_anom,-0.4754
2009.3126,Tbot_anom,-0.3613
2009.8662,Tbot_anom,0.1479
2010.3084,Tbot_anom,0.4143
2010.873,Tbot_anom,1.2243
2011.3337,Tbot_anom,1.5336
2011.848,Tbot_anom,0.9661
2012.3098,Tbot_anom,1.3308
2012.6432,Tbot_anom,1.4373
2012.821,Tbot_anom,1.4969
2013.3303,Tbot_anom,0.5916
2013.8607,Tbot_anom,0.9304
2014.3826,Tbot_anom,0.1525
2014.8431,Tbot_anom,0.9596
2015.3214,Tbot_anom,-0.309
2015.4138,Tbot_anom,-0.0886
2015.8198,Tbot_anom,-0.036
2016.4024,Tbot_anom,1.0281
2016.8282,Tbot_anom,1.4652
2017.3406,Tbot_anom,0.6846
1998.6604,Tbot_anom,-0.9967
1999.6615,Tbot_anom,0.2641
1977.8739,Tbot_anom,-0.5268
2002.6562,Tbot_anom,0.5228
2012.7623,Tbot_anom,1.0789
2012.847,Tbot_anom,1.5141
2013.1427,Tbot_anom,0.8866
2014.8584,Tbot_anom,1.468
2017.8527,Tbot_anom,0.932
1996.427,Tbot_anom,-0.0467
1980.1555,Tbot_anom,-0.8468
1977.6063,Tbot_anom,-0.959
1999.4393,Tbot_ref,6.8717
2000.3171,Tbot_ref,6.8717
2000.6588,Tbot_ref,6.8717
2000.7913,Tbot_ref,6.8717
2000.8752,Tbot_ref,6.8717
2001.3114,Tbot_ref,6.8717
2001.5816,Tbot_ref,6.8717
2001.6539,Tbot_ref,6.8717
2001.7928,Tbot_ref,6.8717
2001.8724,Tbot_ref,6.8717
2002.0734,Tbot_ref,6.8717
2002.2991,Tbot_ref,6.8717
2002.4257,Tbot_ref,6.8717
2002.8043,Tbot_ref,6.8717
2003.8141,Tbot_ref,6.8717
2004.2891,Tbot_ref,6.8717
2004.4345,Tbot_ref,6.8717
2004.6633,Tbot_ref,6.8717
2004.8095,Tbot_ref,6.8717
2004.8743,Tbot_ref,6.8717
2005.2918,Tbot_ref,6.8717
2005.4304,Tbot_ref,6.8717
2005.6431,Tbot_ref,6.8717
2005.819,Tbot_ref,6.8717
2005.8801,Tbot_ref,6.8717
2006.2814,Tbot_ref,6.8717
2006.4487,Tbot_ref,6.8717
2006.6579,Tbot_ref,6.8717
2006.7898,Tbot_ref,6.8717
2007.3,Tbot_ref,6.8717
2007.81,Tbot_ref,6.8717
2008.3211,Tbot_ref,6.8717
2008.8276,Tbot_ref,6.8717
1978.5311,Tbot_ref,6.8717
1979.8196,Tbot_ref,6.8717
1981.1542,Tbot_ref,6.8717
1981.9478,Tbot_ref,6.8717
1984.4178,Tbot_ref,6.8717
1992.2811,Tbot_ref,6.8717
1992.8096,Tbot_ref,6.8717
1993.309,Tbot_ref,6.8717
1994.804,Tbot_ref,6.8717
1995.307,Tbot_ref,6.8717
1995.6414,Tbot_ref,6.8717
1995.7961,Tbot_ref,6.8717
1996.3135,Tbot_ref,6.8717
1996.8093,Tbot_ref,6.8717
1997.2863,Tbot_ref,6.8717
1997.8065,Tbot_ref,6.8717
1998.2868,Tbot_ref,6.8717
1998.4391,Tbot_ref,6.8717
1998.8308,Tbot_ref,6.8717
1999.2936,Tbot_ref,6.8717
1999.8422,Tbot_ref,6.8717
1999.8874,Tbot_ref,6.8717
1977.8421,Tbot_ref,6.8717
1978.379,Tbot_ref,6.8717
