TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
1998,YYYY,ANNUAL_MICRO_PERCENTAGE_MEDIAN,13.16730,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_1998-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200734,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.27426,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200734-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200734,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.01844,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200734-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200735,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.21368,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200735-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200735,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.85269,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200735-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200735,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.25435,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200735-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200735,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.23347,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200735-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200736,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.37879,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200736-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200736,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.87866,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200736-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200736,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.76760,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200736-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200736,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.78167,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200736-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200737,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.55380,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200737-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200737,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.22240,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200737-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200737,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.91928,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200737-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200737,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.67116,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200737-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200738,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.809409,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200738-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200738,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.981009,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200738-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200738,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.36444,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200738-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200738,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.36427,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200738-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200739,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.743378,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200739-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200739,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.83672,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200739-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200739,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.91070,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200739-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200739,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.64767,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200739-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200740,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.643113,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200740-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200740,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.489142,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200740-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200740,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.797613,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200740-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200740,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.89460,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200740-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200741,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.730790,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200741-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200741,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.28376,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200741-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200741,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.729301,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200741-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200741,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.40389,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200741-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200742,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.369042,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200742-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200742,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.21572,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200742-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200742,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.501369,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200742-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200742,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.17659,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200742-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200743,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.220444,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200743-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200743,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.10959,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200743-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200743,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.265944,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200743-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200743,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.75150,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200743-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200744,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.728680,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200744-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200744,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.39763,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200744-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200744,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.496679,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200744-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200744,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.05163,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200744-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200745,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.869805,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200745-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200745,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.73215,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200745-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200745,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,17.16235,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200745-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200745,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.51983,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200745-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200746,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.16782,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200746-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200746,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.56979,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200746-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200746,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.54344,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200746-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200746,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.21319,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200746-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200747,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.55798,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200747-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200747,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.18183,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200747-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200747,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.56128,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200747-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200747,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.66802,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200747-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200748,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.747873,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200748-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200748,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,17.05042,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200748-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200748,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.27849,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200748-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200748,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.963805,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200748-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200749,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.532673,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200749-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200749,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.08613,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200749-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200749,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.37650,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200749-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200749,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.511915,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200749-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200750,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,8.196043,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200750-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200750,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.22353,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200750-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200750,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.13964,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200750-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200750,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.31192,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200750-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200751,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.21218,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200751-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200751,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,17.05017,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200751-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200751,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.68785,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200751-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200751,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.921443,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200751-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200752,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.07449,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200752-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200752,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.08212,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200752-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
