"Time","Var","Value","EPU","Units"
1980,"Calves",6,"All","n"
1981,"Calves",8,"All","n"
1982,"Calves",11,"All","n"
1983,"Calves",9,"All","n"
1984,"Calves",12,"All","n"
1985,"Calves",11,"All","n"
1986,"Calves",13,"All","n"
1987,"Calves",11,"All","n"
1988,"Calves",7,"All","n"
1989,"Calves",16,"All","n"
1990,"Calves",12,"All","n"
1990,"Lower95",281,"All","n"
1990,"Mean",287.531,"All","n"
1990,"Median",288,"All","n"
1990,"SD",3.181,"All","n"
1990,"Upper95",294,"All","n"
1991,"Calves",17,"All","n"
1991,"Lower95",290,"All","n"
1991,"Mean",296.075,"All","n"
1991,"Median",296,"All","n"
1991,"SD",3.405,"All","n"
1991,"Upper95",303,"All","n"
1992,"Calves",12,"All","n"
1992,"Lower95",297,"All","n"
1992,"Mean",303.663,"All","n"
1992,"Median",304,"All","n"
1992,"SD",3.148,"All","n"
1992,"Upper95",310,"All","n"
1993,"Calves",6,"All","n"
1993,"Lower95",292,"All","n"
1993,"Mean",297.623,"All","n"
1993,"Median",298,"All","n"
1993,"SD",3.106,"All","n"
1993,"Upper95",304,"All","n"
1994,"Calves",9,"All","n"
1994,"Lower95",298,"All","n"
1994,"Mean",302.534,"All","n"
1994,"Median",302,"All","n"
1994,"SD",2.68,"All","n"
1994,"Upper95",308,"All","n"
1995,"Calves",7,"All","n"
1995,"Lower95",299,"All","n"
1995,"Mean",303.694,"All","n"
1995,"Median",304,"All","n"
1995,"SD",2.551,"All","n"
1995,"Upper95",309,"All","n"
1996,"Calves",21,"All","n"
1996,"Lower95",314,"All","n"
1996,"Mean",318.549,"All","n"
1996,"Median",318,"All","n"
1996,"SD",2.696,"All","n"
1996,"Upper95",324,"All","n"
1997,"Calves",19,"All","n"
1997,"Lower95",323,"All","n"
1997,"Mean",328.155,"All","n"
1997,"Median",328,"All","n"
1997,"SD",2.715,"All","n"
1997,"Upper95",334,"All","n"
1998,"Calves",5,"All","n"
1998,"Lower95",323,"All","n"
1998,"Mean",327.805,"All","n"
1998,"Median",328,"All","n"
1998,"SD",2.549,"All","n"
1998,"Upper95",333,"All","n"
1999,"Calves",4,"All","n"
1999,"Lower95",322,"All","n"
1999,"Mean",326.416,"All","n"
1999,"Median",326,"All","n"
1999,"SD",2.233,"All","n"
1999,"Upper95",331,"All","n"
2000,"Calves",1,"All","n"
2000,"Lower95",315,"All","n"
2000,"Mean",318.2,"All","n"
2000,"Median",318,"All","n"
2000,"SD",1.88,"All","n"
2000,"Upper95",322,"All","n"
2001,"Calves",31,"All","n"
2001,"Lower95",343,"All","n"
2001,"Mean",346.301,"All","n"
2001,"Median",346,"All","n"
2001,"SD",1.761,"All","n"
2001,"Upper95",350,"All","n"
2002,"Calves",21,"All","n"
2002,"Lower95",352,"All","n"
2002,"Mean",354.44,"All","n"
2002,"Median",354,"All","n"
2002,"SD",1.488,"All","n"
2002,"Upper95",358,"All","n"
2003,"Calves",19,"All","n"
2003,"Lower95",361,"All","n"
2003,"Mean",363.925,"All","n"
2003,"Median",364,"All","n"
2003,"SD",1.545,"All","n"
2003,"Upper95",367,"All","n"
2004,"Calves",16,"All","n"
2004,"Lower95",369,"All","n"
2004,"Mean",371.829,"All","n"
2004,"Median",372,"All","n"
2004,"SD",1.54,"All","n"
2004,"Upper95",375,"All","n"
2005,"Calves",28,"All","n"
2005,"Lower95",395,"All","n"
2005,"Mean",396.991,"All","n"
2005,"Median",397,"All","n"
2005,"SD",1.277,"All","n"
2005,"Upper95",400,"All","n"
2006,"Calves",19,"All","n"
2006,"Lower95",402,"All","n"
2006,"Mean",404.205,"All","n"
2006,"Median",404,"All","n"
2006,"SD",1.398,"All","n"
2006,"Upper95",407,"All","n"
2007,"Calves",23,"All","n"
2007,"Lower95",412,"All","n"
2007,"Mean",413.317,"All","n"
2007,"Median",413,"All","n"
2007,"SD",1.086,"All","n"
2007,"Upper95",416,"All","n"
2008,"Calves",23,"All","n"
2008,"Lower95",430,"All","n"
2008,"Mean",431.56,"All","n"
2008,"Median",431,"All","n"
2008,"SD",1.151,"All","n"
2008,"Upper95",434,"All","n"
2009,"Calves",39,"All","n"
2009,"Lower95",465,"All","n"
2009,"Mean",466.611,"All","n"
2009,"Median",466,"All","n"
2009,"SD",1.234,"All","n"
2009,"Upper95",469,"All","n"
2010,"Calves",19,"All","n"
2010,"Lower95",474,"All","n"
2010,"Mean",476.859,"All","n"
2010,"Median",477,"All","n"
2010,"SD",1.736,"All","n"
2010,"Upper95",480,"All","n"
2011,"Calves",22,"All","n"
2011,"Lower95",480,"All","n"
2011,"Mean",483.584,"All","n"
2011,"Median",483,"All","n"
2011,"SD",1.812,"All","n"
2011,"Upper95",487.025,"All","n"
2012,"Calves",7,"All","n"
2012,"Lower95",470,"All","n"
2012,"Mean",474.196,"All","n"
2012,"Median",474,"All","n"
2012,"SD",2.479,"All","n"
2012,"Upper95",479,"All","n"
2013,"Calves",20,"All","n"
2013,"Lower95",473,"All","n"
2013,"Mean",479.093,"All","n"
2013,"Median",479,"All","n"
2013,"SD",3.083,"All","n"
2013,"Upper95",485,"All","n"
2014,"Calves",11,"All","n"
2014,"Lower95",470,"All","n"
2014,"Mean",476.016,"All","n"
2014,"Median",476,"All","n"
2014,"SD",2.985,"All","n"
2014,"Upper95",482,"All","n"
2015,"Calves",17,"All","n"
2015,"Lower95",462,"All","n"
2015,"Mean",470.387,"All","n"
2015,"Median",470,"All","n"
2015,"SD",4.38,"All","n"
2015,"Upper95",479,"All","n"
2016,"Calves",14,"All","n"
2016,"Lower95",450,"All","n"
2016,"Mean",456.126,"All","n"
2016,"Median",456,"All","n"
2016,"SD",3.579,"All","n"
2016,"Upper95",464,"All","n"
2017,"Calves",5,"All","n"
2017,"Lower95",427,"All","n"
2017,"Mean",431.626,"All","n"
2017,"Median",431,"All","n"
2017,"SD",2.448,"All","n"
2017,"Upper95",437,"All","n"
2018,"Calves",0,"All","n"
2018,"Lower95",386,"All","n"
2018,"Mean",388.702,"All","n"
2018,"Median",389,"All","n"
2018,"SD",1.594,"All","n"
2018,"Upper95",392,"All","n"
2019,"Calves",7,"All","n"
2019,"Lower95",377,"All","n"
2019,"Mean",378.909,"All","n"
2019,"Median",379,"All","n"
2019,"SD",1.344,"All","n"
2019,"Upper95",382,"All","n"
2020,"Calves",10,"All","n"
2020,"Lower95",355,"All","n"
2020,"Mean",358.132,"All","n"
2020,"Median",358,"All","n"
2020,"SD",1.643,"All","n"
2020,"Upper95",362,"All","n"
2021,"Calves",18,"All","n"
2021,"Lower95",367,"All","n"
2021,"Mean",369.284,"All","n"
2021,"Median",369,"All","n"
2021,"SD",1.446,"All","n"
2021,"Upper95",372,"All","n"
2022,"Calves",15,"All","n"
2022,"Lower95",363,"All","n"
2022,"Mean",366.965,"All","n"
2022,"Median",367,"All","n"
2022,"SD",2.068,"All","n"
2022,"Upper95",371,"All","n"
2023,"Calves",11,"All","n"
2023,"Lower95",360,"All","n"
2023,"Mean",371.906,"All","n"
2023,"Median",372,"All","n"
