"Time","Var","Value","EPU","Units"
2024-01-02,"Year",45.25,"MAB","C"
2024-01-02,"YearLTA",44.35,"MAB","C"
2024-01-02,"minLTA",36.46,"MAB","C"
2024-01-02,"maxLTA",50.43,"MAB","C"
2024-01-03,"Year",44.63,"MAB","C"
2024-01-03,"YearLTA",44.12,"MAB","C"
2024-01-03,"minLTA",35.13,"MAB","C"
2024-01-03,"maxLTA",49.26,"MAB","C"
2024-01-04,"Year",44.52,"MAB","C"
2024-01-04,"YearLTA",43.59,"MAB","C"
2024-01-04,"minLTA",36.01,"MAB","C"
2024-01-04,"maxLTA",49.19,"MAB","C"
2024-01-05,"Year",44.43,"MAB","C"
2024-01-05,"YearLTA",43.25,"MAB","C"
2024-01-05,"minLTA",34.72,"MAB","C"
2024-01-05,"maxLTA",48.51,"MAB","C"
2024-01-06,"Year",43.41,"MAB","C"
2024-01-06,"YearLTA",43.06,"MAB","C"
2024-01-06,"minLTA",33.76,"MAB","C"
2024-01-06,"maxLTA",47.43,"MAB","C"
2024-01-07,"Year",43.66,"MAB","C"
2024-01-07,"YearLTA",42.93,"MAB","C"
2024-01-07,"minLTA",32.59,"MAB","C"
2024-01-07,"maxLTA",47.34,"MAB","C"
2024-01-08,"Year",43.62,"MAB","C"
2024-01-08,"YearLTA",42.25,"MAB","C"
2024-01-08,"minLTA",31.84,"MAB","C"
2024-01-08,"maxLTA",46.09,"MAB","C"
2024-01-09,"Year",43.7,"MAB","C"
2024-01-09,"YearLTA",41.93,"MAB","C"
2024-01-09,"minLTA",32.23,"MAB","C"
2024-01-09,"maxLTA",46.71,"MAB","C"
2024-01-10,"Year",44.81,"MAB","C"
2024-01-10,"YearLTA",41.82,"MAB","C"
2024-01-10,"minLTA",31.32,"MAB","C"
2024-01-10,"maxLTA",47.3,"MAB","C"
2024-01-11,"Year",44.29,"MAB","C"
2024-01-11,"YearLTA",41.27,"MAB","C"
2024-01-11,"minLTA",31.37,"MAB","C"
2024-01-11,"maxLTA",47.16,"MAB","C"
2024-01-12,"Year",44.26,"MAB","C"
