"SVSPP","COMNAME","ITISSPP","NESPP3","SCINAME","Fed.Managed","SOE.17","EMAX","RPATH","SOE.18","SizeCat","Min.size","Garrison.Link","NEIEA","SOE.20","SOE.24","FMP"
854,"COCOA DAMSELFISH",170186,NA,"POMACENTRUS VARIABILIS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
855,"BUTTERFLYFISH UNCL",169554,NA,"CHAETODONTIDAE",NA,"Other","Southern Perciformes","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
856,"STRIATED ARGENTINE",162067,NA,"ARGENTINA STRIATA",NA,"Other","Southern Others","SmPelagics","Other",NA,NA,NA,NA,"Other","Planktivore",NA
857,"STARGAZER UNCL",171053,30,"URANOSCOPIDAE",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
858,"DRUM UNCL",169237,104,"SCIAENIDAE",NA,"Other","Southern Perciformes","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
859,"DUSKY ANCHOVY",161842,NA,"ANCHOA LYOLEPIS",NA,"Other","Southern Others","SmPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
860,"MACKEREL AND TUNA UNCL",172398,NA,"SCOMBRIDAE",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
861,"PUFFER UNCL",173283,431,"TETRAODONTIDAE",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
862,"REDEYE GAPER",164572,NA,"CHAUNAX STIGMAEUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
863,"MISTY GROUPER",167703,141,"EPINEPHELUS MYSTACINUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
864,"LONGSNOUT BUTTERFLYFISH",169593,NA,"PROGNATHODES ACULEATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
865,"SILVER ANCHOVY",161830,NA,"ENGRAULIS EURYSTOLE",NA,"Other",NA,"SmPelagics","Other",NA,NA,NA,NA,"Other","Planktivore",NA
866,"SANDDABS",172715,NA,"CITHARICHTHYS ",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
867,NA,164675,NA,"LAEMONEMA BARBATULUM",NA,"Other","Southern Gadiformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
869,"MOONEYE CUSK-EEL",164843,NA,"OPHIDION SELENOPS",NA,"Other","Southern Gadiformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
870,"HONEYCOMB MORAY",161192,NA,"GYMNOTHORAX SAXICOLA",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
871,"SHORTWING SEAROBIN",166994,NA,"PRIONOTUS STEARNSI",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
872,"SPOTFIN MOJARRA",169015,NA,"EUCINOSTOMUS ARGENTEUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
873,"TWOSPOT FLOUNDER",172762,NA,"BOTHUS ROBINSI",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
874,"SNAKE MACKEREL",172360,NA,"GEMPYLUS SERPENS",NA,"Other","Southern Perciformes","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
875,"SCALED SARDINE",161755,169,"HARENGULA JAGUANA",NA,"Other","Southern Others","SmPelagics","Other",NA,NA,NA,"Forage Fish","Other","Other",NA
876,"BIGEYE CIGARFISH",172546,NA,"CUBICEPS PAUCIRADIATUS",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
877,"LESSER AMBERJACK",168690,182,"SERIOLA FASCIATA",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
878,"STRIPED GRUNT",169073,NA,"HAEMULON STRIATUM",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
879,"SNAPPER EEL",161553,NA,"ECHIOPHIS PUNCTIFER",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
880,"BLUNTHEAD PUFFER",173298,NA,"SPHOEROIDES PACHYGASTER",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
881,"SKILLETFISH",164460,NA,"GOBIESOX STRUMOSUS",NA,"Other","Southern Others","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
882,"ANGLEFIN WHIFF",172723,NA,"CITHARICHTHYS GYMNORHINUS",NA,"Other","Southern Pleuronectiformes","OtherFlatfish","Other",NA,NA,NA,NA,"Other","Other",NA
883,"POLKA-DOT BATFISH",164579,NA,"OGCOCEPHALUS RADIATUS",NA,"Other","Southern Others","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
885,"ATLANTIC THORNYHEAD",166859,NA,"TRACHYSCORPIA CRISTULATA",NA,"Other","Southern Others","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
887,"LIGHTFISH UNCL",162163,NA,"GONOSTOMATIDAE",NA,"Other",NA,"Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
888,"BRIDLE CARDINALFISH",168201,NA,"APOGON AUROLINEATUS",NA,"Other","Southern Perciformes","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
889,"CUBAN ANCHOVY",161840,NA,"ANCHOA CUBANA",NA,"Other",NA,"SmPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
891,"BROWN DRIFTFISH",172538,NA,"ARIOMMA MELANUM",NA,"Other","Southern Perciformes","Mesopelagics","Other",NA,NA,NA,NA,"Other","Other",NA
892,"PYGMY ARGENTINE",162074,NA,"GLOSSANODON PYGMAEUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
894,"ATLANTIC SALMON",161996,305,"SALMO SALAR","NEFMC","Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other","Atlantic salmon"
895,"SPOTTED SOAPFISH",167991,NA,"RYPTICUS SUBBIFRENATUS",NA,"Other","Southern Perciformes","SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
896,"BARRACUDINAS",162463,NA,"PARALEPIDIDAE ",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
897,"BLACKFIN GOOSEFISH",164500,13,"LOPHIUS GASTROPHYSUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
898,"COTTONMOUTH JACK",168746,NA,"URASPIS SECUNDA",NA,"Other","Southern Perciformes","OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
899,"RED DORY",166280,NA,"CYTTOPSIS ROSEA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
900,"LOPHIIFORM UNCL",164495,NA,"LOPHIIFORMES",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
901,"BLACKSPOTTED STICKLEBACK",166385,NA,"GASTEROSTEUS WHEATLANDI",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
902,"NINESPINE STICKLEBACK",166387,522,"PUNGITIUS PUNGITIUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
910,"ROYAL RED SHRIMP",95966,733,"PLEOTICUS ROBUSTUS",NA,"Other",NA,"OtherShrimps","Other",NA,NA,NA,NA,"Other","Other",NA
911,"SCARLET GAMBA SHRIMP",96071,NA,"PLESIOPENAEUS EDWARDSIANUS",NA,"Other",NA,"OtherShrimps","Other",NA,NA,NA,NA,"Other","Other",NA
912,NA,97707,NA,"CALOCARIS TEMPLEMANI",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
913,"BROWN SHRIMP",95605,NA,"PENAEUS AZTECUS",NA,"Other",NA,"OtherShrimps","Other",NA,NA,NA,NA,"Other","Other",NA
914,"PINK SHRIMP",95608,NA,"PENAEUS DUORARUM",NA,"Other",NA,"OtherShrimps","Other",NA,NA,NA,NA,"Other","Other",NA
915,"WHITE SHRIMP",95610,NA,"PENAEUS SETIFERUS",NA,"Other",NA,"OtherShrimps","Other",NA,NA,NA,NA,"Other","Other",NA
924,"LONGTAIL SKATE",160911,NA,"BREVIRAJA PLUTONIA",NA,"Other","Southern Elasmobranchs","OtherSkates","Other",NA,NA,NA,NA,"Other","Other",NA
925,"THRESHER SHARK",159916,353,"ALOPIAS VULPINUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
926,"BIGEYE THRESHER SHARK",159921,354,"ALOPIAS SUPERCILIOSUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
927,"LONGFIN MAKO",159926,358,"ISURUS PAUCUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
928,"FINETOOTH SHARK",160409,499,"CARCHARHINUS ISODON",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
929,"BIGNOSE SHARK",160307,483,"CARCHARHINUS ALTIMUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
930,"OCEANIC WHITETIP SHARK",160330,490,"CARCHARHINUS LONGIMANUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
931,"SPINNER SHARK",160401,488,"CARCHARHINUS BREVIPINNA",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
932,"SMALLTAIL SHARK",160340,NA,"CARCHARHINUS POROSUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
933,"REEF SHARK",160336,NA,"CARCHARHINUS PEREZII",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
934,"NIGHT SHARK",160413,486,"CARCHARHINUS SIGNATUS",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
935,"FLORIDA SMOOTHHOUND",160234,NA,"MUSTELUS NORRISI",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
936,"LEOPARD SHARK",160448,NA,"TRIAKIS SEMIFASCIATA",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
937,"SCOOPHEAD SHARK",160524,NA,"SPHYRNA MEDIA",NA,"Other","Southern Elasmobranchs","Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
938,"STRIPED BONITO",172410,NA,"SARDA ORIENTALIS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
939,"SAILFISH",172488,NA,"ISTIOPHORUS PLATYPTERUS",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
940,"BLACK MARLIN",172492,NA,"MAKAIRA INDICA",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
941,"SHORTBILL SPEARFISH",172503,NA,"TETRAPTURUS ANGUSTIROSTRIS",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
942,"STRIPED MARLIN",172504,NA,"TETRAPTURUS AUDAX",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
943,"LONGBILL SPEARFISH",172502,402,"TETRAPTURUS PFLUEGERI",NA,"Other",NA,"LargePelagics","Other",NA,NA,NA,NA,"Other","Other",NA
950,"LOGGERHEAD SEATURTLE",173830,813,"CARETTA CARETTA",NA,"Other",NA,"Turtles","Other",NA,NA,NA,NA,"Other","Other",NA
951,"GREEN SEATURTLE",173833,809,"CHELONIA MYDAS",NA,"Other",NA,"Turtles","Other",NA,NA,NA,NA,"Other","Other",NA
952,"LEATHERBACK SEATURTLE",173843,812,"DERMOCHELYS CORIACEA",NA,"Other",NA,"Turtles","Other",NA,NA,NA,NA,"Other","Other",NA
953,"HAWKSBILL SEATURTLE",173836,814,"ERETMOCHELYS IMBRICATA",NA,"Other",NA,"Turtles","Other",NA,NA,NA,NA,"Other","Other",NA
954,"KEMP'S RIDLEY SEATURTLE",173839,NA,"LEPIDOCHELYS KEMPI",NA,"Other",NA,"Turtles","Other",NA,NA,NA,NA,"Other","Other",NA
998,"TRASH",NA,NA,"TRASH SPECIES IN CATCH",NA,"Other",NA,"Fauna","Other",NA,NA,NA,NA,"Other","Other",NA
