"Time","Var","Value","EPU","Units"
1982,"Fall Forage Fish Biomass Estimate",110393.305882293,"AllEPU","relative grams per stomach"
1982,"Fall Forage Fish Biomass Estimate SE",27295.126708815,"AllEPU","relative grams per stomach"
1983,"Fall Forage Fish Biomass Estimate",49635.4209531679,"AllEPU","relative grams per stomach"
1983,"Fall Forage Fish Biomass Estimate SE",13466.0906395295,"AllEPU","relative grams per stomach"
1984,"Fall Forage Fish Biomass Estimate",86450.290066707,"AllEPU","relative grams per stomach"
1984,"Fall Forage Fish Biomass Estimate SE",21456.9389881886,"AllEPU","relative grams per stomach"
1985,"Fall Forage Fish Biomass Estimate",96534.36726636,"AllEPU","relative grams per stomach"
1985,"Fall Forage Fish Biomass Estimate SE",21848.792559446,"AllEPU","relative grams per stomach"
1986,"Fall Forage Fish Biomass Estimate",93117.8049964669,"AllEPU","relative grams per stomach"
1986,"Fall Forage Fish Biomass Estimate SE",20854.358093141,"AllEPU","relative grams per stomach"
1987,"Fall Forage Fish Biomass Estimate",101751.594513817,"AllEPU","relative grams per stomach"
1987,"Fall Forage Fish Biomass Estimate SE",22256.9855985701,"AllEPU","relative grams per stomach"
1988,"Fall Forage Fish Biomass Estimate",56218.7717579203,"AllEPU","relative grams per stomach"
1988,"Fall Forage Fish Biomass Estimate SE",12174.3724161764,"AllEPU","relative grams per stomach"
1989,"Fall Forage Fish Biomass Estimate",60788.344989329,"AllEPU","relative grams per stomach"
1989,"Fall Forage Fish Biomass Estimate SE",13180.5450109741,"AllEPU","relative grams per stomach"
1990,"Fall Forage Fish Biomass Estimate",74209.2528504741,"AllEPU","relative grams per stomach"
1990,"Fall Forage Fish Biomass Estimate SE",16557.5003199302,"AllEPU","relative grams per stomach"
1991,"Fall Forage Fish Biomass Estimate",64472.059763537,"AllEPU","relative grams per stomach"
1991,"Fall Forage Fish Biomass Estimate SE",14340.8104481662,"AllEPU","relative grams per stomach"
1992,"Fall Forage Fish Biomass Estimate",71317.579515322,"AllEPU","relative grams per stomach"
1992,"Fall Forage Fish Biomass Estimate SE",15146.2780394496,"AllEPU","relative grams per stomach"
1993,"Fall Forage Fish Biomass Estimate",76457.3211732512,"AllEPU","relative grams per stomach"
1993,"Fall Forage Fish Biomass Estimate SE",16393.9092374141,"AllEPU","relative grams per stomach"
1994,"Fall Forage Fish Biomass Estimate",56466.1359075809,"AllEPU","relative grams per stomach"
1994,"Fall Forage Fish Biomass Estimate SE",12361.6115303152,"AllEPU","relative grams per stomach"
1995,"Fall Forage Fish Biomass Estimate",42108.2046537174,"AllEPU","relative grams per stomach"
1995,"Fall Forage Fish Biomass Estimate SE",9685.33526522959,"AllEPU","relative grams per stomach"
1996,"Fall Forage Fish Biomass Estimate",66915.481406532,"AllEPU","relative grams per stomach"
1996,"Fall Forage Fish Biomass Estimate SE",14508.0386676113,"AllEPU","relative grams per stomach"
1997,"Fall Forage Fish Biomass Estimate",56433.8112736325,"AllEPU","relative grams per stomach"
1997,"Fall Forage Fish Biomass Estimate SE",12370.3894232621,"AllEPU","relative grams per stomach"
1998,"Fall Forage Fish Biomass Estimate",48484.8098475529,"AllEPU","relative grams per stomach"
1998,"Fall Forage Fish Biomass Estimate SE",9972.83006880076,"AllEPU","relative grams per stomach"
1999,"Fall Forage Fish Biomass Estimate",84511.2362801151,"AllEPU","relative grams per stomach"
1999,"Fall Forage Fish Biomass Estimate SE",18115.581534949,"AllEPU","relative grams per stomach"
