"Time","Var","Value","EPU"
1992,"TUNA ALBACORE",149,"All"
1992,"TUNA BIGEYE",324,"All"
1992,"TUNA BLUEFIN",59,"All"
1992,"BLUEFISH",1,"All"
1992,"BONITO",1,"All"
1992,"SHARK BLUE",555,"All"
1992,"SHARK THRESHER BIGEYE",18,"All"
1992,"MARLIN BLUE",44,"All"
1992,"DOLPHIN FISH",247,"All"
1992,"SHARK DUSKY",333,"All"
1992,"SHARK SILKY",6,"All"
1992,"GULL",4,"All"
1992,"MACKEREL KING",6,"All"
1992,"LANCETFISH",5,"All"
1992,"SHARK MAKO LONGFIN",2,"All"
1992,"LITTLE TUNNY",1,"All"
1992,"DOLPHIN COMMON",1,"All"
1992,"MARINE FINFISH",68,"All"
1992,"SUNFISH",2,"All"
1992,"WHALE PILOT",11,"All"
1992,"WHALE PILOT",11,"All"
1992,"DOLPHIN RISSOS",2,"All"
1992,"SHARK PORBEAGLE",3,"All"
1992,"SHARK THRESHER COMMON",19,"All"
1992,"PUFFER",1,"All"
1992,"WHALE PILOT SHORTFIN",1,"All"
1992,"WHALE PILOT SHORTFIN",1,"All"
1992,"SHARK BLACKTIP",4,"All"
1992,"SHARK",6,"All"
1992,"TUNA SKIPJACK",1,"All"
1992,"SHARK MAKO SHORTFIN",39,"All"
1992,"SHARK HAMMERHEAD SCALLOPED",41,"All"
1992,"SKATES/RAYS",282,"All"
1992,"SHARK SANDBAR",215,"All"
1992,"SHEARWATER GREATER",2,"All"
1992,"SWORDFISH",473,"All"
1992,"TURTLE HAWKSBILL",1,"All"
1992,"SHARK TIGER",9,"All"
1992,"TURTLE LEATHERBACK",19,"All"
1992,"TURTLE LEATHERBACK",19,"All"
1992,"TURTLE GREEN",2,"All"
1992,"TURTLE LOGGERHEAD",2,"All"
1992,"TURTLE LOGGERHEAD",2,"All"
1992,"WAHOO",1,"All"
1992,"MARLIN WHITE",82,"All"
1992,"SHARK HAMMERHEAD",82,"All"
1992,"SHARK MAKO",83,"All"
1992,"TUNA YELLOWFIN",727,"All"
1993,"TUNA ALBACORE",292,"All"
1993,"AMBERJACK",1,"All"
1993,"TUNA BIGEYE",1188,"All"
1993,"TUNA BLUEFIN",63,"All"
1993,"TUNA BLACKFIN",8,"All"
1993,"BLUEFISH",63,"All"
1993,"BONITO",3,"All"
1993,"SHARK BLUE",1555,"All"
1993,"SHARK THRESHER BIGEYE",44,"All"
1993,"MARLIN BLUE",42,"All"
1993,"COBIA",1,"All"
1993,"SHARK DOGFISH SPINEY",18,"All"
1993,"DOLPHIN FISH",521,"All"
1993,"SHARK DUSKY",269,"All"
1993,"SHARK SILKY",6,"All"
1993,"GANNET NORTHERN",2,"All"
1993,"GULL GREAT BLACK BACKED",4,"All"
1993,"ESCOLAR (SMOOTH SKIN)",19,"All"
1993,"GULL",1,"All"
1993,"MACKEREL KING",3,"All"
1993,"LANCETFISH",187,"All"
1993,"SHARK MAKO LONGFIN",7,"All"
1993,"LITTLE TUNNY",27,"All"
1993,"DOLPHIN BOTTLENOSE",1,"All"
1993,"MARINE FINFISH",200,"All"
1993,"SUNFISH",15,"All"
1993,"DOLPHIN PANTROPICAL SPOTTED",1,"All"
1993,"WHALE PILOT",15,"All"
1993,"WHALE PILOT",15,"All"
1993,"DOLPHIN RISSOS",2,"All"
1993,"SHARK OCEANIC WHITETIP",1,"All"
1993,"OILFISH (ROUGH SKIN)",1,"All"
1993,"OPAH",2,"All"
1993,"POMFRET",6,"All"
1993,"SHARK PORBEAGLE",2,"All"
1993,"SHARK THRESHER COMMON",44,"All"
1993,"PUFFER",1,"All"
1993,"SHARK ATLANTIC SHARPNOSE",160,"All"
1993,"SHARK BLACKTIP",27,"All"
1993,"SHARK BULL",1,"All"
1993,"SHARK",21,"All"
1993,"TUNA SKIPJACK",5,"All"
1993,"SHARK MAKO SHORTFIN",95,"All"
1993,"SHARK HAMMERHEAD SCALLOPED",58,"All"
1993,"SKATES/RAYS",575,"All"
1993,"SHARK SANDBAR",288,"All"
1993,"SWORDFISH",873,"All"
1993,"SHARK TIGER",40,"All"
1993,"TURTLE LEATHERBACK",28,"All"
1993,"TURTLE LEATHERBACK",28,"All"
1993,"TURTLE LOGGERHEAD",5,"All"
1993,"TURTLE LOGGERHEAD",5,"All"
1993,"WAHOO",5,"All"
1993,"MARLIN WHITE",201,"All"
1993,"SHARK HAMMERHEAD",215,"All"
1993,"SHARK MAKO",116,"All"
1993,"TUNA YELLOWFIN",1055,"All"
1994,"TUNA ALBACORE",349,"All"
1994,"TUNA BIGEYE",892,"All"
1994,"TUNA BLUEFIN",113,"All"
1994,"TUNA BLACKFIN",1,"All"
1994,"BONITO",1,"All"
1994,"SHARK BLUE",1578,"All"
1994,"SHARK THRESHER BIGEYE",26,"All"
1994,"MARLIN BLUE",16,"All"
1994,"CIGARFISH",4,"All"
1994,"DOLPHIN FISH",490,"All"
1994,"SHARK DUSKY",84,"All"
1994,"SHARK SILKY",13,"All"
1994,"ESCOLAR (SMOOTH SKIN)",29,"All"
1994,"GULL HERRING",7,"All"
1994,"GULL",4,"All"
1994,"JACK",1,"All"
1994,"MACKEREL KING",1,"All"
1994,"LANCETFISH",178,"All"
1994,"SHARK MAKO LONGFIN",6,"All"
1994,"LITTLE TUNNY",14,"All"
1994,"MANTA RAY",1,"All"
1994,"MARINE FINFISH",4,"All"
1994,"SUNFISH",21,"All"
1994,"WHALE PILOT",14,"All"
1994,"WHALE PILOT",14,"All"
1994,"DOLPHIN RISSOS",7,"All"
1994,"SHARK OCEANIC WHITETIP",1,"All"
1994,"OILFISH (ROUGH SKIN)",13,"All"
1994,"OPAH",7,"All"
1994,"POMFRET",8,"All"
1994,"SHARK THRESHER COMMON",5,"All"
1994,"PUFFER",1,"All"
1994,"SAILFISH ATLANTIC",4,"All"
1994,"SHARK BLACKTIP",5,"All"
