"Time","Var","Value","EPU","Units"
2010,"wlat_Fin whale_spring",40.91788,"ALL","NA"
2010,"wlon_Fin whale_spring",-68.66615,"ALL","NA"
2017,"wlat_Fin whale_spring",41.72323,"ALL","NA"
2017,"wlon_Fin whale_spring",-67.20137,"ALL","NA"
2010,"wlat_Risso's dolphin_spring",38.42509,"ALL","NA"
2010,"wlon_Risso's dolphin_spring",-70.23239,"ALL","NA"
2017,"wlat_Risso's dolphin_spring",39.70862,"ALL","NA"
2017,"wlon_Risso's dolphin_spring",-68.12412,"ALL","NA"
2010,"wlat_Common dolphin_spring",39.73658975,"ALL","NA"
2010,"wlon_Common dolphin_spring",-69.51566437,"ALL","NA"
2017,"wlat_Common dolphin_spring",40.88600923,"ALL","NA"
2017,"wlon_Common dolphin_spring",-66.77308948,"ALL","NA"
2010,"wlat_Sperm whale_spring",37.04157,"ALL","NA"
2010,"wlon_Sperm whale_spring",-70.26506,"ALL","NA"
2017,"wlat_Sperm whale_spring",37.51994,"ALL","NA"
2017,"wlon_Sperm whale_spring",-69.13294,"ALL","NA"
2010,"wlat_Atlantic spotted dolphin_spring",36.52359,"ALL","NA"
2010,"wlon_Atlantic spotted dolphin_spring",-72.22088,"ALL","NA"
2017,"wlat_Atlantic spotted dolphin_spring",35.47651,"ALL","NA"
2017,"wlon_Atlantic spotted dolphin_spring",-73.3211,"ALL","NA"
2010,"wlat_Short-finned pilot whale_spring",34.6015,"ALL","NA"
2010,"wlon_Short-finned pilot whale_spring",-74.51014,"ALL","NA"
2017,"wlat_Short-finned pilot whale_spring",33.61447,"ALL","NA"
2017,"wlon_Short-finned pilot whale_spring",-75.04434,"ALL","NA"
2010,"wlat_Striped dolphin_spring",38.63545,"ALL","NA"
2010,"wlon_Striped dolphin_spring",-69.39818,"ALL","NA"
2017,"wlat_Striped dolphin_spring",39.07832,"ALL","NA"
2017,"wlon_Striped dolphin_spring",-68.80051,"ALL","NA"
2010,"wlat_Sei whale_summer",41.36972,"ALL","NA"
2010,"wlon_Sei whale_summer",-67.83321,"ALL","NA"
2017,"wlat_Sei whale_summer",40.8476,"ALL","NA"
2017,"wlon_Sei whale_summer",-68.75811,"ALL","NA"
2010,"wlat_Fin whale_summer",40.97991,"ALL","NA"
2010,"wlon_Fin whale_summer",-68.55201,"ALL","NA"
2017,"wlat_Fin whale_summer",41.99526,"ALL","NA"
2017,"wlon_Fin whale_summer",-67.18319,"ALL","NA"
2010,"wlat_Short-finned pilot whale_summer",37.60709,"ALL","NA"
2010,"wlon_Short-finned pilot whale_summer",-70.92521,"ALL","NA"
2017,"wlat_Short-finned pilot whale_summer",36.49279,"ALL","NA"
2017,"wlon_Short-finned pilot whale_summer",-71.8863,"ALL","NA"
2010,"wlat_Risso's dolphin_summer",39.43301,"ALL","NA"
2010,"wlon_Risso's dolphin_summer",-69.02784,"ALL","NA"
2017,"wlat_Risso's dolphin_summer",39.79354,"ALL","NA"
2017,"wlon_Risso's dolphin_summer",-68.10127,"ALL","NA"
2010,"wlat_Common dolphin_summer",40.77829641,"ALL","NA"
2010,"wlon_Common dolphin_summer",-68.18221988,"ALL","NA"
2017,"wlat_Common dolphin_summer",41.17247704,"ALL","NA"
2017,"wlon_Common dolphin_summer",-66.96767914,"ALL","NA"
2010,"wlat_Sperm whale_summer",38.44454,"ALL","NA"
2010,"wlon_Sperm whale_summer",-69.06747,"ALL","NA"
2017,"wlat_Sperm whale_summer",39.47486,"ALL","NA"
2017,"wlon_Sperm whale_summer",-67.14349,"ALL","NA"
2010,"wlat_Fin whale_fall",41.15714,"ALL","NA"
2010,"wlon_Fin whale_fall",-68.47349,"ALL","NA"
2017,"wlat_Fin whale_fall",42.49521,"ALL","NA"
2017,"wlon_Fin whale_fall",-66.48928,"ALL","NA"
2010,"wlat_Short-finned pilot whale_fall",36.82157,"ALL","NA"
2010,"wlon_Short-finned pilot whale_fall",-71.8804,"ALL","NA"
2017,"wlat_Short-finned pilot whale_fall",38.50441,"ALL","NA"
2017,"wlon_Short-finned pilot whale_fall",-69.28541,"ALL","NA"
2010,"wlat_Risso's dolphin_fall",39.33422,"ALL","NA"
2010,"wlon_Risso's dolphin_fall",-69.06199,"ALL","NA"
2017,"wlat_Risso's dolphin_fall",40.22076,"ALL","NA"
2017,"wlon_Risso's dolphin_fall",-67.29057,"ALL","NA"
2010,"wlat_Common dolphin_fall",40.49427777,"ALL","NA"
2010,"wlon_Common dolphin_fall",-68.67483323,"ALL","NA"
2017,"wlat_Common dolphin_fall",41.27657741,"ALL","NA"
2017,"wlon_Common dolphin_fall",-66.34351993,"ALL","NA"
2010,"wlat_Sperm whale_fall",38.38389,"ALL","NA"
2010,"wlon_Sperm whale_fall",-69.00933,"ALL","NA"
2017,"wlat_Sperm whale_fall",39.81708,"ALL","NA"
2017,"wlon_Sperm whale_fall",-66.69676,"ALL","NA"
2010,"wlat_Striped dolphin_fall",38.73562,"ALL","NA"
2010,"wlon_Striped dolphin_fall",-69.30121,"ALL","NA"
2017,"wlat_Striped dolphin_fall",39.60192,"ALL","NA"
2017,"wlon_Striped dolphin_fall",-67.90425,"ALL","NA"
2010,"wlat_Atlantic spotted dolphin_winter",34.64259,"ALL","NA"
2010,"wlon_Atlantic spotted dolphin_winter",-75.37278,"ALL","NA"
2017,"wlat_Atlantic spotted dolphin_winter",35.5415,"ALL","NA"
2017,"wlon_Atlantic spotted dolphin_winter",-73.92163,"ALL","NA"
2010,"wlat_Harbor porpoise_winter",41.2214,"ALL","NA"
2010,"wlon_Harbor porpoise_winter",-69.96553,"ALL","NA"
2017,"wlat_Harbor porpoise_winter",43.52822,"ALL","NA"
2017,"wlon_Harbor porpoise_winter",-66.26635,"ALL","NA"
2010,"wlat_Minke whale_winter",41.4068,"ALL","NA"
2010,"wlon_Minke whale_winter",-68.24172,"ALL","NA"
2017,"wlat_Minke whale_winter",41.86585,"ALL","NA"
2017,"wlon_Minke whale_winter",-66.77014,"ALL","NA"
2010,"wlat_Short-finned pilot whale_winter",34.51443,"ALL","NA"
2010,"wlon_Short-finned pilot whale_winter",-74.78247,"ALL","NA"
