"Time","Var","Value","EPU","Units"
1985,"chesapeake bay water quality attainment",26.52642187,"MAB","estimated attainment, percent"
1986,"chesapeake bay water quality attainment",27.16842324,"MAB","estimated attainment, percent"
1987,"chesapeake bay water quality attainment",26.091561,"MAB","estimated attainment, percent"
1988,"chesapeake bay water quality attainment",30.10467226,"MAB","estimated attainment, percent"
1989,"chesapeake bay water quality attainment",26.37696505,"MAB","estimated attainment, percent"
1990,"chesapeake bay water quality attainment",29.32877119,"MAB","estimated attainment, percent"
1991,"chesapeake bay water quality attainment",29.7968994,"MAB","estimated attainment, percent"
1992,"chesapeake bay water quality attainment",31.78802466,"MAB","estimated attainment, percent"
1993,"chesapeake bay water quality attainment",30.77328377,"MAB","estimated attainment, percent"
1994,"chesapeake bay water quality attainment",32.70970223,"MAB","estimated attainment, percent"
1995,"chesapeake bay water quality attainment",36.50398317,"MAB","estimated attainment, percent"
1996,"chesapeake bay water quality attainment",33.87376751,"MAB","estimated attainment, percent"
1997,"chesapeake bay water quality attainment",36.8682444,"MAB","estimated attainment, percent"
1998,"chesapeake bay water quality attainment",33.54424,"MAB","estimated attainment, percent"
1999,"chesapeake bay water quality attainment",36.83514695,"MAB","estimated attainment, percent"
2000,"chesapeake bay water quality attainment",37.15846319,"MAB","estimated attainment, percent"
2001,"chesapeake bay water quality attainment",36.17524761,"MAB","estimated attainment, percent"
2002,"chesapeake bay water quality attainment",35.7181138,"MAB","estimated attainment, percent"
2003,"chesapeake bay water quality attainment",32.71719085,"MAB","estimated attainment, percent"
2004,"chesapeake bay water quality attainment",32.42447979,"MAB","estimated attainment, percent"
2005,"chesapeake bay water quality attainment",33.91226985,"MAB","estimated attainment, percent"
2006,"chesapeake bay water quality attainment",38.52854752,"MAB","estimated attainment, percent"
2007,"chesapeake bay water quality attainment",37.44949236,"MAB","estimated attainment, percent"
2008,"chesapeake bay water quality attainment",39.51038967,"MAB","estimated attainment, percent"
2009,"chesapeake bay water quality attainment",33.18178386,"MAB","estimated attainment, percent"
2010,"chesapeake bay water quality attainment",30.99335608,"MAB","estimated attainment, percent"
2011,"chesapeake bay water quality attainment",27.60977335,"MAB","estimated attainment, percent"
2012,"chesapeake bay water quality attainment",33.94245238,"MAB","estimated attainment, percent"
2013,"chesapeake bay water quality attainment",38.06028736,"MAB","estimated attainment, percent"
2014,"chesapeake bay water quality attainment",40.0086826,"MAB","estimated attainment, percent"
2015,"chesapeake bay water quality attainment",42.16557285,"MAB","estimated attainment, percent"
2016,"chesapeake bay water quality attainment",38.15896342,"MAB","estimated attainment, percent"
2017,"chesapeake bay water quality attainment",32.98496107,"MAB","estimated attainment, percent"
2018,"chesapeake bay water quality attainment",28.88582433,"MAB","estimated attainment, percent"
2019,"chesapeake bay water quality attainment",28.06078464,"MAB","estimated attainment, percent"
2020,"chesapeake bay water quality attainment",29.81354111,"MAB","estimated attainment, percent"
