"Latitude","Longitude","Value","EPU"
41.875,-61.625,1.1700293706811,"MAB"
41.875,-61.375,0.596273588097614,"MAB"
41.875,-61.125,0.567675528318986,"MAB"
41.875,-60.875,0.780191359312638,"MAB"
41.875,-60.625,0.798403304556142,"MAB"
41.875,-60.375,0.529380819071894,"MAB"
41.875,-60.125,0.474906050640604,"MAB"
41.625,-70.875,5.03262830817181,"MAB"
41.625,-70.375,5.40330606958141,"MAB"
41.625,-70.125,4.88351523357889,"MAB"
41.625,-69.875,4.15115416568258,"MAB"
41.625,-69.625,3.45772848958554,"MAB"
41.625,-69.375,2.94744719629702,"MAB"
41.625,-69.125,2.89486149083013,"MAB"
41.625,-68.875,2.78095987568731,"MAB"
41.625,-68.625,2.54891335445902,"MAB"
41.625,-68.375,2.31250385616137,"MAB"
41.625,-68.125,1.98061755429143,"MAB"
41.625,-67.875,1.4502070468405,"MAB"
41.625,-67.625,1.06403997670049,"MAB"
41.625,-67.375,1.02798784297446,"MAB"
41.625,-67.125,1.14860141795615,"MAB"
41.625,-66.875,1.37076480492302,"MAB"
41.625,-66.625,1.63161927720775,"MAB"
41.625,-66.375,1.66961462601371,"MAB"
41.625,-66.125,1.5372416973114,"MAB"
41.625,-65.875,1.15351175225299,"MAB"
41.625,-65.625,0.687857026639192,"MAB"
41.625,-65.375,0.317219796388046,"MAB"
41.625,-65.125,0.117080709208613,"MAB"
41.625,-64.875,0.161087243453316,"MAB"
41.625,-64.625,0.545126821683801,"MAB"
41.625,-64.375,0.996000631995823,"MAB"
41.625,-64.125,1.52625221791475,"MAB"
41.625,-63.875,1.98224946726923,"MAB"
41.625,-63.625,2.42032250114109,"MAB"
41.625,-63.375,2.88286679723988,"MAB"
41.625,-63.125,3.39157353276792,"MAB"
41.625,-62.875,3.75531041103861,"MAB"
41.625,-62.625,3.81276613733043,"MAB"
41.625,-62.375,3.57757166157598,"MAB"
41.625,-62.125,3.08824933093527,"MAB"
41.625,-61.875,2.28906318415766,"MAB"
41.625,-61.625,1.42473334851472,"MAB"
41.625,-61.375,0.891150557476541,"MAB"
41.625,-61.125,0.848488890606424,"MAB"
41.625,-60.875,1.02870972260185,"MAB"
41.625,-60.625,1.05214077493419,"MAB"
41.625,-60.375,0.875108324963114,"MAB"
41.625,-60.125,0.833070050115171,"MAB"
41.375,-71.625,3.36252529724785,"MAB"
41.375,-71.375,3.32440399086994,"MAB"
41.375,-71.125,3.67237561681996,"MAB"
41.375,-70.875,4.3378937140755,"MAB"
41.375,-70.625,4.85547181834345,"MAB"
41.375,-70.375,4.90139849289604,"MAB"
41.375,-70.125,4.29872637209685,"MAB"
41.375,-69.875,3.38989436108133,"MAB"
41.375,-69.625,2.64127408939859,"MAB"
41.375,-69.375,2.31326110466667,"MAB"
