"year","season_month","Value","Var","Units","EPU"
1963,"Jan",-1.59515125763639,"gulf stream index - month","latitude anomaly","All"
1963,"Jul",-1.13292738745558,"gulf stream index - month","latitude anomaly","All"
1963,"Jun",-1.37083729775944,"gulf stream index - month","latitude anomaly","All"
1963,"Mar",-1.61831511117367,"gulf stream index - month","latitude anomaly","All"
1963,"May",-1.26132614129717,"gulf stream index - month","latitude anomaly","All"
1963,"Nov",-1.35431155658903,"gulf stream index - month","latitude anomaly","All"
1963,"Sep",-0.85150939015119,"gulf stream index - month","latitude anomaly","All"
1964,"Apr",-1.59880059498613,"gulf stream index - month","latitude anomaly","All"
1964,"Aug",-1.42660545005114,"gulf stream index - month","latitude anomaly","All"
1964,"Dec",-2.03659345236846,"gulf stream index - month","latitude anomaly","All"
1964,"Feb",-2.16592346894533,"gulf stream index - month","latitude anomaly","All"
1964,"Jan",-1.87213377963055,"gulf stream index - month","latitude anomaly","All"
1964,"Jul",-1.42236267194744,"gulf stream index - month","latitude anomaly","All"
1964,"Jun",-1.35895890493639,"gulf stream index - month","latitude anomaly","All"
1964,"Mar",-2.50983902160525,"gulf stream index - month","latitude anomaly","All"
1964,"May",-2.33405916721702,"gulf stream index - month","latitude anomaly","All"
1964,"Nov",-2.10450018710569,"gulf stream index - month","latitude anomaly","All"
1964,"Sep",-1.81902531231845,"gulf stream index - month","latitude anomaly","All"
1965,"Apr",-1.08937762981261,"gulf stream index - month","latitude anomaly","All"
1965,"Aug",-0.782883331963529,"gulf stream index - month","latitude anomaly","All"
1965,"Dec",-2.15227755528302,"gulf stream index - month","latitude anomaly","All"
1965,"Feb",-1.70119037248085,"gulf stream index - month","latitude anomaly","All"
1965,"Jan",-1.7693619854352,"gulf stream index - month","latitude anomaly","All"
1965,"Jul",0.513782391457452,"gulf stream index - month","latitude anomaly","All"
1965,"Jun",-0.0249187354004064,"gulf stream index - month","latitude anomaly","All"
1965,"Mar",-1.84930509271034,"gulf stream index - month","latitude anomaly","All"
1965,"May",-0.42252408132464,"gulf stream index - month","latitude anomaly","All"
1965,"Nov",-1.07157899717483,"gulf stream index - month","latitude anomaly","All"
1965,"Sep",-1.98882282700133,"gulf stream index - month","latitude anomaly","All"
1966,"Apr",-2.31432782637139,"gulf stream index - month","latitude anomaly","All"
1966,"Aug",-2.2971889896023,"gulf stream index - month","latitude anomaly","All"
1966,"Dec",-1.66133297000827,"gulf stream index - month","latitude anomaly","All"
1966,"Feb",-1.53649290135183,"gulf stream index - month","latitude anomaly","All"
1966,"Jan",-1.92398889770847,"gulf stream index - month","latitude anomaly","All"
1966,"Jul",-1.39786461013888,"gulf stream index - month","latitude anomaly","All"
1966,"Jun",-1.52315299117024,"gulf stream index - month","latitude anomaly","All"
1966,"Mar",-1.75291530214054,"gulf stream index - month","latitude anomaly","All"
1966,"May",-3.55716557381618,"gulf stream index - month","latitude anomaly","All"
1966,"Nov",-1.44642862965879,"gulf stream index - month","latitude anomaly","All"
1966,"Sep",-2.61864185452535,"gulf stream index - month","latitude anomaly","All"
1967,"Apr",-2.09262524530358,"gulf stream index - month","latitude anomaly","All"
1967,"Aug",-1.38116210425991,"gulf stream index - month","latitude anomaly","All"
1967,"Dec",-1.60254077097348,"gulf stream index - month","latitude anomaly","All"
1967,"Feb",-0.0731060087274259,"gulf stream index - month","latitude anomaly","All"
1967,"Jan",-1.11421195984431,"gulf stream index - month","latitude anomaly","All"
1967,"Jul",-1.52817456808671,"gulf stream index - month","latitude anomaly","All"
1967,"Jun",-1.68680092529656,"gulf stream index - month","latitude anomaly","All"
1967,"Mar",-1.07430701191447,"gulf stream index - month","latitude anomaly","All"
1967,"May",-1.0022384170708,"gulf stream index - month","latitude anomaly","All"
1967,"Nov",-0.89459721742723,"gulf stream index - month","latitude anomaly","All"
1967,"Sep",-1.35087577170512,"gulf stream index - month","latitude anomaly","All"
1968,"Apr",-0.976394668064581,"gulf stream index - month","latitude anomaly","All"
1968,"Aug",0.196995747345683,"gulf stream index - month","latitude anomaly","All"
1968,"Dec",-0.894930706770055,"gulf stream index - month","latitude anomaly","All"
1968,"Feb",-0.938994907555242,"gulf stream index - month","latitude anomaly","All"
1968,"Jan",-0.590836118413462,"gulf stream index - month","latitude anomaly","All"
1968,"Jul",-0.118040037929523,"gulf stream index - month","latitude anomaly","All"
1968,"Jun",-0.737344061562231,"gulf stream index - month","latitude anomaly","All"
1968,"Mar",-0.935070918152292,"gulf stream index - month","latitude anomaly","All"
1968,"May",-0.174381684603227,"gulf stream index - month","latitude anomaly","All"
1968,"Nov",-0.220126720235899,"gulf stream index - month","latitude anomaly","All"
1968,"Sep",0.78225403683086,"gulf stream index - month","latitude anomaly","All"
1969,"Apr",-0.695186361533806,"gulf stream index - month","latitude anomaly","All"
1969,"Aug",-0.243287758473496,"gulf stream index - month","latitude anomaly","All"
1969,"Dec",0.149892496063943,"gulf stream index - month","latitude anomaly","All"
1969,"Feb",-0.877890825184121,"gulf stream index - month","latitude anomaly","All"
1969,"Jan",-0.493449004297621,"gulf stream index - month","latitude anomaly","All"
1969,"Jul",-1.6842738491847,"gulf stream index - month","latitude anomaly","All"
1969,"Jun",-1.06357017168035,"gulf stream index - month","latitude anomaly","All"
1969,"Mar",-1.05354100473625,"gulf stream index - month","latitude anomaly","All"
1969,"May",-1.34604657441349,"gulf stream index - month","latitude anomaly","All"
1969,"Nov",-1.24526225618811,"gulf stream index - month","latitude anomaly","All"
1969,"Sep",-0.821194360772774,"gulf stream index - month","latitude anomaly","All"
1970,"Apr",-1.22278274636682,"gulf stream index - month","latitude anomaly","All"
1970,"Aug",-1.51981125424763,"gulf stream index - month","latitude anomaly","All"
1970,"Dec",-0.588093895001379,"gulf stream index - month","latitude anomaly","All"
1970,"Feb",-1.09534661652538,"gulf stream index - month","latitude anomaly","All"
1970,"Jan",-0.454797011749622,"gulf stream index - month","latitude anomaly","All"
1970,"Jul",-1.24417831555151,"gulf stream index - month","latitude anomaly","All"
1970,"Jun",-0.847246852568779,"gulf stream index - month","latitude anomaly","All"
1970,"Mar",-1.22710635417092,"gulf stream index - month","latitude anomaly","All"
1970,"May",-1.16003641412599,"gulf stream index - month","latitude anomaly","All"
1970,"Nov",-0.744218031742503,"gulf stream index - month","latitude anomaly","All"
1970,"Sep",-0.687547330273909,"gulf stream index - month","latitude anomaly","All"
1971,"Apr",-1.03017616023287,"gulf stream index - month","latitude anomaly","All"
1971,"Aug",-0.943917032967241,"gulf stream index - month","latitude anomaly","All"
1971,"Dec",-0.90866914583876,"gulf stream index - month","latitude anomaly","All"
1971,"Feb",-2.00368211106029,"gulf stream index - month","latitude anomaly","All"
1971,"Jan",-1.35071874777109,"gulf stream index - month","latitude anomaly","All"
1971,"Jul",-0.964692824517325,"gulf stream index - month","latitude anomaly","All"
1971,"Jun",-1.44271474527668,"gulf stream index - month","latitude anomaly","All"
1971,"Mar",-0.886018607311099,"gulf stream index - month","latitude anomaly","All"
1971,"May",-0.823967884549019,"gulf stream index - month","latitude anomaly","All"
1971,"Nov",-0.346224266786956,"gulf stream index - month","latitude anomaly","All"
1971,"Sep",-0.0376250718044347,"gulf stream index - month","latitude anomaly","All"
1972,"Apr",-0.231647024721179,"gulf stream index - month","latitude anomaly","All"
1972,"Aug",-0.176887771257134,"gulf stream index - month","latitude anomaly","All"
1972,"Dec",-0.236370999125235,"gulf stream index - month","latitude anomaly","All"
1972,"Feb",-0.955056084956855,"gulf stream index - month","latitude anomaly","All"
1972,"Jan",-0.157507978574783,"gulf stream index - month","latitude anomaly","All"
1972,"Jul",-0.148880624240612,"gulf stream index - month","latitude anomaly","All"
1972,"Jun",-0.0708951164275457,"gulf stream index - month","latitude anomaly","All"
1972,"Mar",0.11765900039501,"gulf stream index - month","latitude anomaly","All"
1972,"May",0.340248091824974,"gulf stream index - month","latitude anomaly","All"
1972,"Nov",0.553260255646822,"gulf stream index - month","latitude anomaly","All"
1972,"Sep",0.0375893750948657,"gulf stream index - month","latitude anomaly","All"
1973,"Apr",0.237709375208429,"gulf stream index - month","latitude anomaly","All"
1973,"Aug",0.407445265476285,"gulf stream index - month","latitude anomaly","All"
1973,"Dec",0.14507659008241,"gulf stream index - month","latitude anomaly","All"
1973,"Feb",-0.271173952040288,"gulf stream index - month","latitude anomaly","All"
1973,"Jan",0.0466328380145496,"gulf stream index - month","latitude anomaly","All"
1973,"Jul",0.252861551473666,"gulf stream index - month","latitude anomaly","All"
1973,"Jun",0.0380857423679535,"gulf stream index - month","latitude anomaly","All"
1973,"Mar",0.11303101179757,"gulf stream index - month","latitude anomaly","All"
1973,"May",-0.00399736014860768,"gulf stream index - month","latitude anomaly","All"
1973,"Nov",-0.137321677033597,"gulf stream index - month","latitude anomaly","All"
1973,"Sep",-0.218950567016819,"gulf stream index - month","latitude anomaly","All"
1974,"Apr",1.74265392900799,"gulf stream index - month","latitude anomaly","All"
1974,"Aug",0.202271609621151,"gulf stream index - month","latitude anomaly","All"
1974,"Dec",0.922256075233443,"gulf stream index - month","latitude anomaly","All"
1974,"Feb",1.39497210609801,"gulf stream index - month","latitude anomaly","All"
1974,"Jan",-0.114313937457742,"gulf stream index - month","latitude anomaly","All"
1974,"Jul",0.231232972738045,"gulf stream index - month","latitude anomaly","All"
1974,"Jun",0.900846668214814,"gulf stream index - month","latitude anomaly","All"
1974,"Mar",0.835479299012531,"gulf stream index - month","latitude anomaly","All"
1974,"May",0.658807105528069,"gulf stream index - month","latitude anomaly","All"
1974,"Nov",1.06885667753531,"gulf stream index - month","latitude anomaly","All"
1974,"Sep",-0.3176699427873,"gulf stream index - month","latitude anomaly","All"
1975,"Apr",-0.0053565616951738,"gulf stream index - month","latitude anomaly","All"
1975,"Aug",-1.19887675455584,"gulf stream index - month","latitude anomaly","All"
1975,"Dec",1.62301835547927,"gulf stream index - month","latitude anomaly","All"
1975,"Feb",0.128858550633691,"gulf stream index - month","latitude anomaly","All"
1975,"Jan",0.706119356050459,"gulf stream index - month","latitude anomaly","All"
1975,"Jul",0.00218088779256577,"gulf stream index - month","latitude anomaly","All"
1975,"Jun",-0.139233999228978,"gulf stream index - month","latitude anomaly","All"
1975,"Mar",0.145057812864398,"gulf stream index - month","latitude anomaly","All"
1975,"May",-0.697189890389695,"gulf stream index - month","latitude anomaly","All"
1975,"Nov",-0.0181676627441474,"gulf stream index - month","latitude anomaly","All"
1975,"Sep",-0.266880289660617,"gulf stream index - month","latitude anomaly","All"
1976,"Apr",0.395466276031942,"gulf stream index - month","latitude anomaly","All"
1976,"Aug",0.75084555165736,"gulf stream index - month","latitude anomaly","All"
1976,"Dec",0.235986728758533,"gulf stream index - month","latitude anomaly","All"
1976,"Feb",0.50126932792763,"gulf stream index - month","latitude anomaly","All"
1976,"Jan",0.420991809796368,"gulf stream index - month","latitude anomaly","All"
1976,"Jul",1.06727950134278,"gulf stream index - month","latitude anomaly","All"
1976,"Jun",1.31107894451393,"gulf stream index - month","latitude anomaly","All"
1976,"Mar",0.360970484703629,"gulf stream index - month","latitude anomaly","All"
1976,"May",0.996367242013221,"gulf stream index - month","latitude anomaly","All"
1976,"Nov",0.138348858196547,"gulf stream index - month","latitude anomaly","All"
1976,"Sep",0.227534665264232,"gulf stream index - month","latitude anomaly","All"
1977,"Apr",0.71230722529237,"gulf stream index - month","latitude anomaly","All"
1977,"Aug",0.0631207559038929,"gulf stream index - month","latitude anomaly","All"
1977,"Dec",-0.413346268970116,"gulf stream index - month","latitude anomaly","All"
1977,"Feb",1.37787981267627,"gulf stream index - month","latitude anomaly","All"
1977,"Jan",-0.461699834787604,"gulf stream index - month","latitude anomaly","All"
1977,"Jul",0.979540843387259,"gulf stream index - month","latitude anomaly","All"
1977,"Jun",0.667221119316929,"gulf stream index - month","latitude anomaly","All"
1977,"Mar",0.493338097904075,"gulf stream index - month","latitude anomaly","All"
1977,"May",0.118707167197774,"gulf stream index - month","latitude anomaly","All"
1977,"Nov",-0.260356623266086,"gulf stream index - month","latitude anomaly","All"
1977,"Sep",0.285796981914245,"gulf stream index - month","latitude anomaly","All"
1978,"Apr",-0.275403314648812,"gulf stream index - month","latitude anomaly","All"
1978,"Aug",-0.251338541270301,"gulf stream index - month","latitude anomaly","All"
1978,"Dec",0.259350650686474,"gulf stream index - month","latitude anomaly","All"
1978,"Feb",-0.878528984147243,"gulf stream index - month","latitude anomaly","All"
1978,"Jan",-0.438047719057776,"gulf stream index - month","latitude anomaly","All"
1978,"Jul",-1.18336550019018,"gulf stream index - month","latitude anomaly","All"
1978,"Jun",-1.2766765642966,"gulf stream index - month","latitude anomaly","All"
1978,"Mar",-0.600882594278206,"gulf stream index - month","latitude anomaly","All"
1978,"May",-0.304729378968831,"gulf stream index - month","latitude anomaly","All"
1978,"Nov",-0.0466180359973763,"gulf stream index - month","latitude anomaly","All"
1978,"Sep",-0.243486057724901,"gulf stream index - month","latitude anomaly","All"
1979,"Apr",0.498158158635908,"gulf stream index - month","latitude anomaly","All"
1979,"Aug",-0.886638874097879,"gulf stream index - month","latitude anomaly","All"
1979,"Dec",0.659753507483043,"gulf stream index - month","latitude anomaly","All"
1979,"Feb",0.00246493298985083,"gulf stream index - month","latitude anomaly","All"
1979,"Jan",0.284909493104298,"gulf stream index - month","latitude anomaly","All"
1979,"Jul",-0.851884853881235,"gulf stream index - month","latitude anomaly","All"
1979,"Jun",-0.755279346277151,"gulf stream index - month","latitude anomaly","All"
1979,"Mar",-0.324069111117356,"gulf stream index - month","latitude anomaly","All"
1979,"May",-0.628332692950737,"gulf stream index - month","latitude anomaly","All"
1979,"Nov",0.295600459054742,"gulf stream index - month","latitude anomaly","All"
1979,"Sep",-0.572961878298086,"gulf stream index - month","latitude anomaly","All"
1980,"Apr",0.0191700467899755,"gulf stream index - month","latitude anomaly","All"
1980,"Aug",0.26700137326408,"gulf stream index - month","latitude anomaly","All"
1980,"Dec",0.00411566144591185,"gulf stream index - month","latitude anomaly","All"
1980,"Feb",0.0777620951435033,"gulf stream index - month","latitude anomaly","All"
1980,"Jan",-0.0527930217876915,"gulf stream index - month","latitude anomaly","All"
1980,"Jul",0.471196295842463,"gulf stream index - month","latitude anomaly","All"
1980,"Jun",-0.136811465825287,"gulf stream index - month","latitude anomaly","All"
1980,"Mar",-0.108480353922665,"gulf stream index - month","latitude anomaly","All"
1980,"May",-0.282492573026064,"gulf stream index - month","latitude anomaly","All"
1980,"Nov",0.259192751619916,"gulf stream index - month","latitude anomaly","All"
1980,"Sep",0.0815520076822224,"gulf stream index - month","latitude anomaly","All"
1981,"Apr",-0.760817068092547,"gulf stream index - month","latitude anomaly","All"
1981,"Aug",-0.894749909352213,"gulf stream index - month","latitude anomaly","All"
1981,"Dec",-0.159644720427607,"gulf stream index - month","latitude anomaly","All"
1981,"Feb",-0.516390638887387,"gulf stream index - month","latitude anomaly","All"
1981,"Jan",-0.430993279051245,"gulf stream index - month","latitude anomaly","All"
1981,"Jul",-0.777423997615316,"gulf stream index - month","latitude anomaly","All"
1981,"Jun",-0.617645843858779,"gulf stream index - month","latitude anomaly","All"
1981,"Mar",-0.138972484104845,"gulf stream index - month","latitude anomaly","All"
1981,"May",-0.868569488895733,"gulf stream index - month","latitude anomaly","All"
1981,"Nov",-1.07220780332979,"gulf stream index - month","latitude anomaly","All"
1981,"Sep",0.238616694258408,"gulf stream index - month","latitude anomaly","All"
1982,"Apr",-0.282866214829229,"gulf stream index - month","latitude anomaly","All"
1982,"Aug",-0.106107251008391,"gulf stream index - month","latitude anomaly","All"
1982,"Dec",-0.674028631199543,"gulf stream index - month","latitude anomaly","All"
1982,"Feb",-1.38453769545909,"gulf stream index - month","latitude anomaly","All"
1982,"Jan",-0.629051288979093,"gulf stream index - month","latitude anomaly","All"
1982,"Jul",-1.04835018266279,"gulf stream index - month","latitude anomaly","All"
1982,"Jun",-1.13035579949824,"gulf stream index - month","latitude anomaly","All"
1982,"Mar",-0.188827762762597,"gulf stream index - month","latitude anomaly","All"
1982,"May",-0.577756840099389,"gulf stream index - month","latitude anomaly","All"
1982,"Nov",0.0712747344328962,"gulf stream index - month","latitude anomaly","All"
1982,"Sep",-0.0627315471322236,"gulf stream index - month","latitude anomaly","All"
1983,"Apr",-0.0896243272925147,"gulf stream index - month","latitude anomaly","All"
1983,"Aug",-0.822068095300489,"gulf stream index - month","latitude anomaly","All"
1983,"Dec",0.030082260694486,"gulf stream index - month","latitude anomaly","All"
1983,"Feb",-0.119647175360978,"gulf stream index - month","latitude anomaly","All"
1983,"Jan",-0.454153032551472,"gulf stream index - month","latitude anomaly","All"
1983,"Jul",-0.497232741152446,"gulf stream index - month","latitude anomaly","All"
1983,"Jun",0.110009822449159,"gulf stream index - month","latitude anomaly","All"
1983,"Mar",-0.539131578045795,"gulf stream index - month","latitude anomaly","All"
1983,"May",0.135849828487078,"gulf stream index - month","latitude anomaly","All"
1983,"Nov",0.132381877824476,"gulf stream index - month","latitude anomaly","All"
1983,"Sep",-0.679470290291523,"gulf stream index - month","latitude anomaly","All"
1984,"Apr",0.71519151553501,"gulf stream index - month","latitude anomaly","All"
1984,"Aug",0.736281959973749,"gulf stream index - month","latitude anomaly","All"
1984,"Dec",-0.210505355781725,"gulf stream index - month","latitude anomaly","All"
1984,"Feb",-0.125900891764941,"gulf stream index - month","latitude anomaly","All"
1984,"Jan",0.0181173723650455,"gulf stream index - month","latitude anomaly","All"
1984,"Jul",0.45737187319302,"gulf stream index - month","latitude anomaly","All"
1984,"Jun",0.575213240444215,"gulf stream index - month","latitude anomaly","All"
1984,"Mar",0.395894017468006,"gulf stream index - month","latitude anomaly","All"
1984,"May",-0.0958635481334466,"gulf stream index - month","latitude anomaly","All"
1984,"Nov",0.877085406468529,"gulf stream index - month","latitude anomaly","All"
1984,"Sep",0.616397226335392,"gulf stream index - month","latitude anomaly","All"
1985,"Apr",0.431803768566847,"gulf stream index - month","latitude anomaly","All"
1985,"Aug",0.631564743538324,"gulf stream index - month","latitude anomaly","All"
1985,"Dec",1.1814422266548,"gulf stream index - month","latitude anomaly","All"
1985,"Feb",0.373083764177928,"gulf stream index - month","latitude anomaly","All"
1985,"Jan",1.2464004398443,"gulf stream index - month","latitude anomaly","All"
1985,"Jul",0.935479760047567,"gulf stream index - month","latitude anomaly","All"
1985,"Jun",1.38413617992861,"gulf stream index - month","latitude anomaly","All"
1985,"Mar",0.647703510240379,"gulf stream index - month","latitude anomaly","All"
1985,"May",0.078888337547264,"gulf stream index - month","latitude anomaly","All"
1985,"Nov",0.541828313571616,"gulf stream index - month","latitude anomaly","All"
1985,"Sep",0.695127198111154,"gulf stream index - month","latitude anomaly","All"
1986,"Apr",1.12757146110483,"gulf stream index - month","latitude anomaly","All"
1986,"Aug",0.127724177438856,"gulf stream index - month","latitude anomaly","All"
1986,"Dec",-0.109933340886622,"gulf stream index - month","latitude anomaly","All"
1986,"Feb",0.386461310569143,"gulf stream index - month","latitude anomaly","All"
1986,"Jan",0.346641124073337,"gulf stream index - month","latitude anomaly","All"
1986,"Jul",-0.530560066493066,"gulf stream index - month","latitude anomaly","All"
1986,"Jun",0.648334129124661,"gulf stream index - month","latitude anomaly","All"
1986,"Mar",-0.665420285143195,"gulf stream index - month","latitude anomaly","All"
1986,"May",0.466135002544886,"gulf stream index - month","latitude anomaly","All"
1986,"Nov",0.742114069089365,"gulf stream index - month","latitude anomaly","All"
1986,"Sep",-0.443031274382683,"gulf stream index - month","latitude anomaly","All"
1987,"Apr",-0.730933150359105,"gulf stream index - month","latitude anomaly","All"
1987,"Aug",-0.502472523767389,"gulf stream index - month","latitude anomaly","All"
1987,"Dec",-0.117879166040831,"gulf stream index - month","latitude anomaly","All"
1987,"Feb",-1.33459550169705,"gulf stream index - month","latitude anomaly","All"
1987,"Jan",0.151706684547442,"gulf stream index - month","latitude anomaly","All"
1987,"Jul",-0.396192501668976,"gulf stream index - month","latitude anomaly","All"
1987,"Jun",-0.524857943342121,"gulf stream index - month","latitude anomaly","All"
1987,"Mar",-1.62199987489808,"gulf stream index - month","latitude anomaly","All"
1987,"May",-0.522753150458839,"gulf stream index - month","latitude anomaly","All"
1987,"Nov",-0.731430746306673,"gulf stream index - month","latitude anomaly","All"
1987,"Sep",-0.589999003159002,"gulf stream index - month","latitude anomaly","All"
1988,"Apr",-1.37945185651866,"gulf stream index - month","latitude anomaly","All"
1988,"Aug",-0.147471772823254,"gulf stream index - month","latitude anomaly","All"
1988,"Dec",-1.39422222015396,"gulf stream index - month","latitude anomaly","All"
1988,"Feb",-0.602249749178421,"gulf stream index - month","latitude anomaly","All"
1988,"Jan",-0.263478046126059,"gulf stream index - month","latitude anomaly","All"
1988,"Jul",-1.10695919574507,"gulf stream index - month","latitude anomaly","All"
1988,"Jun",-0.670826493080633,"gulf stream index - month","latitude anomaly","All"
1988,"Mar",-1.24820410007914,"gulf stream index - month","latitude anomaly","All"
1988,"May",-0.613825910220748,"gulf stream index - month","latitude anomaly","All"
1988,"Nov",-0.340530113936839,"gulf stream index - month","latitude anomaly","All"
1988,"Sep",0.638111049578868,"gulf stream index - month","latitude anomaly","All"
1989,"Apr",-0.24670732400893,"gulf stream index - month","latitude anomaly","All"
1989,"Aug",0.0128021815413991,"gulf stream index - month","latitude anomaly","All"
1989,"Dec",-1.5074333151734,"gulf stream index - month","latitude anomaly","All"
1989,"Feb",-1.27090046912003,"gulf stream index - month","latitude anomaly","All"
1989,"Jan",-1.23717460533459,"gulf stream index - month","latitude anomaly","All"
1989,"Jul",-1.18287373397193,"gulf stream index - month","latitude anomaly","All"
1989,"Jun",-0.771415949463565,"gulf stream index - month","latitude anomaly","All"
1989,"Mar",-1.34820497672667,"gulf stream index - month","latitude anomaly","All"
1989,"May",-0.693204152219498,"gulf stream index - month","latitude anomaly","All"
1989,"Nov",-0.961808711877643,"gulf stream index - month","latitude anomaly","All"
1989,"Sep",-0.697464257133353,"gulf stream index - month","latitude anomaly","All"
1990,"Apr",0.840849578414166,"gulf stream index - month","latitude anomaly","All"
1990,"Aug",1.40317471829103,"gulf stream index - month","latitude anomaly","All"
1990,"Dec",-0.5667537816635,"gulf stream index - month","latitude anomaly","All"
1990,"Feb",-0.705800750079151,"gulf stream index - month","latitude anomaly","All"
1990,"Jan",-0.180511905488626,"gulf stream index - month","latitude anomaly","All"
1990,"Jul",-0.294375338271238,"gulf stream index - month","latitude anomaly","All"
1990,"Jun",-0.958659970615692,"gulf stream index - month","latitude anomaly","All"
1990,"Mar",0.519307054895222,"gulf stream index - month","latitude anomaly","All"
1990,"May",-0.185177700022716,"gulf stream index - month","latitude anomaly","All"
1990,"Nov",0.340614610553102,"gulf stream index - month","latitude anomaly","All"
1990,"Sep",-0.573232578076856,"gulf stream index - month","latitude anomaly","All"
1991,"Apr",1.10801267329349,"gulf stream index - month","latitude anomaly","All"
1991,"Aug",0.0292392241407673,"gulf stream index - month","latitude anomaly","All"
1991,"Dec",1.19639724374992,"gulf stream index - month","latitude anomaly","All"
1991,"Feb",1.57529238359015,"gulf stream index - month","latitude anomaly","All"
1991,"Jan",0.916601986655433,"gulf stream index - month","latitude anomaly","All"
1991,"Jul",1.06832070804665,"gulf stream index - month","latitude anomaly","All"
1991,"Jun",0.960336708961643,"gulf stream index - month","latitude anomaly","All"
1991,"Mar",1.12003104922227,"gulf stream index - month","latitude anomaly","All"
1991,"May",1.77767766968921,"gulf stream index - month","latitude anomaly","All"
1991,"Nov",1.2506001806364,"gulf stream index - month","latitude anomaly","All"
1991,"Sep",-1.07776949803399,"gulf stream index - month","latitude anomaly","All"
1992,"Apr",-0.277403028312061,"gulf stream index - month","latitude anomaly","All"
1992,"Aug",0.0971933095887685,"gulf stream index - month","latitude anomaly","All"
1992,"Dec",0.66836646483285,"gulf stream index - month","latitude anomaly","All"
1992,"Feb",0.751070408363066,"gulf stream index - month","latitude anomaly","All"
1992,"Jan",0.431817934746933,"gulf stream index - month","latitude anomaly","All"
1992,"Jul",0.419731675672176,"gulf stream index - month","latitude anomaly","All"
1992,"Jun",0.539595855000511,"gulf stream index - month","latitude anomaly","All"
1992,"Mar",0.369889960536328,"gulf stream index - month","latitude anomaly","All"
1992,"May",0.2723981703007,"gulf stream index - month","latitude anomaly","All"
1992,"Nov",-0.176405251515286,"gulf stream index - month","latitude anomaly","All"
1992,"Sep",0.36428136688804,"gulf stream index - month","latitude anomaly","All"
1993,"Apr",-0.394744111531152,"gulf stream index - month","latitude anomaly","All"
1993,"Aug",1.00721207945775,"gulf stream index - month","latitude anomaly","All"
1993,"Dec",0.157416491736717,"gulf stream index - month","latitude anomaly","All"
1993,"Feb",1.17949169563924,"gulf stream index - month","latitude anomaly","All"
1993,"Jan",0.322722082744377,"gulf stream index - month","latitude anomaly","All"
1993,"Jul",0.985288444799625,"gulf stream index - month","latitude anomaly","All"
1993,"Jun",0.512297715831103,"gulf stream index - month","latitude anomaly","All"
1993,"Mar",0.97904040482823,"gulf stream index - month","latitude anomaly","All"
1993,"May",0.721181449292354,"gulf stream index - month","latitude anomaly","All"
1993,"Nov",0.0261186531456585,"gulf stream index - month","latitude anomaly","All"
1993,"Sep",0.555464571515945,"gulf stream index - month","latitude anomaly","All"
1994,"Apr",1.2201113979183,"gulf stream index - month","latitude anomaly","All"
1994,"Aug",1.41180817509345,"gulf stream index - month","latitude anomaly","All"
1994,"Dec",0.518717210313121,"gulf stream index - month","latitude anomaly","All"
1994,"Feb",0.0196734785293674,"gulf stream index - month","latitude anomaly","All"
1994,"Jan",0.575090937834998,"gulf stream index - month","latitude anomaly","All"
1994,"Jul",0.724258516768884,"gulf stream index - month","latitude anomaly","All"
1994,"Jun",0.920652332976307,"gulf stream index - month","latitude anomaly","All"
1994,"Mar",0.00748931725860927,"gulf stream index - month","latitude anomaly","All"
1994,"May",1.25147578032427,"gulf stream index - month","latitude anomaly","All"
1994,"Nov",0.666248129109415,"gulf stream index - month","latitude anomaly","All"
1994,"Sep",1.11215138876431,"gulf stream index - month","latitude anomaly","All"
1995,"Apr",1.52544183538454,"gulf stream index - month","latitude anomaly","All"
1995,"Aug",0.821613622897973,"gulf stream index - month","latitude anomaly","All"
1995,"Dec",1.6442892310134,"gulf stream index - month","latitude anomaly","All"
1995,"Feb",1.66215541833969,"gulf stream index - month","latitude anomaly","All"
1995,"Jan",0.939578165966243,"gulf stream index - month","latitude anomaly","All"
1995,"Jul",1.03437810751602,"gulf stream index - month","latitude anomaly","All"
1995,"Jun",1.27357586040334,"gulf stream index - month","latitude anomaly","All"
1995,"Mar",1.52141055344585,"gulf stream index - month","latitude anomaly","All"
1995,"May",1.76180412394258,"gulf stream index - month","latitude anomaly","All"
1995,"Nov",0.950928686533763,"gulf stream index - month","latitude anomaly","All"
1995,"Sep",0.217169902674666,"gulf stream index - month","latitude anomaly","All"
1996,"Apr",0.340442475917954,"gulf stream index - month","latitude anomaly","All"
1996,"Aug",-0.0666295881383188,"gulf stream index - month","latitude anomaly","All"
1996,"Dec",0.449292758918337,"gulf stream index - month","latitude anomaly","All"
1996,"Feb",-0.237012674625455,"gulf stream index - month","latitude anomaly","All"
1996,"Jan",-0.777813299908646,"gulf stream index - month","latitude anomaly","All"
1996,"Jul",-0.377799079799333,"gulf stream index - month","latitude anomaly","All"
1996,"Jun",-0.425735416745641,"gulf stream index - month","latitude anomaly","All"
1996,"Mar",0.540359109865048,"gulf stream index - month","latitude anomaly","All"
1996,"May",-0.547434556944453,"gulf stream index - month","latitude anomaly","All"
1996,"Nov",-0.722562945333376,"gulf stream index - month","latitude anomaly","All"
1996,"Sep",-0.395799478642967,"gulf stream index - month","latitude anomaly","All"
1997,"Apr",0.201419305786235,"gulf stream index - month","latitude anomaly","All"
1997,"Aug",-0.0576836375737562,"gulf stream index - month","latitude anomaly","All"
