"Time","Var","Value","EPU"
2004,"totalest5y",501.8,"All"
2004,"total5yLCI",360.4613691,"All"
2004,"total5yUCI",698.5581857,"All"
2005,"pbr",610,"All"
2005,"totalest1y",1107.18,"All"
2005,"totalest5y",617.636,"All"
2005,"total5yLCI",457.896684,"All"
2005,"total5yUCI",833.1010942,"All"
2006,"pbr",610,"All"
2006,"totalest1y",1032.48,"All"
2006,"totalest5y",808.332,"All"
2006,"total5yLCI",627.797709,"All"
2006,"total5yUCI",1040.782107,"All"
2007,"pbr",703,"All"
2007,"totalest1y",459.59,"All"
2007,"totalest5y",811.45,"All"
2007,"total5yLCI",631.0241491,"All"
2007,"total5yUCI",1043.46419,"All"
2008,"pbr",703,"All"
2008,"totalest1y",1021.56,"All"
2008,"totalest5y",882.162,"All"
2008,"total5yLCI",667.2567455,"All"
2008,"total5yUCI",1166.282393,"All"
2009,"pbr",703,"All"
2009,"totalest1y",792,"All"
2009,"totalest5y",882.562,"All"
2009,"total5yLCI",677.2106853,"All"
2009,"total5yUCI",1150.182212,"All"
2010,"pbr",706,"All"
2010,"totalest1y",644,"All"
2010,"totalest5y",789.926,"All"
2010,"total5yLCI",591.7735127,"All"
2010,"total5yUCI",1054.428886,"All"
2011,"pbr",706,"All"
2011,"totalest1y",452.88,"All"
2011,"totalest5y",674.006,"All"
2011,"total5yLCI",491.9392249,"All"
2011,"total5yUCI",923.4557136,"All"
2012,"pbr",706,"All"
2012,"totalest1y",340.71,"All"
2012,"totalest5y",650.23,"All"
2012,"total5yLCI",468.4061592,"All"
2012,"total5yUCI",902.6334188,"All"
2013,"pbr",706,"All"
2013,"totalest1y",425.18,"All"
2013,"totalest5y",530.954,"All"
2013,"total5yLCI",400.6998875,"All"
2013,"total5yUCI",703.5493618,"All"
2014,"pbr",706,"All"
2014,"totalest1y",155.5,"All"
2014,"totalest5y",403.654,"All"
2014,"total5yLCI",289.8916892,"All"
2014,"total5yUCI",562.0600995,"All"
2015,"pbr",706,"All"
2015,"totalest1y",213.71,"All"
2015,"totalest5y",317.596,"All"
2015,"total5yLCI",235.3000947,"All"
2015,"total5yUCI",428.6747922,"All"
2016,"pbr",706,"All"
2016,"totalest1y",148,"All"
2016,"totalest5y",256.62,"All"
2016,"total5yLCI",179.8775367,"All"
2016,"total5yUCI",366.1036593,"All"
2017,"pbr",851,"All"
2017,"totalest1y",145,"All"
2017,"totalest5y",217.478,"All"
2017,"total5yLCI",162.0056721,"All"
2017,"total5yUCI",291.9445959,"All"
2018,"pbr",851,"All"
2018,"totalest1y",92,"All"
2018,"totalest5y",150.842,"All"
2018,"total5yLCI",114.3275653,"All"
2018,"total5yUCI",199.0185735,"All"
2019,"pbr",851,"All"
2019,"totalest1y",208,"All"
2019,"totalest5y",161.342,"All"
2019,"total5yLCI",124.2800457,"All"
2019,"total5yUCI",209.4563195,"All"
2020,"pbr",851,"All"
2020,"totalest1y",140.59,"All"
2020,"totalest5y",146.718,"All"
2020,"total5yLCI",116.1126139,"All"
2020,"total5yUCI",185.3904654,"All"
2021,"pbr",649,"All"
2021,"totalest1y",126,"All"
2021,"totalest5y",142.318,"All"
2021,"total5yLCI",115.6214508,"All"
2021,"total5yUCI",175.17868,"All"
2022,"pbr",NA,"All"
2022,"totalest1y",130.05,"All"
2022,"totalest5y",139.328,"All"
2022,"total5yLCI",114.54324,"All"
2022,"total5yUCI",169.4756633,"All"
