"Time","Var","Value","EPU","Units"
1980,"Warm Core Rings",14,"All","n"
1981,"Warm Core Rings",14,"All","n"
1982,"Warm Core Rings",16,"All","n"
1983,"Warm Core Rings",14,"All","n"
1984,"Warm Core Rings",20,"All","n"
1985,"Warm Core Rings",17,"All","n"
1986,"Warm Core Rings",19,"All","n"
1987,"Warm Core Rings",15,"All","n"
1988,"Warm Core Rings",20,"All","n"
1989,"Warm Core Rings",21,"All","n"
1990,"Warm Core Rings",26,"All","n"
1991,"Warm Core Rings",16,"All","n"
1992,"Warm Core Rings",11,"All","n"
1993,"Warm Core Rings",13,"All","n"
1994,"Warm Core Rings",21,"All","n"
1995,"Warm Core Rings",18,"All","n"
1996,"Warm Core Rings",20,"All","n"
1997,"Warm Core Rings",23,"All","n"
1998,"Warm Core Rings",22,"All","n"
1999,"Warm Core Rings",20,"All","n"
2000,"Warm Core Rings",27,"All","n"
2001,"Warm Core Rings",36,"All","n"
2002,"Warm Core Rings",32,"All","n"
2003,"Warm Core Rings",42,"All","n"
2004,"Warm Core Rings",36,"All","n"
2005,"Warm Core Rings",41,"All","n"
2006,"Warm Core Rings",39,"All","n"
2007,"Warm Core Rings",35,"All","n"
2008,"Warm Core Rings",38,"All","n"
2009,"Warm Core Rings",31,"All","n"
2010,"Warm Core Rings",33,"All","n"
2011,"Warm Core Rings",32,"All","n"
2012,"Warm Core Rings",31,"All","n"
2013,"Warm Core Rings",24,"All","n"
2014,"Warm Core Rings",25,"All","n"
2015,"Warm Core Rings",33,"All","n"
2016,"Warm Core Rings",26,"All","n"
2017,"Warm Core Rings",40,"All","n"
2018,"Warm Core Rings",29,"All","n"
2019,"Warm Core Rings",25,"All","n"
2020,"Warm Core Rings",21,"All","n"
2021,"Warm Core Rings",29,"All","n"
2022,"Warm Core Rings",29,"All","n"
2023,"Warm Core Rings",18,"All","n"
2024,"Warm Core Rings",23,"All","n"
