"Time","Var","Value","EPU","Units"
1968,"along-shelf distance",764.18425362147,"All","km"
1968,"depth",112.868576534619,"All","m"
1968,"distance to coast",110.19907736756,"All","km"
1969,"along-shelf distance",772.95891569114,"All","km"
1969,"depth",126.677222992477,"All","m"
1969,"distance to coast",113.26196070313,"All","km"
1970,"along-shelf distance",800.339263367566,"All","km"
1970,"depth",115.628783260399,"All","m"
1970,"distance to coast",109.270317100528,"All","km"
1971,"along-shelf distance",786.030806661665,"All","km"
1971,"depth",115.289681750804,"All","m"
1971,"distance to coast",111.057567246343,"All","km"
1972,"along-shelf distance",826.482715876513,"All","km"
1972,"depth",117.137641648816,"All","m"
1972,"distance to coast",114.858520422075,"All","km"
1973,"along-shelf distance",782.816971333756,"All","km"
1973,"depth",94.5499843352944,"All","m"
1973,"distance to coast",90.9721344213763,"All","km"
1974,"along-shelf distance",827.40503207811,"All","km"
1974,"depth",97.7921961767186,"All","m"
1974,"distance to coast",99.4553365269987,"All","km"
1975,"along-shelf distance",864.922821483189,"All","km"
1975,"depth",113.458793600817,"All","m"
1975,"distance to coast",107.954220203977,"All","km"
1976,"along-shelf distance",799.294704308566,"All","km"
1976,"depth",100.526821672634,"All","m"
1976,"distance to coast",99.1909192830798,"All","km"
1977,"along-shelf distance",791.682549303099,"All","km"
1977,"depth",106.765831310595,"All","m"
1977,"distance to coast",99.9763175080467,"All","km"
1978,"along-shelf distance",770.650202285402,"All","km"
1978,"depth",109.130265011881,"All","m"
1978,"distance to coast",99.7791992535764,"All","km"
1979,"along-shelf distance",810.943823162856,"All","km"
1979,"depth",104.307140268411,"All","m"
1979,"distance to coast",98.9261081509511,"All","km"
1980,"along-shelf distance",784.031771840822,"All","km"
1980,"depth",105.119981253881,"All","m"
1980,"distance to coast",97.4384499036502,"All","km"
1981,"along-shelf distance",797.425150712149,"All","km"
1981,"depth",109.805977442773,"All","m"
1981,"distance to coast",102.133421050529,"All","km"
1982,"along-shelf distance",792.852210698099,"All","km"
1982,"depth",114.887483599256,"All","m"
1982,"distance to coast",102.644990568177,"All","km"
1983,"along-shelf distance",808.383897673013,"All","km"
1983,"depth",111.509137318106,"All","m"
1983,"distance to coast",100.667969591688,"All","km"
1984,"along-shelf distance",782.253832962459,"All","km"
1984,"depth",106.584682411192,"All","m"
1984,"distance to coast",95.6594621911136,"All","km"
1985,"along-shelf distance",817.383303837196,"All","km"
1985,"depth",112.077216694355,"All","m"
1985,"distance to coast",104.159056522241,"All","km"
1986,"along-shelf distance",812.571143188796,"All","km"
1986,"depth",113.057847573481,"All","m"
1986,"distance to coast",104.815634071528,"All","km"
1987,"along-shelf distance",817.360932061435,"All","km"
1987,"depth",118.358768640994,"All","m"
1987,"distance to coast",104.447665506829,"All","km"
1988,"along-shelf distance",817.857639981195,"All","km"
1988,"depth",108.346092366941,"All","m"
1988,"distance to coast",95.1372546050777,"All","km"
1989,"along-shelf distance",796.850788858386,"All","km"
1989,"depth",109.518308207237,"All","m"
1989,"distance to coast",96.2510747477223,"All","km"
1990,"along-shelf distance",799.083735141431,"All","km"
1990,"depth",107.748289908336,"All","m"
1990,"distance to coast",95.0054129527898,"All","km"
1991,"along-shelf distance",820.400998408851,"All","km"
1991,"depth",105.97499278035,"All","m"
1991,"distance to coast",100.066699199309,"All","km"
1992,"along-shelf distance",828.643206514271,"All","km"
1992,"depth",108.154280143332,"All","m"
1992,"distance to coast",102.692096357627,"All","km"
1993,"along-shelf distance",817.485114422164,"All","km"
1993,"depth",108.443908565419,"All","m"
1993,"distance to coast",104.338924881164,"All","km"
1994,"along-shelf distance",843.903221928015,"All","km"
1994,"depth",114.506094445161,"All","m"
1994,"distance to coast",108.324253749077,"All","km"
1995,"along-shelf distance",858.508110533903,"All","km"
1995,"depth",108.63882327722,"All","m"
1995,"distance to coast",102.528479549374,"All","km"
1996,"along-shelf distance",829.080592990574,"All","km"
1996,"depth",114.403856616824,"All","m"
1996,"distance to coast",108.111966223189,"All","km"
1997,"along-shelf distance",826.614982246441,"All","km"
1997,"depth",103.977499654221,"All","m"
1997,"distance to coast",98.7344333580818,"All","km"
1998,"along-shelf distance",838.262880957979,"All","km"
1998,"depth",114.229579885616,"All","m"
1998,"distance to coast",93.3785515808186,"All","km"
1999,"along-shelf distance",831.701870371909,"All","km"
1999,"depth",105.430275947754,"All","m"
1999,"distance to coast",99.3657048257042,"All","km"
2000,"along-shelf distance",860.076673639124,"All","km"
2000,"depth",104.452860583453,"All","m"
2000,"distance to coast",101.129033843998,"All","km"
2001,"along-shelf distance",842.741464403395,"All","km"
2001,"depth",113.854581892171,"All","m"
2001,"distance to coast",103.15432425202,"All","km"
2002,"along-shelf distance",860.869969429,"All","km"
2002,"depth",109.056306629514,"All","m"
2002,"distance to coast",95.774818763765,"All","km"
2003,"along-shelf distance",851.942213248238,"All","km"
2003,"depth",116.684165102724,"All","m"
2003,"distance to coast",106.914251380274,"All","km"
2004,"along-shelf distance",823.740995373554,"All","km"
2004,"depth",116.373302720425,"All","m"
2004,"distance to coast",104.444148842022,"All","km"
2005,"along-shelf distance",839.532346110416,"All","km"
2005,"depth",119.173677762951,"All","m"
