"Time","Var","Value","EPU"
2023,"BAYS_HMS Landings",126.61,"NE"
2023,"Bluefin Tuna_HMS Landings",767.89,"NE"
2023,"Pelagic Sharks_HMS Landings",1.43,"NE"
2023,"Smoothhound Sharks_HMS Landings",NA,"NE"
2023,"Swordfish_HMS Landings",60.27,"NE"
2023,"BAYS_HMS Revenue",1150467.71,"NE"
2023,"Bluefin Tuna_HMS Revenue",8403670.28,"NE"
2023,"Pelagic Sharks_HMS Revenue",NA,"NE"
2023,"Smoothhound Sharks_HMS Revenue",NA,"NE"
2023,"Swordfish_HMS Revenue",447582.95,"NE"
2023,"BAYS_HMS Landings",921.43,"MAB"
2023,"Bluefin Tuna_HMS Landings",285.17,"MAB"
2023,"Large Coastal Sharks_HMS Landings",130.93,"MAB"
2023,"Pelagic Sharks_HMS Landings",27.8,"MAB"
2023,"Small Coastal Sharks_HMS Landings",70.86,"MAB"
2023,"Smoothhound Sharks_HMS Landings",609.58,"MAB"
2023,"Swordfish_HMS Landings",259.95,"MAB"
2023,"BAYS_HMS Revenue",9268924.54,"MAB"
2023,"Bluefin Tuna_HMS Revenue",3129858.96,"MAB"
2023,"Large Coastal Sharks_HMS Revenue",189213.6,"MAB"
2023,"Pelagic Sharks_HMS Revenue",41584.37,"MAB"
2023,"Small Coastal Sharks_HMS Revenue",116068.21,"MAB"
2023,"Smoothhound Sharks_HMS Revenue",920351.35,"MAB"
2023,"Swordfish_HMS Revenue",2212892.26,"MAB"
2023,"BAYS_HMS Landings",126.61,"NE"
2023,"Bluefin Tuna_HMS Landings",767.89,"NE"
2023,"Pelagic Sharks_HMS Landings",1.43,"NE"
2023,"Smoothhound Sharks_HMS Landings",NA,"NE"
2023,"Swordfish_HMS Landings",60.27,"NE"
2023,"BAYS_HMS Revenue",1150467.71,"NE"
2023,"Pelagic Sharks_HMS Revenue",NA,"NE"
2023,"Smoothhound Sharks_HMS Revenue",NA,"NE"
2023,"Swordfish_HMS Revenue",447582.95,"NE"
2022,"BAYS_HMS Landings",92.38,"NE"
2022,"Bluefin Tuna_HMS Landings",806.52,"NE"
2022,"Pelagic Sharks_HMS Landings",NA,"NE"
2022,"Smoothhound Sharks_HMS Landings",1.06,"NE"
2022,"Swordfish_HMS Landings",72.44,"NE"
2022,"BAYS_HMS Revenue",890062.94,"NE"
2022,"Bluefin Tuna_HMS Revenue",9172732.33,"NE"
2022,"Pelagic Sharks_HMS Revenue",NA,"NE"
2022,"Smoothhound Sharks_HMS Revenue",1062.91,"NE"
2022,"Swordfish_HMS Revenue",537356.26,"NE"
2022,"BAYS_HMS Landings",999.87,"MAB"
2022,"Bluefin Tuna_HMS Landings",262.07,"MAB"
2022,"Large Coastal Sharks_HMS Landings",118.69,"MAB"
2022,"Pelagic Sharks_HMS Landings",35.41,"MAB"
2022,"Small Coastal Sharks_HMS Landings",48.03,"MAB"
2022,"Smoothhound Sharks_HMS Landings",436.71,"MAB"
2022,"Swordfish_HMS Landings",347.65,"MAB"
2022,"BAYS_HMS Revenue",10152967,"MAB"
2022,"Bluefin Tuna_HMS Revenue",3100591.6,"MAB"
2022,"Large Coastal Sharks_HMS Revenue",164832.32,"MAB"
2022,"Pelagic Sharks_HMS Revenue",78544.16,"MAB"
2022,"Small Coastal Sharks_HMS Revenue",98004.14,"MAB"
2022,"Smoothhound Sharks_HMS Revenue",664870.62,"MAB"
2022,"Swordfish_HMS Revenue",3072331.57,"MAB"
2021,"BAYS_HMS Landings",1003.87169849406,"MAB"
2021,"Bluefin Tuna_HMS Landings",205.608704526898,"MAB"
2021,"Large Coastal Sharks_HMS Landings",91.6113104418035,"MAB"
2021,"Pelagic Sharks_HMS Landings",49.2805134718316,"MAB"
2021,"Small Coastal  Sharks_HMS Landings",98.8829787716591,"MAB"
2021,"Smoothhound Sharks_HMS Landings",525.072856681484,"MAB"
2021,"Swordfish_HMS Landings",283.148239131816,"MAB"
2021,"BAYS_HMS Landings",137.301148734464,"NE"
2021,"Bluefin Tuna_HMS Landings",765.366534745532,"NE"
2021,"Pelagic Sharks_HMS Landings",1.418252744262,"NE"
2021,"Smoothhound Sharks_HMS Landings",NA,"NE"
2021,"Swordfish_HMS Landings",16.0971432459403,"NE"
2021,"BAYS_HMS Revenue",10638217.20135,"MAB"
2021,"Bluefin Tuna_HMS Revenue",2275558.64,"MAB"
2021,"Large Coastal Sharks_HMS Revenue",136911.2,"MAB"
2021,"Pelagic Sharks_HMS Revenue",96553.79,"MAB"
2021,"Small Coastal  Sharks_HMS Revenue",173092.39,"MAB"
2021,"Smoothhound Sharks_HMS Revenue",745207.7816,"MAB"
2021,"Swordfish_HMS Revenue",2570276.009,"MAB"
2021,"BAYS_HMS Revenue",1432198.2475,"NE"
2021,"Bluefin Tuna_HMS Revenue",9345883.64,"NE"
2021,"Pelagic Sharks_HMS Revenue",4325.82,"NE"
2021,"Smoothhound Sharks_HMS Revenue",NA,"NE"
2021,"Swordfish_HMS Revenue",147957.07,"NE"
2020,"BAYS_HMS Landings",897.570885874989,"MAB"
2020,"Bluefin Tuna_HMS Landings",200.958790710333,"MAB"
2020,"Large Coastal Sharks_HMS Landings",109.790569717863,"MAB"
2020,"Pelagic Sharks_HMS Landings",59.1908859657081,"MAB"
2020,"Small Coastal  Sharks_HMS Landings",101.975941213826,"MAB"
2020,"Smoothhound Sharks_HMS Landings",384.249261090447,"MAB"
2020,"Swordfish_HMS Landings",487.543301097705,"MAB"
2020,"BAYS_HMS Landings",81.8103737639481,"NE"
2020,"Bluefin Tuna_HMS Landings",768.961881974054,"NE"
2020,"Swordfish_HMS Landings",32.779311439717,"NE"
2020,"BAYS_HMS Revenue",6497369.17,"MAB"
2020,"Bluefin Tuna_HMS Revenue",1712665.34,"MAB"
2020,"Large Coastal Sharks_HMS Revenue",141361.3,"MAB"
2020,"Pelagic Sharks_HMS Revenue",108038.27,"MAB"
2020,"Small Coastal  Sharks_HMS Revenue",183564.46,"MAB"
2020,"Smoothhound Sharks_HMS Revenue",504094.38,"MAB"
2020,"Swordfish_HMS Revenue",3809994.66,"MAB"
2020,"BAYS_HMS Revenue",509645.08,"NE"
2020,"Bluefin Tuna_HMS Revenue",6629280.51999999,"NE"
2020,"Swordfish_HMS Revenue",247698.83,"NE"
2019,"BAYS_HMS Landings",937.168797060691,"MAB"
2019,"BAYS_HMS Revenue",7399157.4109,"MAB"
2019,"Bluefin Tuna_HMS Landings",157.943396761317,"MAB"
2019,"Bluefin Tuna_HMS Revenue",1625484.52,"MAB"
