"Time","Var","Value","EPU","Units"
2024-01-02,"Year",12.72,"MAB","C"
2024-01-02,"YearLTA",12.57,"MAB","C"
2024-01-02,"minLTA",7.75,"MAB","C"
2024-01-02,"maxLTA",16.66,"MAB","C"
2024-01-03,"Year",11.72,"MAB","C"
2024-01-03,"YearLTA",12.63,"MAB","C"
2024-01-03,"minLTA",7.03,"MAB","C"
2024-01-03,"maxLTA",16.67,"MAB","C"
2024-01-04,"Year",11.37,"MAB","C"
2024-01-04,"YearLTA",12.25,"MAB","C"
2024-01-04,"minLTA",7.03,"MAB","C"
2024-01-04,"maxLTA",16.94,"MAB","C"
2024-01-05,"Year",13.58,"MAB","C"
2024-01-05,"YearLTA",12.32,"MAB","C"
2024-01-05,"minLTA",7.49,"MAB","C"
2024-01-05,"maxLTA",17.07,"MAB","C"
2024-01-06,"Year",12.45,"MAB","C"
2024-01-06,"YearLTA",12.22,"MAB","C"
2024-01-06,"minLTA",6.71,"MAB","C"
2024-01-06,"maxLTA",16.83,"MAB","C"
2024-01-07,"Year",13.01,"MAB","C"
2024-01-07,"YearLTA",12.56,"MAB","C"
2024-01-07,"minLTA",6.74,"MAB","C"
2024-01-07,"maxLTA",16.79,"MAB","C"
2024-01-08,"Year",13.21,"MAB","C"
2024-01-08,"YearLTA",11.92,"MAB","C"
2024-01-08,"minLTA",6.3,"MAB","C"
2024-01-08,"maxLTA",16.97,"MAB","C"
2024-01-09,"Year",13.45,"MAB","C"
2024-01-09,"YearLTA",12.06,"MAB","C"
2024-01-09,"minLTA",7.06,"MAB","C"
2024-01-09,"maxLTA",16.91,"MAB","C"
2024-01-10,"Year",14.51,"MAB","C"
2024-01-10,"YearLTA",11.72,"MAB","C"
2024-01-10,"minLTA",6.15,"MAB","C"
2024-01-10,"maxLTA",17,"MAB","C"
2024-01-11,"Year",13.42,"MAB","C"
2024-01-11,"YearLTA",11.6,"MAB","C"
2024-01-11,"minLTA",6.28,"MAB","C"
2024-01-11,"maxLTA",16.97,"MAB","C"
2024-01-12,"Year",13.56,"MAB","C"
2024-01-12,"YearLTA",11.54,"MAB","C"
2024-01-12,"minLTA",6.13,"MAB","C"
2024-01-12,"maxLTA",16.65,"MAB","C"
2024-01-13,"Year",14.1,"MAB","C"
2024-01-13,"YearLTA",11.71,"MAB","C"
2024-01-13,"minLTA",6.48,"MAB","C"
2024-01-13,"maxLTA",16.56,"MAB","C"
2024-01-14,"Year",13.87,"MAB","C"
2024-01-14,"YearLTA",12.17,"MAB","C"
2024-01-14,"minLTA",6.79,"MAB","C"
2024-01-14,"maxLTA",16.88,"MAB","C"
2024-01-15,"Year",13.54,"MAB","C"
2024-01-15,"YearLTA",12.33,"MAB","C"
2024-01-15,"minLTA",7,"MAB","C"
2024-01-15,"maxLTA",17.05,"MAB","C"
2024-01-16,"Year",13.57,"MAB","C"
2024-01-16,"YearLTA",12.63,"MAB","C"
2024-01-16,"minLTA",7.04,"MAB","C"
2024-01-16,"maxLTA",17.04,"MAB","C"
2024-01-17,"Year",12.53,"MAB","C"
2024-01-17,"YearLTA",12.63,"MAB","C"
2024-01-17,"minLTA",7.1,"MAB","C"
2024-01-17,"maxLTA",17.03,"MAB","C"
2024-01-18,"Year",10.71,"MAB","C"
2024-01-18,"YearLTA",11.81,"MAB","C"
2024-01-18,"minLTA",7.03,"MAB","C"
2024-01-18,"maxLTA",17.16,"MAB","C"
2024-01-19,"Year",11.3,"MAB","C"
2024-01-19,"YearLTA",12.14,"MAB","C"
2024-01-19,"minLTA",7.7,"MAB","C"
2024-01-19,"maxLTA",16.04,"MAB","C"
2024-01-20,"Year",11.23,"MAB","C"
2024-01-20,"YearLTA",12.32,"MAB","C"
2024-01-20,"minLTA",7.92,"MAB","C"
2024-01-20,"maxLTA",16.01,"MAB","C"
2024-01-21,"Year",10.69,"MAB","C"
2024-01-21,"YearLTA",12.83,"MAB","C"
2024-01-21,"minLTA",7.92,"MAB","C"
2024-01-21,"maxLTA",16.51,"MAB","C"
2024-01-22,"Year",10.77,"MAB","C"
2024-01-22,"YearLTA",12.98,"MAB","C"
2024-01-22,"minLTA",8.09,"MAB","C"
2024-01-22,"maxLTA",16.45,"MAB","C"
2024-01-23,"Year",10.54,"MAB","C"
2024-01-23,"YearLTA",12.94,"MAB","C"
2024-01-23,"minLTA",8.05,"MAB","C"
2024-01-23,"maxLTA",16.17,"MAB","C"
2024-01-24,"Year",10.23,"MAB","C"
2024-01-24,"YearLTA",12.98,"MAB","C"
2024-01-24,"minLTA",7.08,"MAB","C"
2024-01-24,"maxLTA",16.45,"MAB","C"
2024-01-25,"Year",10.65,"MAB","C"
2024-01-25,"YearLTA",13.33,"MAB","C"
2024-01-25,"minLTA",11.38,"MAB","C"
2024-01-25,"maxLTA",15.81,"MAB","C"
2024-01-26,"Year",10.52,"MAB","C"
2024-01-26,"YearLTA",13.59,"MAB","C"
2024-01-26,"minLTA",9.48,"MAB","C"
2024-01-26,"maxLTA",15.92,"MAB","C"
2024-01-27,"Year",10.76,"MAB","C"
2024-01-27,"YearLTA",13.77,"MAB","C"
2024-01-27,"minLTA",9.37,"MAB","C"
2024-01-27,"maxLTA",16.59,"MAB","C"
2024-01-28,"Year",11.26,"MAB","C"
2024-01-28,"YearLTA",13.63,"MAB","C"
2024-01-28,"minLTA",10.42,"MAB","C"
2024-01-28,"maxLTA",16.37,"MAB","C"
2024-01-29,"Year",10.94,"MAB","C"
2024-01-29,"YearLTA",13.75,"MAB","C"
2024-01-29,"minLTA",9.72,"MAB","C"
2024-01-29,"maxLTA",16.38,"MAB","C"
2024-01-30,"Year",9.87,"MAB","C"
2024-01-30,"YearLTA",13.72,"MAB","C"
2024-01-30,"minLTA",11.84,"MAB","C"
2024-01-30,"maxLTA",16.83,"MAB","C"
2024-01-31,"Year",8.25,"MAB","C"
2024-01-31,"YearLTA",14.07,"MAB","C"
