"X","Time","Var","Value","EPU"
534,1998.07,"gulf stream index",-0.323908223,"All"
534,1998.07,"western gulf stream index",-0.996927037,"All"
535,1998.08,"gulf stream index",-0.064366563,"All"
535,1998.08,"western gulf stream index",-0.761228032,"All"
536,1998.09,"gulf stream index",-0.007971579,"All"
536,1998.09,"western gulf stream index",-0.690814248,"All"
537,1998.1,"gulf stream index",0.176000618,"All"
537,1998.1,"western gulf stream index",-1.127909638,"All"
538,1998.11,"gulf stream index",0.426482218,"All"
538,1998.11,"western gulf stream index",-0.871269478,"All"
539,1998.12,"gulf stream index",1.501458164,"All"
539,1998.12,"western gulf stream index",0.517078188,"All"
540,1999.01,"gulf stream index",1.105808871,"All"
540,1999.01,"western gulf stream index",-0.074543432,"All"
541,1999.02,"gulf stream index",1.798556525,"All"
541,1999.02,"western gulf stream index",1.030681032,"All"
542,1999.03,"gulf stream index",1.068508676,"All"
542,1999.03,"western gulf stream index",-0.08882136,"All"
543,1999.04,"gulf stream index",1.499733514,"All"
543,1999.04,"western gulf stream index",0.335336529,"All"
544,1999.05,"gulf stream index",1.703389001,"All"
544,1999.05,"western gulf stream index",0.950198833,"All"
545,1999.06,"gulf stream index",1.811905111,"All"
545,1999.06,"western gulf stream index",1.437531249,"All"
546,1999.07,"gulf stream index",1.231187264,"All"
546,1999.07,"western gulf stream index",1.26943384,"All"
547,1999.08,"gulf stream index",0.482359232,"All"
547,1999.08,"western gulf stream index",0.279328889,"All"
548,1999.09,"gulf stream index",0.872040296,"All"
548,1999.09,"western gulf stream index",0.695510521,"All"
549,1999.1,"gulf stream index",1.331562005,"All"
549,1999.1,"western gulf stream index",1.392518539,"All"
550,1999.11,"gulf stream index",0.560049823,"All"
550,1999.11,"western gulf stream index",0.983181868,"All"
551,1999.12,"gulf stream index",-0.475311133,"All"
551,1999.12,"western gulf stream index",-0.18039518,"All"
552,2000.01,"gulf stream index",0.494015291,"All"
552,2000.01,"western gulf stream index",0.441889964,"All"
553,2000.02,"gulf stream index",0.528422141,"All"
553,2000.02,"western gulf stream index",0.074123145,"All"
554,2000.03,"gulf stream index",0.573244574,"All"
554,2000.03,"western gulf stream index",-0.475897752,"All"
555,2000.04,"gulf stream index",0.4704344,"All"
555,2000.04,"western gulf stream index",-0.713479191,"All"
556,2000.05,"gulf stream index",1.14273098,"All"
556,2000.05,"western gulf stream index",1.702567188,"All"
557,2000.06,"gulf stream index",0.579803006,"All"
557,2000.06,"western gulf stream index",1.256951893,"All"
558,2000.07,"gulf stream index",0.391046088,"All"
558,2000.07,"western gulf stream index",0.896886829,"All"
559,2000.08,"gulf stream index",1.217393817,"All"
559,2000.08,"western gulf stream index",2.089404225,"All"
560,2000.09,"gulf stream index",0.589120485,"All"
560,2000.09,"western gulf stream index",1.288364515,"All"
561,2000.1,"gulf stream index",1.385511417,"All"
561,2000.1,"western gulf stream index",2.263810925,"All"
562,2000.11,"gulf stream index",1.204866864,"All"
562,2000.11,"western gulf stream index",2.29499301,"All"
563,2000.12,"gulf stream index",0.664953283,"All"
563,2000.12,"western gulf stream index",0.452275929,"All"
564,2001.01,"gulf stream index",-0.561497865,"All"
564,2001.01,"western gulf stream index",0.611338552,"All"
565,2001.02,"gulf stream index",-0.655334781,"All"
565,2001.02,"western gulf stream index",0.777029648,"All"
566,2001.03,"gulf stream index",0.314963104,"All"
566,2001.03,"western gulf stream index",1.017901707,"All"
567,2001.04,"gulf stream index",0.297552288,"All"
567,2001.04,"western gulf stream index",0.240203949,"All"
568,2001.05,"gulf stream index",-0.089285689,"All"
568,2001.05,"western gulf stream index",0.592396664,"All"
569,2001.06,"gulf stream index",0.477261919,"All"
569,2001.06,"western gulf stream index",1.344744826,"All"
570,2001.07,"gulf stream index",0.472280879,"All"
570,2001.07,"western gulf stream index",0.640317507,"All"
571,2001.08,"gulf stream index",-0.69574832,"All"
571,2001.08,"western gulf stream index",0.634126354,"All"
572,2001.09,"gulf stream index",-0.01299465,"All"
572,2001.09,"western gulf stream index",0.782760485,"All"
573,2001.1,"gulf stream index",0.745162781,"All"
573,2001.1,"western gulf stream index",0.810735961,"All"
574,2001.11,"gulf stream index",1.077885802,"All"
574,2001.11,"western gulf stream index",1.197985294,"All"
575,2001.12,"gulf stream index",2.193585122,"All"
575,2001.12,"western gulf stream index",2.242445086,"All"
576,2002.01,"gulf stream index",1.547163201,"All"
576,2002.01,"western gulf stream index",0.482691808,"All"
577,2002.02,"gulf stream index",1.115025643,"All"
577,2002.02,"western gulf stream index",1.398217679,"All"
578,2002.03,"gulf stream index",1.396611492,"All"
578,2002.03,"western gulf stream index",1.329415172,"All"
579,2002.04,"gulf stream index",1.082856957,"All"
579,2002.04,"western gulf stream index",1.150366651,"All"
580,2002.05,"gulf stream index",1.71680333,"All"
580,2002.05,"western gulf stream index",0.406465181,"All"
581,2002.06,"gulf stream index",1.286547043,"All"
581,2002.06,"western gulf stream index",0.300722071,"All"
582,2002.07,"gulf stream index",1.876277132,"All"
582,2002.07,"western gulf stream index",1.805229487,"All"
583,2002.08,"gulf stream index",1.042106539,"All"
583,2002.08,"western gulf stream index",1.732267927,"All"
584,2002.09,"gulf stream index",0.05845287,"All"
584,2002.09,"western gulf stream index",0.646005802,"All"
585,2002.1,"gulf stream index",1.477240675,"All"
585,2002.1,"western gulf stream index",1.267406457,"All"
586,2002.11,"gulf stream index",1.351966015,"All"
586,2002.11,"western gulf stream index",1.483659302,"All"
587,2002.12,"gulf stream index",1.578808358,"All"
587,2002.12,"western gulf stream index",2.536131492,"All"
588,2003.01,"gulf stream index",0.860756965,"All"
588,2003.01,"western gulf stream index",0.176949964,"All"
589,2003.02,"gulf stream index",0.316167719,"All"
589,2003.02,"western gulf stream index",-1.067374272,"All"
590,2003.03,"gulf stream index",0.034821621,"All"
590,2003.03,"western gulf stream index",-0.27158503,"All"
591,2003.04,"gulf stream index",-0.011966172,"All"
591,2003.04,"western gulf stream index",0.098678939,"All"
592,2003.05,"gulf stream index",-0.01704304,"All"
592,2003.05,"western gulf stream index",-0.247030232,"All"
593,2003.06,"gulf stream index",0.166323695,"All"
593,2003.06,"western gulf stream index",0.301921562,"All"
594,2003.07,"gulf stream index",0.247447241,"All"
594,2003.07,"western gulf stream index",0.059816806,"All"
595,2003.08,"gulf stream index",0.126272761,"All"
595,2003.08,"western gulf stream index",0.075599117,"All"
596,2003.09,"gulf stream index",0.040969379,"All"
596,2003.09,"western gulf stream index",0.465089724,"All"
597,2003.1,"gulf stream index",0.567165902,"All"
597,2003.1,"western gulf stream index",0.845473011,"All"
598,2003.11,"gulf stream index",-0.236666178,"All"
598,2003.11,"western gulf stream index",0.040689915,"All"
599,2003.12,"gulf stream index",0.161104189,"All"
599,2003.12,"western gulf stream index",0.041449621,"All"
600,2004.01,"gulf stream index",0.159642948,"All"
600,2004.01,"western gulf stream index",-0.523152565,"All"
601,2004.02,"gulf stream index",-0.166507398,"All"
601,2004.02,"western gulf stream index",-1.081480755,"All"
602,2004.03,"gulf stream index",-0.32930231,"All"
602,2004.03,"western gulf stream index",-0.154270598,"All"
603,2004.04,"gulf stream index",-0.456647789,"All"
603,2004.04,"western gulf stream index",-0.396343698,"All"
604,2004.05,"gulf stream index",0.10730248,"All"
604,2004.05,"western gulf stream index",0.275218399,"All"
605,2004.06,"gulf stream index",-0.027275367,"All"
605,2004.06,"western gulf stream index",0.515303277,"All"
606,2004.07,"gulf stream index",-0.394934901,"All"
606,2004.07,"western gulf stream index",-0.114642038,"All"
607,2004.08,"gulf stream index",-0.615826551,"All"
607,2004.08,"western gulf stream index",-0.431419768,"All"
608,2004.09,"gulf stream index",-0.228220068,"All"
608,2004.09,"western gulf stream index",-0.346209528,"All"
609,2004.1,"gulf stream index",-0.355260589,"All"
609,2004.1,"western gulf stream index",-0.376146526,"All"
610,2004.11,"gulf stream index",-0.842443735,"All"
610,2004.11,"western gulf stream index",-0.423248139,"All"
611,2004.12,"gulf stream index",-0.473294373,"All"
611,2004.12,"western gulf stream index",0.231926694,"All"
612,2005.01,"gulf stream index",-0.479179142,"All"
612,2005.01,"western gulf stream index",0.101950837,"All"
613,2005.02,"gulf stream index",-0.336947814,"All"
613,2005.02,"western gulf stream index",0.145254072,"All"
614,2005.03,"gulf stream index",-0.331775062,"All"
614,2005.03,"western gulf stream index",-0.145050382,"All"
615,2005.04,"gulf stream index",-0.191136366,"All"
615,2005.04,"western gulf stream index",-0.831590617,"All"
616,2005.05,"gulf stream index",-0.794171867,"All"
616,2005.05,"western gulf stream index",-1.228907325,"All"
617,2005.06,"gulf stream index",-0.250302912,"All"
617,2005.06,"western gulf stream index",-0.855162416,"All"
618,2005.07,"gulf stream index",-0.10011829,"All"
618,2005.07,"western gulf stream index",-0.675394852,"All"
619,2005.08,"gulf stream index",0.12993158,"All"
619,2005.08,"western gulf stream index",-0.599021456,"All"
620,2005.09,"gulf stream index",0.29954942,"All"
620,2005.09,"western gulf stream index",-0.389541332,"All"
621,2005.1,"gulf stream index",-0.319345245,"All"
621,2005.1,"western gulf stream index",-1.015612898,"All"
622,2005.11,"gulf stream index",-0.3139297,"All"
622,2005.11,"western gulf stream index",-0.6905701,"All"
623,2005.12,"gulf stream index",-0.196716647,"All"
623,2005.12,"western gulf stream index",-1.039342408,"All"
624,2006.01,"gulf stream index",0.214367037,"All"
624,2006.01,"western gulf stream index",-0.340815149,"All"
625,2006.02,"gulf stream index",0.637535624,"All"
625,2006.02,"western gulf stream index",-0.428665764,"All"
626,2006.03,"gulf stream index",0.036348522,"All"
626,2006.03,"western gulf stream index",-0.110202023,"All"
627,2006.04,"gulf stream index",0.442679635,"All"
627,2006.04,"western gulf stream index",0.274446463,"All"
628,2006.05,"gulf stream index",0.62331143,"All"
628,2006.05,"western gulf stream index",-0.057232743,"All"
629,2006.06,"gulf stream index",0.184382478,"All"
629,2006.06,"western gulf stream index",-0.185371845,"All"
630,2006.07,"gulf stream index",-0.075050493,"All"
630,2006.07,"western gulf stream index",-0.535500774,"All"
631,2006.08,"gulf stream index",0.218042815,"All"
631,2006.08,"western gulf stream index",-0.20298928,"All"
632,2006.09,"gulf stream index",-0.269745639,"All"
632,2006.09,"western gulf stream index",-0.333830147,"All"
633,2006.1,"gulf stream index",-0.880566439,"All"
633,2006.1,"western gulf stream index",-0.804306612,"All"
634,2006.11,"gulf stream index",-0.64116808,"All"
634,2006.11,"western gulf stream index",-0.319309143,"All"
635,2006.12,"gulf stream index",-0.913445594,"All"
635,2006.12,"western gulf stream index",-0.591624967,"All"
636,2007.01,"gulf stream index",-1.13694927,"All"
636,2007.01,"western gulf stream index",-0.826318726,"All"
637,2007.02,"gulf stream index",-0.606844915,"All"
637,2007.02,"western gulf stream index",-0.345106903,"All"
638,2007.03,"gulf stream index",-0.857772212,"All"
638,2007.03,"western gulf stream index",-0.110711047,"All"
639,2007.04,"gulf stream index",-1.193052125,"All"
639,2007.04,"western gulf stream index",-1.034200209,"All"
640,2007.05,"gulf stream index",-1.046645598,"All"
640,2007.05,"western gulf stream index",-1.000492288,"All"
641,2007.06,"gulf stream index",-0.923126142,"All"
641,2007.06,"western gulf stream index",-0.563096741,"All"
642,2007.07,"gulf stream index",-0.769814331,"All"
642,2007.07,"western gulf stream index",-0.484119734,"All"
643,2007.08,"gulf stream index",-0.417342577,"All"
643,2007.08,"western gulf stream index",-0.57198637,"All"
644,2007.09,"gulf stream index",-0.584876506,"All"
644,2007.09,"western gulf stream index",-0.140620131,"All"
645,2007.1,"gulf stream index",-0.842041143,"All"
645,2007.1,"western gulf stream index",-0.804861002,"All"
646,2007.11,"gulf stream index",-1.411550537,"All"
646,2007.11,"western gulf stream index",-1.545652349,"All"
647,2007.12,"gulf stream index",-0.251928816,"All"
647,2007.12,"western gulf stream index",-1.142991927,"All"
648,2008.01,"gulf stream index",0.184615296,"All"
648,2008.01,"western gulf stream index",-0.354575566,"All"
649,2008.02,"gulf stream index",0.086724654,"All"
649,2008.02,"western gulf stream index",-1.029471426,"All"
650,2008.03,"gulf stream index",1.402252666,"All"
650,2008.03,"western gulf stream index",1.390426362,"All"
651,2008.04,"gulf stream index",0.273654216,"All"
651,2008.04,"western gulf stream index",0.507196157,"All"
652,2008.05,"gulf stream index",0.905008815,"All"
652,2008.05,"western gulf stream index",1.663187646,"All"
653,2008.06,"gulf stream index",0.231325165,"All"
653,2008.06,"western gulf stream index",1.43397106,"All"
654,2008.07,"gulf stream index",0.022988105,"All"
654,2008.07,"western gulf stream index",0.612325272,"All"
655,2008.08,"gulf stream index",-0.311788934,"All"
655,2008.08,"western gulf stream index",0.397386661,"All"
656,2008.09,"gulf stream index",-0.494165701,"All"
656,2008.09,"western gulf stream index",0.029714013,"All"
657,2008.1,"gulf stream index",-0.065726732,"All"
657,2008.1,"western gulf stream index",0.599897314,"All"
658,2008.11,"gulf stream index",-0.018427708,"All"
658,2008.11,"western gulf stream index",-0.347548016,"All"
659,2008.12,"gulf stream index",0.433908291,"All"
659,2008.12,"western gulf stream index",0.455282617,"All"
660,2009.01,"gulf stream index",-0.022294453,"All"
660,2009.01,"western gulf stream index",0.088981491,"All"
661,2009.02,"gulf stream index",0.429095078,"All"
661,2009.02,"western gulf stream index",0.406488856,"All"
662,2009.03,"gulf stream index",0.572437425,"All"
662,2009.03,"western gulf stream index",0.442358608,"All"
663,2009.04,"gulf stream index",0.227196948,"All"
663,2009.04,"western gulf stream index",0.140217922,"All"
664,2009.05,"gulf stream index",0.496495153,"All"
664,2009.05,"western gulf stream index",-0.381293579,"All"
665,2009.06,"gulf stream index",0.130443015,"All"
665,2009.06,"western gulf stream index",0.210249861,"All"
666,2009.07,"gulf stream index",0.661341088,"All"
666,2009.07,"western gulf stream index",0.460853392,"All"
667,2009.08,"gulf stream index",1.011809069,"All"
667,2009.08,"western gulf stream index",0.222806051,"All"
668,2009.09,"gulf stream index",1.563140192,"All"
668,2009.09,"western gulf stream index",0.594746387,"All"
669,2009.1,"gulf stream index",1.207839252,"All"
669,2009.1,"western gulf stream index",0.146707576,"All"
670,2009.11,"gulf stream index",0.784698983,"All"
670,2009.11,"western gulf stream index",-0.188146105,"All"
671,2009.12,"gulf stream index",0.873836123,"All"
671,2009.12,"western gulf stream index",-0.524366631,"All"
672,2010.01,"gulf stream index",1.331935611,"All"
672,2010.01,"western gulf stream index",-0.053996177,"All"
673,2010.02,"gulf stream index",0.68921819,"All"
673,2010.02,"western gulf stream index",-0.275311572,"All"
674,2010.03,"gulf stream index",-0.094598434,"All"
674,2010.03,"western gulf stream index",-0.664454722,"All"
675,2010.04,"gulf stream index",0.617229678,"All"
675,2010.04,"western gulf stream index",0.066455637,"All"
676,2010.05,"gulf stream index",0.484773145,"All"
676,2010.05,"western gulf stream index",0.391427547,"All"
677,2010.06,"gulf stream index",0.382295013,"All"
677,2010.06,"western gulf stream index",-0.022824444,"All"
678,2010.07,"gulf stream index",0.464507452,"All"
678,2010.07,"western gulf stream index",0.384909827,"All"
679,2010.08,"gulf stream index",0.128224799,"All"
679,2010.08,"western gulf stream index",-0.72011568,"All"
680,2010.09,"gulf stream index",0.405856722,"All"
680,2010.09,"western gulf stream index",-0.570014549,"All"
681,2010.1,"gulf stream index",-0.058159168,"All"
681,2010.1,"western gulf stream index",-0.791601003,"All"
682,2010.11,"gulf stream index",-0.3692496,"All"
682,2010.11,"western gulf stream index",-0.682633445,"All"
683,2010.12,"gulf stream index",-0.246414003,"All"
683,2010.12,"western gulf stream index",-0.721589336,"All"
684,2011.01,"gulf stream index",-0.416210225,"All"
684,2011.01,"western gulf stream index",-1.043044828,"All"
685,2011.02,"gulf stream index",-0.213061781,"All"
685,2011.02,"western gulf stream index",-0.301616672,"All"
686,2011.03,"gulf stream index",-0.304834066,"All"
686,2011.03,"western gulf stream index",-0.370012372,"All"
687,2011.04,"gulf stream index",-0.11263841,"All"
687,2011.04,"western gulf stream index",-0.307242688,"All"
688,2011.05,"gulf stream index",-0.380143935,"All"
688,2011.05,"western gulf stream index",-0.328451044,"All"
689,2011.06,"gulf stream index",0.148282907,"All"
689,2011.06,"western gulf stream index",0.697223676,"All"
690,2011.07,"gulf stream index",-0.20803533,"All"
690,2011.07,"western gulf stream index",0.233090461,"All"
691,2011.08,"gulf stream index",-0.367691811,"All"
691,2011.08,"western gulf stream index",-0.128270953,"All"
692,2011.09,"gulf stream index",-0.014737982,"All"
692,2011.09,"western gulf stream index",0.072296435,"All"
693,2011.1,"gulf stream index",0.538045115,"All"
693,2011.1,"western gulf stream index",0.345447038,"All"
694,2011.11,"gulf stream index",-0.073674105,"All"
694,2011.11,"western gulf stream index",0.121086458,"All"
695,2011.12,"gulf stream index",0.211104554,"All"
695,2011.12,"western gulf stream index",0.764283528,"All"
696,2012.01,"gulf stream index",-0.461866941,"All"
696,2012.01,"western gulf stream index",0.422587731,"All"
697,2012.02,"gulf stream index",0.099536421,"All"
697,2012.02,"western gulf stream index",0.272691184,"All"
698,2012.03,"gulf stream index",1.01375358,"All"
698,2012.03,"western gulf stream index",0.943220481,"All"
699,2012.04,"gulf stream index",1.216604385,"All"
699,2012.04,"western gulf stream index",1.395361277,"All"
700,2012.05,"gulf stream index",1.518831361,"All"
700,2012.05,"western gulf stream index",1.779259963,"All"
701,2012.06,"gulf stream index",1.177061911,"All"
701,2012.06,"western gulf stream index",2.058292955,"All"
702,2012.07,"gulf stream index",0.727396827,"All"
702,2012.07,"western gulf stream index",1.392366452,"All"
703,2012.08,"gulf stream index",0.350506247,"All"
703,2012.08,"western gulf stream index",0.335753173,"All"
704,2012.09,"gulf stream index",0.317863782,"All"
704,2012.09,"western gulf stream index",0.149669729,"All"
705,2012.1,"gulf stream index",0.683589635,"All"
705,2012.1,"western gulf stream index",0.609943724,"All"
706,2012.11,"gulf stream index",0.505371957,"All"
706,2012.11,"western gulf stream index",-0.153915214,"All"
707,2012.12,"gulf stream index",1.082172508,"All"
707,2012.12,"western gulf stream index",0.083809689,"All"
708,2013.01,"gulf stream index",1.066020872,"All"
708,2013.01,"western gulf stream index",0.427365458,"All"
709,2013.02,"gulf stream index",1.142444817,"All"
709,2013.02,"western gulf stream index",0.56206149,"All"
710,2013.03,"gulf stream index",0.773195474,"All"
710,2013.03,"western gulf stream index",0.428505134,"All"
711,2013.04,"gulf stream index",0.583928594,"All"
711,2013.04,"western gulf stream index",0.083470339,"All"
712,2013.05,"gulf stream index",0.534491472,"All"
712,2013.05,"western gulf stream index",-0.055745118,"All"
713,2013.06,"gulf stream index",0.08698222,"All"
713,2013.06,"western gulf stream index",0.108684744,"All"
714,2013.07,"gulf stream index",0.102347577,"All"
714,2013.07,"western gulf stream index",-0.137378421,"All"
715,2013.08,"gulf stream index",0.414460562,"All"
715,2013.08,"western gulf stream index",0.380898354,"All"
716,2013.09,"gulf stream index",0.810858532,"All"
716,2013.09,"western gulf stream index",0.358377815,"All"
717,2013.1,"gulf stream index",0.857335595,"All"
717,2013.1,"western gulf stream index",0.275787432,"All"
718,2013.11,"gulf stream index",1.000095413,"All"
718,2013.11,"western gulf stream index",0.58762452,"All"
719,2013.12,"gulf stream index",0.835191397,"All"
719,2013.12,"western gulf stream index",0.605547226,"All"
720,2014.01,"gulf stream index",0.630817777,"All"
720,2014.01,"western gulf stream index",0.239813954,"All"
721,2014.02,"gulf stream index",1.626559304,"All"
721,2014.02,"western gulf stream index",0.722472413,"All"
722,2014.03,"gulf stream index",1.268018405,"All"
722,2014.03,"western gulf stream index",0.174132805,"All"
723,2014.04,"gulf stream index",1.125448625,"All"
723,2014.04,"western gulf stream index",1.342302653,"All"
724,2014.05,"gulf stream index",0.978535172,"All"
724,2014.05,"western gulf stream index",0.857241228,"All"
725,2014.06,"gulf stream index",1.126814591,"All"
725,2014.06,"western gulf stream index",0.932712798,"All"
726,2014.07,"gulf stream index",1.056492942,"All"
726,2014.07,"western gulf stream index",0.7691345,"All"
727,2014.08,"gulf stream index",1.175723981,"All"
727,2014.08,"western gulf stream index",1.026771928,"All"
728,2014.09,"gulf stream index",1.162425183,"All"
728,2014.09,"western gulf stream index",0.901485894,"All"
729,2014.1,"gulf stream index",0.925573991,"All"
729,2014.1,"western gulf stream index",0.634766501,"All"
730,2014.11,"gulf stream index",0.827644482,"All"
730,2014.11,"western gulf stream index",0.659786456,"All"
731,2014.12,"gulf stream index",1.381483979,"All"
731,2014.12,"western gulf stream index",0.921134106,"All"
732,2015.01,"gulf stream index",1.778069015,"All"
732,2015.01,"western gulf stream index",1.287846598,"All"
733,2015.02,"gulf stream index",1.987243047,"All"
733,2015.02,"western gulf stream index",1.145044524,"All"
734,2015.03,"gulf stream index",1.46753322,"All"
734,2015.03,"western gulf stream index",0.548468255,"All"
735,2015.04,"gulf stream index",1.116180944,"All"
735,2015.04,"western gulf stream index",1.531876427,"All"
736,2015.05,"gulf stream index",0.868226873,"All"
736,2015.05,"western gulf stream index",0.641200535,"All"
737,2015.06,"gulf stream index",0.634534988,"All"
737,2015.06,"western gulf stream index",0.403789644,"All"
738,2015.07,"gulf stream index",0.936332169,"All"
738,2015.07,"western gulf stream index",1.819148012,"All"
739,2015.08,"gulf stream index",0.453923662,"All"
739,2015.08,"western gulf stream index",0.552922691,"All"
740,2015.09,"gulf stream index",1.953505761,"All"
740,2015.09,"western gulf stream index",2.247126705,"All"
741,2015.1,"gulf stream index",1.617768272,"All"
741,2015.1,"western gulf stream index",1.270119753,"All"
742,2015.11,"gulf stream index",1.766135372,"All"
742,2015.11,"western gulf stream index",1.799699588,"All"
743,2015.12,"gulf stream index",0.744926152,"All"
743,2015.12,"western gulf stream index",0.998952735,"All"
744,2016.01,"gulf stream index",1.427465957,"All"
744,2016.01,"western gulf stream index",1.577495961,"All"
745,2016.02,"gulf stream index",2.140965614,"All"
745,2016.02,"western gulf stream index",2.229387391,"All"
746,2016.03,"gulf stream index",1.526162091,"All"
746,2016.03,"western gulf stream index",1.005580425,"All"
747,2016.04,"gulf stream index",1.459306327,"All"
747,2016.04,"western gulf stream index",1.712951818,"All"
748,2016.05,"gulf stream index",0.919052226,"All"
748,2016.05,"western gulf stream index",1.914385662,"All"
749,2016.06,"gulf stream index",1.418220406,"All"
749,2016.06,"western gulf stream index",1.984089055,"All"
750,2016.07,"gulf stream index",1.74716093,"All"
750,2016.07,"western gulf stream index",1.718730879,"All"
751,2016.08,"gulf stream index",2.115986303,"All"
751,2016.08,"western gulf stream index",1.845606611,"All"
752,2016.09,"gulf stream index",1.934096343,"All"
752,2016.09,"western gulf stream index",1.667076193,"All"
753,2016.1,"gulf stream index",1.599302031,"All"
753,2016.1,"western gulf stream index",1.537888337,"All"
754,2016.11,"gulf stream index",0.729030699,"All"
754,2016.11,"western gulf stream index",-0.133076125,"All"
755,2016.12,"gulf stream index",0.672220221,"All"
755,2016.12,"western gulf stream index",-0.36514865,"All"
756,2017.01,"gulf stream index",0.973491156,"All"
756,2017.01,"western gulf stream index",-0.060997422,"All"
757,2017.02,"gulf stream index",0.843056125,"All"
757,2017.02,"western gulf stream index",1.065642724,"All"
758,2017.03,"gulf stream index",1.271497448,"All"
758,2017.03,"western gulf stream index",1.290104131,"All"
759,2017.04,"gulf stream index",0.729214889,"All"
759,2017.04,"western gulf stream index",1.144019244,"All"
760,2017.05,"gulf stream index",0.390085854,"All"
760,2017.05,"western gulf stream index",-0.306131208,"All"
761,2017.06,"gulf stream index",0.667135412,"All"
761,2017.06,"western gulf stream index",0.03175486,"All"
762,2017.07,"gulf stream index",1.586856061,"All"
762,2017.07,"western gulf stream index",0.498082522,"All"
763,2017.08,"gulf stream index",1.199204988,"All"
763,2017.08,"western gulf stream index",0.115940995,"All"
764,2017.09,"gulf stream index",0.98408037,"All"
764,2017.09,"western gulf stream index",-0.198015418,"All"
765,2017.1,"gulf stream index",0.991701486,"All"
765,2017.1,"western gulf stream index",-0.199082389,"All"
766,2017.11,"gulf stream index",1.030136811,"All"
766,2017.11,"western gulf stream index",0.089795677,"All"
767,2017.12,"gulf stream index",0.952479247,"All"
767,2017.12,"western gulf stream index",0.052413769,"All"
768,2018.01,"gulf stream index",1.286696424,"All"
768,2018.01,"western gulf stream index",0.254265693,"All"
769,2018.02,"gulf stream index",1.936233064,"All"
769,2018.02,"western gulf stream index",1.561934161,"All"
770,2018.03,"gulf stream index",1.669982117,"All"
770,2018.03,"western gulf stream index",1.119437644,"All"
771,2018.04,"gulf stream index",1.619707014,"All"
771,2018.04,"western gulf stream index",1.267322221,"All"
772,2018.05,"gulf stream index",1.317426083,"All"
772,2018.05,"western gulf stream index",0.573409472,"All"
773,2018.06,"gulf stream index",1.059592105,"All"
773,2018.06,"western gulf stream index",0.392004101,"All"
774,2018.07,"gulf stream index",0.832371084,"All"
774,2018.07,"western gulf stream index",-0.203642734,"All"
775,2018.08,"gulf stream index",0.678954169,"All"
775,2018.08,"western gulf stream index",-0.052102956,"All"
776,2018.09,"gulf stream index",0.971088486,"All"
776,2018.09,"western gulf stream index",0.141586351,"All"
777,2018.1,"gulf stream index",1.307871469,"All"
777,2018.1,"western gulf stream index",0.827600479,"All"
778,2018.11,"gulf stream index",1.256964866,"All"
778,2018.11,"western gulf stream index",0.90056241,"All"
779,2018.12,"gulf stream index",1.153993217,"All"
779,2018.12,"western gulf stream index",0.686992576,"All"
780,2019.01,"gulf stream index",0.83897908,"All"
780,2019.01,"western gulf stream index",0.457817568,"All"
781,2019.02,"gulf stream index",1.752088606,"All"
781,2019.02,"western gulf stream index",0.489272774,"All"
782,2019.03,"gulf stream index",1.668886501,"All"
782,2019.03,"western gulf stream index",0.608200588,"All"
783,2019.04,"gulf stream index",1.262292372,"All"
783,2019.04,"western gulf stream index",0.426402449,"All"
784,2019.05,"gulf stream index",1.606287675,"All"
784,2019.05,"western gulf stream index",1.799502504,"All"
785,2019.06,"gulf stream index",1.198886556,"All"
785,2019.06,"western gulf stream index",0.719802147,"All"
786,2019.07,"gulf stream index",1.719201313,"All"
786,2019.07,"western gulf stream index",1.859373837,"All"
787,2019.08,"gulf stream index",1.868251938,"All"
787,2019.08,"western gulf stream index",1.863640286,"All"
788,2019.09,"gulf stream index",1.943970617,"All"
788,2019.09,"western gulf stream index",1.518679878,"All"
789,2019.1,"gulf stream index",1.444463646,"All"
789,2019.1,"western gulf stream index",1.277112549,"All"
790,2019.11,"gulf stream index",1.81159187,"All"
790,2019.11,"western gulf stream index",1.45001406,"All"
791,2019.12,"gulf stream index",1.953030664,"All"
791,2019.12,"western gulf stream index",1.969489359,"All"
792,2020.01,"gulf stream index",1.486170805,"All"
792,2020.01,"western gulf stream index",0.987050282,"All"
793,2020.02,"gulf stream index",1.416567219,"All"
793,2020.02,"western gulf stream index",0.91977725,"All"
794,2020.03,"gulf stream index",1.690780842,"All"
794,2020.03,"western gulf stream index",1.55051791,"All"
795,2020.04,"gulf stream index",0.966476601,"All"
795,2020.04,"western gulf stream index",0.890075486,"All"
796,2020.05,"gulf stream index",1.248421032,"All"
796,2020.05,"western gulf stream index",1.939412946,"All"
797,2020.06,"gulf stream index",0.915775422,"All"
797,2020.06,"western gulf stream index",1.587568879,"All"
798,2020.07,"gulf stream index",0.847344714,"All"
798,2020.07,"western gulf stream index",0.962146668,"All"
799,2020.08,"gulf stream index",0.936144146,"All"
799,2020.08,"western gulf stream index",1.416615858,"All"
800,2020.09,"gulf stream index",1.558823581,"All"
800,2020.09,"western gulf stream index",2.003712878,"All"
801,2020.1,"gulf stream index",1.56445392,"All"
801,2020.1,"western gulf stream index",1.704212763,"All"
802,2020.11,"gulf stream index",1.194304372,"All"
802,2020.11,"western gulf stream index",1.072644161,"All"
803,2020.12,"gulf stream index",1.15326178,"All"
803,2020.12,"western gulf stream index",0.989880947,"All"
804,2021.01,"gulf stream index",1.366229509,"All"
804,2021.01,"western gulf stream index",1.153390995,"All"
