"Time","Var","Value","EPU"
1981,"LargeCoastal-NE",0,"NE"
1981,"LargeCoastal-MAB",26012.39136663,"MAB"
1981,"Prohibited-NE",0,"NE"
1981,"Prohibited-MAB",28701.91522873,"MAB"
1982,"LargeCoastal-NE",0,"NE"
1982,"LargeCoastal-MAB",25906.932067466,"MAB"
1982,"Prohibited-NE",0,"NE"
1982,"Prohibited-MAB",58423.5695791,"MAB"
1982,"SmallCoastal-MAB",0,"MAB"
1983,"LargeCoastal-NE",2237.9306993,"NE"
1983,"LargeCoastal-MAB",195834.12259232,"MAB"
1983,"Prohibited-MAB",97649.257696967,"MAB"
1983,"SmallCoastal-MAB",0,"MAB"
1984,"LargeCoastal-MAB",9892.7565335,"MAB"
1984,"Prohibited-NE",657.69099849,"NE"
1984,"Prohibited-MAB",22699.91935381,"MAB"
1985,"LargeCoastal-NE",0,"NE"
1985,"LargeCoastal-MAB",35752.39899822,"MAB"
1985,"Prohibited-MAB",29894.002175694,"MAB"
1985,"SmallCoastal-MAB",4566.7675955,"MAB"
1986,"LargeCoastal-NE",0,"NE"
1986,"LargeCoastal-MAB",108436.672528843,"MAB"
1986,"Prohibited-NE",0,"NE"
1986,"Prohibited-MAB",17462.27209107,"MAB"
1986,"SmallCoastal-MAB",23138.186110999,"MAB"
1987,"LargeCoastal-NE",800.51465711,"NE"
1987,"LargeCoastal-MAB",10198.267155384,"MAB"
1987,"Prohibited-NE",257.06888093,"NE"
1987,"Prohibited-MAB",26778.97317708,"MAB"
1987,"SmallCoastal-MAB",0,"MAB"
1988,"LargeCoastal-NE",0,"NE"
1988,"LargeCoastal-MAB",25521.88555753,"MAB"
1988,"Prohibited-NE",161.13377494,"NE"
1988,"Prohibited-MAB",18459.27114143,"MAB"
1988,"SmallCoastal-MAB",58780.6605877,"MAB"
1989,"LargeCoastal-NE",0,"NE"
1989,"LargeCoastal-MAB",25915.902834662,"MAB"
1989,"Prohibited-MAB",12620.4325535032,"MAB"
1989,"SmallCoastal-MAB",620.80913524,"MAB"
1990,"LargeCoastal-NE",0,"NE"
1990,"LargeCoastal-MAB",26739.43455701,"MAB"
1990,"Prohibited-MAB",6483.3225264981,"MAB"
1991,"LargeCoastal-NE",0,"NE"
1991,"LargeCoastal-MAB",15697.2227076433,"MAB"
1991,"Prohibited-NE",296.68502952,"NE"
1991,"Prohibited-MAB",3575.057194838,"MAB"
1991,"SmallCoastal-MAB",399.67818133,"MAB"
1992,"LargeCoastal-NE",159.71238552,"NE"
1992,"LargeCoastal-MAB",69077.082555422,"MAB"
1992,"Prohibited-NE",0,"NE"
1992,"Prohibited-MAB",6384.5541464887,"MAB"
1992,"SmallCoastal-MAB",1174.06923597,"MAB"
1993,"LargeCoastal-NE",0,"NE"
1993,"LargeCoastal-MAB",22256.8258566,"MAB"
1993,"Prohibited-MAB",3231.88291066,"MAB"
1994,"LargeCoastal-NE",0,"NE"
1994,"LargeCoastal-MAB",17671.87067875,"MAB"
1994,"Prohibited-MAB",6781.1778998,"MAB"
1995,"LargeCoastal-NE",0,"NE"
1995,"LargeCoastal-MAB",24044.028241859,"MAB"
1995,"Prohibited-MAB",9242.09151763,"MAB"
1996,"LargeCoastal-NE",0,"NE"
1996,"LargeCoastal-MAB",12930.78117484,"MAB"
1996,"Prohibited-MAB",1346.37031299,"MAB"
1997,"LargeCoastal-NE",0,"NE"
1997,"LargeCoastal-MAB",27333.53480135,"MAB"
1997,"Prohibited-NE",1401.8183157,"NE"
1997,"Prohibited-MAB",8265.81457488,"MAB"
1998,"LargeCoastal-NE",0,"NE"
1998,"LargeCoastal-MAB",28829.461314182,"MAB"
1998,"Prohibited-MAB",3831.138074771,"MAB"
1998,"SmallCoastal-MAB",1236.92948823,"MAB"
1999,"LargeCoastal-NE",983.17340593,"NE"
1999,"LargeCoastal-MAB",17048.191943857,"MAB"
1999,"Prohibited-MAB",19373.20928458,"MAB"
2000,"LargeCoastal-NE",0,"NE"
2000,"LargeCoastal-MAB",13154.818263,"MAB"
2000,"Prohibited-MAB",0,"MAB"
2001,"LargeCoastal-NE",0,"NE"
2001,"LargeCoastal-MAB",36528.2905909,"MAB"
2001,"Prohibited-MAB",6491.6100335,"MAB"
2002,"LargeCoastal-NE",0,"NE"
2002,"LargeCoastal-MAB",9922.47796416,"MAB"
2002,"Prohibited-MAB",3944.8337779,"MAB"
2003,"LargeCoastal-MAB",4235.942724752,"MAB"
2003,"Prohibited-MAB",2797.834200132,"MAB"
2004,"LargeCoastal-MAB",4336.3004847,"MAB"
2004,"Prohibited-MAB",0,"MAB"
2005,"LargeCoastal-MAB",998.99581414,"MAB"
2005,"Prohibited-NE",0,"NE"
2005,"Prohibited-MAB",5857.087213103,"MAB"
2006,"LargeCoastal-MAB",6.9170849992,"MAB"
2006,"Prohibited-MAB",0,"MAB"
2006,"SmallCoastal-MAB",0,"MAB"
2007,"LargeCoastal-NE",0,"NE"
2007,"LargeCoastal-MAB",8000.8840177,"MAB"
2007,"Prohibited-NE",0,"NE"
2007,"Prohibited-MAB",0,"MAB"
2008,"LargeCoastal-MAB",5034.2675537611,"MAB"
2008,"Prohibited-MAB",5710.4485393,"MAB"
2008,"SmallCoastal-MAB",458.621511772,"MAB"
2009,"LargeCoastal-NE",0,"NE"
2009,"LargeCoastal-MAB",14709.008351934,"MAB"
2009,"Prohibited-MAB",0,"MAB"
2009,"SmallCoastal-MAB",287.28932959,"MAB"
2010,"LargeCoastal-MAB",3735.01454132,"MAB"
2010,"Prohibited-MAB",0,"MAB"
2010,"SmallCoastal-MAB",4204.358457982,"MAB"
2011,"LargeCoastal-NE",0,"NE"
2011,"LargeCoastal-MAB",2122.9602873,"MAB"
2011,"Prohibited-MAB",0,"MAB"
2011,"SmallCoastal-MAB",0,"MAB"
2012,"LargeCoastal-MAB",998.01202983,"MAB"
2012,"Prohibited-NE",0,"NE"
2012,"Prohibited-MAB",0,"MAB"
2012,"SmallCoastal-MAB",0,"MAB"
2013,"LargeCoastal-NE",0,"NE"
