"Time","Var","Value","EPU"
2013,"LargeCoastal-MAB",2627.75005179,"MAB"
2013,"Prohibited-NE",0,"NE"
2013,"Prohibited-MAB",0,"MAB"
2014,"LargeCoastal-NE",0,"NE"
2014,"LargeCoastal-MAB",2861.4439918,"MAB"
2014,"Prohibited-MAB",0,"MAB"
2014,"SmallCoastal-MAB",160.59388281,"MAB"
2015,"LargeCoastal-NE",0,"NE"
2015,"LargeCoastal-MAB",1895.66143,"MAB"
2015,"Prohibited-NE",0,"NE"
2015,"Prohibited-MAB",0,"MAB"
2015,"SmallCoastal-MAB",0,"MAB"
2016,"LargeCoastal-NE",0,"NE"
2016,"LargeCoastal-MAB",0,"MAB"
2016,"Prohibited-NE",0,"NE"
2016,"Prohibited-MAB",0,"MAB"
2016,"SmallCoastal-MAB",3092.16098898,"MAB"
2017,"LargeCoastal-NE",0,"NE"
2017,"LargeCoastal-MAB",7718.67814161,"MAB"
2017,"Prohibited-MAB",0,"MAB"
2017,"SmallCoastal-MAB",1324.55325474,"MAB"
2018,"LargeCoastal-NE",0,"NE"
2018,"LargeCoastal-MAB",0,"MAB"
2018,"Prohibited-NE",3204.0684545,"NE"
2018,"Prohibited-MAB",0,"MAB"
2018,"SmallCoastal-MAB",833.692237392,"MAB"
2019,"LargeCoastal-NE",0,"NE"
2019,"LargeCoastal-MAB",791.95887629,"MAB"
2019,"Prohibited-MAB",0,"MAB"
2019,"SmallCoastal-NE",0,"NE"
2019,"SmallCoastal-MAB",1244.2900568067,"MAB"
2020,"LargeCoastal-NE",0,"NE"
2020,"LargeCoastal-MAB",236.782294,"MAB"
2020,"Prohibited-NE",0,"NE"
2020,"Prohibited-MAB",0,"MAB"
2020,"SmallCoastal-MAB",1838.24856663,"MAB"
2021,"LargeCoastal-NE",6.8176432509,"NE"
2021,"LargeCoastal-MAB",0,"MAB"
2021,"Prohibited-NE",0,"NE"
2021,"Prohibited-MAB",0,"MAB"
2021,"SmallCoastal-MAB",1414.1822531,"MAB"
2022,"LargeCoastal-NE",0,"NE"
2022,"LargeCoastal-MAB",0,"MAB"
2022,"Prohibited-NE",0,"NE"
2022,"Prohibited-MAB",0,"MAB"
2022,"SmallCoastal-MAB",25.896498376,"MAB"
