"Time","Var","Value","EPU","Units"
1963,"NEFSC survey species diversity -  FALL",1.73012335773748,"MAB","effective Shannon"
1964,"NEFSC survey species diversity -  FALL",1.40940855906482,"MAB","effective Shannon"
1965,"NEFSC survey species diversity -  FALL",1.40351768308899,"MAB","effective Shannon"
1966,"NEFSC survey species diversity -  FALL",1.53753512344206,"MAB","effective Shannon"
1967,"NEFSC survey species diversity -  FALL",1.26272878161432,"MAB","effective Shannon"
1968,"NEFSC survey species diversity -  FALL",1.19857065537728,"MAB","effective Shannon"
1969,"NEFSC survey species diversity -  FALL",1.36551748516343,"MAB","effective Shannon"
1970,"NEFSC survey species diversity -  FALL",1.27288166577773,"MAB","effective Shannon"
1971,"NEFSC survey species diversity -  FALL",1.31999728535796,"MAB","effective Shannon"
1972,"NEFSC survey species diversity -  FALL",1.34507878318686,"MAB","effective Shannon"
1973,"NEFSC survey species diversity -  FALL",1.54588604834837,"MAB","effective Shannon"
1974,"NEFSC survey species diversity -  FALL",1.4867914576588,"MAB","effective Shannon"
1975,"NEFSC survey species diversity -  FALL",1.28881227055325,"MAB","effective Shannon"
1976,"NEFSC survey species diversity -  FALL",1.42297887472217,"MAB","effective Shannon"
1977,"NEFSC survey species diversity -  FALL",1.31917332350641,"MAB","effective Shannon"
1978,"NEFSC survey species diversity -  FALL",1.19266250112472,"MAB","effective Shannon"
1979,"NEFSC survey species diversity -  FALL",1.36597739328899,"MAB","effective Shannon"
1980,"NEFSC survey species diversity -  FALL",1.6111380757805,"MAB","effective Shannon"
1981,"NEFSC survey species diversity -  FALL",1.35299771636693,"MAB","effective Shannon"
1982,"NEFSC survey species diversity -  FALL",1.50929416476954,"MAB","effective Shannon"
1983,"NEFSC survey species diversity -  FALL",1.53809051538487,"MAB","effective Shannon"
1984,"NEFSC survey species diversity -  FALL",1.50347957060156,"MAB","effective Shannon"
1985,"NEFSC survey species diversity -  FALL",1.40545703768004,"MAB","effective Shannon"
1986,"NEFSC survey species diversity -  FALL",1.37432483101347,"MAB","effective Shannon"
1987,"NEFSC survey species diversity -  FALL",1.2895865968624,"MAB","effective Shannon"
1988,"NEFSC survey species diversity -  FALL",1.10706061393782,"MAB","effective Shannon"
1989,"NEFSC survey species diversity -  FALL",1.28357627251608,"MAB","effective Shannon"
1990,"NEFSC survey species diversity -  FALL",1.26044013881406,"MAB","effective Shannon"
1991,"NEFSC survey species diversity -  FALL",1.32237987828296,"MAB","effective Shannon"
1992,"NEFSC survey species diversity -  FALL",1.26573855158976,"MAB","effective Shannon"
1993,"NEFSC survey species diversity -  FALL",1.15984909661498,"MAB","effective Shannon"
1994,"NEFSC survey species diversity -  FALL",1.11921797194148,"MAB","effective Shannon"
1995,"NEFSC survey species diversity -  FALL",1.33987332440912,"MAB","effective Shannon"
1996,"NEFSC survey species diversity -  FALL",1.33784822689629,"MAB","effective Shannon"
1997,"NEFSC survey species diversity -  FALL",1.25518586667128,"MAB","effective Shannon"
1998,"NEFSC survey species diversity -  FALL",1.2650220300068,"MAB","effective Shannon"
1999,"NEFSC survey species diversity -  FALL",1.2255927460934,"MAB","effective Shannon"
2000,"NEFSC survey species diversity -  FALL",1.32475566357286,"MAB","effective Shannon"
2001,"NEFSC survey species diversity -  FALL",1.16118013049047,"MAB","effective Shannon"
2002,"NEFSC survey species diversity -  FALL",1.29475266172922,"MAB","effective Shannon"
2003,"NEFSC survey species diversity -  FALL",1.19270220576947,"MAB","effective Shannon"
2004,"NEFSC survey species diversity -  FALL",1.1939345261525,"MAB","effective Shannon"
2005,"NEFSC survey species diversity -  FALL",1.13605554521194,"MAB","effective Shannon"
2006,"NEFSC survey species diversity -  FALL",1.16918668196455,"MAB","effective Shannon"
2007,"NEFSC survey species diversity -  FALL",1.19775139884924,"MAB","effective Shannon"
2008,"NEFSC survey species diversity -  FALL",1.19846356390297,"MAB","effective Shannon"
2009,"NEFSC survey species diversity -  FALL",1.42076348208569,"MAB","effective Shannon"
2010,"NEFSC survey species diversity -  FALL",1.3460575310204,"MAB","effective Shannon"
2011,"NEFSC survey species diversity -  FALL",1.3483505496775,"MAB","effective Shannon"
2012,"NEFSC survey species diversity -  FALL",1.24680736520785,"MAB","effective Shannon"
2013,"NEFSC survey species diversity -  FALL",1.46017796788275,"MAB","effective Shannon"
2014,"NEFSC survey species diversity -  FALL",1.37724971523021,"MAB","effective Shannon"
2015,"NEFSC survey species diversity -  FALL",1.36650756404407,"MAB","effective Shannon"
2016,"NEFSC survey species diversity -  FALL",1.46471257513999,"MAB","effective Shannon"
2017,"NEFSC survey species diversity -  FALL",NA,"MAB",NA
2018,"NEFSC survey species diversity -  FALL",1.41554752095647,"MAB","effective Shannon"
2019,"NEFSC survey species diversity -  FALL",1.38303683466657,"MAB","effective Shannon"
2020,"NEFSC survey species diversity -  FALL",NA,"MAB",NA
2021,"NEFSC survey species diversity -  FALL",1.36059214430675,"MAB","effective Shannon"
2022,"NEFSC survey species diversity -  FALL",1.23783682797602,"MAB","effective Shannon"
2023,"NEFSC survey species diversity -  FALL",1.46947979846525,"MAB","effective Shannon"
2024,"NEFSC survey species diversity -  FALL",1.29230726759582,"MAB","effective Shannon"
1963,"NEFSC survey species diversity -  SPRING",NA,"MAB",NA
1964,"NEFSC survey species diversity -  SPRING",NA,"MAB",NA
1965,"NEFSC survey species diversity -  SPRING",NA,"MAB",NA
1966,"NEFSC survey species diversity -  SPRING",NA,"MAB",NA
1967,"NEFSC survey species diversity -  SPRING",NA,"MAB",NA
1968,"NEFSC survey species diversity -  SPRING",1.06314402559263,"MAB","effective Shannon"
1969,"NEFSC survey species diversity -  SPRING",1.09138132267735,"MAB","effective Shannon"
1970,"NEFSC survey species diversity -  SPRING",1.20567547668807,"MAB","effective Shannon"
1971,"NEFSC survey species diversity -  SPRING",1.17373433527348,"MAB","effective Shannon"
1972,"NEFSC survey species diversity -  SPRING",1.23603192181093,"MAB","effective Shannon"
1973,"NEFSC survey species diversity -  SPRING",1.22895658236438,"MAB","effective Shannon"
1974,"NEFSC survey species diversity -  SPRING",1.12331800906262,"MAB","effective Shannon"
1975,"NEFSC survey species diversity -  SPRING",1.15663507009609,"MAB","effective Shannon"
1976,"NEFSC survey species diversity -  SPRING",1.10939847722191,"MAB","effective Shannon"
1977,"NEFSC survey species diversity -  SPRING",1.18265223705048,"MAB","effective Shannon"
1978,"NEFSC survey species diversity -  SPRING",1.44038191546996,"MAB","effective Shannon"
1979,"NEFSC survey species diversity -  SPRING",1.3360036556381,"MAB","effective Shannon"
1980,"NEFSC survey species diversity -  SPRING",1.11332105011181,"MAB","effective Shannon"
1981,"NEFSC survey species diversity -  SPRING",1.14603681779317,"MAB","effective Shannon"
1982,"NEFSC survey species diversity -  SPRING",1.09012355843317,"MAB","effective Shannon"
1983,"NEFSC survey species diversity -  SPRING",1.02657452261375,"MAB","effective Shannon"
1984,"NEFSC survey species diversity -  SPRING",1.02836942929601,"MAB","effective Shannon"
1985,"NEFSC survey species diversity -  SPRING",1.1728910242433,"MAB","effective Shannon"
1986,"NEFSC survey species diversity -  SPRING",1.0622481559619,"MAB","effective Shannon"
1987,"NEFSC survey species diversity -  SPRING",1.17536581152974,"MAB","effective Shannon"
1988,"NEFSC survey species diversity -  SPRING",1.02323506468536,"MAB","effective Shannon"
1989,"NEFSC survey species diversity -  SPRING",0.975080437432506,"MAB","effective Shannon"
1990,"NEFSC survey species diversity -  SPRING",1.00675584881726,"MAB","effective Shannon"
1991,"NEFSC survey species diversity -  SPRING",0.972019672441827,"MAB","effective Shannon"
1992,"NEFSC survey species diversity -  SPRING",1.01700860696215,"MAB","effective Shannon"
1993,"NEFSC survey species diversity -  SPRING",0.996366245571387,"MAB","effective Shannon"
1994,"NEFSC survey species diversity -  SPRING",1.04030673061951,"MAB","effective Shannon"
1995,"NEFSC survey species diversity -  SPRING",0.946447993325095,"MAB","effective Shannon"
1996,"NEFSC survey species diversity -  SPRING",1.06252370523968,"MAB","effective Shannon"
1997,"NEFSC survey species diversity -  SPRING",0.979998161330869,"MAB","effective Shannon"
1998,"NEFSC survey species diversity -  SPRING",1.10311167339061,"MAB","effective Shannon"
1999,"NEFSC survey species diversity -  SPRING",1.01455435100959,"MAB","effective Shannon"
2000,"NEFSC survey species diversity -  SPRING",0.955468347121342,"MAB","effective Shannon"
2001,"NEFSC survey species diversity -  SPRING",1.05464999267919,"MAB","effective Shannon"
2002,"NEFSC survey species diversity -  SPRING",1.02463340321478,"MAB","effective Shannon"
2003,"NEFSC survey species diversity -  SPRING",1.20326474830214,"MAB","effective Shannon"
2004,"NEFSC survey species diversity -  SPRING",1.01930525344963,"MAB","effective Shannon"
2005,"NEFSC survey species diversity -  SPRING",1.10340695216561,"MAB","effective Shannon"
2006,"NEFSC survey species diversity -  SPRING",1.12558880705425,"MAB","effective Shannon"
2007,"NEFSC survey species diversity -  SPRING",1.03698901934057,"MAB","effective Shannon"
2008,"NEFSC survey species diversity -  SPRING",1.09467918764914,"MAB","effective Shannon"
2009,"NEFSC survey species diversity -  SPRING",1.51605670881163,"MAB","effective Shannon"
2010,"NEFSC survey species diversity -  SPRING",1.50891387011372,"MAB","effective Shannon"
2011,"NEFSC survey species diversity -  SPRING",1.5446738493991,"MAB","effective Shannon"
2012,"NEFSC survey species diversity -  SPRING",1.30233387138896,"MAB","effective Shannon"
2013,"NEFSC survey species diversity -  SPRING",1.32105488539316,"MAB","effective Shannon"
2014,"NEFSC survey species diversity -  SPRING",1.20207941843018,"MAB","effective Shannon"
2015,"NEFSC survey species diversity -  SPRING",1.20645210048542,"MAB","effective Shannon"
2016,"NEFSC survey species diversity -  SPRING",1.36368444304435,"MAB","effective Shannon"
2017,"NEFSC survey species diversity -  SPRING",1.41857123503884,"MAB","effective Shannon"
2018,"NEFSC survey species diversity -  SPRING",1.30758235925302,"MAB","effective Shannon"
2019,"NEFSC survey species diversity -  SPRING",1.31751937394626,"MAB","effective Shannon"
2020,"NEFSC survey species diversity -  SPRING",1.20226777898495,"MAB","effective Shannon"
2021,"NEFSC survey species diversity -  SPRING",0.998369345343218,"MAB","effective Shannon"
2022,"NEFSC survey species diversity -  SPRING",1.328688776913,"MAB","effective Shannon"
2023,"NEFSC survey species diversity -  SPRING",NA,"MAB",NA
2024,"NEFSC survey species diversity -  SPRING",1.33105483585082,"MAB","effective Shannon"
1963,"NEFSC survey species diversity -  FALL",1.4314966958834,"GB","effective Shannon"
1964,"NEFSC survey species diversity -  FALL",1.25550855667273,"GB","effective Shannon"
