"Time","Var","Value","EPU","Units"
1977,"Calfin","-0.32802653575150198","MAB","Unitless"
1978,"Calfin","-1.13638131788912","MAB","Unitless"
1979,"Calfin","-1.3194098373340699","MAB","Unitless"
1980,"Calfin","-0.56689303753467901","MAB","Unitless"
1981,"Calfin","-0.86542342938318895","MAB","Unitless"
1982,"Calfin","-0.24468415690790299","MAB","Unitless"
1983,"Calfin","-0.96325614374469004","MAB","Unitless"
1984,"Calfin","-0.99944021046303999","MAB","Unitless"
1985,"Calfin","-0.82958026566047705","MAB","Unitless"
1986,"Calfin","-0.40539460320737403","MAB","Unitless"
1987,"Calfin","5.0890594904136999E-2","MAB","Unitless"
1988,"Calfin","0.59727267358637903","MAB","Unitless"
1989,"Calfin","1.21704311839929","MAB","Unitless"
1990,"Calfin","0.21005309467661101","MAB","Unitless"
1991,"Calfin","-0.52270801561903002","MAB","Unitless"
1992,"Calfin","0.74094518823445399","MAB","Unitless"
1993,"Calfin","0.63667247891238998","MAB","Unitless"
1994,"Calfin","0.92647198870229897","MAB","Unitless"
1995,"Calfin","0.57584915687724503","MAB","Unitless"
1996,"Calfin","0.45689069564284002","MAB","Unitless"
1997,"Calfin","-0.71557028072656703","MAB","Unitless"
1998,"Calfin","1.3842075568612999","MAB","Unitless"
1999,"Calfin","-1.2248312529020799","MAB","Unitless"
2000,"Calfin","3.8857672794335302E-2","MAB","Unitless"
2001,"Calfin","-0.52610831708183203","MAB","Unitless"
2002,"Calfin","0.76089929729642702","MAB","Unitless"
2003,"Calfin","2.0413888871427699","MAB","Unitless"
2004,"Calfin","1.48379768403329","MAB","Unitless"
2005,"Calfin","1.8861671705028","MAB","Unitless"
2006,"Calfin","0.62170695858417502","MAB","Unitless"
2007,"Calfin","0.40017589485320298","MAB","Unitless"
2008,"Calfin","0.74760213104443796","MAB","Unitless"
2009,"Calfin","-0.23530311623313099","MAB","Unitless"
2010,"Calfin","0.56215348308447999","MAB","Unitless"
2011,"Calfin","-0.49655639511927802","MAB","Unitless"
2012,"Calfin","-0.30255129447337797","MAB","Unitless"
2013,"Calfin","1.6645615896727399","MAB","Unitless"
2014,"Calfin","0.133146232391438","MAB","Unitless"
2015,"Calfin","-2.75088473345971","MAB","Unitless"
2016,"Calfin","-0.70895074574620098","MAB","Unitless"
2017,"Calfin","-1.42616714659956","MAB","Unitless"
2018,"Calfin","0.101245889035153","MAB","Unitless"
2019,"Calfin","0.60993838513700505","MAB","Unitless"
2020,"Calfin","NaN","MAB","Unitless"
2021,"Calfin","-1.27981609085197","MAB","Unitless"
1977,"Calfin","0.843063126018749","GB","Unitless"
1978,"Calfin","0.76465810322996797","GB","Unitless"
1979,"Calfin","-0.190055701916478","GB","Unitless"
1980,"Calfin","0.58961744441089803","GB","Unitless"
1981,"Calfin","-0.34414035948365501","GB","Unitless"
1982,"Calfin","-0.38919813310784601","GB","Unitless"
1983,"Calfin","-0.12515186441265999","GB","Unitless"
1984,"Calfin","0.228168323416193","GB","Unitless"
1985,"Calfin","-6.0809688520121703E-2","GB","Unitless"
1986,"Calfin","-0.113302416013234","GB","Unitless"
1987,"Calfin","1.3507756726296201","GB","Unitless"
1988,"Calfin","0.84608190008824402","GB","Unitless"
1989,"Calfin","0.39542664147591799","GB","Unitless"
1990,"Calfin","-1.8213561883157401","GB","Unitless"
1991,"Calfin","-0.77038886982944399","GB","Unitless"
1992,"Calfin","-0.65344113046688301","GB","Unitless"
1993,"Calfin","-0.83423490255133603","GB","Unitless"
1994,"Calfin","-0.106858650653279","GB","Unitless"
1995,"Calfin","-0.80594270418935299","GB","Unitless"
1996,"Calfin","-0.13591257612285801","GB","Unitless"
1997,"Calfin","-0.98961427037539096","GB","Unitless"
1998,"Calfin","-1.4265856701817099","GB","Unitless"
1999,"Calfin","-1.6453422915092499","GB","Unitless"
2000,"Calfin","0.43618443700038301","GB","Unitless"
2001,"Calfin","0.83117417010073702","GB","Unitless"
2002,"Calfin","0.63213867644505295","GB","Unitless"
2003,"Calfin","2.0133229707446398","GB","Unitless"
2004,"Calfin","3.10555539403643","GB","Unitless"
2005,"Calfin","1.6405335933176699","GB","Unitless"
2006,"Calfin","0.77049735781253703","GB","Unitless"
2007,"Calfin","1.1561189313581299","GB","Unitless"
2008,"Calfin","0.169225970642331","GB","Unitless"
2009,"Calfin","0.42265207905541702","GB","Unitless"
2010,"Calfin","-0.43831395725542499","GB","Unitless"
2011,"Calfin","-0.53912785163378196","GB","Unitless"
2012,"Calfin","-1.37195571353201","GB","Unitless"
2013,"Calfin","8.4665353849154301E-2","GB","Unitless"
2014,"Calfin","-2.5278340462687201E-2","GB","Unitless"
2015,"Calfin","-0.51905644322400901","GB","Unitless"
2016,"Calfin","-1.4018812745332201","GB","Unitless"
2017,"Calfin","0.105876066645923","GB","Unitless"
2018,"Calfin","5.5728366782547702E-2","GB","Unitless"
2019,"Calfin","-0.19481562842545799","GB","Unitless"
2020,"Calfin","NaN","GB","Unitless"
2021,"Calfin","-1.5386999378995401","GB","Unitless"
1977,"Calfin","0.34911151156237502","GOM","Unitless"
1978,"Calfin","-0.90947863954894903","GOM","Unitless"
1979,"Calfin","-1.8120939422512601","GOM","Unitless"
1980,"Calfin","-0.820678113386065","GOM","Unitless"
1981,"Calfin","-0.28813109848998297","GOM","Unitless"
