"Time","Var","Value","EPU","Units"
1864,"north atlantic oscillation",-1.02,"All","unitless"
1865,"north atlantic oscillation",-1.24,"All","unitless"
1866,"north atlantic oscillation",0.54,"All","unitless"
1867,"north atlantic oscillation",-1.38,"All","unitless"
1868,"north atlantic oscillation",2.81,"All","unitless"
1869,"north atlantic oscillation",1.7,"All","unitless"
1870,"north atlantic oscillation",-3.01,"All","unitless"
1871,"north atlantic oscillation",-1.01,"All","unitless"
1872,"north atlantic oscillation",-0.76,"All","unitless"
1873,"north atlantic oscillation",-0.5,"All","unitless"
1874,"north atlantic oscillation",2.32,"All","unitless"
1875,"north atlantic oscillation",-1.35,"All","unitless"
1876,"north atlantic oscillation",0.21,"All","unitless"
1877,"north atlantic oscillation",0.05,"All","unitless"
1878,"north atlantic oscillation",1.46,"All","unitless"
1879,"north atlantic oscillation",-2.22,"All","unitless"
1880,"north atlantic oscillation",0.89,"All","unitless"
1881,"north atlantic oscillation",-3.8,"All","unitless"
1882,"north atlantic oscillation",3.87,"All","unitless"
1883,"north atlantic oscillation",-0.23,"All","unitless"
1884,"north atlantic oscillation",1.44,"All","unitless"
1885,"north atlantic oscillation",-0.89,"All","unitless"
1886,"north atlantic oscillation",-1.12,"All","unitless"
1887,"north atlantic oscillation",0.45,"All","unitless"
1888,"north atlantic oscillation",-2.75,"All","unitless"
1889,"north atlantic oscillation",-0.01,"All","unitless"
1890,"north atlantic oscillation",1.78,"All","unitless"
1891,"north atlantic oscillation",-0.82,"All","unitless"
1892,"north atlantic oscillation",-2.02,"All","unitless"
1893,"north atlantic oscillation",-1.07,"All","unitless"
1894,"north atlantic oscillation",2.68,"All","unitless"
1895,"north atlantic oscillation",-3.97,"All","unitless"
1896,"north atlantic oscillation",1.12,"All","unitless"
1897,"north atlantic oscillation",1.09,"All","unitless"
1898,"north atlantic oscillation",1.02,"All","unitless"
1899,"north atlantic oscillation",0.03,"All","unitless"
1900,"north atlantic oscillation",-2.13,"All","unitless"
1901,"north atlantic oscillation",-0.33,"All","unitless"
1902,"north atlantic oscillation",-1.41,"All","unitless"
1903,"north atlantic oscillation",3.89,"All","unitless"
1904,"north atlantic oscillation",0.23,"All","unitless"
1905,"north atlantic oscillation",1.98,"All","unitless"
1906,"north atlantic oscillation",2.06,"All","unitless"
1907,"north atlantic oscillation",2.06,"All","unitless"
1908,"north atlantic oscillation",1.44,"All","unitless"
1909,"north atlantic oscillation",0,"All","unitless"
1910,"north atlantic oscillation",2.1,"All","unitless"
1911,"north atlantic oscillation",0.29,"All","unitless"
1912,"north atlantic oscillation",0.24,"All","unitless"
1913,"north atlantic oscillation",2.69,"All","unitless"
1914,"north atlantic oscillation",1.48,"All","unitless"
1915,"north atlantic oscillation",-0.2,"All","unitless"
1916,"north atlantic oscillation",-0.69,"All","unitless"
1917,"north atlantic oscillation",-3.8,"All","unitless"
1918,"north atlantic oscillation",-0.8,"All","unitless"
1919,"north atlantic oscillation",-0.8,"All","unitless"
1920,"north atlantic oscillation",3.18,"All","unitless"
1921,"north atlantic oscillation",1.63,"All","unitless"
1922,"north atlantic oscillation",1.85,"All","unitless"
1923,"north atlantic oscillation",1.73,"All","unitless"
1924,"north atlantic oscillation",-1.13,"All","unitless"
1925,"north atlantic oscillation",2.39,"All","unitless"
1926,"north atlantic oscillation",0.11,"All","unitless"
1927,"north atlantic oscillation",1.72,"All","unitless"
1928,"north atlantic oscillation",0.63,"All","unitless"
1929,"north atlantic oscillation",-1.03,"All","unitless"
1930,"north atlantic oscillation",0.91,"All","unitless"
1931,"north atlantic oscillation",-0.16,"All","unitless"
1932,"north atlantic oscillation",-0.5,"All","unitless"
1933,"north atlantic oscillation",0.25,"All","unitless"
1934,"north atlantic oscillation",0.86,"All","unitless"
1935,"north atlantic oscillation",0.97,"All","unitless"
1936,"north atlantic oscillation",-3.89,"All","unitless"
1937,"north atlantic oscillation",0.72,"All","unitless"
1938,"north atlantic oscillation",1.79,"All","unitless"
1939,"north atlantic oscillation",0.37,"All","unitless"
1940,"north atlantic oscillation",-2.86,"All","unitless"
1941,"north atlantic oscillation",-2.31,"All","unitless"
1942,"north atlantic oscillation",-0.55,"All","unitless"
1943,"north atlantic oscillation",1.48,"All","unitless"
1944,"north atlantic oscillation",0.61,"All","unitless"
1945,"north atlantic oscillation",1.64,"All","unitless"
1946,"north atlantic oscillation",0.27,"All","unitless"
1947,"north atlantic oscillation",-2.71,"All","unitless"
1948,"north atlantic oscillation",1.34,"All","unitless"
1949,"north atlantic oscillation",1.87,"All","unitless"
1950,"north atlantic oscillation",1.4,"All","unitless"
1951,"north atlantic oscillation",-1.26,"All","unitless"
1952,"north atlantic oscillation",0.83,"All","unitless"
1953,"north atlantic oscillation",0.18,"All","unitless"
1954,"north atlantic oscillation",0.13,"All","unitless"
1955,"north atlantic oscillation",-2.52,"All","unitless"
1956,"north atlantic oscillation",-1.73,"All","unitless"
1957,"north atlantic oscillation",1.52,"All","unitless"
1958,"north atlantic oscillation",-1.02,"All","unitless"
1959,"north atlantic oscillation",-0.37,"All","unitless"
1960,"north atlantic oscillation",-1.54,"All","unitless"
1961,"north atlantic oscillation",1.8,"All","unitless"
1962,"north atlantic oscillation",-2.38,"All","unitless"
1963,"north atlantic oscillation",-3.6,"All","unitless"
1964,"north atlantic oscillation",-2.86,"All","unitless"
1965,"north atlantic oscillation",-2.88,"All","unitless"
1966,"north atlantic oscillation",-1.69,"All","unitless"
1967,"north atlantic oscillation",1.28,"All","unitless"
1968,"north atlantic oscillation",-1.04,"All","unitless"
1969,"north atlantic oscillation",-4.89,"All","unitless"
1970,"north atlantic oscillation",-1.89,"All","unitless"
1971,"north atlantic oscillation",-0.96,"All","unitless"
1972,"north atlantic oscillation",0.34,"All","unitless"
1973,"north atlantic oscillation",2.52,"All","unitless"
1974,"north atlantic oscillation",1.23,"All","unitless"
1975,"north atlantic oscillation",1.63,"All","unitless"
1976,"north atlantic oscillation",1.37,"All","unitless"
1977,"north atlantic oscillation",-2.14,"All","unitless"
1978,"north atlantic oscillation",0.17,"All","unitless"
1979,"north atlantic oscillation",-2.25,"All","unitless"
1980,"north atlantic oscillation",0.56,"All","unitless"
1981,"north atlantic oscillation",2.05,"All","unitless"
1982,"north atlantic oscillation",0.8,"All","unitless"
1983,"north atlantic oscillation",3.42,"All","unitless"
1984,"north atlantic oscillation",1.6,"All","unitless"
1985,"north atlantic oscillation",-0.63,"All","unitless"
1986,"north atlantic oscillation",0.5,"All","unitless"
1987,"north atlantic oscillation",-0.75,"All","unitless"
1988,"north atlantic oscillation",0.72,"All","unitless"
1989,"north atlantic oscillation",5.08,"All","unitless"
1990,"north atlantic oscillation",3.96,"All","unitless"
1991,"north atlantic oscillation",1.03,"All","unitless"
1992,"north atlantic oscillation",3.28,"All","unitless"
1993,"north atlantic oscillation",2.67,"All","unitless"
1994,"north atlantic oscillation",3.03,"All","unitless"
1995,"north atlantic oscillation",3.96,"All","unitless"
1996,"north atlantic oscillation",-3.78,"All","unitless"
1997,"north atlantic oscillation",-0.17,"All","unitless"
1998,"north atlantic oscillation",0.72,"All","unitless"
1999,"north atlantic oscillation",1.7,"All","unitless"
2000,"north atlantic oscillation",2.8,"All","unitless"
2001,"north atlantic oscillation",-1.9,"All","unitless"
2002,"north atlantic oscillation",0.76,"All","unitless"
2003,"north atlantic oscillation",0.2,"All","unitless"
2004,"north atlantic oscillation",-0.07,"All","unitless"
2005,"north atlantic oscillation",0.12,"All","unitless"
2006,"north atlantic oscillation",-1.09,"All","unitless"
2007,"north atlantic oscillation",2.79,"All","unitless"
2008,"north atlantic oscillation",2.1,"All","unitless"
2009,"north atlantic oscillation",-0.41,"All","unitless"
2010,"north atlantic oscillation",-4.64,"All","unitless"
2011,"north atlantic oscillation",-1.57,"All","unitless"
2012,"north atlantic oscillation",3.17,"All","unitless"
2013,"north atlantic oscillation",-1.97,"All","unitless"
2014,"north atlantic oscillation",3.1,"All","unitless"
2015,"north atlantic oscillation",3.56,"All","unitless"
2016,"north atlantic oscillation",0.98,"All","unitless"
2017,"north atlantic oscillation",1.47,"All","unitless"
2018,"north atlantic oscillation",0.3,"All","unitless"
