"Time","Var","Value","EPU"
2001,"log-Green",NA,"NE"
2001,"log-Nomans.Land",NA,"NE"
2002,"log-Seal",4.99043258677874,"NE"
2002,"log-Monomoy",0,"NE"
2002,"log-Muskeget",6.78332520060396,"NE"
2002,"log-Green",3.52636052461616,"NE"
2002,"log-Nomans.Land",NA,"NE"
2003,"log-Seal",NA,"NE"
2003,"log-Monomoy",0,"NE"
2003,"log-Muskeget",NA,"NE"
2003,"log-Green",NA,"NE"
2003,"log-Nomans.Land",NA,"NE"
2004,"log-Seal",5.01063529409626,"NE"
2004,"log-Monomoy",1.38629436111989,"NE"
2004,"log-Muskeget",6.71417052990947,"NE"
2004,"log-Green",3.25809653802148,"NE"
2004,"log-Nomans.Land",NA,"NE"
2005,"log-Seal",5.89989735358249,"NE"
2005,"log-Monomoy",0,"NE"
2005,"log-Muskeget",6.89972310728487,"NE"
2005,"log-Green",3.49650756146648,"NE"
2005,"log-Nomans.Land",NA,"NE"
2006,"log-Seal",5.47646355193151,"NE"
2006,"log-Monomoy",2.07944154167984,"NE"
2006,"log-Muskeget",6.76619171466035,"NE"
2006,"log-Green",3.76120011569356,"NE"
2006,"log-Nomans.Land",NA,"NE"
2007,"log-Seal",5.89715386763674,"NE"
2007,"log-Monomoy",2.19722457733622,"NE"
2007,"log-Muskeget",7.44073370738926,"NE"
2007,"log-Green",4.04305126783455,"NE"
2007,"log-Nomans.Land",NA,"NE"
2008,"log-Seal",6.14418563412565,"NE"
2008,"log-Monomoy",0.693147180559945,"NE"
2008,"log-Muskeget",7.64730883235624,"NE"
2008,"log-Green",4.07753744390572,"NE"
2008,"log-Nomans.Land",NA,"NE"
2009,"log-Seal",NA,"NE"
2009,"log-Monomoy",4.21950770517611,"NE"
2009,"log-Muskeget",NA,"NE"
2009,"log-Green",3.87120101090789,"NE"
2009,"log-Nomans.Land",NA,"NE"
2010,"log-Seal",NA,"NE"
2010,"log-Monomoy",5.03695260241363,"NE"
2010,"log-Muskeget",7.51806418123308,"NE"
2010,"log-Green",3.93182563272433,"NE"
2010,"log-Nomans.Land",NA,"NE"
2011,"log-Seal",NA,"NE"
2011,"log-Monomoy",5.78382518232974,"NE"
2011,"log-Muskeget",8.06243279158319,"NE"
2011,"log-Green",4.17438726989564,"NE"
2011,"log-Nomans.Land",0,"NE"
2012,"log-Seal",NA,"NE"
2012,"log-Monomoy",NA,"NE"
2012,"log-Muskeget",7.9483852851119,"NE"
2012,"log-Green",3.71357206670431,"NE"
2012,"log-Nomans.Land",2.07944154167984,"NE"
2013,"log-Seal",NA,"NE"
2013,"log-Monomoy",6.45047042214418,"NE"
2013,"log-Muskeget",7.91935619066062,"NE"
2013,"log-Green",NA,"NE"
2013,"log-Nomans.Land",1.38629436111989,"NE"
2014,"log-Seal",NA,"NE"
2014,"log-Monomoy",6.22851100359118,"NE"
2014,"log-Muskeget",8.03040956213048,"NE"
2014,"log-Green",3.40119738166216,"NE"
2014,"log-Nomans.Land",2.77258872223978,"NE"
2015,"log-Seal",NA,"NE"
2015,"log-Monomoy",6.64378973314767,"NE"
2015,"log-Muskeget",NA,"NE"
2015,"log-Green",3.49650756146648,"NE"
2015,"log-Nomans.Land",3.13549421592915,"NE"
2016,"log-Seal",6.94985645500077,"NE"
2016,"log-Monomoy",6.84054652928869,"NE"
2016,"log-Muskeget",8.2393294279018,"NE"
2016,"log-Green",3.52636052461616,"NE"
2016,"log-Nomans.Land",3.46573590279973,"NE"
2017,"log-Seal",NA,"NE"
2017,"log-Monomoy",NA,"NE"
2017,"log-Muskeget",NA,"NE"
2017,"log-Green",NA,"NE"
2017,"log-Nomans.Land",NA,"NE"
2018,"log-Seal",NA,"NE"
2018,"log-Monomoy",NA,"NE"
2018,"log-Muskeget",NA,"NE"
2018,"log-Green",NA,"NE"
2018,"log-Nomans.Land",NA,"NE"
2019,"log-Seal",6.74993119378857,"NE"
2019,"log-Monomoy",7.08170858610557,"NE"
2019,"log-Muskeget",8.16961956172385,"NE"
2019,"log-Green",2.77258872223978,"NE"
2019,"log-Nomans.Land",4.27666611901606,"NE"
2020,"log-Seal",NA,"NE"
2020,"log-Monomoy",NA,"NE"
2020,"log-Muskeget",NA,"NE"
2020,"log-Green",NA,"NE"
2020,"log-Nomans.Land",NA,"NE"
2021,"log-Seal",6.70808408385307,"NE"
2021,"log-Monomoy",6.64898455002478,"NE"
2021,"log-Muskeget",8.30745932701195,"NE"
2021,"log-Green",2.484906649788,"NE"
2021,"log-Nomans.Land",5.09375020080676,"NE"
1988,"count-Seal",NA,"NE"
1988,"count-Monomoy",NA,"NE"
1988,"count-Muskeget",5,"NE"
1988,"count-Green",NA,"NE"
1988,"count-Nomans.Land",NA,"NE"
1989,"count-Seal",NA,"NE"
1989,"count-Monomoy",NA,"NE"
1989,"count-Muskeget",0,"NE"
1989,"count-Green",NA,"NE"
1989,"count-Nomans.Land",NA,"NE"
1990,"count-Seal",NA,"NE"
1990,"count-Monomoy",9,"NE"
1990,"count-Muskeget",NA,"NE"
1990,"count-Green",NA,"NE"
1990,"count-Nomans.Land",NA,"NE"
1991,"count-Seal",NA,"NE"
1991,"count-Monomoy",3,"NE"
1991,"count-Muskeget",6,"NE"
1991,"count-Green",NA,"NE"
1991,"count-Nomans.Land",NA,"NE"
1992,"count-Seal",NA,"NE"
1992,"count-Monomoy",0,"NE"
1992,"count-Muskeget",12,"NE"
1992,"count-Green",NA,"NE"
1992,"count-Nomans.Land",NA,"NE"
1993,"count-Seal",NA,"NE"
1993,"count-Monomoy",NA,"NE"
1993,"count-Muskeget",28,"NE"
1993,"count-Green",NA,"NE"
1993,"count-Nomans.Land",NA,"NE"
1994,"count-Seal",0,"NE"
1994,"count-Monomoy",1,"NE"
1994,"count-Muskeget",57,"NE"
1994,"count-Green",39,"NE"
1994,"count-Nomans.Land",NA,"NE"
1995,"count-Seal",NA,"NE"
1995,"count-Monomoy",2,"NE"
1995,"count-Muskeget",98,"NE"
1995,"count-Green",48,"NE"
1995,"count-Nomans.Land",NA,"NE"
1996,"count-Seal",NA,"NE"
1996,"count-Monomoy",6,"NE"
1996,"count-Muskeget",162,"NE"
1996,"count-Green",NA,"NE"
1996,"count-Nomans.Land",NA,"NE"
1997,"count-Seal",NA,"NE"
1997,"count-Monomoy",10,"NE"
1997,"count-Muskeget",212,"NE"
1997,"count-Green",33,"NE"
1997,"count-Nomans.Land",NA,"NE"
1998,"count-Seal",NA,"NE"
1998,"count-Monomoy",NA,"NE"
1998,"count-Muskeget",333,"NE"
1998,"count-Green",NA,"NE"
1998,"count-Nomans.Land",NA,"NE"
1999,"count-Seal",NA,"NE"
1999,"count-Monomoy",NA,"NE"
1999,"count-Muskeget",472,"NE"
1999,"count-Green",28,"NE"
1999,"count-Nomans.Land",NA,"NE"
2000,"count-Seal",77,"NE"
2000,"count-Monomoy",NA,"NE"
2000,"count-Muskeget",633,"NE"
2000,"count-Green",33,"NE"
2000,"count-Nomans.Land",NA,"NE"
2001,"count-Seal",91,"NE"
2001,"count-Monomoy",NA,"NE"
2001,"count-Muskeget",NA,"NE"
2001,"count-Green",NA,"NE"
2001,"count-Nomans.Land",NA,"NE"
2002,"count-Seal",147,"NE"
2002,"count-Monomoy",0,"NE"
2002,"count-Muskeget",883,"NE"
2002,"count-Green",34,"NE"
2002,"count-Nomans.Land",NA,"NE"
2003,"count-Seal",NA,"NE"
2003,"count-Monomoy",0,"NE"
2003,"count-Muskeget",NA,"NE"
2003,"count-Green",NA,"NE"
2003,"count-Nomans.Land",NA,"NE"
2004,"count-Seal",150,"NE"
2004,"count-Monomoy",4,"NE"
2004,"count-Muskeget",824,"NE"
2004,"count-Green",26,"NE"
2004,"count-Nomans.Land",NA,"NE"
2005,"count-Seal",365,"NE"
2005,"count-Monomoy",1,"NE"
2005,"count-Muskeget",992,"NE"
2005,"count-Green",33,"NE"
2005,"count-Nomans.Land",NA,"NE"
2006,"count-Seal",239,"NE"
2006,"count-Monomoy",8,"NE"
2006,"count-Muskeget",868,"NE"
2006,"count-Green",43,"NE"
2006,"count-Nomans.Land",NA,"NE"
2007,"count-Seal",364,"NE"
2007,"count-Monomoy",9,"NE"
2007,"count-Muskeget",1704,"NE"
2007,"count-Green",57,"NE"
2007,"count-Nomans.Land",NA,"NE"
2008,"count-Seal",466,"NE"
2008,"count-Monomoy",2,"NE"
2008,"count-Muskeget",2095,"NE"
2008,"count-Green",59,"NE"
2008,"count-Nomans.Land",NA,"NE"
2009,"count-Seal",NA,"NE"
2009,"count-Monomoy",68,"NE"
2009,"count-Muskeget",NA,"NE"
2009,"count-Green",48,"NE"
2009,"count-Nomans.Land",NA,"NE"
2010,"count-Seal",NA,"NE"
2010,"count-Monomoy",154,"NE"
2010,"count-Muskeget",1841,"NE"
2010,"count-Green",51,"NE"
2010,"count-Nomans.Land",NA,"NE"
2011,"count-Seal",NA,"NE"
2011,"count-Monomoy",325,"NE"
2011,"count-Muskeget",3173,"NE"
2011,"count-Green",65,"NE"
2011,"count-Nomans.Land",1,"NE"
2012,"count-Seal",NA,"NE"
2012,"count-Monomoy",NA,"NE"
2012,"count-Muskeget",2831,"NE"
2012,"count-Green",41,"NE"
2012,"count-Nomans.Land",8,"NE"
2013,"count-Seal",NA,"NE"
2013,"count-Monomoy",633,"NE"
2013,"count-Muskeget",2750,"NE"
2013,"count-Green",NA,"NE"
2013,"count-Nomans.Land",4,"NE"
2014,"count-Seal",NA,"NE"
2014,"count-Monomoy",507,"NE"
2014,"count-Muskeget",3073,"NE"
2014,"count-Green",30,"NE"
2014,"count-Nomans.Land",16,"NE"
2015,"count-Seal",NA,"NE"
2015,"count-Monomoy",768,"NE"
2015,"count-Muskeget",NA,"NE"
2015,"count-Green",33,"NE"
2015,"count-Nomans.Land",23,"NE"
2016,"count-Seal",1043,"NE"
2016,"count-Monomoy",935,"NE"
2016,"count-Muskeget",3787,"NE"
2016,"count-Green",34,"NE"
2016,"count-Nomans.Land",32,"NE"
2017,"count-Seal",NA,"NE"
2017,"count-Monomoy",NA,"NE"
2017,"count-Muskeget",NA,"NE"
2017,"count-Green",NA,"NE"
2017,"count-Nomans.Land",NA,"NE"
2018,"count-Seal",NA,"NE"
2018,"count-Monomoy",NA,"NE"
2018,"count-Muskeget",NA,"NE"
2018,"count-Green",NA,"NE"
2018,"count-Nomans.Land",NA,"NE"
2019,"count-Seal",854,"NE"
2019,"count-Monomoy",1190,"NE"
2019,"count-Muskeget",3532,"NE"
2019,"count-Green",16,"NE"
2019,"count-Nomans.Land",72,"NE"
2020,"count-Seal",NA,"NE"
2020,"count-Monomoy",NA,"NE"
2020,"count-Muskeget",NA,"NE"
2020,"count-Green",NA,"NE"
2020,"count-Nomans.Land",NA,"NE"
2021,"count-Seal",819,"NE"
2021,"count-Monomoy",772,"NE"
2021,"count-Muskeget",3898,"NE"
2021,"count-Green",12,"NE"
2021,"count-Nomans.Land",163,"NE"
