"Time","Var","Value","EPU"
1988,"log-Seal",NA,"NE"
1988,"log-Monomoy",NA,"NE"
1988,"log-Muskeget",1.6094379124341,"NE"
1988,"log-Green",NA,"NE"
1988,"log-Nomans.Land",NA,"NE"
1989,"log-Seal",NA,"NE"
1989,"log-Monomoy",NA,"NE"
1989,"log-Muskeget",0,"NE"
1989,"log-Green",NA,"NE"
1989,"log-Nomans.Land",NA,"NE"
1990,"log-Seal",NA,"NE"
1990,"log-Monomoy",2.19722457733622,"NE"
1990,"log-Muskeget",NA,"NE"
1990,"log-Green",NA,"NE"
1990,"log-Nomans.Land",NA,"NE"
1991,"log-Seal",NA,"NE"
1991,"log-Monomoy",1.09861228866811,"NE"
1991,"log-Muskeget",1.79175946922805,"NE"
1991,"log-Green",NA,"NE"
1991,"log-Nomans.Land",NA,"NE"
1992,"log-Seal",NA,"NE"
1992,"log-Monomoy",0,"NE"
1992,"log-Muskeget",2.484906649788,"NE"
1992,"log-Green",NA,"NE"
1992,"log-Nomans.Land",NA,"NE"
1993,"log-Seal",NA,"NE"
1993,"log-Monomoy",NA,"NE"
1993,"log-Muskeget",3.3322045101752,"NE"
1993,"log-Green",NA,"NE"
1993,"log-Nomans.Land",NA,"NE"
1994,"log-Seal",0,"NE"
1994,"log-Monomoy",0,"NE"
1994,"log-Muskeget",4.04305126783455,"NE"
1994,"log-Green",3.66356164612965,"NE"
1994,"log-Nomans.Land",NA,"NE"
1995,"log-Seal",NA,"NE"
1995,"log-Monomoy",0.693147180559945,"NE"
1995,"log-Muskeget",4.58496747867057,"NE"
1995,"log-Green",3.87120101090789,"NE"
1995,"log-Nomans.Land",NA,"NE"
1996,"log-Seal",NA,"NE"
1996,"log-Monomoy",1.79175946922805,"NE"
1996,"log-Muskeget",5.08759633523238,"NE"
1996,"log-Green",NA,"NE"
1996,"log-Nomans.Land",NA,"NE"
1997,"log-Seal",NA,"NE"
1997,"log-Monomoy",2.30258509299405,"NE"
1997,"log-Muskeget",5.35658627467201,"NE"
1997,"log-Green",3.49650756146648,"NE"
1997,"log-Nomans.Land",NA,"NE"
1998,"log-Seal",NA,"NE"
1998,"log-Monomoy",NA,"NE"
1998,"log-Muskeget",5.80814248998044,"NE"
1998,"log-Green",NA,"NE"
1998,"log-Nomans.Land",NA,"NE"
1999,"log-Seal",NA,"NE"
1999,"log-Monomoy",NA,"NE"
1999,"log-Muskeget",6.15697898558556,"NE"
1999,"log-Green",3.3322045101752,"NE"
1999,"log-Nomans.Land",NA,"NE"
2000,"log-Seal",4.34380542185368,"NE"
2000,"log-Monomoy",NA,"NE"
2000,"log-Muskeget",6.45047042214418,"NE"
2000,"log-Green",3.49650756146648,"NE"
2000,"log-Nomans.Land",NA,"NE"
2001,"log-Seal",4.51085950651685,"NE"
2001,"log-Monomoy",NA,"NE"
2001,"log-Muskeget",NA,"NE"
