"Source","year","cold_pool_index","se_cold_pool_index","persistence_index","se_persistence_index","extent_index","se_extent_index"
"ROMS",1959,-1.67419861908896,0.0481817298811431,0.613376835236542,0.033850319870978,107.633333333333,1.73608445383394
"ROMS",1960,-1.79256573088854,0.0519934981394308,0.518760195758564,0.0310862673307767,110.633333333333,1.73608445383394
"ROMS",1961,-1.63329528271299,0.0431020270485858,0.510603588907015,0.0325582845631927,107.633333333333,1.73608445383394
"ROMS",1962,-0.925567959108297,0.0454796921137246,0,0.0336778093351179,88.6333333333333,1.73608445383394
"ROMS",1963,-0.971948882425494,0.0422061090452457,0.123980424143556,0.0304163624197698,97.6333333333333,1.73608445383394
"ROMS",1964,-1.50369935157211,0.0391574682690588,0.357259380097879,0.0368799138026469,88.6333333333333,1.73608445383394
"ROMS",1965,-2.56880831525899,0.0471268928266254,0.845024469820555,0.0259061191648801,114.633333333333,1.73608445383394
"ROMS",1966,-2.07806730059073,0.0480121488360862,0.707986688851914,0.0282853332551174,93.6333333333333,1.73608445383394
"ROMS",1967,-1.6922538816548,0.0341700932054553,0.698205546492659,0.0256938404574533,112.633333333333,1.73608445383394
"ROMS",1968,-2.17557527457209,0.0458020059173543,0.758564437194127,0.0262124830312649,114.633333333333,1.73608445383394
"ROMS",1969,-1.51611683654516,0.0564546504875507,0.239804241435563,0.0264897117415186,103.633333333333,1.73608445383394
"ROMS",1970,-1.74860644507516,0.0455137576900026,0.654859967051071,0.0335256533131538,83.6333333333333,1.73608445383394
"ROMS",1971,-1.84072160437553,0.0530788118301609,0.562805872756933,0.0261903273907011,114.633333333333,1.73608445383394
"ROMS",1972,-0.812586611476515,0.0448057271599464,0.188442211055276,0.0310052088762646,71.6333333333333,1.73608445383394
"ROMS",1973,-0.690987180379222,0.0511200003386955,0.013136288998358,0.0299166169412896,68.6333333333333,1.73608445383394
"ROMS",1974,0.359732157196436,0.0474576565655171,-0.629783693843594,0.0328181290567732,-21.3666666666667,1.73608445383394
"ROMS",1975,-0.678248556759811,0.0678807939729551,-0.0440456769983687,0.032461110509841,59.6333333333333,1.73608445383394
"ROMS",1976,-0.316055950972575,0.0516975306712031,0.0126475548060708,0.0317171800662832,48.6333333333333,1.73608445383394
"ROMS",1977,-1.01831773593103,0.0675084790634757,0.127243066884176,0.0261007670782027,88.6333333333333,1.73608445383394
"ROMS",1978,-1.24715805172762,0.0502653492137756,0.383360522022838,0.0278227492955247,100.633333333333,1.73608445383394
"ROMS",1979,-2.09464580029753,0.0538031342318049,0.717781402936378,0.0254859362822232,111.633333333333,1.73608445383394
"ROMS",1980,-1.81887155727563,0.0665983841712887,0.577487765089723,0.0257664257721294,105.633333333333,1.73608445383394
"ROMS",1981,-1.43283620592823,0.0609674055144705,0.381729200652529,0.0285212653709513,94.6333333333333,1.73608445383394
"ROMS",1982,-1.33839437800545,0.0667099804174698,0.280587275693312,0.0272823690792125,91.6333333333333,1.73608445383394
"ROMS",1983,-0.562642960035314,0.0488706462038055,-0.157119476268412,0.0315253311384562,63.6333333333333,1.73608445383394
"ROMS",1984,-1.98128943778457,0.0581814543864567,0.699836867862969,0.0261871726297271,111.633333333333,1.73608445383394
"ROMS",1985,-0.127218187247849,0.0609071640616508,-0.0876897133220911,0.0176563166874974,56.6333333333333,1.73608445383394
"ROMS",1986,0.790647001694043,0.0526283637370777,-0.56188605108055,0.0306747359647602,-75.3666666666667,1.73608445383394
"ROMS",1987,-1.26432969414117,0.0736439788459418,0.107667210440457,0.0274360607994422,104.633333333333,1.73608445383394
"ROMS",1988,-1.31975662998899,0.0546801718760342,0.33278955954323,0.0215120888642197,108.633333333333,1.73608445383394
"ROMS",1989,-0.828571555056075,0.0569862070183795,0.243464052287582,0.0206351558218192,98.6333333333333,1.73608445383394
"ROMS",1990,0.220821223061695,0.0537402509748959,-0.254340277777778,0.0287096255733204,32.6333333333333,1.73608445383394
"ROMS",1991,-0.103628824059811,0.0610717349213489,-0.068421052631579,0.0138073904902588,30.6333333333333,1.73608445383394
"ROMS",1992,-0.577948684274055,0.0489932422430119,0.0637254901960784,0.0128780773108507,101.633333333333,1.73608445383394
"GLORYS",1993,-1.02765066057887,0.0165279775613272,0.613221068251946,0.0236393423145311,98.6333333333333,1.73608445383394
"GLORYS",1994,-0.67147117140358,0.0457067924333026,0.166125930463007,0.0331781460989943,73.6333333333333,1.73608445383394
"GLORYS",1995,3.46724798076849e-05,0.0205059696941203,-0.0976028412795565,0.0209927272979407,68.6333333333333,1.73608445383394
"GLORYS",1996,-1.56674625414348,0.0213331621869604,0.929860809770524,0.0170470333038862,112.633333333333,1.73608445383394
"GLORYS",1997,-0.26006549676327,0.0258693089613824,0.282481223987454,0.0290785508079587,37.6333333333333,1.73608445383394
"GLORYS",1998,-0.843334776708872,0.0310730740251821,0.711767110255177,0.02706218966413,71.6333333333333,1.73608445383394
"GLORYS",1999,1.38311860048455,0.0344466392713914,-0.926003513635973,0.0335057208489454,-145.366666666667,1.73608445383394
"GLORYS",2000,0.637935351201607,0.0148539509177351,-0.467650785206387,0.0310692797059533,-35.3666666666667,1.73608445383394
"GLORYS",2001,0.277891641121855,0.03904343914279,-0.407025983368895,0.032800175225564,12.6333333333333,1.73608445383394
"GLORYS",2002,0.406026642848549,0.037954121678479,0.289873728260712,0.0392555393216756,-46.3666666666667,1.73608445383394
"GLORYS",2003,-0.723560840391854,0.0225651488274356,0.343431084407035,0.0291652854404307,101.633333333333,1.73608445383394
"GLORYS",2004,-2.55794937457989,0.0252890471135001,1.06233253836503,0.0136331576922239,114.633333333333,1.73608445383394
"GLORYS",2005,-0.726952835272383,0.0221101873146111,0.490442392969232,0.0301927388818608,99.6333333333333,1.73608445383394
"GLORYS",2006,1.15957661327057,0.0208288742910512,-0.973040250082949,0.0346083246678462,-167.366666666667,1.73608445383394
"GLORYS",2007,-1.6078267846981,0.0260292461118906,0.979941585214789,0.0177096906426277,107.633333333333,1.73608445383394
"GLORYS",2008,-0.279839387450591,0.025143311620816,0.635138654041401,0.0267898710815346,29.6333333333333,1.73608445383394
"GLORYS",2009,-0.25655667276734,0.0229200062319234,-0.0256900966125935,0.0227932616157907,74.6333333333333,1.73608445383394
"GLORYS",2010,-0.491348361695042,0.0419103381177939,0.454394844450133,0.0264492795858202,102.633333333333,1.73608445383394
"GLORYS",2011,-0.126778778882709,0.0343844228302892,0.255107696831095,0.0353475480390802,38.6333333333333,1.73608445383394
"GLORYS",2012,1.60374655208875,0.0240278964724506,-1.05756689936009,0.0392999648973579,-232.366666666667,1.73608445383394
"GLORYS",2013,0.764019009548943,0.0285664512294356,-0.672663878596754,0.031802764875253,-68.3666666666667,1.73608445383394
"GLORYS",2014,1.59539025091922,0.0432915880048192,-1.1633212915492,0.0289055136994369,-213.366666666667,1.73608445383394
"GLORYS",2015,1.78525744936266,0.0482033237990366,-1.04567299798125,0.0388767717724456,-256.366666666667,1.73608445383394
"GLORYS",2016,1.24128695998516,0.0343759805951105,-0.745726893319742,0.035432648447749,-180.366666666667,1.73608445383394
"GLORYS",2017,-0.294546125212112,0.0227789058283288,0.187344858599499,0.023354379627851,89.6333333333333,1.73608445383394
"GLORYS",2018,-0.302460092523481,0.0197561908647218,0.0994892427269055,0.0177292529474797,91.6333333333333,1.73608445383394
"GLORYS",2019,0.202782461474311,0.0386278826745209,-0.29131775432611,0.021780782224734,51.6333333333333,1.73608445383394
"GLORYS",2020,1.36159891661946,0.0414793934039623,-1.00623894389989,0.0330307708539911,-164.366666666667,1.73608445383394
"GLORYS",2021,1.33999593817928,0.0418056960757989,-0.705229478910727,0.0452055819909944,-255.366666666667,1.73608445383394
"GLORYS",2022,1.54935137491438,0.0316183821381012,-1.15981921390878,0.0389633396268542,-277.366666666667,1.73608445383394
"GLORYS",2023,0.200724493435709,0.0226829896035511,-0.418820515064407,0.032528897864175,-45.3666666666667,1.73608445383394
"GLORYS",2024,-0.41186820385425,0.0468706998975373,-0.105876633389567,0.0301997229824602,39.6333333333333,1.73608445383394
