Date,2021 Daily,2010-2020 avg, 2010-2020 min, 2010-2020 max
09/01/2021 00:00:00,11.65,12.09,6.83,15.92
09/02/2021 00:00:00,12.86,12.09,7.30,16.19
09/03/2021 00:00:00,12.76,12.04,5.25,16.79
09/04/2021 00:00:00,11.94,11.81,4.63,17.59
09/05/2021 00:00:00,11.52,11.74,4.63,16.89
09/06/2021 00:00:00,11.17,12.02,4.67,16.13
09/07/2021 00:00:00,11.22,11.90,4.31,16.27
09/08/2021 00:00:00,12.05,12.02,4.43,16.28
09/09/2021 00:00:00,12.25,12.06,4.26,16.05
09/10/2021 00:00:00,12.15,11.87,1.94,16.50
09/11/2021 00:00:00,11.86,11.73,1.36,16.51
09/12/2021 00:00:00,12.04,11.58,1.22,16.59
09/13/2021 00:00:00,11.39,11.48,1.31,17.12
09/14/2021 00:00:00,11.39,11.97,1.48,17.19
09/15/2021 00:00:00,11.97,12.11,2.69,17.30
09/16/2021 00:00:00,12.40,12.79,4.05,17.33
09/17/2021 00:00:00,12.68,12.65,3.87,17.48
09/18/2021 00:00:00,12.44,12.86,4.30,17.60
09/19/2021 00:00:00,11.82,12.76,4.13,17.57
09/20/2021 00:00:00,11.55,12.64,4.71,17.61
09/21/2021 00:00:00,10.76,12.84,4.97,17.67
09/22/2021 00:00:00,10.89,12.73,5.07,17.61
09/23/2021 00:00:00,12.23,12.17,5.15,17.64
09/24/2021 00:00:00,11.99,11.82,5.00,17.57
09/25/2021 00:00:00,12.04,11.75,5.09,17.76
09/26/2021 00:00:00,11.69,11.96,4.75,17.54
09/27/2021 00:00:00,10.65,12.42,4.38,17.27
09/28/2021 00:00:00,10.32,12.44,3.91,17.25
09/29/2021 00:00:00,10.37,12.60,4.19,17.27
09/30/2021 00:00:00,10.71,12.43,4.16,17.33
10/01/2021 00:00:00,10.57,13.23,4.23,17.45
10/02/2021 00:00:00,9.65,12.99,4.27,17.99
10/03/2021 00:00:00,9.06,12.19,4.59,18.55
10/04/2021 00:00:00,9.41,12.01,4.29,18.51
10/05/2021 00:00:00,9.83,12.17,6.35,18.08
10/06/2021 00:00:00,10.28,12.82,6.43,18.02
10/07/2021 00:00:00,10.19,13.14,5.07,17.54
10/08/2021 00:00:00,9.94,12.78,4.92,17.67
10/09/2021 00:00:00,10.15,12.71,4.52,17.96
10/10/2021 00:00:00,11.01,12.93,4.74,16.79
10/11/2021 00:00:00,10.63,12.79,4.76,17.00
10/12/2021 00:00:00,9.97,13.23,5.64,16.83
10/13/2021 00:00:00,9.49,13.10,5.69,17.16
10/14/2021 00:00:00,9.32,13.29,5.50,17.16
10/15/2021 00:00:00,9.65,13.87,6.15,16.86
10/16/2021 00:00:00,9.86,13.67,7.03,16.89
10/17/2021 00:00:00,10.53,13.86,7.29,17.11
10/18/2021 00:00:00,11.62,14.06,7.32,17.07
10/19/2021 00:00:00,11.82,13.97,7.45,17.06
10/20/2021 00:00:00,11.48,14.15,7.18,16.89
10/21/2021 00:00:00,11.38,13.96,7.20,17.01
10/22/2021 00:00:00,12.26,14.17,7.11,17.18
10/23/2021 00:00:00,12.30,14.37,7.46,17.27
10/24/2021 00:00:00,12.59,14.36,7.25,17.41
10/25/2021 00:00:00,12.97,14.10,7.20,17.36
10/26/2021 00:00:00,12.91,14.09,7.38,17.31
10/27/2021 00:00:00,13.35,14.22,7.47,17.44
10/28/2021 00:00:00,13.67,14.41,6.63,18.50
10/29/2021 00:00:00,14.22,14.42,6.31,18.57
10/30/2021 00:00:00,14.01,14.35,6.50,18.29
10/31/2021 00:00:00,13.20,14.10,6.36,17.35
11/01/2021 00:00:00,13.14,13.84,6.35,17.20
11/02/2021 00:00:00,13.18,13.90,6.06,17.53
11/03/2021 00:00:00,12.74,13.99,5.99,17.47
11/04/2021 00:00:00,12.66,14.09,6.19,17.49
11/05/2021 00:00:00,12.91,14.22,6.00,17.53
11/06/2021 00:00:00,12.70,13.94,6.42,17.51
11/07/2021 00:00:00,12.55,13.73,5.64,17.59
11/08/2021 00:00:00,11.61,13.40,5.04,17.69
11/09/2021 00:00:00,9.39,13.63,5.70,17.73
11/10/2021 00:00:00,9.53,13.32,4.46,17.32
11/11/2021 00:00:00,10.10,13.23,4.25,17.39
11/12/2021 00:00:00,10.68,13.30,4.31,17.19
11/13/2021 00:00:00,11.41,13.27,4.38,17.06
11/14/2021 00:00:00,11.86,13.07,4.42,17.42
11/15/2021 00:00:00,12.09,13.15,4.26,18.31
11/16/2021 00:00:00,12.21,13.66,4.03,16.85
11/17/2021 00:00:00,12.29,13.67,3.80,16.81
11/18/2021 00:00:00,12.34,13.29,3.87,16.95
11/19/2021 00:00:00,12.46,12.80,3.69,16.55
11/20/2021 00:00:00,12.68,12.90,3.79,16.82
11/21/2021 00:00:00,12.68,13.28,4.32,16.53
11/22/2021 00:00:00,12.83,12.72,4.44,16.68
11/23/2021 00:00:00,13.10,13.19,4.60,16.67
11/24/2021 00:00:00,12.78,13.55,4.76,16.51
11/25/2021 00:00:00,12.77,13.47,4.85,17.88
11/26/2021 00:00:00,12.56,13.47,4.83,17.78
11/27/2021 00:00:00,12.38,13.68,4.85,17.37
11/28/2021 00:00:00,12.35,13.71,4.79,16.86
11/29/2021 00:00:00,12.42,13.67,5.03,18.07
