"source","year","cold_pool_index","se_cold_pool_index","persistence_index","se_persistence_index","extent_index","se_extent_index"
"ROMS",1959,-1.21658847489667,0.0312630229451994,0.337043234291445,0.0243326138408645,86.0144927536232,1.73608445383394
"ROMS",1960,-1.33495558669625,0.0340476268348556,0.24495922782941,0.0201411605402627,89.0144927536232,1.73608445383394
"ROMS",1961,-1.17568513852071,0.0255650824430244,0.236881683402915,0.0219446813380563,86.0144927536232,1.73608445383394
"ROMS",1962,-0.467957814916013,0.0263693513897943,-0.270388106580929,0.0256966977992973,67.0144927536232,1.73608445383394
"ROMS",1963,-0.51433873823321,0.0253587553430398,-0.152455957954112,0.0220458560415193,76.0144927536232,1.73608445383394
"ROMS",1964,-1.04608920737982,0.0302289635789389,0.0850238481848218,0.0296027292681932,67.0144927536232,1.73608445383394
"ROMS",1965,-2.1111981710667,0.0259124055797418,0.576138549315678,0.0168730029517301,93.0144927536232,1.73608445383394
"ROMS",1966,-1.62045715639845,0.0361473910227089,0.450438639146439,0.0214931640156533,72.0144927536232,1.73608445383394
"ROMS",1967,-1.23464373746251,0.0214026053452592,0.425896222982883,0.0175853553450746,91.0144927536232,1.73608445383394
"ROMS",1968,-1.71796513037981,0.0252972646370064,0.490516578394838,0.0170034511585716,93.0144927536232,1.73608445383394
"ROMS",1969,-1.05850669235287,0.0369719977225167,-0.0232152471302025,0.0218801822623745,82.0144927536232,1.73608445383394
"ROMS",1970,-1.29099630088287,0.0364048039932068,0.389209911916638,0.0289484429072567,62.0144927536232,1.73608445383394
"ROMS",1971,-1.38311146018324,0.0326798127266395,0.295040003273675,0.0166812131170801,93.0144927536232,1.73608445383394
"ROMS",1972,-0.354976467284231,0.0277420306697046,-0.0885849097571575,0.0250702159926441,50.0144927536232,1.73608445383394
"ROMS",1973,-0.233377036186938,0.0307175401853547,-0.263867605555139,0.025231142691246,47.0144927536232,1.73608445383394
"ROMS",1974,0.817342301388719,0.0265643031515728,-0.910858460645354,0.031623194320638,-42.9855072463768,1.73608445383394
"ROMS",1975,-0.220638412567527,0.048043250530076,-0.315622355369298,0.0252235349641134,38.0144927536232,1.73608445383394
"ROMS",1976,0.141554193219709,0.030751811556677,-0.277483662851188,0.03002375735162,27.0144927536232,1.73608445383394
"ROMS",1977,-0.560707591738746,0.0464792956055542,-0.14114739575702,0.0212738119352433,67.0144927536232,1.73608445383394
"ROMS",1978,-0.789547907535338,0.0295973897096827,0.0995634281525116,0.0235452913427254,79.0144927536232,1.73608445383394
"ROMS",1979,-1.63703565610525,0.0334570365864357,0.451744365147665,0.0150125064148073,90.0144927536232,1.73608445383394
"ROMS",1980,-1.36126141308335,0.0454076845422551,0.309579583241365,0.0154692379047731,84.0144927536232,1.73608445383394
"ROMS",1981,-0.975226061735947,0.0412606066304827,0.114103008120201,0.019676308419572,73.0144927536232,1.73608445383394
"ROMS",1982,-0.880784233813162,0.0457497345946337,0.00747942169047605,0.0212083730477767,70.0144927536232,1.73608445383394
"ROMS",1983,-0.10503281584303,0.0287378070891031,-0.428431573718554,0.0276182194366407,42.0144927536232,1.73608445383394
"ROMS",1984,-1.52367929359229,0.0389099090193664,0.433973767409377,0.0161003558502022,90.0144927536232,1.73608445383394
"ROMS",1985,0.330391956944435,0.0392253655151675,-0.354097003664259,0.0178107388239966,35.0144927536232,1.73608445383394
"ROMS",1986,1.24825714588633,0.0332573538852591,-0.783152849790539,0.0303899389867562,-96.9855072463768,1.73608445383394
"ROMS",1987,-0.806719549948884,0.052881728599581,-0.162149011265905,0.0244679841108085,83.0144927536232,1.73608445383394
"ROMS",1988,-0.862146485796704,0.0332101058426848,0.0600481586187778,0.0186151388905609,87.0144927536232,1.73608445383394
"ROMS",1989,-0.370961410863792,0.0359031001131798,-0.0300748911860414,0.0173936696913239,77.0144927536232,1.73608445383394
"ROMS",1990,0.678431367253979,0.037369685451594,-0.494126033870089,0.0253937405963698,11.0144927536232,1.73608445383394
"ROMS",1991,0.353981320132473,0.040051035254325,-0.345459147426527,0.0228746269128098,9.01449275362324,1.73608445383394
"ROMS",1992,-0.120338540081771,0.0274011958361051,-0.206540373081243,0.0196228205487543,80.0144927536232,1.73608445383394
"GLORYS",1993,-0.570040516386582,0.0202196391285735,0.668878853651811,0.0240260855537177,77.0144927536232,1.73608445383394
"GLORYS",1994,-0.213861027211296,0.0383900963416473,0.222517534669371,0.033036456383631,52.0144927536232,1.73608445383394
"GLORYS",1995,0.457644816672092,0.0357856314477125,-0.0419450558796917,0.0211856050335326,47.0144927536232,1.73608445383394
"GLORYS",1996,-1.1091361099512,0.0332355767865591,0.985518595170389,0.0172585285337315,91.0144927536232,1.73608445383394
"GLORYS",1997,0.197544647429014,0.0384280517966619,0.341818823028721,0.0294740720111605,16.0144927536232,1.73608445383394
"GLORYS",1998,-0.385724632516588,0.047847698427629,0.767424895655042,0.0274649824501606,50.0144927536232,1.73608445383394
"GLORYS",1999,1.84072874467683,0.0535218507196763,-0.86584306325369,0.0340760335200377,-166.985507246377,1.73608445383394
"GLORYS",2000,1.09554549539389,0.0256587242814526,-0.410515661850585,0.0313080878707597,-56.9855072463768,1.73608445383394
"GLORYS",2001,0.735501785314139,0.0288433506568084,-0.351617873792306,0.0325737347638493,-8.98550724637676,1.73608445383394
"GLORYS",2002,0.863636787040833,0.0565221005935979,0.350773654729256,0.0398153269598303,-67.9855072463768,1.73608445383394
"GLORYS",2003,-0.265950696199571,0.0226474311592332,0.3990888698069,0.0285696793607967,80.0144927536232,1.73608445383394
"GLORYS",2004,-2.10033923038761,0.0347912920786676,1.1179903237649,0.0134068043968125,93.0144927536232,1.73608445383394
"GLORYS",2005,-0.269342691080099,0.0306701016799709,0.546100178369097,0.0304775170334329,78.0144927536232,1.73608445383394
"GLORYS",2006,1.61718675746285,0.0331117107159251,-0.91539510305397,0.0346389592302505,-188.985507246377,1.73608445383394
"GLORYS",2007,-1.15021664050581,0.0369560611771142,1.03559937061465,0.0180046686925388,86.0144927536232,1.73608445383394
"GLORYS",2008,0.177770756741693,0.0408263753188203,0.693114607922551,0.027069999865335,8.01449275362324,1.73608445383394
"GLORYS",2009,0.201053471424944,0.0325385928018846,0.029576422563435,0.0226639906612866,53.0144927536232,1.73608445383394
"GLORYS",2010,-0.0337382175027583,0.0343548412683519,0.509782836969969,0.0264197753009031,81.0144927536232,1.73608445383394
"GLORYS",2011,0.330831365309574,0.0511916299460934,0.310806166632735,0.0358022979289634,17.0144927536232,1.73608445383394
"GLORYS",2012,2.06135669628103,0.0420575992033553,-0.995315097147066,0.0400666346165212,-253.985507246377,1.73608445383394
"GLORYS",2013,1.22162915374123,0.0308177303338183,-0.615747499260648,0.0315725081161821,-89.9855072463768,1.73608445383394
"GLORYS",2014,2.0530003951115,0.0579395799797189,-1.10770847125743,0.028443342610245,-234.985507246377,1.73608445383394
"GLORYS",2015,2.24286759355494,0.0531040781501375,-0.98896670439461,0.0379929876764568,-277.985507246377,1.73608445383394
"GLORYS",2016,1.69889710417744,0.0397744274610307,-0.688461410266781,0.0359250661541143,-201.985507246377,1.73608445383394
"GLORYS",2017,0.163064018980172,0.0367522385584101,0.243346161813683,0.0238242478899653,68.0144927536232,1.73608445383394
"GLORYS",2018,0.155150051668803,0.0266000252065623,0.15514702812677,0.0178740440178044,70.0144927536232,1.73608445383394
"GLORYS",2019,0.660392605666595,0.0533772474196576,-0.235115194517764,0.0216959440150666,30.0144927536232,1.73608445383394
"GLORYS",2020,1.81920906081174,0.0597870457717685,-0.948342628613444,0.0329217417371562,-185.985507246377,1.73608445383394
