EPU,date,source,BottomT.mean,BottomT.sd,Trend,Detrended
GOM,5/6/1998,GLORYS,6.033091669,1.03733475,7.019651026,-0.986559357
GOM,5/7/1998,GLORYS,6.035673377,1.030902354,7.019782978,-0.984109601
GOM,5/8/1998,GLORYS,6.03963372,1.024278282,7.019914929,-0.980281209
GOM,5/9/1998,GLORYS,6.043239943,1.016031841,7.020046881,-0.976806938
GOM,5/10/1998,GLORYS,6.053703005,1.005513502,7.020178833,-0.966475828
GOM,5/11/1998,GLORYS,6.081680394,1.01042037,7.020310785,-0.938630391
GOM,5/12/1998,GLORYS,6.114766765,1.01566467,7.020442736,-0.905675971
GOM,5/13/1998,GLORYS,6.143963896,1.014621023,7.020574688,-0.876610792
GOM,5/14/1998,GLORYS,6.160483989,0.997915693,7.02070664,-0.860222651
GOM,5/15/1998,GLORYS,6.167520141,0.977236413,7.020838592,-0.853318451
GOM,5/16/1998,GLORYS,6.170306159,0.958682271,7.020970543,-0.850664384
GOM,5/17/1998,GLORYS,6.174646345,0.944647052,7.021102495,-0.84645615
GOM,5/18/1998,GLORYS,6.178250295,0.929292403,7.021234447,-0.842984152
GOM,5/19/1998,GLORYS,6.182807651,0.915435506,7.021366399,-0.838558748
GOM,5/20/1998,GLORYS,6.187173565,0.903189389,7.02149835,-0.834324785
GOM,5/21/1998,GLORYS,6.183123185,0.890282432,7.021630302,-0.838507117
GOM,5/22/1998,GLORYS,6.177881057,0.876246213,7.021762254,-0.843881197
GOM,5/23/1998,GLORYS,6.17448442,0.866535074,7.021894205,-0.847409785
GOM,5/24/1998,GLORYS,6.168181466,0.853981992,7.022026157,-0.853844691
GOM,5/25/1998,GLORYS,6.162344603,0.840339643,7.022158109,-0.859813506
GOM,5/26/1998,GLORYS,6.154930139,0.824508266,7.022290061,-0.867359922
GOM,5/27/1998,GLORYS,6.151136249,0.813157303,7.022422012,-0.871285763
GOM,5/28/1998,GLORYS,6.148207238,0.803718941,7.022553964,-0.874346726
GOM,5/29/1998,GLORYS,6.14283875,0.793034818,7.022685916,-0.879847166
GOM,5/30/1998,GLORYS,6.138808042,0.782228,7.022817868,-0.884009826
GOM,5/31/1998,GLORYS,6.136989782,0.770680704,7.022949819,-0.885960037
GOM,6/1/1998,GLORYS,6.135946354,0.75906257,7.023081771,-0.887135417
GOM,6/2/1998,GLORYS,6.137799403,0.749531283,7.023213723,-0.88541432
GOM,6/3/1998,GLORYS,6.134143994,0.7415326,7.023345675,-0.889201681
GOM,6/4/1998,GLORYS,6.120024016,0.731441499,7.023477626,-0.90345361
GOM,6/5/1998,GLORYS,6.105900249,0.71985635,7.023609578,-0.917709329
GOM,6/6/1998,GLORYS,6.089068414,0.704632445,7.02374153,-0.934673116
GOM,6/7/1998,GLORYS,6.067987189,0.691887253,7.023873482,-0.955886293
GOM,6/8/1998,GLORYS,6.047461329,0.684805344,7.024005433,-0.976544104
GOM,6/9/1998,GLORYS,6.027484832,0.681867798,7.024137385,-0.996652553
GOM,6/10/1998,GLORYS,6.012123932,0.676975844,7.024269337,-1.012145405
GOM,6/11/1998,GLORYS,6.012867721,0.66477363,7.024401289,-1.011533568
GOM,6/12/1998,GLORYS,6.016173565,0.65133327,7.02453324,-1.008359675
GOM,6/13/1998,GLORYS,6.019516479,0.639263659,7.024665192,-1.005148713
GOM,6/14/1998,GLORYS,6.025185347,0.629135306,7.024797144,-0.999611797
GOM,6/15/1998,GLORYS,6.033874045,0.619706113,7.024929096,-0.991055051
GOM,6/16/1998,GLORYS,6.039700312,0.614396857,7.025061047,-0.985360735
GOM,6/17/1998,GLORYS,6.045364648,0.609041877,7.025192999,-0.979828351
GOM,6/18/1998,GLORYS,6.050677133,0.606706983,7.025324951,-0.974647818
GOM,6/19/1998,GLORYS,6.056162146,0.6061713,7.025456902,-0.969294756
GOM,6/20/1998,GLORYS,6.061624453,0.60512696,7.025588854,-0.963964401
GOM,6/21/1998,GLORYS,6.067935731,0.603750968,7.025720806,-0.957785075
GOM,6/22/1998,GLORYS,6.075864737,0.603733618,7.025852758,-0.949988021
GOM,6/23/1998,GLORYS,6.082235035,0.601664481,7.025984709,-0.943749674
GOM,6/24/1998,GLORYS,6.084868204,0.594160284,7.026116661,-0.941248457
GOM,6/25/1998,GLORYS,6.083759702,0.585285924,7.026248613,-0.942488911
GOM,6/26/1998,GLORYS,6.081676619,0.576868636,7.026380565,-0.944703946
GOM,6/27/1998,GLORYS,6.082306922,0.570850092,7.026512516,-0.944205594
GOM,6/28/1998,GLORYS,6.098956403,0.59492295,7.026644468,-0.927688065
GOM,6/29/1998,GLORYS,6.121766594,0.643260553,7.02677642,-0.905009826
GOM,6/30/1998,GLORYS,6.114321093,0.607781466,7.026908372,-0.912587279
GOM,7/1/1998,GLORYS,6.101183245,0.570586842,7.027040323,-0.925857078
GOM,7/2/1998,GLORYS,6.098957912,0.560378669,7.027172275,-0.928214363
GOM,7/3/1998,GLORYS,6.10093734,0.554828417,7.027304227,-0.926366887
GOM,7/4/1998,GLORYS,6.104354403,0.548077847,7.027436179,-0.923081776
GOM,7/5/1998,GLORYS,6.109848488,0.543852781,7.02756813,-0.917719642
GOM,7/6/1998,GLORYS,6.117485433,0.546395631,7.027700082,-0.910214649
GOM,7/7/1998,GLORYS,6.125523401,0.552252375,7.027832034,-0.902308633
GOM,7/8/1998,GLORYS,6.131491909,0.552547908,7.027963986,-0.896472077
GOM,7/9/1998,GLORYS,6.139567719,0.55771071,7.028095937,-0.888528218
GOM,7/10/1998,GLORYS,6.145347824,0.558017931,7.028227889,-0.882880065
GOM,7/11/1998,GLORYS,6.14760115,0.55069212,7.028359841,-0.880758691
GOM,7/12/1998,GLORYS,6.15283041,0.550632098,7.028491793,-0.875661383
GOM,7/13/1998,GLORYS,6.158135333,0.549314772,7.028623744,-0.870488411
GOM,7/14/1998,GLORYS,6.159153793,0.537423769,7.028755696,-0.869601903
GOM,7/15/1998,GLORYS,6.155256246,0.518350558,7.028887648,-0.873631402
GOM,7/16/1998,GLORYS,6.150169989,0.503103163,7.029019599,-0.87884961
GOM,7/17/1998,GLORYS,6.146971608,0.489618116,7.029151551,-0.882179943
GOM,7/18/1998,GLORYS,6.146726444,0.479034271,7.029283503,-0.882557059
GOM,7/19/1998,GLORYS,6.148838272,0.474350846,7.029415455,-0.880577183
GOM,7/20/1998,GLORYS,6.150096602,0.467176444,7.029547406,-0.879450804
GOM,7/21/1998,GLORYS,6.150500665,0.45768222,7.029679358,-0.879178693
GOM,7/22/1998,GLORYS,6.153402439,0.453549566,7.02981131,-0.876408871
GOM,7/23/1998,GLORYS,6.158116407,0.448595747,7.029943262,-0.871826855
GOM,7/24/1998,GLORYS,6.163049065,0.441231357,7.030075213,-0.867026148
GOM,7/25/1998,GLORYS,6.16905464,0.437448661,7.030207165,-0.861152525
GOM,7/26/1998,GLORYS,6.175650429,0.436110257,7.030339117,-0.854688688
GOM,7/27/1998,GLORYS,6.182572335,0.43358193,7.030471069,-0.847898734
GOM,7/28/1998,GLORYS,6.186789178,0.423780482,7.03060302,-0.843813842
GOM,7/29/1998,GLORYS,6.188174622,0.407888498,7.030734972,-0.84256035
GOM,7/30/1998,GLORYS,6.191672654,0.397797844,7.030866924,-0.83919427
GOM,7/31/1998,GLORYS,6.196677179,0.394170082,7.030998876,-0.834321697
GOM,8/1/1998,GLORYS,6.204426859,0.398418857,7.031130827,-0.826703968
GOM,8/2/1998,GLORYS,6.21388659,0.406053943,7.031262779,-0.817376189
GOM,8/3/1998,GLORYS,6.221068022,0.407139486,7.031394731,-0.810326709
GOM,8/4/1998,GLORYS,6.227535935,0.407825782,7.031526683,-0.803990748
GOM,8/5/1998,GLORYS,6.234618999,0.410288355,7.031658634,-0.797039635
GOM,8/6/1998,GLORYS,6.241385783,0.408339761,7.031790586,-0.790404803
GOM,8/7/1998,GLORYS,6.248396211,0.406968375,7.031922538,-0.783526327
GOM,8/8/1998,GLORYS,6.255411186,0.408370183,7.03205449,-0.776643304
GOM,8/9/1998,GLORYS,6.261879845,0.407755392,7.032186441,-0.770306596
GOM,8/10/1998,GLORYS,6.263297065,0.390973284,7.032318393,-0.769021328
GOM,8/11/1998,GLORYS,6.259985935,0.362914514,7.032450345,-0.77246441
GOM,8/12/1998,GLORYS,6.262127285,0.346125993,7.032582296,-0.770455011
GOM,8/13/1998,GLORYS,6.283026907,0.361264093,7.032714248,-0.749687341
GOM,8/14/1998,GLORYS,6.305791695,0.380336539,7.0328462,-0.727054505
GOM,8/15/1998,GLORYS,6.322965546,0.378772449,7.032978152,-0.710012606
GOM,8/16/1998,GLORYS,6.338841734,0.374955982,7.033110103,-0.694268369
GOM,8/17/1998,GLORYS,6.356222906,0.376934778,7.033242055,-0.677019149
GOM,8/18/1998,GLORYS,6.374257836,0.380601513,7.033374007,-0.659116171
GOM,8/19/1998,GLORYS,6.394560456,0.409652106,7.033505959,-0.638945503
GOM,8/20/1998,GLORYS,6.408964935,0.464442466,7.03363791,-0.624672975
GOM,8/21/1998,GLORYS,6.411135042,0.472572543,7.033769862,-0.62263482
GOM,8/22/1998,GLORYS,6.409173778,0.462245318,7.033901814,-0.624728036
GOM,8/23/1998,GLORYS,6.408092515,0.454270708,7.034033766,-0.625941251
GOM,8/24/1998,GLORYS,6.402204205,0.422182173,7.034165717,-0.631961512
GOM,8/25/1998,GLORYS,6.392697568,0.386939566,7.034297669,-0.641600101
GOM,8/26/1998,GLORYS,6.386132039,0.369987205,7.034429621,-0.648297582
GOM,8/27/1998,GLORYS,6.379512815,0.357570978,7.034561573,-0.655048758
GOM,8/28/1998,GLORYS,6.378936995,0.361994526,7.034693524,-0.655756529
GOM,8/29/1998,GLORYS,6.380253579,0.377432844,7.034825476,-0.654571897
GOM,8/30/1998,GLORYS,6.382816379,0.398780312,7.034957428,-0.652141049
GOM,8/31/1998,GLORYS,6.381492239,0.412448959,7.03508938,-0.653597141
GOM,9/1/1998,GLORYS,6.378663082,0.424032522,7.035221331,-0.656558249
GOM,9/2/1998,GLORYS,6.379191235,0.440138389,7.035353283,-0.656162048
GOM,9/3/1998,GLORYS,6.386682142,0.453834689,7.035485235,-0.648803093
GOM,9/4/1998,GLORYS,6.395816507,0.463449441,7.035617187,-0.63980068
GOM,9/5/1998,GLORYS,6.4041019,0.47773318,7.035749138,-0.631647238
GOM,9/6/1998,GLORYS,6.407575716,0.483420777,7.03588109,-0.628305374
GOM,9/7/1998,GLORYS,6.403148515,0.453705592,7.036013042,-0.632864527
GOM,9/8/1998,GLORYS,6.407851131,0.447139157,7.036144993,-0.628293862
GOM,9/9/1998,GLORYS,6.420139261,0.460505235,7.036276945,-0.616137684
GOM,9/10/1998,GLORYS,6.439168423,0.487943178,7.036408897,-0.597240474
GOM,9/11/1998,GLORYS,6.458110588,0.520409381,7.036540849,-0.578430261
GOM,9/12/1998,GLORYS,6.472142791,0.517657918,7.0366728,-0.564530009
GOM,9/13/1998,GLORYS,6.485176969,0.508883701,7.036804752,-0.551627783
GOM,9/14/1998,GLORYS,6.503341279,0.523290768,7.036936704,-0.533595425
GOM,9/15/1998,GLORYS,6.516187814,0.519590455,7.037068656,-0.520880842
GOM,9/16/1998,GLORYS,6.52386259,0.508490917,7.037200607,-0.513338017
GOM,9/17/1998,GLORYS,6.53565358,0.514018407,7.037332559,-0.501678979
GOM,9/18/1998,GLORYS,6.550226787,0.528941533,7.037464511,-0.487237724
GOM,9/19/1998,GLORYS,6.568019593,0.551963386,7.037596463,-0.46957687
GOM,9/20/1998,GLORYS,6.578571936,0.5565861,7.037728414,-0.459156478
GOM,9/21/1998,GLORYS,6.589216585,0.560203264,7.037860366,-0.448643781
GOM,9/22/1998,GLORYS,6.596934496,0.554479144,7.037992318,-0.441057822
GOM,9/23/1998,GLORYS,6.612051745,0.578103016,7.03812427,-0.426072525
GOM,9/24/1998,GLORYS,6.630976499,0.639805661,7.038256221,-0.407279722
GOM,9/25/1998,GLORYS,6.632759942,0.625080355,7.038388173,-0.405628231
GOM,9/26/1998,GLORYS,6.632349078,0.599753628,7.038520125,-0.406171047
GOM,9/27/1998,GLORYS,6.635146441,0.587008572,7.038652077,-0.403505636
GOM,9/28/1998,GLORYS,6.634090914,0.572452456,7.038784028,-0.404693114
GOM,9/29/1998,GLORYS,6.640747212,0.581104795,7.03891598,-0.398168768
GOM,9/30/1998,GLORYS,6.643101179,0.581048412,7.039047932,-0.395946753
GOM,10/1/1998,GLORYS,6.630306852,0.56845635,7.039179884,-0.408873032
GOM,10/2/1998,GLORYS,6.617029797,0.577990314,7.039311835,-0.422282038
GOM,10/3/1998,GLORYS,6.606030275,0.602556522,7.039443787,-0.433413512
GOM,10/4/1998,GLORYS,6.596333708,0.602934922,7.039575739,-0.443242031
GOM,10/5/1998,GLORYS,6.588126996,0.595428897,7.03970769,-0.451580694
GOM,10/6/1998,GLORYS,6.586708258,0.617827229,7.039839642,-0.453131384
GOM,10/7/1998,GLORYS,6.590040584,0.641108621,7.039971594,-0.44993101
GOM,10/8/1998,GLORYS,6.592908321,0.619436773,7.040103546,-0.447195225
GOM,10/9/1998,GLORYS,6.593912409,0.587502429,7.040235497,-0.446323088
GOM,10/10/1998,GLORYS,6.605885752,0.578109506,7.040367449,-0.434481697
GOM,10/11/1998,GLORYS,6.623736815,0.587267024,7.040499401,-0.416762586
GOM,10/12/1998,GLORYS,6.658194975,0.651598298,7.040631353,-0.382436378
GOM,10/13/1998,GLORYS,6.696666453,0.739096231,7.040763304,-0.344096851
GOM,10/14/1998,GLORYS,6.713795661,0.766323965,7.040895256,-0.327099595
GOM,10/15/1998,GLORYS,6.717807463,0.771225897,7.041027208,-0.323219745
GOM,10/16/1998,GLORYS,6.719997988,0.783493167,7.04115916,-0.321161172
GOM,10/17/1998,GLORYS,6.72519017,0.810454972,7.041291111,-0.316100941
GOM,10/18/1998,GLORYS,6.723007204,0.81531022,7.041423063,-0.318415859
GOM,10/19/1998,GLORYS,6.701446252,0.77742283,7.041555015,-0.340108763
GOM,10/20/1998,GLORYS,6.686848837,0.761631422,7.041686967,-0.35483813
GOM,10/21/1998,GLORYS,6.681699023,0.763517008,7.041818918,-0.360119895
GOM,10/22/1998,GLORYS,6.685741844,0.767758502,7.04195087,-0.356209026
GOM,10/23/1998,GLORYS,6.698004231,0.779335715,7.042082822,-0.344078591
GOM,10/24/1998,GLORYS,6.699575046,0.772671915,7.042214774,-0.342639728
GOM,10/25/1998,GLORYS,6.697846842,0.759289082,7.042346725,-0.344499883
GOM,10/26/1998,GLORYS,6.704857276,0.756355016,7.042478677,-0.337621401
GOM,10/27/1998,GLORYS,6.716721658,0.763220834,7.042610629,-0.325888971
GOM,10/28/1998,GLORYS,6.721387964,0.762394465,7.042742581,-0.321354617
GOM,10/29/1998,GLORYS,6.717553214,0.755396687,7.042874532,-0.325321318
GOM,10/30/1998,GLORYS,6.727827116,0.777403186,7.043006484,-0.315179368
GOM,10/31/1998,GLORYS,6.741916075,0.816696034,7.043138436,-0.301222361
GOM,11/1/1998,GLORYS,6.760022128,0.848740869,7.043270387,-0.283248259
GOM,11/2/1998,GLORYS,6.769105028,0.863105184,7.043402339,-0.274297311
GOM,11/3/1998,GLORYS,6.768787998,0.866068943,7.043534291,-0.274746293
GOM,11/4/1998,GLORYS,6.767344298,0.858725919,7.043666243,-0.276321945
GOM,11/5/1998,GLORYS,6.771697346,0.840802688,7.043798194,-0.272100848
GOM,11/6/1998,GLORYS,6.779008913,0.822257142,7.043930146,-0.264921233
GOM,11/7/1998,GLORYS,6.790852892,0.806640606,7.044062098,-0.253209206
GOM,11/8/1998,GLORYS,6.800988309,0.790461126,7.04419405,-0.243205741
GOM,11/9/1998,GLORYS,6.809359969,0.774581229,7.044326001,-0.234966032
GOM,11/10/1998,GLORYS,6.818094063,0.760850268,7.044457953,-0.22636389
GOM,11/11/1998,GLORYS,6.825637934,0.743267454,7.044589905,-0.218951971
GOM,11/12/1998,GLORYS,6.817658224,0.713602822,7.044721857,-0.227063633
GOM,11/13/1998,GLORYS,6.816735858,0.697582667,7.044853808,-0.22811795
GOM,11/14/1998,GLORYS,6.818120547,0.680834948,7.04498576,-0.226865213
GOM,11/15/1998,GLORYS,6.823306675,0.667747316,7.045117712,-0.221811037
GOM,11/16/1998,GLORYS,6.824789723,0.658929182,7.045249664,-0.220459941
GOM,11/17/1998,GLORYS,6.824739026,0.647062248,7.045381615,-0.220642589
GOM,11/18/1998,GLORYS,6.831698754,0.639352764,7.045513567,-0.213814813
GOM,11/19/1998,GLORYS,6.832427417,0.630742485,7.045645519,-0.213218102
GOM,11/20/1998,GLORYS,6.82728441,0.613849213,7.045777471,-0.218493061
GOM,11/21/1998,GLORYS,6.823306676,0.603554468,7.045909422,-0.222602746
GOM,11/22/1998,GLORYS,6.821880378,0.597837613,7.046041374,-0.224160996
GOM,11/23/1998,GLORYS,6.817578771,0.583560664,7.046173326,-0.228594555
GOM,11/24/1998,GLORYS,6.803682016,0.559111196,7.046305278,-0.242623262
GOM,11/25/1998,GLORYS,6.798059287,0.540458637,7.046437229,-0.248377942
GOM,11/26/1998,GLORYS,6.798672184,0.529674462,7.046569181,-0.247896997
GOM,11/27/1998,GLORYS,6.797926868,0.519438665,7.046701133,-0.248774265
GOM,11/28/1998,GLORYS,6.795759803,0.511916763,7.046833084,-0.251073281
GOM,11/29/1998,GLORYS,6.793047944,0.503951423,7.046965036,-0.253917092
GOM,11/30/1998,GLORYS,6.794388746,0.497105718,7.047096988,-0.252708242
GOM,12/1/1998,GLORYS,6.79253494,0.48857467,7.04722894,-0.254694
GOM,12/2/1998,GLORYS,6.785945206,0.477945394,7.047360891,-0.261415685
GOM,12/3/1998,GLORYS,6.781577774,0.468937634,7.047492843,-0.265915069
GOM,12/4/1998,GLORYS,6.783010127,0.464056517,7.047624795,-0.264614668
GOM,12/5/1998,GLORYS,6.783044184,0.463749175,7.047756747,-0.264712563
GOM,12/6/1998,GLORYS,6.785398143,0.464666465,7.047888698,-0.262490555
GOM,12/7/1998,GLORYS,6.783943093,0.462545799,7.04802065,-0.264077557
GOM,12/8/1998,GLORYS,6.779687643,0.459738682,7.048152602,-0.268464959
GOM,12/9/1998,GLORYS,6.782554616,0.463822821,7.048284554,-0.265729938
GOM,12/10/1998,GLORYS,6.781948539,0.461486306,7.048416505,-0.266467966
GOM,12/11/1998,GLORYS,6.777870913,0.452458639,7.048548457,-0.270677544
GOM,12/12/1998,GLORYS,6.775003937,0.44270098,7.048680409,-0.273676472
GOM,12/13/1998,GLORYS,6.768694934,0.429431195,7.048812361,-0.280117427
GOM,12/14/1998,GLORYS,6.765390609,0.419338015,7.048944312,-0.283553703
GOM,12/15/1998,GLORYS,6.762738522,0.410809909,7.049076264,-0.286337742
GOM,12/16/1998,GLORYS,6.757468408,0.400742447,7.049208216,-0.291739808
GOM,12/17/1998,GLORYS,6.75613291,0.393779417,7.049340168,-0.293207258
GOM,12/18/1998,GLORYS,6.755335395,0.389010803,7.049472119,-0.294136724
GOM,12/19/1998,GLORYS,6.751191927,0.377851463,7.049604071,-0.298412144
GOM,12/20/1998,GLORYS,6.747466912,0.370837556,7.049736023,-0.302269111
GOM,12/21/1998,GLORYS,6.744901843,0.36484611,7.049867975,-0.304966132
GOM,12/22/1998,GLORYS,6.739887468,0.357468601,7.049999926,-0.310112458
GOM,12/23/1998,GLORYS,6.730227235,0.340478434,7.050131878,-0.319904643
GOM,12/24/1998,GLORYS,6.724739966,0.326363454,7.05026383,-0.325523864
GOM,12/25/1998,GLORYS,6.719298072,0.315432847,7.050395781,-0.331097709
GOM,12/26/1998,GLORYS,6.714661273,0.306792132,7.050527733,-0.33586646
GOM,12/27/1998,GLORYS,6.710343041,0.299369495,7.050659685,-0.340316644
GOM,12/28/1998,GLORYS,6.70542855,0.292920708,7.050791637,-0.345363087
GOM,12/29/1998,GLORYS,6.702197632,0.28637893,7.050923588,-0.348725956
GOM,12/30/1998,GLORYS,6.699009827,0.284590604,7.05105554,-0.352045713
GOM,12/31/1998,GLORYS,6.696241228,0.287862788,7.051187492,-0.354946264
GOM,1/1/1999,GLORYS,6.693461261,0.294066398,7.051319444,-0.357858183
GOM,1/2/1999,GLORYS,6.679609896,0.301425654,7.051451395,-0.371841499
GOM,1/3/1999,GLORYS,6.676791332,0.300371636,7.051583347,-0.374792015
GOM,1/4/1999,GLORYS,6.678167691,0.292977021,7.051715299,-0.373547608
GOM,1/5/1999,GLORYS,6.685780429,0.288361686,7.051847251,-0.366066822
GOM,1/6/1999,GLORYS,6.686666473,0.285217595,7.051979202,-0.365312729
GOM,1/7/1999,GLORYS,6.676074037,0.280208856,7.052111154,-0.376037117
GOM,1/8/1999,GLORYS,6.667905913,0.277989628,7.052243106,-0.384337193
GOM,1/9/1999,GLORYS,6.663707227,0.266468395,7.052375058,-0.388667831
GOM,1/10/1999,GLORYS,6.66163702,0.254100463,7.052507009,-0.390869989
GOM,1/11/1999,GLORYS,6.657828004,0.257480083,7.052638961,-0.394810957
GOM,1/12/1999,GLORYS,6.650444533,0.267235598,7.052770913,-0.40232638
GOM,1/13/1999,GLORYS,6.647434553,0.262179075,7.052902865,-0.405468312
GOM,1/14/1999,GLORYS,6.63149632,0.278235958,7.053034816,-0.421538496
GOM,1/15/1999,GLORYS,6.59792647,0.340033734,7.053166768,-0.455240298
GOM,1/16/1999,GLORYS,6.58902363,0.350751968,7.05329872,-0.46427509
GOM,1/17/1999,GLORYS,6.591931478,0.340445688,7.053430672,-0.461499194
GOM,1/18/1999,GLORYS,6.595241094,0.314819464,7.053562623,-0.458321529
GOM,1/19/1999,GLORYS,6.593587795,0.303382483,7.053694575,-0.46010678
GOM,1/20/1999,GLORYS,6.597977922,0.287636175,7.053826527,-0.455848605
GOM,1/21/1999,GLORYS,6.599408758,0.284894334,7.053958478,-0.45454972
GOM,1/22/1999,GLORYS,6.599349745,0.28149777,7.05409043,-0.454740685
GOM,1/23/1999,GLORYS,6.593064946,0.295889603,7.054222382,-0.461157436
GOM,1/24/1999,GLORYS,6.59166816,0.308693938,7.054354334,-0.462686174
GOM,1/25/1999,GLORYS,6.60401075,0.290052176,7.054486285,-0.450475535
GOM,1/26/1999,GLORYS,6.604985332,0.291978041,7.054618237,-0.449632905
GOM,1/27/1999,GLORYS,6.600265299,0.298651109,7.054750189,-0.45448489
GOM,1/28/1999,GLORYS,6.5914109,0.304562893,7.054882141,-0.463471241
GOM,1/29/1999,GLORYS,6.571985978,0.343526627,7.055014092,-0.483028114
GOM,1/30/1999,GLORYS,6.547312157,0.404052659,7.055146044,-0.507833887
GOM,1/31/1999,GLORYS,6.513392718,0.485853884,7.055277996,-0.541885278
GOM,2/1/1999,GLORYS,6.486389901,0.540036688,7.055409948,-0.569020047
GOM,2/2/1999,GLORYS,6.477097387,0.550361682,7.055541899,-0.578444512
GOM,2/3/1999,GLORYS,6.467426539,0.558015188,7.055673851,-0.588247312
GOM,2/4/1999,GLORYS,6.460571996,0.555861663,7.055805803,-0.595233807
GOM,2/5/1999,GLORYS,6.453258144,0.564585252,7.055937755,-0.602679611
GOM,2/6/1999,GLORYS,6.428437518,0.602398789,7.056069706,-0.627632188
GOM,2/7/1999,GLORYS,6.410662126,0.630583891,7.056201658,-0.645539532
GOM,2/8/1999,GLORYS,6.402140644,0.645075775,7.05633361,-0.654192966
GOM,2/9/1999,GLORYS,6.393902923,0.656897118,7.056465562,-0.662562639
GOM,2/10/1999,GLORYS,6.397558336,0.651693775,7.056597513,-0.659039177
GOM,2/11/1999,GLORYS,6.409914544,0.643698157,7.056729465,-0.646814921
GOM,2/12/1999,GLORYS,6.420642431,0.635100219,7.056861417,-0.636218986
GOM,2/13/1999,GLORYS,6.444362128,0.603217529,7.056993369,-0.612631241
GOM,2/14/1999,GLORYS,6.469256894,0.568387553,7.05712532,-0.587868426
GOM,2/15/1999,GLORYS,6.468467707,0.593276945,7.057257272,-0.588789565
GOM,2/16/1999,GLORYS,6.46845333,0.615447437,7.057389224,-0.588935894
GOM,2/17/1999,GLORYS,6.473870247,0.622983792,7.057521175,-0.583650928
GOM,2/18/1999,GLORYS,6.467732996,0.639319617,7.057653127,-0.589920131
GOM,2/19/1999,GLORYS,6.46081336,0.654229082,7.057785079,-0.596971719
GOM,2/20/1999,GLORYS,6.446749372,0.685926163,7.057917031,-0.611167659
GOM,2/21/1999,GLORYS,6.422713405,0.734029859,7.058048982,-0.635335577
GOM,2/22/1999,GLORYS,6.402355533,0.775545502,7.058180934,-0.655825401
GOM,2/23/1999,GLORYS,6.360572922,0.860469903,7.058312886,-0.697739964
GOM,2/24/1999,GLORYS,6.336051925,0.90236032,7.058444838,-0.722392913
GOM,2/25/1999,GLORYS,6.30476037,0.930715452,7.058576789,-0.753816419
GOM,2/26/1999,GLORYS,6.235291665,1.000616445,7.058708741,-0.823417076
GOM,2/27/1999,GLORYS,6.189140872,1.043033163,7.058840693,-0.869699821
GOM,2/28/1999,GLORYS,6.166398023,1.057684566,7.058972645,-0.892574622
GOM,3/1/1999,GLORYS,6.142446795,1.065034488,7.059104596,-0.916657801
GOM,3/2/1999,GLORYS,6.133014308,1.059691339,7.059236548,-0.92622224
GOM,3/3/1999,GLORYS,6.130033833,1.054404733,7.0593685,-0.929334667
GOM,3/4/1999,GLORYS,6.128956348,1.049677509,7.059500452,-0.930544104
GOM,3/5/1999,GLORYS,6.149854473,1.026325132,7.059632403,-0.90977793
GOM,3/6/1999,GLORYS,6.154281671,1.02224645,7.059764355,-0.905482684
GOM,3/7/1999,GLORYS,6.152051805,1.028687529,7.059896307,-0.907844502
GOM,3/8/1999,GLORYS,6.109027516,1.095277273,7.060028259,-0.951000743
GOM,3/9/1999,GLORYS,6.055671826,1.184763774,7.06016021,-1.004488384
GOM,3/10/1999,GLORYS,6.029230435,1.220297455,7.060292162,-1.031061727
GOM,3/11/1999,GLORYS,6.017045987,1.230554931,7.060424114,-1.043378127
GOM,3/12/1999,GLORYS,6.001489867,1.250176461,7.060556066,-1.059066199
GOM,3/13/1999,GLORYS,5.97243197,1.284124009,7.060688017,-1.088256047
GOM,3/14/1999,GLORYS,5.941616341,1.311523681,7.060819969,-1.119203628
GOM,3/15/1999,GLORYS,5.918591262,1.326243699,7.060951921,-1.142360659
GOM,3/16/1999,GLORYS,5.898780459,1.343345198,7.061083872,-1.162303413
GOM,3/17/1999,GLORYS,5.898382458,1.333721558,7.061215824,-1.162833366
GOM,3/18/1999,GLORYS,5.914203411,1.310876058,7.061347776,-1.147144365
GOM,3/19/1999,GLORYS,5.92258414,1.295650287,7.061479728,-1.138895588
GOM,3/20/1999,GLORYS,5.929511333,1.2965243,7.061611679,-1.132100346
GOM,3/21/1999,GLORYS,5.936664019,1.301580863,7.061743631,-1.125079612
GOM,3/22/1999,GLORYS,5.933116809,1.303733696,7.061875583,-1.128758774
GOM,3/23/1999,GLORYS,5.944783702,1.285807741,7.062007535,-1.117223833
GOM,3/24/1999,GLORYS,5.95584074,1.270597329,7.062139486,-1.106298746
GOM,3/25/1999,GLORYS,5.970699215,1.26295672,7.062271438,-1.091572223
GOM,3/26/1999,GLORYS,5.980034095,1.258156579,7.06240339,-1.082369295
GOM,3/27/1999,GLORYS,5.98693708,1.256431618,7.062535342,-1.075598262
GOM,3/28/1999,GLORYS,5.986247772,1.256332174,7.062667293,-1.076419521
GOM,3/29/1999,GLORYS,5.985423009,1.261835062,7.062799245,-1.077376236
GOM,3/30/1999,GLORYS,5.991887135,1.261633184,7.062931197,-1.071044062
GOM,3/31/1999,GLORYS,6.004998493,1.260304352,7.063063149,-1.058064656
GOM,4/1/1999,GLORYS,6.021116795,1.262194224,7.0631951,-1.042078305
GOM,4/2/1999,GLORYS,6.031850745,1.268603707,7.063327052,-1.031476307
