region,est_year,season,trophic_level,offspring_size,age_maturity,length_maturity,fecundity,l_inf,k,max_obs_length,PC1,PC2,PC3
GOM,1967,Fall,3.91935750303746,42.4182047505416,5.66984511264128,38.6341873607634,1401301.6637345,80.621647468253,0.168946611382397,86.1751571170142,-1.97749331009991,0.416362675231225,0.394746386096689
MAB,1967,Fall,4.19563170612682,129.77064241323,5.56111752134659,45.4002933074487,195306.185735779,86.7362502975181,0.210662036553054,90.1507886567523,-2.39172208889408,-0.767169296794872,-0.526006943781941
SS,1967,Fall,4.02225192080901,9.56527101708652,4.56152223995337,39.8917901903,2264233.20333801,85.8754400811889,0.187822123158706,94.5900123653611,-1.79552539040542,1.292395960843,0.249990628081772
GB,1968,Fall,4.1176665140075,58.0685392708707,5.59043427615163,44.8219124624539,1241432.2389606,91.1054361693199,0.218583156702401,93.9046134583764,-2.24270313961051,0.302874259886425,-0.126936198356307
GOM,1968,Fall,3.90448566012803,54.1329361527264,6.00205651375473,40.8410219781108,1409694.26686136,83.362987520363,0.15404631469236,90.3754183501863,-2.16478124426122,0.216342070706806,0.451883267563317
MAB,1968,Fall,4.1264826049066,127.706686534911,5.21030154565778,46.514402203651,321571.082852113,91.1115402960142,0.261611558259539,94.3070996014562,-2.2128505185018,-0.729729371912886,-0.509402558804606
SS,1968,Fall,4.08249977231356,19.5518671682036,4.64954922528455,40.2664613050666,1917773.20606847,87.0503294344711,0.202921935324593,93.5890862136371,-1.87573833643399,1.08924435689789,0.0439216259762743
GB,1968,Spring,4.09346844784023,18.6320120600061,5.42731728200259,42.4938022034879,1370857.85029254,91.2408246380595,0.201428556882971,92.1457909178254,-2.12400861823065,0.713452932824658,0.031057271807002
GOM,1968,Spring,3.99860222262761,25.8353399491452,5.50135914784868,41.8484251535545,2156244.75535052,89.2255589934627,0.154618418463428,98.0358028707831,-2.14338144848617,0.936471409007183,0.390837365141868
MAB,1968,Spring,4.16629147801502,134.683582645227,5.95298492394773,48.3740518874732,282057.618819899,91.2748097595686,0.195939995787943,97.944570645851,-2.64437701463581,-0.821396648304318,-0.412888273424917
SS,1968,Spring,4.1225035204971,110.688200619225,6.41411040450831,50.2661012019417,1098179.46123615,98.5987795131097,0.152488771560556,107.663118646952,-2.91162408956598,-0.296638993843392,-0.0697559385207026
GB,1969,Fall,4.0735361875683,47.6525851356951,5.37418498612289,42.3069759067404,1297036.22277746,85.6094179396538,0.249896674069469,87.6896443284167,-1.94050423254565,0.291368730900656,-0.118843850152531
GOM,1969,Fall,4.04183073025865,32.2811860569037,5.4128851223124,43.7521805913914,2580865.55312681,94.3911944122048,0.149351242782934,103.808167792884,-2.23141258235775,0.91579388786691,0.282494389140525
MAB,1969,Fall,4.27507966555929,210.559654399551,7.53362627884908,60.9346018418972,149565.269509921,113.828807399179,0.139634227448895,124.801636870408,-3.79346664159536,-1.72525211136326,-0.574372211635936
SS,1969,Fall,3.96736266735193,29.1589621930997,5.34512596231777,40.0469024190604,1916933.95697355,85.2804228189996,0.16945258517424,91.0768832302748,-1.96571833991169,0.740575835369364,0.345378448083143
GB,1969,Spring,4.09838244600316,26.0611548825337,6.03285228124319,45.1116968644044,1253977.68628717,92.1562805100494,0.203466431520472,94.2005793704242,-2.3009494100694,0.427294574927119,0.00616189717734179
GOM,1969,Spring,4.00394375973771,39.4522010434715,5.91334595360227,43.3600010730167,2099439.85018376,92.7808872351861,0.150012941034311,100.221324820152,-2.31531114211445,0.614314707428134,0.322711327131255
MAB,1969,Spring,4.18118009939295,134.886691903189,6.12314444556462,49.5365659025947,396044.890819924,95.0676712717776,0.213088408046679,102.281663255106,-2.7350821251272,-0.856522229726709,-0.447316025459779
SS,1969,Spring,3.90158403400588,51.4245475920486,5.85489557915177,42.5573031095425,1423886.45987846,86.8279370501099,0.176920372651512,91.9951437035066,-2.15207700221299,0.175758985357285,0.395189955447037
GB,1970,Fall,4.12667475946489,89.0519650077614,6.18855827683787,48.0102783145183,859195.981257556,93.2445243986281,0.202628852060793,96.6526699046081,-2.57066737046369,-0.247550254551757,-0.188851842383977
GOM,1970,Fall,3.97306950002282,53.0521831474814,5.9922640767463,42.6428857992884,1867754.86263488,89.8197160472679,0.149837397450403,95.5107309152625,-2.27137668386932,0.293362771153371,0.306147415156121
MAB,1970,Fall,4.12740019440974,138.772951108575,5.62376478556306,48.1446624556125,199982.426285178,93.5041295743126,0.250928477255424,96.6175253895691,-2.44068368981304,-0.984521662432808,-0.495116512473757
SS,1970,Fall,4.07947698217683,23.2689567033441,5.18926616353738,42.9296893059089,2514290.78476026,95.5778113203352,0.168877488182389,101.327000672791,-2.14689300850559,1.10177406943983,0.179741554348158
GB,1970,Spring,4.16642899716486,85.1271659665659,6.46411992962067,49.6113713963273,956426.59374213,98.4830110067946,0.174564651414441,102.071257887162,-2.80450651767562,-0.185376856976671,-0.174067569780273
GOM,1970,Spring,3.96776473788415,19.0720041682846,5.09686094883931,40.5735328419294,2609895.08092254,87.1730811734905,0.157791494425929,97.8880302658625,-1.93462134174229,0.957682345929191,0.376046549006866
MAB,1970,Spring,4.0514949182565,78.4727173798238,4.74249915527245,38.7262907288497,431058.094420164,76.2774050163221,0.207251188149449,80.7748401087789,-1.81386297973423,-0.17740263283288,-0.192344913146427
SS,1970,Spring,4.00286782022388,18.1730336563907,4.08844440469257,37.8780893587414,2123217.16786213,77.5792017613861,0.339098795802455,91.9932758991039,-1.41323682588938,0.785912350409736,-0.044799927117768
GB,1971,Fall,4.08810513264811,68.598321060265,5.80481449995858,43.9824803165345,851215.786678694,87.5081441064605,0.239587921043961,90.409112675064,-2.20315078029319,-0.066155725498125,-0.172784037326204
GOM,1971,Fall,4.02649910240589,37.1643811324198,5.52687916114163,44.0032747468539,2526019.38693836,94.5027531277993,0.147235492662121,102.58662711228,-2.25161686257131,0.806901014429899,0.297776122115165
MAB,1971,Fall,4.02570053770947,75.3861638487243,3.84211338566814,38.3219621977743,436858.739630277,75.0245762767602,0.314490603335406,75.3895312064972,-1.35482783942256,-0.163014314457126,-0.418593960642564
SS,1971,Fall,4.09396565163073,34.6496212246231,5.12434365547506,45.0175811956923,2492486.33962351,94.3470463757594,0.15716516338282,104.841689465626,-2.2594009024265,1.07092774833099,0.200686929286258
GB,1971,Spring,4.09435891153915,29.5903211525127,6.2470340537997,46.0241060093499,1465222.05676964,93.9131905442927,0.19752960045563,94.3692010026416,-2.36460077629109,0.395985420857309,0.0352483959184947
GOM,1971,Spring,3.70381691014371,21.9812312535846,5.76030203100585,34.4157682276136,1465613.59180464,69.873248013099,0.161205714141414,74.1368673787348,-1.600877716369,0.313463388699684,0.841025872832112
MAB,1971,Spring,4.22933509360124,179.46482497662,6.90357676406121,55.6125817807654,244486.438748753,104.086781076949,0.135580704057061,112.233238034063,-3.38897762547596,-1.34883649427602,-0.472005279895876
SS,1971,Spring,3.75831449872069,42.5047631251456,5.7755215553125,36.2570118444973,1346813.58052906,73.2312234581198,0.157787837427531,80.1400249879765,-1.80482749044355,0.106026198273456,0.682098889757266
GB,1972,Fall,4.15604226669826,77.8279936558004,6.19888017255991,49.4060102773699,1495335.14662061,100.071976835016,0.171644095763891,103.400228004981,-2.69399498399991,0.11302563428432,-0.0985221459912286
GOM,1972,Fall,4.00128090421135,31.793342843051,5.21254349643895,42.0148852553178,2451925.31388928,88.2660484591177,0.157466728952677,97.2553541645653,-2.03936788117222,0.827992558205093,0.299885483127327
MAB,1972,Fall,4.1134569502192,128.644253141887,5.8701279512002,54.2202317580143,465256.446606038,111.759952107504,0.200833999956672,107.426191348381,-2.52020801689667,-0.374195858232176,-0.245913834844404
SS,1972,Fall,4.11981026322983,19.4498604388828,4.49815527432108,41.8764091318969,2310384.44497464,89.126649081871,0.18690846891337,98.830380319474,-1.95499412063074,1.32408043356595,0.0573127883643489
GB,1972,Spring,4.15067127350515,45.9894891055591,6.13956887246866,49.1862724402195,1779696.85706176,100.130157519417,0.169525915903071,103.934353280246,-2.62638202170426,0.420714316111513,-0.0170473067070923
GOM,1972,Spring,3.84025480051724,28.3259646970558,5.69224787805561,37.9636409265687,1946624.07815705,81.0832489487723,0.151456411368192,85.3826059785801,-1.86576003431337,0.48664441729318,0.604101784130109
MAB,1972,Spring,4.28314686687011,205.455349691166,7.50541452584656,59.7672218889675,144865.877396139,111.781559156869,0.140396843231755,119.831089628515,-3.76387891919632,-1.68773779452563,-0.587466258234774
SS,1972,Spring,4.13809049302586,57.1260320901547,5.64443075336839,48.5307243790033,2300584.42518175,102.463858320399,0.143611571316969,110.712506668662,-2.62083406605154,0.657518966176227,0.0824248640807331
GB,1973,Fall,4.20609235319134,114.57687677462,7.02045105101347,54.3364105578978,1141452.32262002,105.723044892959,0.152654100100417,109.53777797261,-3.17122369685905,-0.514032954915283,-0.238692954887862
GOM,1973,Fall,4.06121724722201,28.3983017495072,5.20575726119769,43.2013215562634,2695846.40690759,94.2960218901037,0.153039986654689,102.126680710743,-2.15678361608428,1.01522881707871,0.228079203127576
MAB,1973,Fall,4.03954936339793,106.954076031121,4.24757570716486,44.3875886722812,294483.000351364,86.0381903586933,0.328010339509486,85.3603770576826,-1.70569905829793,-0.609449179097676,-0.517638015829312
SS,1973,Fall,4.10003993271429,22.120884577353,4.60833039150556,43.5596804752068,2891986.01188447,91.5918103854263,0.169490148350216,104.532481286705,-2.0401240482715,1.30556628387412,0.138062666775004
GB,1973,Spring,4.09054837044577,24.9846628553169,5.33630018930108,45.9847579773416,2390050.54119073,96.7480161258602,0.176963734805963,103.282765891959,-2.27889546569894,1.10374406685002,0.177215891064845
GOM,1973,Spring,3.96694384997619,41.6457345231351,5.69478579742837,43.1650361653903,2222949.60295563,91.7487657295519,0.146754934139908,99.2908889624054,-2.21775876356066,0.592798169935849,0.368120351064786
MAB,1973,Spring,4.11865644890324,110.512030208729,5.35383234826394,43.6327776298782,318089.515859535,81.4902512924426,0.194412052119738,86.8679843263354,-2.22607841971709,-0.464499977826236,-0.311918459032952
SS,1973,Spring,4.21658470153779,69.9530104446877,5.700081502661,52.3052347417511,2676178.70408827,105.992982897466,0.128107251967551,120.814013811915,-2.85594613633061,0.707741075794122,-0.00871823854561149
GB,1974,Fall,4.13831787106976,67.8575203567255,6.33800379371155,47.7166862448571,1178236.91550812,96.9311298448745,0.189306939374707,96.687270499642,-2.55973769893474,-0.0424043928875762,-0.1453760977346
GOM,1974,Fall,4.03138732367129,31.6993061229511,5.03828968711358,42.2220337386196,2684694.91556154,90.5693647629014,0.152964915080972,100.020083620558,-2.0584663433109,0.96966701033468,0.270485265290769
MAB,1974,Fall,4.09091766702377,92.4007027517273,4.04774112847561,40.9782597062735,314660.775088049,82.3956452393292,0.318508177958982,81.3363232493568,-1.62716981336814,-0.466358359132309,-0.590704656399477
SS,1974,Fall,3.98243256194644,39.7911462827132,5.14603209045627,40.4976026101915,1808243.06175333,85.8195509058473,0.174005818154596,92.0052740430614,-1.97028326108453,0.682231050579678,0.270315235254968
GB,1974,Spring,4.10062020016148,37.7464852819852,5.4475138467978,45.3789667060763,1834463.51539304,94.3029853030597,0.179773082277601,101.290503305117,-2.30605155395263,0.772564133141883,0.079120180574115
GOM,1974,Spring,4.02654350187098,59.9966361953518,5.68244842776584,44.6762227430536,2265783.88400912,93.75564588575,0.139958043261562,103.05021122649,-2.36457114185883,0.424186045602674,0.219093496084525
MAB,1974,Spring,4.18377082884228,192.137667756531,6.54426225558566,57.9033513899421,230182.690668996,106.828355927206,0.13380411787534,114.27854832861,-3.43455293657743,-1.48552984708871,-0.441186459574405
SS,1974,Spring,4.16601613142561,97.265091122482,6.29744464292462,52.8195344061325,2098077.32145132,106.378039651237,0.130430591722887,119.675870672702,-3.0286038420467,0.0842274095398643,-0.0355319126249897
GB,1975,Fall,4.15778222958685,112.491187466626,6.28735906085875,50.1196326793352,951562.388655914,99.7803029309621,0.178170169165142,104.988982970048,-2.80404834887013,-0.384429886048262,-0.226231271214595
GOM,1975,Fall,3.91855401641171,24.0445457315012,4.99198379405887,37.1522239473905,1835980.65386042,78.0488582546144,0.176597468733564,85.9343837253978,-1.69797209900248,0.813481440279785,0.411814062334333
MAB,1975,Fall,4.11458540617707,154.809119857772,5.34027684024953,52.7244648477866,250269.053744989,102.107920368793,0.188927824453584,102.352433301266,-2.77240836190796,-1.11128145015539,-0.444104331968855
SS,1975,Fall,3.97938134968733,17.4896910326064,4.29656162507676,35.3286374396519,1518592.39914483,76.0330191726995,0.216127395553039,82.1232654689774,-1.52033676748682,1.03914056989436,0.173716150100825
GB,1975,Spring,4.20238953791753,96.3398429653994,6.34632715920782,52.8124923319704,1626851.96717723,104.330570081042,0.148948802491243,112.623933542245,-2.98077601535292,0.00503190280751525,-0.157713603427558
GOM,1975,Spring,4.01070182184388,28.8111042577321,5.10867236165079,40.9228618475958,2142874.66046006,86.4471019904906,0.163279480878689,95.6632928641527,-1.97327552621766,0.887846568826072,0.269398628566439
MAB,1975,Spring,4.26063567019288,157.961380340486,6.42045696204202,52.6534955208964,354964.5875854,99.995052266395,0.156325190233914,108.367924994106,-3.10535071085947,-0.982689771439232,-0.529779954416896
SS,1975,Spring,4.03210517003677,58.6824010498549,5.42763215505306,44.9266030884814,2216866.45100748,90.1103859754379,0.150338081148902,102.092122911834,-2.29999647974571,0.516125211017809,0.219901336498964
GB,1976,Fall,4.14585074116563,94.714527496995,6.05935877610932,47.5658173196653,801219.437036913,93.1214305872513,0.190989144099488,96.7343018885246,-2.57600809614247,-0.220806876396163,-0.232202220508657
GOM,1976,Fall,4.17206792584326,23.1063129640286,4.6120896861135,45.3944739455381,3043774.73545614,96.7950763676348,0.155032534688676,111.040022696084,-2.18880603807473,1.45415560307159,0.0866555334389182
MAB,1976,Fall,3.88105381360523,87.3881258404551,2.91822968832914,41.2990209092654,238930.95552012,79.5442526654993,0.308531134641393,73.8259245052615,-1.24862039802465,-0.562112650934625,-0.350167706415737
SS,1976,Fall,4.1263025112302,6.58237560866128,3.6464080809571,37.4242342077247,2014626.53364975,80.1166982054239,0.220887277811555,90.9035488230593,-1.51911967120171,1.53658911155807,-0.0648631431511854
GB,1976,Spring,4.15361753859534,79.9876105659865,5.74815514325573,48.933562535055,1842529.88256336,95.6200518406786,0.167665969884468,103.75165086488,-2.59308709394976,0.24243282032884,-0.103795986852563
GOM,1976,Spring,4.02888204809099,35.071555503042,5.06699489300654,41.0577677034938,2219315.74288577,87.8866925503235,0.160310096669947,98.0817454458139,-2.02270324736839,0.863821629883256,0.228554429599723
MAB,1976,Spring,4.17232805380694,142.011398862981,5.86916059398093,49.8876504613963,457144.080128629,95.8535542398196,0.173104384514894,104.091167468769,-2.75148446228468,-0.737298171527046,-0.384215276103525
SS,1976,Spring,4.24389179066845,141.98915321604,6.81140589967711,57.6471030183656,1688262.14358205,113.471038585753,0.117317084122579,130.07434660585,-3.48267861213675,-0.547116899090944,-0.25401825769203
GB,1977,Fall,4.12001571545167,57.3588243305854,5.60153026924571,43.8451153370805,1037804.04252938,88.9248329722803,0.209221496635373,91.094391362939,-2.24069742181298,0.286098549848369,-0.136632476587876
GOM,1977,Fall,4.08560031818066,14.5615078953668,4.7554207380298,42.3435315220089,2840710.30635808,93.3049583452925,0.153957727404791,103.828021490229,-2.03451767619909,1.41800296160562,0.258661156017163
MAB,1977,Fall,3.97646478461695,83.6579100064568,3.51265482469003,39.0936386335181,228656.968581522,79.0416068035434,0.298789715298956,78.0489701286962,-1.27636667731768,-0.199873275638152,-0.399656596879637
SS,1977,Fall,4.12979970871601,18.2279767423163,4.29309862867843,41.5450709047568,2261716.22003929,89.3513539494764,0.197742906440799,99.5919790278115,-1.91118076632736,1.37061236688957,0.0101073290143972
GB,1977,Spring,4.11701745863973,23.7830887098324,5.00873524301285,41.4537326550348,1466220.60861734,85.0300550582666,0.21255832087534,89.8230104993367,-1.952718633647,0.868683287868811,-0.0578576309990095
GOM,1977,Spring,4.01309018103866,62.5789170293314,5.59677940988371,42.9946899178821,1843127.16772732,89.2185268314109,0.152642034713112,100.851215436753,-2.25903345902198,0.40171519610687,0.225960208317613
MAB,1977,Spring,4.19699085416978,121.592025111234,5.70060865603796,47.0768195317647,415086.336459658,92.6196695322365,0.169750466640033,99.2361727542819,-2.63583236315206,-0.621093075778773,-0.414237743097355
SS,1977,Spring,4.08176317950673,46.4797582508673,5.34167747970573,41.2231987254891,1566624.93464153,87.685156278213,0.174311579619412,97.0271133804013,-2.18822676087223,0.77863597231335,0.116973514164817
GB,1978,Fall,4.23427136274601,122.198656892386,7.07317250087017,54.7635782076046,958228.194327744,105.222492787658,0.152288641819174,108.862418690529,-3.20947067060941,-0.645026668721172,-0.329408795520466
GOM,1978,Fall,4.04158205180339,11.5659991296403,4.88497208798735,40.2482993818678,2511812.40925268,89.3756908476866,0.163454250720596,98.4229656602506,-1.93010306444881,1.30619182885966,0.301728198001061
MAB,1978,Fall,4.17861994755232,97.5486858486464,4.71504949890074,42.5904382734825,357973.815683288,83.8715064353038,0.272518234603464,86.0955029568374,-1.90333558133646,-0.298298805033082,-0.585112778967007
SS,1978,Fall,4.01028230148838,16.1452639761661,4.65501926133965,37.6520982112139,1690741.71944876,81.8377526688722,0.206983458950671,87.4289003899044,-1.72850675597342,1.03639793567027,0.17822139808127
GB,1978,Spring,4.163472821188,31.7263634234112,6.07202599054836,46.9333353073779,1501684.81229276,93.5209892280478,0.186154692177249,94.7558106625742,-2.40296363854093,0.540637234484251,-0.0823171291217756
GOM,1978,Spring,3.96711962399909,25.1735742124577,5.29506055980783,39.6330226466777,2281757.02077879,86.0660457424032,0.149638511045126,97.6981152116682,-1.99477713392342,0.996894790036007,0.441518699192917
MAB,1978,Spring,4.20772219145022,153.627469477088,6.33579423303485,50.9882767043438,249688.149112338,96.8222756815523,0.152562935128362,104.947531535624,-2.98587974598527,-1.00139788433919,-0.435816026142027
SS,1978,Spring,4.18110988058228,40.2449820743118,5.16956392650294,49.8121415051372,3050235.19131626,102.832267767214,0.142521915263532,118.5543235247,-2.56838055308055,1.21205679742081,0.11210278204898
GB,1979,Fall,4.21708284761962,109.031761863205,6.73582608671324,51.7143022910327,720647.911389484,100.59687609569,0.170510448099455,103.094525583547,-2.9814646950386,-0.490436553833033,-0.327547252999517
GOM,1979,Fall,4.0609475714533,29.3043772303619,5.15614672511534,40.9266490563773,2115063.50277258,89.9845548495846,0.168115231535368,97.4496913473591,-2.05395712860464,0.990985360941456,0.200556888727882
MAB,1979,Fall,4.08984743619993,118.246293546224,4.57188365964078,44.3427082872263,299321.413899967,87.9005953502055,0.308629191801614,88.8130960391054,-1.89297559124988,-0.627694062182289,-0.559462436304675
SS,1979,Fall,4.10045654106825,20.5265507558742,4.4014226569116,41.106906363359,2363912.06502279,89.8578648737665,0.189564108575144,99.4845187223102,-1.91520272612713,1.30988651152229,0.0693543955317756
GB,1979,Spring,4.12058120018579,41.2567079530443,5.40013607630062,45.5641309866463,1750778.65599382,93.6331526162675,0.182653102271799,101.007740994939,-2.30582695111807,0.741670283426989,0.0188029103975595
GOM,1979,Spring,3.85712586388037,20.0715067608875,5.43943568824247,35.9890361531977,1623090.47529975,76.1970710513031,0.164350977219707,85.5186301482066,-1.73703704855544,0.755080982397432,0.595947710899185
MAB,1979,Spring,4.09965103890045,108.834598112768,5.2354607996288,42.7108400308814,309898.865564043,82.6289950339257,0.241572372640797,89.3689045404522,-2.07255184348031,-0.566653831617807,-0.377221975618647
SS,1979,Spring,4.11680043895679,15.4233115805857,4.7025626614677,44.919694121576,3019204.17542287,96.0599297460654,0.162513325936552,113.807883508705,-2.14127228808056,1.48108643790474,0.191618831191401
GB,1980,Fall,4.2226395843075,124.333038739689,7.29898017753262,54.2397170682846,511796.657806738,102.441577832247,0.174491369356547,103.89958281285,-3.16782762613424,-0.900846557836242,-0.384569860399634
GOM,1980,Fall,4.0717085391563,14.3750280677036,4.73248837884291,39.9019139239173,2571134.38212579,89.7640560078674,0.170998480408444,98.2830811926713,-1.89235632227107,1.27348133697409,0.173690533117749
MAB,1980,Fall,3.99549711927875,10.8772611159851,2.10717892374884,23.0347676846941,315685.134170525,51.9826920576696,0.525256210833897,49.9653389168386,0.305454512205997,0.706213514265905,-0.678212344585587
SS,1980,Fall,4.01653523365622,8.61373215649442,4.26406554132939,37.8107247808839,2224334.46597818,83.4826978758366,0.199237397743648,91.7582658874521,-1.65069921805942,1.32113618276195,0.199728269100701
GB,1980,Spring,4.14234941858852,71.482125339264,5.43604314089235,45.4451435150555,1109010.35908046,91.1998091360911,0.193266125234754,99.3840391832846,-2.3875963143131,0.294911351672172,-0.154990789696374
GOM,1980,Spring,3.93350518416817,15.4286114803401,5.09732261836026,36.9673428212645,2225889.09432729,81.068236736042,0.158298613619648,90.3459407051978,-1.75191510300812,0.964922810533266,0.441133238934695
MAB,1980,Spring,4.25888627321886,185.572020900303,7.23668503674331,57.6616685463876,352143.101887634,108.797655238719,0.134278245042157,117.709775460623,-3.60855935507267,-1.44498700679142,-0.497196971080709
SS,1980,Spring,4.19686281877625,69.1375315531034,5.52497265499218,51.586385411417,2723020.96657539,105.51372752871,0.137338323338244,120.925442780328,-2.77565228885299,0.724306460507379,-0.0254550528244006
GB,1981,Fall,4.28049370031138,171.369593800199,7.77002663187326,59.3650538841266,400887.591942237,110.858136333991,0.135896262431713,116.093145774118,-3.69938725663436,-1.35926542820062,-0.484502497136864
GOM,1981,Fall,4.03565478727057,16.0428067480478,4.80227217589166,37.801236726185,2119317.32311871,84.4419518572475,0.17812770692728,93.0895939092835,-1.78819577338747,1.12946211082186,0.204042124513097
MAB,1981,Fall,4.23199866024583,162.872453568267,6.39201378291808,51.8476176447376,205741.268337896,99.643830303073,0.216275335621988,104.403869872691,-2.92537772243932,-1.16824325591199,-0.608336008723775
SS,1981,Fall,4.19386596966768,17.9720977662712,4.57098463037664,47.264700339344,3123216.1966207,100.127448497965,0.162660684888288,116.790695599467,-2.26828978837637,1.55585265022788,0.0593107916342287
GB,1981,Spring,4.20878852898516,117.982203990803,6.42716303685603,51.9716682776478,932869.185022172,101.490841228909,0.153839662784571,108.393835023713,-3.01001611352884,-0.377818373716173,-0.278323883176448
GOM,1981,Spring,3.99796880781214,34.7484102816882,5.23659174914931,40.5102346701225,2288876.60659863,88.0164956670879,0.150557106143162,99.3554365951693,-2.04348907958932,0.859232862231959,0.326068398148472
MAB,1981,Spring,4.18629823405675,169.86258075423,6.65143081192703,53.5432142580922,180535.556508655,99.3429560428323,0.171762938874007,107.957601825949,-3.13566378302469,-1.29394010015392,-0.449741147271468
SS,1981,Spring,4.13381364631943,74.8481568038211,5.49339193968617,48.5593767359805,2869412.69059658,101.467089457827,0.13211893250317,117.103271450185,-2.62789496456799,0.545554496589198,0.0161505307489603
GB,1982,Fall,4.27277387298101,108.178287386048,7.51738676200616,54.6541810975792,429316.956757914,101.603486947782,0.168268525719069,100.21886926681,-3.15497120820722,-0.83205131345195,-0.46226237074306
GOM,1982,Fall,4.15495918210863,102.934454370381,6.30675341006948,51.5212325042008,1656602.40373333,103.829353341012,0.138347073898566,114.441508448365,-2.95594590134602,-0.00351393064924111,-0.0358861520508041
MAB,1982,Fall,3.99314692620797,76.0225452189142,3.56935802243506,43.1564841754335,352633.731505322,78.4136940104799,0.317697348997541,74.9386861815713,-1.35412854511807,-0.259656316185281,-0.425000037062232
SS,1982,Fall,4.02422861674905,13.7582363904945,4.34568074190644,37.4692329931834,1571013.41772027,79.5482274091991,0.214794620230989,89.4244762416948,-1.63739504359469,1.12878943344775,0.129378900335227
GB,1982,Spring,4.21325601130606,99.6167880945679,6.84045698919134,54.8989624242391,1636822.05463252,109.379608256314,0.136209347229645,115.330986696168,-3.20554386985373,-0.0774255310550097,-0.124638773626066
GOM,1982,Spring,4.11506270045301,64.1929596072005,6.20252814445536,46.7724567750425,1846795.87921338,99.0488126658449,0.135931472740226,106.119045823983,-2.65528913522133,0.33191650809615,0.0987924203135357
MAB,1982,Spring,4.31956644229076,227.176381529575,7.99070537417378,63.5095964932874,89129.7844783815,117.672942751111,0.110199952272058,126.614640637278,-4.15198134423051,-1.9563394220373,-0.61733981927675
SS,1982,Spring,4.26640350907935,102.400563051467,6.06947382334862,55.5047727023269,2532379.65044131,112.605521450923,0.118772635035147,125.510491847393,-3.17234121461637,0.263886311373773,-0.178163727033698
