year,GEO_ID2,REGION,STATEABBR,Community,PRIMARY_LATITUDE,PRIMARY_LONGITUDE,TOTPOP_16,ComEng_NE16_ct,ComRel_NE16_ct,RecEng_NE16_ct,RecRel_NE16_ct
2016,1041700,Mid-Atlantic,DE,"Leipsic, DE",39.240833,-75.517222,145,1,1,1,1
2016,1041830,Mid-Atlantic,DE,"Lewes, DE",38.774444,-75.139722,"2,955",2,2,4,4
2016,1042870,Mid-Atlantic,DE,"Little Creek, DE",39.166944,-75.448611,204,2,4,1,2
2016,1043245,Mid-Atlantic,DE,"Long Neck, DE",38.620000,-75.151111,"2,656",1,1,1,1
2016,1044430,Mid-Atlantic,DE,"Magnolia, DE",39.071439,-75.475900,203,1,1,1,2
2016,1047030,Mid-Atlantic,DE,"Middletown, DE",39.449444,-75.716667,"20,045",1,1,1,1
2016,1047420,Mid-Atlantic,DE,"Milford, DE",38.912500,-75.428333,"10,532",2,1,1,1
2016,1047940,Mid-Atlantic,DE,"Millsboro, DE",38.591389,-75.291667,"4,121",2,1,4,4
2016,1048200,Mid-Atlantic,DE,"Millville, DE",38.549444,-75.123611,"1,611",1,1,1,1
2016,1048330,Mid-Atlantic,DE,"Milton, DE",38.777500,-75.310278,"2,756",1,1,1,1
2016,1050670,Mid-Atlantic,DE,"Newark, DE",39.683611,-75.750000,"32,941",1,1,1,1
2016,1050800,Mid-Atlantic,DE,"New Castle, DE",39.661944,-75.566667,"5,372",1,1,1,1
2016,1051190,Mid-Atlantic,DE,"Newport, DE",39.713611,-75.609722,"1,075",1,1,1,1
2016,1052490,Mid-Atlantic,DE,"North Star, DE",39.755080,-75.733059,"7,567",1,1,1,1
2016,1053920,Mid-Atlantic,DE,"Ocean View, DE",38.545000,-75.089444,"2,087",1,1,1,1
2016,1054050,Mid-Atlantic,DE,"Odessa, DE",39.457222,-75.661667,632,1,1,2,4
2016,1056490,Mid-Atlantic,DE,"Pike Creek, DE",39.736711,-75.696207,"8,466",1,1,1,1
2016,1056500,Mid-Atlantic,DE,"Pike Creek Valley, DE",39.727268,-75.699592,"10,077",1,1,1,1
2016,1061265,Mid-Atlantic,DE,"Rising Sun-Lebanon, DE",39.099768,-75.504881,"3,744",1,1,1,1
2016,1061480,Mid-Atlantic,DE,"Riverview, DE",39.029327,-75.520233,"2,993",1,1,1,1
2016,1061720,Mid-Atlantic,DE,"Rodney Village, DE",39.128250,-75.539444,"1,474",1,1,1,1
2016,1064320,Mid-Atlantic,DE,"Seaford, DE",38.641111,-75.611389,"7,417",1,1,2,1
2016,1064840,Mid-Atlantic,DE,"Selbyville, DE",38.460278,-75.221111,"2,268",2,1,1,1
2016,1067050,Mid-Atlantic,DE,"Slaughter Beach, DE",38.912778,-75.304444,222,1,1,1,4
2016,1067310,Mid-Atlantic,DE,"Smyrna, DE",39.299722,-75.605000,"11,081",1,1,1,1
2016,1067700,Mid-Atlantic,DE,"South Bethany, DE",38.516165,-75.059131,424,1,1,1,1
2016,1072510,Mid-Atlantic,DE,"Townsend, DE",39.395000,-75.691944,"2,320",1,1,1,1
2016,1074330,Mid-Atlantic,DE,"Viola, DE",39.042896,-75.571433,185,1,1,1,1
2016,1077580,Mid-Atlantic,DE,"Wilmington, DE",39.745833,-75.546944,"71,502",1,1,1,1
2016,1077840,Mid-Atlantic,DE,"Wilmington Manor, DE",39.685778,-75.585072,"7,923",1,1,1,1
2016,1080830,Mid-Atlantic,DE,"Woodside, DE",39.071048,-75.566634,169,1,1,1,1
2016,1080895,Mid-Atlantic,DE,"Woodside East, DE",39.067557,-75.537477,"2,452",1,1,1,1
2016,1081350,Mid-Atlantic,DE,"Wyoming, DE",39.115602,-75.561789,"1,575",1,1,1,1
2016,100050511,Mid-Atlantic,DE,"Rehoboth Beach-Dewey Beach-Indian River, DE",38.613168,-75.072403,"2,537",2,2,4,4
2016,2400125,Mid-Atlantic,MD,"Aberdeen, MD",39.515440,-76.173796,"15,361",1,1,1,1
2016,2400175,Mid-Atlantic,MD,"Aberdeen Proving Ground, MD",39.466861,-76.130662,"2,464",1,1,1,1
2016,2400400,Mid-Atlantic,MD,"Adelphi, MD",39.010555,-76.971330,"15,554",1,1,1,1
2016,2400712,Mid-Atlantic,MD,"Algonquin, MD",38.591410,-76.093751,"1,537",1,1,1,1
2016,2400800,Mid-Atlantic,MD,"Allen, MD",38.286126,-75.690106,84,1,1,1,1
2016,2401450,Mid-Atlantic,MD,"Andrews AFB, MD",38.809803,-76.869158,"3,336",1,1,1,1
2016,2401600,Mid-Atlantic,MD,"Annapolis, MD",38.978333,-76.492500,"39,009",0,0,3,1
2016,2401635,Mid-Atlantic,MD,"Annapolis Neck, MD",38.936562,-76.498084,"10,649",1,1,1,1
2016,2401925,Mid-Atlantic,MD,"Aquasco, MD",38.589531,-76.690491,855,1,1,1,1
2016,2401975,Mid-Atlantic,MD,"Arbutus, MD",39.242807,-76.692168,"21,455",1,1,1,1
2016,2402025,Mid-Atlantic,MD,"Arden-on-the-Severn, MD",39.067710,-76.596488,"2,615",1,1,1,1
2016,2402275,Mid-Atlantic,MD,"Arnold, MD",39.031944,-76.503056,"22,625",0,0,1,1
2016,2403500,Mid-Atlantic,MD,"Baden, MD",38.669843,-76.744834,"1,906",1,1,1,1
2016,2404000,Mid-Atlantic,MD,"Baltimore, MD",39.290278,-76.612500,"621,000",0,0,3,1
2016,2404050,Mid-Atlantic,MD,"Baltimore Highlands, MD",39.235932,-76.637402,"7,546",1,1,1,1
2016,2404250,Mid-Atlantic,MD,"Barclay, MD",39.143069,-75.863037,63,1,1,1,1
2016,2405550,Mid-Atlantic,MD,"Bel Air, MD",39.536667,-76.348333,"10,211",1,1,1,1
2016,2405825,Mid-Atlantic,MD,"Bel Air North, MD",39.554287,-76.373091,"31,734",1,1,1,1
2016,2405950,Mid-Atlantic,MD,"Bel Air South, MD",39.505065,-76.319765,"47,480",1,1,1,1
2016,2406400,Mid-Atlantic,MD,"Beltsville, MD",39.037497,-76.924411,"18,558",1,1,1,1
2016,2406550,Mid-Atlantic,MD,"Benedict, MD",38.511529,-76.679670,480,1,1,2,4
2016,2406662,Mid-Atlantic,MD,"Bensville, MD",38.613550,-77.004138,"12,584",1,1,1,1
2016,2406800,Mid-Atlantic,MD,"Berlin, MD",38.322500,-75.218056,"4,538",2,2,2,2
2016,2406925,Mid-Atlantic,MD,"Berwyn Heights, MD",38.993015,-76.913092,"3,242",1,1,1,1
2016,2407200,Mid-Atlantic,MD,"Betterton, MD",39.365588,-76.069515,374,1,1,2,3
2016,2407625,Mid-Atlantic,MD,"Bishopville, MD",38.438560,-75.208997,749,1,1,1,1
2016,2407675,Mid-Atlantic,MD,"Bivalve, MD",38.307313,-75.877865,381,1,1,1,2
2016,2407850,Mid-Atlantic,MD,"Bladensburg, MD",38.942353,-76.926470,"9,505",1,1,1,1
2016,2408775,Mid-Atlantic,MD,"Bowie, MD",38.958510,-76.742188,"57,633",1,1,1,1
2016,2408800,Mid-Atlantic,MD,"Bowleys Quarters, MD",39.314023,-76.382775,"5,998",1,1,1,1
2016,2409325,Mid-Atlantic,MD,"Brandywine, MD",38.697252,-76.854242,"9,681",1,1,1,1
2016,2409500,Mid-Atlantic,MD,"Brentwood, MD",38.943668,-76.956863,"3,144",1,1,1,1
2016,2410150,Mid-Atlantic,MD,"Brock Hall, MD",38.866838,-76.760874,"10,594",1,1,1,1
2016,2410475,Mid-Atlantic,MD,"Brooklyn Park, MD",39.218067,-76.610444,"14,159",1,1,1,1
2016,2410575,Mid-Atlantic,MD,"Brookview, MD",38.573959,-75.793325,48,1,1,1,1
2016,2410950,Mid-Atlantic,MD,"Bryantown, MD",38.548839,-76.842182,597,1,1,1,1
2016,2411900,Mid-Atlantic,MD,"Butlertown, MD",39.282194,-76.099166,334,1,1,1,1
2016,2412150,Mid-Atlantic,MD,"California, MD",38.297686,-76.493487,"12,386",1,1,1,1
2016,2412350,Mid-Atlantic,MD,"Calverton, MD",39.057861,-76.948838,"18,429",1,1,1,1
2016,2412400,Mid-Atlantic,MD,"Cambridge, MD",38.563056,-76.079167,"12,552",0,0,3,2
2016,2412600,Mid-Atlantic,MD,"Camp Springs, MD",38.805314,-76.919512,"20,770",1,1,1,1
2016,2412912,Mid-Atlantic,MD,"Cape St. Claire, MD",39.044319,-76.446195,"8,918",1,1,1,1
2016,2413000,Mid-Atlantic,MD,"Capitol Heights, MD",38.876916,-76.907431,"4,489",1,1,1,1
2016,2413325,Mid-Atlantic,MD,"Carney, MD",39.405041,-76.523706,"29,889",1,1,1,1
2016,2414125,Mid-Atlantic,MD,"Catonsville, MD",39.271944,-76.732222,"42,027",0,0,1,1
2016,2414325,Mid-Atlantic,MD,"Cecilton, MD",39.404605,-75.867970,"1,036",1,1,1,1
2016,2414800,Mid-Atlantic,MD,"Cedarville, MD",38.656912,-76.822010,588,1,1,1,1
2016,2414950,Mid-Atlantic,MD,"Centreville, MD",39.042492,-76.064013,"4,538",1,1,1,1
2016,2415075,Mid-Atlantic,MD,"Chance, MD",38.171944,-75.941389,261,0,0,1,1
2016,2415400,Mid-Atlantic,MD,"Charlestown, MD",39.576907,-75.978675,"1,248",1,1,2,4
2016,2415475,Mid-Atlantic,MD,"Charlotte Hall, MD",38.480833,-76.778333,"1,817",0,0,1,1
2016,2415925,Mid-Atlantic,MD,"Chesapeake Beach, MD",38.686111,-76.535000,"5,866",0,0,4,4
2016,2415950,Mid-Atlantic,MD,"Chesapeake City, MD",39.530833,-75.807778,713,0,0,1,1
2016,2416125,Mid-Atlantic,MD,"Chester, MD",38.975278,-76.289722,"4,944",0,0,1,1
2016,2416225,Mid-Atlantic,MD,"Chestertown, MD",39.208889,-76.066944,"5,122",0,0,1,1
2016,2416550,Mid-Atlantic,MD,"Cheverly, MD",38.925369,-76.913915,"6,390",1,1,1,1
2016,2416875,Mid-Atlantic,MD,"Chillum, MD",38.967569,-76.978918,"37,773",1,1,1,1
2016,2417050,Mid-Atlantic,MD,"Church Creek, MD",38.503978,-76.153092,106,1,1,1,4
2016,2417100,Mid-Atlantic,MD,"Church Hill, MD",39.141111,-75.985833,773,0,0,1,1
2016,2417900,Mid-Atlantic,MD,"Clinton, MD",38.759972,-76.898233,"39,256",1,1,1,1
2016,2418250,Mid-Atlantic,MD,"Cockeysville, MD",39.479309,-76.629959,"20,247",1,1,1,1
2016,2418750,Mid-Atlantic,MD,"College Park, MD",38.996319,-76.933629,"31,942",1,1,1,1
2016,2418850,Mid-Atlantic,MD,"Colmar Manor, MD",38.930480,-76.943860,"1,635",1,1,1,1
2016,2419825,Mid-Atlantic,MD,"Coral Hills, MD",38.870998,-76.923300,"10,087",1,1,1,1
2016,2419900,Mid-Atlantic,MD,"Cordova, MD",38.868025,-75.998882,670,1,1,1,1
2016,2420050,Mid-Atlantic,MD,"Cottage City, MD",38.938045,-76.949876,"1,209",1,1,1,1
2016,2420775,Mid-Atlantic,MD,"Crisfield, MD",37.983333,-75.854167,"2,659",0,0,2,2
2016,2420875,Mid-Atlantic,MD,"Crofton, MD",39.008909,-76.684385,"27,663",1,1,1,1
2016,2420925,Mid-Atlantic,MD,"Croom, MD",38.739826,-76.755164,"2,645",1,1,1,1
2016,2421075,Mid-Atlantic,MD,"Crownsville, MD",39.028333,-76.601667,"1,784",0,0,1,1
2016,2421550,Mid-Atlantic,MD,"Dames Quarter, MD",38.188611,-75.899444,183,0,0,1,4
2016,2421800,Mid-Atlantic,MD,"Darlington, MD",39.642482,-76.203548,452,1,1,2,4
2016,2422050,Mid-Atlantic,MD,"Deale, MD",38.776389,-76.555556,"5,256",0,0,2,2
2016,2422100,Mid-Atlantic,MD,"Deal Island, MD",38.158889,-75.948333,443,0,0,3,4
2016,2422600,Mid-Atlantic,MD,"Delmar, MD",38.448960,-75.574683,"3,175",1,1,1,1
2016,2423025,Mid-Atlantic,MD,"District Heights, MD",38.859056,-76.888220,"5,951",1,1,1,1
2016,2423975,Mid-Atlantic,MD,"Dundalk, MD",39.266596,-76.496471,"62,337",1,1,2,1
2016,2424050,Mid-Atlantic,MD,"Dunkirk, MD",38.718619,-76.674501,"2,350",1,1,1,1
2016,2424200,Mid-Atlantic,MD,"Eagle Harbor, MD",38.566500,-76.686845,25,1,1,1,1
2016,2424450,Mid-Atlantic,MD,"East New Market, MD",38.596896,-75.923010,414,1,1,1,1
2016,2424475,Mid-Atlantic,MD,"Easton, MD",38.774167,-76.076667,"16,637",0,0,1,1
2016,2424650,Mid-Atlantic,MD,"East Riverdale, MD",38.959586,-76.911229,"15,984",1,1,1,1
2016,2424850,Mid-Atlantic,MD,"Eden, MD",38.279263,-75.653272,758,1,1,1,1
2016,2424925,Mid-Atlantic,MD,"Edesville, MD",39.153649,-76.214113,210,1,1,1,1
2016,2424950,Mid-Atlantic,MD,"Edgemere, MD",39.221297,-76.459568,"8,322",1,1,1,1
2016,2425050,Mid-Atlantic,MD,"Edgewater, MD",38.938025,-76.553698,"9,250",1,1,1,1
2016,2425150,Mid-Atlantic,MD,"Edgewood, MD",39.420975,-76.297039,"26,303",1,1,1,1
2016,2425425,Mid-Atlantic,MD,"Edmonston, MD",38.950152,-76.933299,"1,543",1,1,1,1
2016,2425600,Mid-Atlantic,MD,"Eldorado, MD",38.583978,-75.789487,58,1,1,1,1
2016,2425800,Mid-Atlantic,MD,"Elkton, MD",39.606667,-75.833611,"15,687",0,0,1,1
2016,2426025,Mid-Atlantic,MD,"Elliott, MD",38.308141,-76.010718,38,1,1,1,1
2016,2426600,Mid-Atlantic,MD,"Essex, MD",39.309167,-76.475278,"38,955",0,0,1,1
2016,2427325,Mid-Atlantic,MD,"Fairlee, MD",39.225865,-76.166296,331,1,1,1,2
2016,2427375,Mid-Atlantic,MD,"Fairmount, MD",38.090278,-75.817778,292,0,0,1,1
2016,2427400,Mid-Atlantic,MD,"Fairmount Heights, MD",38.901512,-76.915286,"1,565",1,1,1,1
2016,2427580,Mid-Atlantic,MD,"Fairwood, MD",38.956238,-76.773523,"5,756",1,1,1,1
2016,2427700,Mid-Atlantic,MD,"Fallston, MD",39.514444,-76.411389,"9,570",0,0,1,1
2016,2428075,Mid-Atlantic,MD,"Ferndale, MD",39.186713,-76.633090,"18,439",1,1,1,1
2016,2428725,Mid-Atlantic,MD,"Forest Heights, MD",38.810549,-76.999521,"2,549",1,1,1,1
2016,2429000,Mid-Atlantic,MD,"Forestville, MD",38.851539,-76.871163,"12,100",1,1,1,1
2016,2429400,Mid-Atlantic,MD,"Fort Meade, MD",39.108147,-76.743232,"9,730",1,1,1,1
2016,2430567,Mid-Atlantic,MD,"Frenchtown-Rumbly, MD",38.080395,-75.855134,96,0,0,1,1
2016,2430650,Mid-Atlantic,MD,"Friendship, MD",38.735851,-76.587802,232,1,1,1,4
2016,2430950,Mid-Atlantic,MD,"Fruitland, MD",38.321612,-75.624475,"5,151",1,1,1,1
2016,2431225,Mid-Atlantic,MD,"Galena, MD",39.342664,-75.878852,890,1,1,1,1
2016,2431250,Mid-Atlantic,MD,"Galestown, MD",38.563814,-75.715541,123,1,1,1,1
2016,2431275,Mid-Atlantic,MD,"Galesville, MD",38.840817,-76.554366,528,1,1,1,1
2016,2431350,Mid-Atlantic,MD,"Gambrills, MD",39.092866,-76.650988,"2,613",1,1,1,1
2016,2431625,Mid-Atlantic,MD,"Garrison, MD",39.402305,-76.751386,"8,551",1,1,1,1
2016,2431875,Mid-Atlantic,MD,"Georgetown, MD",39.221577,-76.191772,160,1,1,1,1
2016,2432250,Mid-Atlantic,MD,"Girdletree, MD",38.094444,-75.397778,112,1,1,1,1
2016,2432350,Mid-Atlantic,MD,"Glassmanor, MD",38.818113,-76.983448,"17,608",1,1,1,1
2016,2432500,Mid-Atlantic,MD,"Glenarden, MD",38.928825,-76.856188,"6,110",1,1,1,1
2016,2432650,Mid-Atlantic,MD,"Glen Burnie/South Gate, MD",39.162500,-76.625000,"69,060",0,0,1,1
2016,2433400,Mid-Atlantic,MD,"Glenn Dale, MD",38.983419,-76.804702,"13,235",1,1,1,1
2016,2433850,Mid-Atlantic,MD,"Golden Beach, MD",38.488005,-76.696324,"3,307",1,1,1,1
2016,2434775,Mid-Atlantic,MD,"Greenbelt, MD",38.995278,-76.888493,"23,623",1,1,1,1
2016,2436512,Mid-Atlantic,MD,"Hampton, MD",39.422156,-76.569787,"4,830",1,1,1,1
2016,2437600,Mid-Atlantic,MD,"Havre De Grace, MD",39.546990,-76.108005,"13,505",1,1,2,1
2016,2437875,Mid-Atlantic,MD,"Hebron, MD",38.424246,-75.686874,"1,192",1,1,1,1
2016,2438025,Mid-Atlantic,MD,"Herald Harbor, MD",39.051110,-76.574636,"2,620",1,1,1,1
2016,2438500,Mid-Atlantic,MD,"Highland Beach, MD",38.931342,-76.466213,114,1,1,1,1
2016,2438850,Mid-Atlantic,MD,"Hillandale, MD",39.025486,-76.965955,"5,921",1,1,1,1
2016,2438975,Mid-Atlantic,MD,"Hillcrest Heights, MD",38.837335,-76.964211,"16,178",1,1,1,1
2016,2440700,Mid-Atlantic,MD,"Hughesville, MD",38.537588,-76.774852,"2,187",1,1,1,1
2016,2441025,Mid-Atlantic,MD,"Huntingtown, MD",38.612350,-76.621541,"3,390",1,1,1,1
2016,2441125,Mid-Atlantic,MD,"Hurlock, MD",38.624167,-75.854722,"2,092",0,0,1,1
2016,2441250,Mid-Atlantic,MD,"Hyattsville, MD",38.961138,-76.954783,"18,262",1,1,1,1
2016,2442325,Mid-Atlantic,MD,"Jarrettsville, MD",39.603154,-76.475339,"3,355",1,1,1,1
2016,2442550,Mid-Atlantic,MD,"Jessup, MD",39.149167,-76.775556,"7,655",0,0,1,1
2016,2442575,Mid-Atlantic,MD,"Jesterville, MD",38.290479,-75.889929,90,1,1,1,1
2016,2442875,Mid-Atlantic,MD,"Joppatowne, MD",39.457778,-76.355556,"12,534",0,0,4,2
2016,2443475,Mid-Atlantic,MD,"Kennedyville, MD",39.305900,-75.995021,321,1,1,1,1
2016,2443900,Mid-Atlantic,MD,"Kettering, MD",38.888831,-76.789000,"12,960",1,1,1,1
2016,2444325,Mid-Atlantic,MD,"Kingstown, MD",39.203692,-76.046623,"1,771",1,1,1,1
2016,2444350,Mid-Atlantic,MD,"Kingsville, MD",39.449598,-76.420434,"4,429",1,1,1,1
2016,2444715,Mid-Atlantic,MD,"Konterra, MD",39.070179,-76.898560,"2,571",1,1,1,1
2016,2444817,Mid-Atlantic,MD,"Lake Arbor, MD",38.906468,-76.830226,"10,380",1,1,1,1
2016,2444975,Mid-Atlantic,MD,"Lake Shore, MD",39.096848,-76.484209,"18,994",1,1,1,1
2016,2445325,Mid-Atlantic,MD,"Landover, MD",38.924395,-76.887604,"23,124",1,1,1,1
2016,2445400,Mid-Atlantic,MD,"Landover Hills, MD",38.942844,-76.892251,"1,890",1,1,1,1
2016,2445525,Mid-Atlantic,MD,"Langley Park, MD",38.991543,-76.980295,"19,517",1,1,1,1
2016,2445550,Mid-Atlantic,MD,"Lanham, MD",38.962150,-76.839204,"10,219",1,1,1,1
2016,2445650,Mid-Atlantic,MD,"Lansdowne, MD",39.235585,-76.664633,"8,365",1,1,1,1
2016,2445750,Mid-Atlantic,MD,"La Plata, MD",38.535130,-76.969190,"9,059",1,1,1,1
2016,2445825,Mid-Atlantic,MD,"Largo, MD",38.879933,-76.828890,"10,689",1,1,1,1
2016,2445900,Mid-Atlantic,MD,"Laurel, MD",39.095978,-76.861799,"25,703",1,1,1,1
2016,2446725,Mid-Atlantic,MD,"Lexington Park, MD",38.260883,-76.443605,"12,678",1,1,1,1
2016,2447125,Mid-Atlantic,MD,"Linthicum, MD",39.205118,-76.665868,"10,689",1,1,1,1
2016,2447450,Mid-Atlantic,MD,"Lochearn, MD",39.346080,-76.730683,"25,878",1,1,1,1
2016,2448875,Mid-Atlantic,MD,"Lutherville, MD",39.423969,-76.617671,"6,707",1,1,1,1
2016,2450525,Mid-Atlantic,MD,"Mardela Springs, MD",38.459013,-75.756527,347,1,1,1,1
2016,2450680,Mid-Atlantic,MD,"Marlboro Meadows, MD",38.851409,-76.710707,"3,809",1,1,1,1
2016,2450685,Mid-Atlantic,MD,"Marlboro Village, MD",38.830538,-76.769646,"10,363",1,1,1,1
2016,2450750,Mid-Atlantic,MD,"Marlow Heights, MD",38.823696,-76.948429,"5,755",1,1,1,1
2016,2450775,Mid-Atlantic,MD,"Marlton, MD",38.761930,-76.785790,"9,564",1,1,1,1
2016,2451075,Mid-Atlantic,MD,"Maryland City, MD",39.091768,-76.823620,"17,647",1,1,1,1
2016,2451575,Mid-Atlantic,MD,"Mayo, MD",38.956944,-76.550278,"9,048",0,0,1,1
2016,2451587,Mid-Atlantic,MD,"Mays Chapel, MD",39.434346,-76.651552,"11,811",1,1,1,1
2016,2451800,Mid-Atlantic,MD,"Mechanicsville, MD",38.430399,-76.745066,"1,715",1,1,1,1
2016,2451940,Mid-Atlantic,MD,"Melwood, MD",38.801893,-76.841624,"3,239",1,1,1,1
2016,2452300,Mid-Atlantic,MD,"Middle River, MD",39.334167,-76.439722,"26,631",0,0,1,1
2016,2452562,Mid-Atlantic,MD,"Milford Mill, MD",39.344350,-76.766824,"30,650",1,1,1,1
2016,2452825,Mid-Atlantic,MD,"Millington, MD",39.258896,-75.839667,593,1,1,1,1
2016,2452975,Mid-Atlantic,MD,"Mitchellville, MD",38.935734,-76.814787,"10,900",1,1,1,1
2016,2453625,Mid-Atlantic,MD,"Morningside, MD",38.826961,-76.889006,"1,436",1,1,1,1
2016,2454275,Mid-Atlantic,MD,"Mount Rainier, MD",38.942568,-76.964442,"8,364",1,1,1,1
2016,2454375,Mid-Atlantic,MD,"Mount Vernon, MD",38.245278,-75.821944,787,0,0,1,1
2016,2454925,Mid-Atlantic,MD,"Nanticoke, MD",38.265489,-75.886974,443,1,1,2,4
2016,2454930,Mid-Atlantic,MD,"Nanticoke Acres, MD",38.257847,-75.905842,125,1,1,1,1
2016,2455018,Mid-Atlantic,MD,"National Harbor, MD",38.787829,-77.009965,"4,279",1,1,1,1
2016,2455050,Mid-Atlantic,MD,"Naval Academy, MD",38.985677,-76.487742,"6,040",1,1,1,1
2016,2455325,Mid-Atlantic,MD,"Newark, MD",38.250556,-75.291389,281,1,2,1,1
2016,2455400,Mid-Atlantic,MD,"New Carrollton, MD",38.966255,-76.876900,"12,727",1,1,1,1
2016,2456300,Mid-Atlantic,MD,"North Beach, MD",38.707989,-76.534528,"2,551",1,1,1,1
2016,2456375,Mid-Atlantic,MD,"North Brentwood, MD",38.944834,-76.950912,524,1,1,1,1
2016,2456450,Mid-Atlantic,MD,"North East, MD",39.600000,-75.941667,"3,626",0,0,4,3
2016,2458225,Mid-Atlantic,MD,"Ocean City, MD",38.336389,-75.085278,"7,041",4,2,4,4
2016,2458275,Mid-Atlantic,MD,"Ocean Pines, MD",38.442500,-75.193889,"11,676",1,1,1,1
2016,2458300,Mid-Atlantic,MD,"Odenton, MD",39.062503,-76.695469,"39,759",1,1,1,1
2016,2459325,Mid-Atlantic,MD,"Overlea, MD",39.364172,-76.517576,"11,725",1,1,1,1
2016,2459375,Mid-Atlantic,MD,"Owings, MD",38.717500,-76.601667,"2,615",0,0,1,1
2016,2459425,Mid-Atlantic,MD,"Owings Mills, MD",39.411560,-76.791309,"33,332",1,1,1,1
