Species,YEAR,MeanCond,StdDevCond
194,2011,0.9856758499210554,0.14144763748827455
194,2012,0.9760874564469052,0.12049856532122694
203,1993,0.9919491829159632,0.048841447556828746
203,1995,1.0707404994003131,NA
203,1997,0.9690997114996294,NA
203,2006,0.905612957518439,0.03952316973305783
203,2008,0.7971587551277294,NA
21,1996,1.0258244952003386,0.1298423840256618
21,1997,1.172978474046001,NA
21,1998,0.8751272984581331,0.06797693919570552
21,2004,0.8167166438597511,0.10237912127697749
21,2006,0.874494948518907,0.2065346125186776
21,2007,1.2732164067074394,0.36150355639091747
21,2009,0.9264624001028208,0.1813428926202738
21,2011,1.087024147525328,0.46378915216117583
21,2012,1.072486630845454,0.40516408146429045
21,2013,1.1762339097737353,0.5667181436130844
21,2014,1.2518354908842018,0.32299475221658897
21,2015,1.3956080749100552,0.2228633023169123
21,2016,1.1055251108074546,0.45191019295855717
21,2017,0.909374102140465,NA
21,2018,2.0239085527202363,0.17607422290191269
21,2019,1.2101682494238466,0.43962988554115345
21,2021,0.9917063803987383,0.0547037584510585
21,2022,0.9535111105219344,0.31193088551287973
270,1996,0.9522143213344338,0.03636487396358826
270,1997,0.913185188604982,0.1269285561643837
270,1998,1.0142439319114487,0.05854843770909675
270,1999,0.9731017529899579,0.1075114618943323
270,2000,0.9801005015029935,0.0524653463572811
270,2002,0.9210697289378943,0.07628552255005142
270,2003,0.91374761123682,0.06904620291458823
270,2004,0.8126052231895977,0.05262804371593353
270,2005,0.9856727819123905,0.06610808607661595
270,2006,0.9587969612649901,0.08150819866547633
270,2007,0.9361867519622544,0.061133245699512284
270,2008,0.93590817282818,0.07130857235228104
270,2009,0.8990713558197171,0.05167046610915784
270,2011,0.9823083700138668,0.0708432890418322
270,2012,0.9007549203278357,0.06773141830866597
270,2014,0.8966545151746274,NA
270,2016,0.95881473603235,0.06505812376083318
270,2018,0.9699194816043128,0.07167941657525805
270,2019,0.8526178755881348,0.07979063790434383
270,2021,0.8324195224845229,0.035158343914218806
270,2022,1.0697974941957311,NA
29,1997,1.077604889698911,7.507858445365204e-4
29,1998,0.9601974943675734,0.039135753516636465
29,2000,0.9738800091385597,0.07192439759509643
29,2001,0.9692695669556112,0.07015850149824511
29,2002,1.423936484243302,0.11056327781292433
29,2003,0.9761518860863635,0.20083510059664345
29,2004,1.0521565166730382,NA
29,2005,1.0159337328177742,0.08590829568913222
29,2006,0.9981190178111982,0.09007808718416038
29,2007,0.9967052439454797,0.20118819930680595
29,2008,1.0344486937608455,0.1116766748905047
29,2009,0.9433069432397997,0.11903721749434204
29,2010,1.111843923820409,0.10791077007985317
29,2012,1.1682362967491606,NA
29,2014,0.9370077992972147,NA
29,2016,1.1188370627919404,0.057727220389886355
29,2018,1.0611273692982124,0.16091371395404783
29,2019,0.9887619617087305,0.14415918701533476
31,1997,1.0007605913910542,0.10579327189420239
33,1997,0.8944469097086546,NA
33,1999,1.0044795003277305,0.13918115414009313
33,2000,1.096281523389394,0.2413703574220448
33,2001,0.7755318446026027,NA
33,2002,1.036745251626204,0.09037062064197061
33,2008,1.0787039976003716,0.19516075479836398
33,2010,1.0427308036987506,NA
376,1996,0.940916458512776,0.07102280678287715
376,1998,1.064665805310308,0.015136010994871845
376,1999,1.000808142204614,0.0731769970512362
376,2000,0.9753578364191499,0.08925987304294095
376,2001,0.8994695476555731,0.01200824061460113
376,2002,0.8740585130153349,0.09342979477230066
376,2003,0.9577312981563659,0.05796282774259906
376,2004,0.9231144898647664,0.05859497676253145
376,2005,0.9636647236372853,0.06208633681685274
376,2006,0.9471671501772406,0.07066785044061541
376,2007,0.9486667913586407,0.06844217462237726
376,2008,0.9396442944705322,0.07851735110911132
376,2009,0.9436480835657213,0.062128165846865195
376,2010,0.9405672402875422,0.057410148739174265
376,2011,0.9357489023015938,0.04930484897407548
376,2012,1.0131624371813583,NA
376,2014,1.0146769561439972,0.10870391189451664
376,2015,0.8969927972371742,NA
376,2016,0.9714604714953763,0.038819944340997836
380,1998,0.9170522079417275,NA
380,2001,0.8109607153479867,NA
380,2002,0.7310458874256536,NA
380,2003,1.131740418961195,NA
380,2004,0.9670105460701077,0.17314798807756251
380,2005,1.0199615148187169,0.1428111371249048
380,2006,0.9214552375315934,0.055165700051523395
380,2008,1.0371110029701434,NA
380,2009,1.10586888955909,0.00728023022932012
380,2015,0.6888624842200076,NA
380,2022,1.089647930826492,NA
428,1997,1.0145163768119412,0.0820224869085473
429,1997,1.0039135511147357,0.12340714989002669
652,1992,1.0004938051155507,0.031322849972376686
652,2007,0.9950264578421066,0.05079531706840621
9,1996,1.2297719007494783,NA
9,1997,0.9655240851636588,0.17216995136471253
9,1998,1.0301352293059045,0.11588007156417265
9,1999,1.0230989191424986,0.07291881016652894
9,2000,0.8879453939965257,NA
9,2001,0.9090524847837876,0.0475651934977061
9,2002,0.8224675353158585,NA
9,2003,0.9316815399015498,0.0725385504721003
9,2004,0.9335473504890023,0.03772214751784
9,2005,1.029027736433838,0.10373091265158456
9,2006,1.0100283401778514,0.059468793264717906
9,2007,0.8476549849090597,NA
9,2008,1.0178420729264372,0.10353478199587911
9,2009,0.9964189421242603,0.030919789847284496
9,2010,0.976765114075337,NA
9,2015,0.9660770012760109,NA
9,2018,0.9972941962375795,NA
9,2019,0.9580544127258042,NA
Acadian redfish,1992,0.9855354982074768,0.08931003963569678
Acadian redfish,1993,0.9993052040900118,0.09160009677487986
Acadian redfish,1994,0.9738963556919552,0.10112825227482675
Acadian redfish,1995,0.9652122313451518,0.09152519518076771
Acadian redfish,1996,1.0021258359346807,0.08869938228599272
Acadian redfish,1997,0.9963657924044634,0.08691193057118048
Acadian redfish,1998,1.0369384512800404,0.08274375152372038
Acadian redfish,1999,0.9887182219811248,0.08871833445901099
Acadian redfish,2000,0.9826332542047201,0.08736354624252059
Acadian redfish,2001,0.9405005766917388,0.0932076181350789
Acadian redfish,2002,0.9436993231396071,0.09129400797038964
Acadian redfish,2003,0.9494569826704558,0.09197627922880733
Acadian redfish,2004,0.9626569609382647,0.09172463928416805
Acadian redfish,2005,0.9363281853905244,0.10192012332326973
Acadian redfish,2006,0.9513015065382413,0.09278971199482391
Acadian redfish,2007,0.9689289849778607,0.08453201686881702
Acadian redfish,2008,0.9280523899406886,0.09351612462362174
Acadian redfish,2009,0.9572410190551711,0.09842174133207847
Acadian redfish,2010,0.9543289514964327,0.09218291858597351
Acadian redfish,2011,0.9551883053909646,0.09333147777304403
Acadian redfish,2012,0.9630048613136606,0.08868537169712958
Acadian redfish,2013,0.9595366185020141,0.09600134065524525
Acadian redfish,2014,0.9580123549957659,0.09853606204909537
Acadian redfish,2015,0.9782613278639649,0.10421199114405941
Acadian redfish,2016,0.9600908129780508,0.09656397183301986
Acadian redfish,2017,0.9421191733494746,0.0973856036829738
Acadian redfish,2018,0.9602482693570389,0.09433202458854933
Acadian redfish,2019,0.9614442820834574,0.09647794486988996
Acadian redfish,2021,0.988164291710279,0.10197960686799233
Acadian redfish,2022,0.965954464769728,0.09504502549332199
American plaice,1992,0.9887352657550424,0.0969368362703999
American plaice,1993,1.0266077761044168,0.10293249895391189
American plaice,1994,1.0002071407960578,0.10924890160141788
American plaice,1995,0.9632639861090343,0.10541951721808808
American plaice,1996,0.9860621403833606,0.1021068279844871
American plaice,1997,1.003009184044632,0.10605102077394031
American plaice,1998,1.0002495589850693,0.11441710549357686
American plaice,1999,0.9906577249430021,0.10354041969869174
American plaice,2000,0.9658371812345045,0.10763823794207866
American plaice,2001,0.9547599767363419,0.1016310577677225
American plaice,2002,0.9342751456004645,0.10300317938667472
American plaice,2003,0.928588881974904,0.10560284878613008
American plaice,2004,0.9119944875792836,0.09903166391868304
American plaice,2005,0.9194708823797206,0.10471185425723045
American plaice,2006,0.9096104101112158,0.10665730162968516
American plaice,2007,0.9142789708679637,0.10045178529511628
American plaice,2008,0.91177101348002,0.10614972944996384
American plaice,2009,0.9373848298737457,0.11226207194578658
American plaice,2010,0.9448980381149165,0.11167174420346267
American plaice,2011,0.946609663751156,0.10627579266361284
American plaice,2012,0.9831083607782893,0.10909745990976386
American plaice,2013,1.0087771211798866,0.10252189486063225
American plaice,2014,0.9947684781304468,0.1196861225600044
American plaice,2015,1.0080484509849248,0.101044004871853
American plaice,2016,1.013160388403265,0.10306526109028026
American plaice,2017,0.9788191802000183,0.09394628125550716
American plaice,2018,0.9777879113990863,0.10262035893151297
American plaice,2019,0.9447249487547622,0.10235898121550005
American plaice,2021,1.0039582242394987,0.11456462543714514
American plaice,2022,1.026201100900561,0.1039181433086369
Atlantic cod,1992,0.9959819105542224,0.08328953799820608
Atlantic cod,1993,0.9925342748358844,0.08339677330415755
Atlantic cod,1994,0.987770279148923,0.08121450145609405
Atlantic cod,1995,0.9808246699954023,0.09051234276927922
Atlantic cod,1996,1.0009832063500081,0.08879305673756692
Atlantic cod,1997,1.0016724959816705,0.07815137980691515
Atlantic cod,1998,0.9959439886954657,0.08629514775797578
Atlantic cod,1999,1.018875875364342,0.08268179318679046
Atlantic cod,2000,0.9866232836766637,0.0789534213227088
Atlantic cod,2001,0.9852812844455544,0.08935309834186152
Atlantic cod,2002,0.9996546471204151,0.09094974663863076
Atlantic cod,2003,0.9893656019366115,0.09676026316892772
Atlantic cod,2004,0.9637365731460844,0.08645352920525304
Atlantic cod,2005,0.9706548963549924,0.0874834405636201
Atlantic cod,2006,0.9703509242835041,0.08465645896253812
Atlantic cod,2007,0.9853972069483108,0.08651276084459271
Atlantic cod,2008,1.0005065301874394,0.092379510061789
Atlantic cod,2009,1.0042022890321787,0.09288884108324037
Atlantic cod,2010,0.9764593844091413,0.08891676868224549
Atlantic cod,2011,0.9869421334108269,0.08670443577227954
Atlantic cod,2012,1.0115974554856253,0.09171973010645482
Atlantic cod,2013,1.0013510254299294,0.08475413881773618
Atlantic cod,2014,1.0146574595907831,0.09052963782500209
Atlantic cod,2015,1.0254293806295547,0.08492992199875408
Atlantic cod,2016,0.9847213589520213,0.0852157919918563
Atlantic cod,2017,0.9989200722798842,0.0959861780927515
Atlantic cod,2018,1.0096865906670986,0.0869463375209352
Atlantic cod,2019,1.00701962942451,0.08678376971845253
Atlantic cod,2021,1.0238108350569146,0.08702989917316836
Atlantic cod,2022,1.0259472139827635,0.08658418906108115
Atlantic croaker,1992,1.0230788007041511,0.08532631025742848
Atlantic croaker,1996,1.0166620840783727,0.07876175439211985
Atlantic croaker,1997,1.0038512945917915,0.08567486079268723
Atlantic croaker,1998,0.9778494291578145,0.07286908269580833
Atlantic croaker,1999,1.0227673113644968,0.07987035200876637
Atlantic croaker,2000,1.0209149507164454,0.08238242345022967
Atlantic croaker,2001,0.9972669137512477,0.07459221357050026
Atlantic croaker,2002,0.9893433815259909,0.08072606257279058
Atlantic croaker,2003,1.0265898119561125,0.07247583801492731
Atlantic croaker,2004,0.9855269761234391,0.07865713949614231
Atlantic croaker,2005,0.982046290800359,0.08368660132631574
Atlantic croaker,2006,0.9739545696973102,0.08304929684905632
Atlantic croaker,2007,1.0009785006836291,0.08267885087899812
Atlantic croaker,2008,0.9551173652461844,0.08284719971299857
Atlantic croaker,2009,0.9945995699635855,0.08614230533316204
Atlantic croaker,2010,1.0138555737342319,0.07983788470021244
Atlantic croaker,2011,1.0339080268240481,0.07736288587642401
Atlantic croaker,2012,0.9583289803638393,0.07640815605098
Atlantic croaker,2013,0.981769612341633,0.08307187826140866
Atlantic croaker,2014,0.9703997315370058,0.08035534062261204
Atlantic croaker,2015,0.9861738320667126,0.08001243526095504
Atlantic croaker,2016,0.9938068633106437,0.0878181823964639
Atlantic croaker,2018,0.9920822562984672,0.09390897327928856
Atlantic croaker,2019,0.9900749311695614,0.0838013278394648
Atlantic croaker,2021,0.9554244136535632,0.08457801186767279
Atlantic croaker,2022,1.0033715975291675,0.09182531741281154
Atlantic halibut,1992,0.9036415777777252,NA
Atlantic halibut,1993,1.0073282366824805,0.08977251847902382
Atlantic halibut,1994,1.017321335857777,0.0012712449219444194
Atlantic halibut,1995,0.9742474258196636,0.04902773799549892
Atlantic halibut,1997,1.030175292080449,0.0740322329395374
Atlantic halibut,1998,0.9087173153312922,0.06198388066856202
Atlantic halibut,1999,1.0174314868913024,0.09224736928790071
Atlantic halibut,2000,0.920737853649393,0.07236519067642884
Atlantic halibut,2001,0.9554205656541181,0.04026827269803839
Atlantic halibut,2002,0.9790192325001246,0.07961950633458367
Atlantic halibut,2003,0.9519462253891391,0.06566613361554927
Atlantic halibut,2004,0.9992797455947565,0.06739258836133796
Atlantic halibut,2005,0.9645980728334068,0.06514876271676405
Atlantic halibut,2006,0.927293877552134,0.06898863005038154
Atlantic halibut,2007,0.9838929989923865,0.06956673973059659
Atlantic halibut,2008,0.9764449577071428,0.06677175530269423
Atlantic halibut,2009,0.9785110040538157,0.07298093145883651
Atlantic halibut,2010,0.99751250647604,0.05744588637674841
Atlantic halibut,2011,0.9797082984011154,0.07865100465381626
Atlantic halibut,2012,0.9666090330925166,0.06971795626791503
Atlantic halibut,2013,0.9946633864179891,0.075497293363437
Atlantic halibut,2014,0.9559420654381438,0.06437236057154525
Atlantic halibut,2015,0.96764238819581,0.05689165659156011
Atlantic halibut,2016,0.9647646989903028,0.08215680482720868
Atlantic halibut,2017,0.9609782729932245,0.04697636732391618
Atlantic halibut,2019,0.8877848128328273,NA
Atlantic halibut,2021,0.9757403921657514,0.0597531144104189
Atlantic halibut,2022,1.0211953709800827,0.06559844303148105
Atlantic herring,1992,0.9270258025895561,0.1215521113518055
Atlantic herring,1993,1.0525295815787268,0.10802026840091353
Atlantic herring,1994,1.023289834958752,0.10043261552886916
Atlantic herring,1995,1.038869122532491,0.11459111967351492
Atlantic herring,1996,1.0072907283076311,0.10139598896509659
Atlantic herring,1997,0.9942858987314975,0.10664594848287151
Atlantic herring,1998,0.9924418380975801,0.0973525276693815
Atlantic herring,1999,1.0056240857392706,0.09166191198422573
Atlantic herring,2000,1.009601920279696,0.13315296055650697
Atlantic herring,2001,0.9781150654042258,0.11878603888610163
Atlantic herring,2002,0.965925181425397,0.10524259260965844
Atlantic herring,2003,1.011486440131646,0.11246070482809448
Atlantic herring,2004,0.9750243516439053,0.10308278916407494
Atlantic herring,2005,0.9612151365976345,0.10389779430246114
Atlantic herring,2006,0.9956827316416016,0.10923362657425216
Atlantic herring,2007,1.047233672434918,0.10313769066076714
Atlantic herring,2008,1.0067089159426235,0.10461322991803253
Atlantic herring,2009,0.9928366750424404,0.10671243756972297
Atlantic herring,2010,0.9472114387709694,0.09476867883027353
Atlantic herring,2011,0.9639048454672648,0.09383337121093885
Atlantic herring,2012,0.9651145220439069,0.09786124003723105
Atlantic herring,2013,0.9730463410826832,0.0947426900858766
Atlantic herring,2014,0.9803704357728229,0.0965810368663959
Atlantic herring,2015,0.9793827292996886,0.09942265535965429
Atlantic herring,2016,0.9943154553708677,0.11061379956202855
Atlantic herring,2017,0.9470084698123862,0.09460134302726962
Atlantic herring,2018,0.9894326670439676,0.10424432235444195
Atlantic herring,2019,0.976067605421211,0.11028173990273087
Atlantic herring,2021,0.9905888449634425,0.10549364532989321
Atlantic herring,2022,0.9727303770233832,0.09790727778575826
Atlantic mackerel,1992,1.0176374139543896,0.07951342184826968
Atlantic mackerel,1993,0.9617535300020499,0.09585194984529913
Atlantic mackerel,1994,1.0343262963074806,0.08636344857982971
Atlantic mackerel,1995,0.9927826856082312,0.09435169133353781
Atlantic mackerel,1996,1.0116125823728654,0.09570590540242373
Atlantic mackerel,1997,1.0182791575380687,0.09642757173815383
Atlantic mackerel,1998,0.9907316185879768,0.10144326626993382
Atlantic mackerel,1999,1.0604319907498634,0.08767634023557773
Atlantic mackerel,2000,0.9731314817102656,0.12626886175104354
Atlantic mackerel,2001,0.9745364367349864,0.08720784127685523
Atlantic mackerel,2002,1.0043357165887554,0.09594704857232293
Atlantic mackerel,2003,0.9934007769219364,0.08977822961836873
Atlantic mackerel,2004,0.9560089235770269,0.09829670546221883
Atlantic mackerel,2005,0.9194763065958137,0.10049751800462245
Atlantic mackerel,2006,0.9729450186146512,0.0952004998504291
Atlantic mackerel,2007,0.9687200681164414,0.0911930015967924
Atlantic mackerel,2008,0.9717741477561735,0.09891133154409404
Atlantic mackerel,2009,0.9760478278768047,0.1026503978082592
Atlantic mackerel,2010,0.9405136710802144,0.09741938368952315
Atlantic mackerel,2011,0.9775879283587029,0.08691821674906576
Atlantic mackerel,2012,1.0119925805126166,0.09550673412680648
Atlantic mackerel,2013,0.9846012853925622,0.09509786739424876
Atlantic mackerel,2014,1.0235116701566334,0.08817699469154443
Atlantic mackerel,2015,1.0101155764571446,0.0941155523654571
Atlantic mackerel,2016,1.0124809798606078,0.10013659918222653
Atlantic mackerel,2018,0.9876806095437427,0.10527371459522546
Atlantic mackerel,2019,0.9524176674884597,0.10061575409907884
Atlantic mackerel,2021,0.9859251307834664,0.10482454824597524
Atlantic mackerel,2022,0.9859526994519343,0.089872272412154
Atlantic menhaden,1995,1.2024067693541685,0.0728876432412881
Atlantic menhaden,1998,1.0020749361207135,0.12050047983737958
Atlantic menhaden,1999,1.1135923395223728,0.12668226220110626
Atlantic menhaden,2000,1.0663364090803025,0.10084127701791507
Atlantic menhaden,2001,1.1256051323038476,0.15278626805506856
Atlantic menhaden,2002,1.074737590000115,0.12132365102330409
Atlantic menhaden,2003,1.061223256008017,0.10664516586471873
Atlantic menhaden,2004,1.1217240126800074,0.13271648775465394
Atlantic menhaden,2005,1.0096991685655836,0.12364568366235441
Atlantic menhaden,2006,1.0225940890504626,0.12827729937476895
Atlantic menhaden,2007,1.1074173908316955,0.09358098136480825
Atlantic menhaden,2008,1.0577735906633727,0.12866719692512588
Atlantic menhaden,2009,1.1052730002125133,0.10230869998559759
Atlantic menhaden,2010,1.0485713413287476,0.11102075212207946
Atlantic menhaden,2011,1.0856078574936503,0.08760851067392685
Atlantic menhaden,2012,0.9666117155641699,0.09441387229230815
Atlantic menhaden,2013,1.0162840652147698,0.10345230347205817
Atlantic menhaden,2014,0.9817131684527499,0.09461305730252433
Atlantic menhaden,2015,1.001270726258346,0.10645577910580993
Atlantic menhaden,2016,1.0457090920037653,0.09866755241140593
Atlantic menhaden,2018,1.0056100762564362,0.11963525948396427
Atlantic menhaden,2019,1.0392244273241782,0.09500430392992232
Atlantic menhaden,2021,0.9766574006742784,0.10824282774819255
Atlantic menhaden,2022,0.9987863342252896,0.10492254845895406
Atlantic sharpnose shark,1993,0.9638008084793993,0.08666410657063914
Atlantic sharpnose shark,1997,1.0023598458381728,0.07661212488794811
Atlantic sharpnose shark,1998,1.013829516887951,0.05566307092406153
Atlantic sharpnose shark,1999,1.0009464418502187,0.06926643660900694
Atlantic sharpnose shark,2000,1.0589777922417942,0.0943086661842141
Atlantic sharpnose shark,2001,0.9854321756625359,0.0224831229432937
Atlantic sharpnose shark,2002,1.0418736225495935,0.07301928262474275
Atlantic sharpnose shark,2003,1.0399563554385371,0.11247498126149334
Atlantic sharpnose shark,2004,1.079529175596788,0.08041798391719536
Atlantic sharpnose shark,2007,1.0353417809852932,0.07687160622549895
Atlantic sharpnose shark,2008,1.0242961015619536,0.08089391567640908
Atlantic sharpnose shark,2009,1.0594460365436467,0.06923060049074979
Atlantic sharpnose shark,2010,1.0681837831399859,0.1058876758542989
Atlantic sharpnose shark,2011,1.0108551163452217,0.0679149261142375
Atlantic sharpnose shark,2012,0.9642237276374862,0.083916052237566
Atlantic sharpnose shark,2013,0.9621871450604487,0.10160976759843479
Atlantic sharpnose shark,2014,1.0228566041328457,0.07338274853925425
Atlantic sharpnose shark,2015,0.9866434978265202,0.034627554006729434
Atlantic sharpnose shark,2016,0.9966922198125672,0.06714975557624532
Atlantic sharpnose shark,2018,0.9416471799935805,0.07115928133552166
Atlantic sharpnose shark,2019,1.0012698145350374,0.06448671131136856
Atlantic sharpnose shark,2021,0.9756783842556062,0.05863197016740396
Atlantic sharpnose shark,2022,0.9461169372912984,0.07750420855068246
Atlantic wolffish,1992,1.0474729712365969,0.10876663812821613
Atlantic wolffish,1993,1.0352061404628243,0.1414247864342606
Atlantic wolffish,1994,0.914492836940711,0.05669557932797778
Atlantic wolffish,1995,1.0400794307086247,0.0947658854226732
Atlantic wolffish,1996,0.8781796162983085,0.029333826185271777
Atlantic wolffish,1997,0.976429256691326,0.05172026217912676
Atlantic wolffish,1998,0.9753754190745606,0.0905676278054823
Atlantic wolffish,1999,0.9823448778433053,0.15718893396237146
Atlantic wolffish,2000,1.0080086646284208,NA
Atlantic wolffish,2001,1.020451113714247,0.10431221827906033
Atlantic wolffish,2002,0.9274204367489254,0.04933367901521913
Atlantic wolffish,2003,1.0381339103665266,0.10152061703729928
Atlantic wolffish,2004,0.9099625184370491,0.08416063704534954
Atlantic wolffish,2005,0.8999597267658035,0.08131594520945169
Atlantic wolffish,2006,1.1033702113413486,0.0508246632843871
Atlantic wolffish,2008,0.9438299321997585,0.07106368937136956
Atlantic wolffish,2009,1.0458469650505486,0.1505074283384936
Atlantic wolffish,2010,1.0153975680740583,0.12556507892048246
Atlantic wolffish,2011,0.9858404388441364,0.08729465102846672
Atlantic wolffish,2012,1.0784824730105114,0.04005564504621741
Atlantic wolffish,2013,0.9787518650507527,0.05185572082536618
Atlantic wolffish,2014,1.0376293683901578,0.16462419184504018
Atlantic wolffish,2015,0.9827449665607221,0.08116877620371395
Atlantic wolffish,2016,0.9457779571878657,0.03074797854603511
