"","season","year","subarea","bt_temp","ref_bt","anomaly"
"129",1,1991,"GB",6.87328752893905,6.68761363250753,0.185673896431521
"130",1,1991,"GOM",7.12387960017769,7.583798679316,-0.459919079138316
"131",1,1991,"MAB",8.627019410669,8.41805994511585,0.208959465553153
"132",1,1991,"SS",7.33732940242495,7.42985652396917,-0.0925271215442169
"133",1,1992,"GB",6.48757439201591,6.68761363250753,-0.200039240491621
"134",1,1992,"GOM",6.67807100182148,7.583798679316,-0.905727677494521
"135",1,1992,"MAB",8.77923881530701,8.41805994511585,0.361178870191157
"136",1,1992,"SS",6.95682313549185,7.42985652396917,-0.47303338847732
"137",1,1993,"GB",5.64881493586777,6.68761363250753,-1.03879869663976
"138",1,1993,"GOM",6.95766827731915,7.583798679316,-0.626130401996853
"139",1,1993,"MAB",6.99987116796963,8.41805994511585,-1.41818877714622
"140",1,1993,"SS",6.66836965089357,7.42985652396917,-0.761486873075598
"141",1,1994,"GB",6.06078443120707,6.68761363250753,-0.626829201300459
"142",1,1994,"GOM",7.50885602129669,7.583798679316,-0.074942658019312
"143",1,1994,"MAB",7.54576871317332,8.41805994511585,-0.872291231942528
"144",1,1994,"SS",7.69207859520319,7.42985652396917,0.262222071234022
"145",1,1995,"GB",6.76540682793126,6.68761363250753,0.0777931954237303
"146",1,1995,"GOM",7.7824607074669,7.583798679316,0.198662028150901
"147",1,1995,"MAB",8.67798856934525,8.41805994511585,0.259928624229405
"148",1,1995,"SS",7.23249112901003,7.42985652396917,-0.197365394959137
"149",1,1996,"GB",5.73578338435711,6.68761363250753,-0.95183024815042
"150",1,1996,"GOM",7.58465815597615,7.583798679316,0.00085947666014885
"151",1,1996,"MAB",6.45933659940606,8.41805994511585,-1.95872334570979
"152",1,1996,"SS",7.38215545364774,7.42985652396917,-0.0477010703214269
"153",1,1997,"GB",6.22327248133674,6.68761363250753,-0.464341151170786
"154",1,1997,"GOM",7.54451922234043,7.583798679316,-0.039279456975577
"155",1,1997,"MAB",8.78918052729202,8.41805994511585,0.371120582176175
"156",1,1997,"SS",7.29415901197016,7.42985652396917,-0.135697511999003
"157",1,1998,"GB",5.88375367208186,6.68761363250753,-0.803859960425673
"158",1,1998,"GOM",7.24153539143972,7.583798679316,-0.342263287876286
"159",1,1998,"MAB",7.69971916765369,8.41805994511585,-0.718340777462163
"160",1,1998,"SS",6.21141741955247,7.42985652396917,-1.2184391044167
"161",1,1999,"GB",6.95358887141677,6.68761363250753,0.265975238909235
"162",1,1999,"GOM",6.51036737726596,7.583798679316,-1.07343130205004
"163",1,1999,"MAB",9.06676327366397,8.41805994511585,0.648703328548125
"164",1,1999,"SS",6.41737791084619,7.42985652396917,-1.01247861312297
"165",1,2000,"GB",7.16497145069865,6.68761363250753,0.477357818191122
"166",1,2000,"GOM",7.78178238507248,7.583798679316,0.197983705756478
"167",1,2000,"MAB",8.95887550966807,8.41805994511585,0.54081556455222
"168",1,2000,"SS",7.64603417260887,7.42985652396917,0.216177648639705
"169",1,2001,"GB",6.5415858617539,6.68761363250753,-0.146027770753628
"170",1,2001,"GOM",7.49692852035461,7.583798679316,-0.0868701589613927
"171",1,2001,"MAB",7.60355712711976,8.41805994511585,-0.814502817996083
"172",1,2001,"SS",7.37997199678755,7.42985652396917,-0.0498845271816162
"173",1,2002,"GB",7.11963806996458,6.68761363250753,0.43202443745705
"174",1,2002,"GOM",7.31509326779669,7.583798679316,-0.268705411519312
"175",1,2002,"MAB",10.0806708063417,8.41805994511585,1.66261086122589
"176",1,2002,"SS",7.13312357676955,7.42985652396917,-0.296732947199621
"177",1,2003,"GB",5.72021304618242,6.68761363250753,-0.967400586325109
"178",1,2003,"GOM",7.23990425628369,7.583798679316,-0.343894423032315
"179",1,2003,"MAB",7.24354839458486,8.41805994511585,-1.17451155053098
"180",1,2003,"SS",7.20484646402135,7.42985652396917,-0.22501005994782
"181",1,2004,"GB",5.17993955930159,6.68761363250753,-1.50767407320594
"182",1,2004,"GOM",6.89989846215805,7.583798679316,-0.683900217157948
"183",1,2004,"MAB",6.89598876378632,8.41805994511585,-1.52207118132952
"184",1,2004,"SS",6.84574524919866,7.42985652396917,-0.584111274770507
"185",1,2005,"GB",5.46229896904368,6.68761363250753,-1.22531466346385
"186",1,2005,"GOM",5.98853524494326,7.583798679316,-1.59526343437274
"187",1,2005,"MAB",6.89270743602253,8.41805994511585,-1.52535250909332
"188",1,2005,"SS",5.97485215889275,7.42985652396917,-1.45500436507642
"189",1,2006,"GB",6.71250840459924,6.68761363250753,0.0248947720917085
"190",1,2006,"GOM",7.3428230265,7.583798679316,-0.240975652816003
"191",1,2006,"MAB",9.29854689610989,8.41805994511585,0.880486950994039
"192",1,2006,"SS",7.23840184650463,7.42985652396917,-0.191454677464538
"193",1,2007,"GB",6.79123711819559,6.68761363250753,0.103623485688062
"194",1,2007,"GOM",7.65499578543144,7.583798679316,0.0711971061154397
"195",1,2007,"MAB",9.1896802488644,8.41805994511585,0.771620303748549
"196",1,2007,"SS",6.94897732358796,7.42985652396917,-0.480879200381205
"197",1,2008,"GB",6.29481416823955,6.68761363250753,-0.392799464267978
"198",1,2008,"GOM",6.81686459023965,7.583798679316,-0.766934089076348
"199",1,2008,"MAB",8.77873878515232,8.41805994511585,0.360678840036472
"200",1,2008,"SS",6.6590705333664,7.42985652396917,-0.770785990602765
"201",1,2009,"GB",6.26793701978224,6.68761363250753,-0.419676612725293
"202",1,2009,"GOM",6.76846836754374,7.583798679316,-0.815330311772267
"203",1,2009,"MAB",8.7989525305029,8.41805994511585,0.38089258538705
"204",1,2009,"SS",6.63674386378086,7.42985652396917,-0.793112660188304
"205",1,2010,"GB",7.35253654119113,6.68761363250753,0.664922908683601
"206",1,2010,"GOM",6.85183562062766,7.583798679316,-0.731963058688343
"207",1,2010,"MAB",7.40040065885542,8.41805994511585,-1.01765928626043
"208",1,2010,"SS",7.62877906240406,7.42985652396917,0.198922538434896
"209",1,2011,"GB",6.74258730390922,6.68761363250753,0.0549736714016911
"210",1,2011,"GOM",8.09544464472577,7.583798679316,0.511645965409766
"211",1,2011,"MAB",7.28906685199282,8.41805994511585,-1.12899309312303
"212",1,2011,"SS",7.78847054988169,7.42985652396917,0.358614025912519
"213",1,2012,"GB",8.1668664261349,6.68761363250753,1.47925279362737
"214",1,2012,"GOM",8.35560016323825,7.583798679316,0.771801483922248
"215",1,2012,"MAB",10.8194413402274,8.41805994511585,2.40138139511152
"216",1,2012,"SS",8.0902819777269,7.42985652396917,0.660425453757735
"217",1,2013,"GB",7.60605423425161,6.68761363250753,0.918440601744076
"218",1,2013,"GOM",8.23325270252482,7.583798679316,0.64945402320882
"219",1,2013,"MAB",8.64951427720385,8.41805994511585,0.231454332088004
"220",1,2013,"SS",8.09580703441615,7.42985652396917,0.665950510446985
"221",1,2014,"GB",6.67140282473698,6.68761363250753,-0.0162108077705501
"222",1,2014,"GOM",8.58127445142908,7.583798679316,0.997475772113075
"223",1,2014,"MAB",8.55301315218222,8.41805994511585,0.134953207066371
"224",1,2014,"SS",8.38688293281379,7.42985652396917,0.957026408844618
"225",1,2015,"GB",7.8610304249944,6.68761363250753,1.17341679248687
"226",1,2015,"GOM",8.58512975748818,7.583798679316,1.00133107817218
"227",1,2015,"MAB",8.53252247518867,8.41805994511585,0.114462530072821
"228",1,2015,"SS",8.73694483470062,7.42985652396917,1.30708831073145
"229",1,2016,"GB",7.95942571052195,6.68761363250753,1.27181207801442
"230",1,2016,"GOM",8.09288148440262,7.583798679316,0.509082805086615
"231",1,2016,"MAB",9.9923453835835,8.41805994511585,1.57428543846765
"232",1,2016,"SS",8.09843299335317,7.42985652396917,0.668576469384007
"233",1,2017,"GB",7.67010671606979,6.68761363250753,0.982493083562258
"234",1,2017,"GOM",8.49232205081679,7.583798679316,0.908523371500783
"235",1,2017,"MAB",9.13274474791575,8.41805994511585,0.7146848027999
"236",1,2017,"SS",8.46820718388889,7.42985652396917,1.03835065991972
"237",1,2018,"GB",7.09157958633294,6.68761363250753,0.403965953825409
"238",1,2018,"GOM",8.99489856207447,7.583798679316,1.41109988275847
"239",1,2018,"MAB",8.18824503983836,8.41805994511585,-0.229814905277493
"240",1,2018,"SS",8.76880941632973,7.42985652396917,1.33895289236056
"241",1,2019,"GB",6.53153278383038,6.68761363250753,-0.156080848677149
"242",1,2019,"GOM",8.26022482219267,7.583798679316,0.67642614287667
"243",1,2019,"MAB",8.21016611962854,8.41805994511585,-0.207893825487307
"244",1,2019,"SS",8.10356105054784,7.42985652396917,0.673704526578671
"245",1,2020,"GB",7.95694877794154,6.68761363250753,1.26933514543401
"246",1,2020,"GOM",9.5602249035726,7.583798679316,1.9764262242566
"247",1,2020,"MAB",9.30375562346691,8.41805994511585,0.885695678351059
"248",1,2020,"SS",8.85711272282763,7.42985652396917,1.42725619885847
"249",1,2021,"GB",8.46897939793257,6.68761363250753,1.78136576542504
"250",1,2021,"GOM",8.94360619616903,7.583798679316,1.35980751685303
"251",1,2021,"MAB",9.18442977931423,8.41805994511585,0.766369834198381
"252",1,2021,"SS",8.59675886977881,7.42985652396917,1.16690234580964
"253",1,2022,"GB",8.31564280929896,6.68761363250753,1.62802917679143
"254",1,2022,"GOM",8.44435728638416,7.583798679316,0.860558607068159
"255",1,2022,"MAB",9.29693785051433,8.41805994511585,0.878877905398479
"256",1,2022,"SS",8.05485448584619,7.42985652396917,0.624997961877026
"257",2,1959,"GB",6.52456585747772,7.50982293253931,-0.985257075061594
"258",2,1959,"GOM",5.50565197837425,6.97068610759885,-1.46503412922459
"259",2,1959,"MAB",7.48145979209615,9.04043693279444,-1.55897714069829
"260",2,1959,"SS",6.1363390928451,7.14369136240266,-1.00735226955755
"261",2,1960,"GB",6.7111106395271,7.50982293253931,-0.798712293012208
"262",2,1960,"GOM",5.42512554255595,6.97068610759885,-1.5455605650429
"263",2,1960,"MAB",7.19747631918384,9.04043693279444,-1.8429606136106
"264",2,1960,"SS",5.93439050330844,7.14369136240266,-1.20930085909421
"265",2,1961,"GB",6.36656971123211,7.50982293253931,-1.1432532213072
"266",2,1961,"GOM",5.37849351357766,6.97068610759885,-1.59219259402118
"267",2,1961,"MAB",7.18687204537919,9.04043693279444,-1.85356488741525
"268",2,1961,"SS",5.45861271460156,7.14369136240266,-1.6850786478011
"269",2,1962,"GB",6.94761350197668,7.50982293253931,-0.562209430562629
"270",2,1962,"GOM",5.2936073306894,6.97068610759885,-1.67707877690945
"271",2,1962,"MAB",8.05228592930992,9.04043693279444,-0.988151003484518
"272",2,1962,"SS",5.78931136028559,7.14369136240266,-1.35438000211706
"273",2,1963,"GB",6.87096396748839,7.50982293253931,-0.638858965050925
"274",2,1963,"GOM",5.88405625146152,6.97068610759885,-1.08662985613732
"275",2,1963,"MAB",7.67831823613777,9.04043693279444,-1.36211869665667
"276",2,1963,"SS",6.11320698050032,7.14369136240266,-1.03048438190234
"277",2,1964,"GB",6.38273394054233,7.50982293253931,-1.12708899199698
"278",2,1964,"GOM",6.57724014610538,6.97068610759885,-0.393445961493468
"279",2,1964,"MAB",7.77849280456,9.04043693279444,-1.26194412823444
"280",2,1964,"SS",5.94716756009156,7.14369136240266,-1.1965238023111
"281",2,1965,"GB",5.73006400446158,7.50982293253931,-1.77975892807773
"282",2,1965,"GOM",5.80996590795727,6.97068610759885,-1.16072019964158
"283",2,1965,"MAB",7.06381578828115,9.04043693279444,-1.97662114451329
"284",2,1965,"SS",5.62034215760886,7.14369136240266,-1.5233492047938
"285",2,1966,"GB",6.00478289478711,7.50982293253931,-1.5050400377522
"286",2,1966,"GOM",5.92537216880329,6.97068610759885,-1.04531393879556
"287",2,1966,"MAB",7.33645734344618,9.04043693279444,-1.70397958934826
"288",2,1966,"SS",6.15384821694544,7.14369136240266,-0.98984314545722
"289",2,1967,"GB",5.79423164298661,7.50982293253931,-1.7155912895527
"290",2,1967,"GOM",5.62453379874766,6.97068610759885,-1.34615230885118
"291",2,1967,"MAB",7.58693796292547,9.04043693279444,-1.45349896986898
"292",2,1967,"SS",5.86384428645124,7.14369136240266,-1.27984707595142
"293",2,1968,"GB",6.29511627182038,7.50982293253931,-1.21470666071893
"294",2,1968,"GOM",5.20028352753037,6.97068610759885,-1.77040258006848
"295",2,1968,"MAB",7.52923009525607,9.04043693279444,-1.51120683753837
"296",2,1968,"SS",6.21558053244551,7.14369136240266,-0.928110829957147
"297",2,1969,"GB",6.9980785142344,7.50982293253931,-0.511744418304915
"298",2,1969,"GOM",5.05841559232668,6.97068610759885,-1.91227051527216
"299",2,1969,"MAB",7.29882577482218,9.04043693279444,-1.74161115797226
"300",2,1969,"SS",6.34266004609208,7.14369136240266,-0.801031316310572
"301",2,1970,"GB",6.59537297671378,7.50982293253931,-0.914449955825529
"302",2,1970,"GOM",6.03540268171268,6.97068610759885,-0.935283425886165
"303",2,1970,"MAB",7.93852410767417,9.04043693279444,-1.10191282512027
"304",2,1970,"SS",6.54434684148298,7.14369136240266,-0.599344520919672
"305",2,1971,"GB",6.32706103132176,7.50982293253931,-1.18276190121755
"306",2,1971,"GOM",5.74275691019211,6.97068610759885,-1.22792919740674
"307",2,1971,"MAB",7.29171794338334,9.04043693279444,-1.7487189894111
"308",2,1971,"SS",6.19958897323851,7.14369136240266,-0.94410238916415
"309",2,1972,"GB",6.84861874868609,7.50982293253931,-0.661204183853222
"310",2,1972,"GOM",5.96917226404116,6.97068610759885,-1.00151384355769
"311",2,1972,"MAB",8.50189308435695,9.04043693279444,-0.53854384843749
"312",2,1972,"SS",6.66659953107906,7.14369136240266,-0.477091831323595
"313",2,1973,"GB",7.03907806043329,7.50982293253931,-0.470744872106027
"314",2,1973,"GOM",5.94929998945427,6.97068610759885,-1.02138611814457
"315",2,1973,"MAB",8.25422689842501,9.04043693279444,-0.786210034369432
"316",2,1973,"SS",6.33634046656577,7.14369136240266,-0.807350895836888
"317",2,1974,"GB",7.43697841060974,7.50982293253931,-0.0728445219295732
"318",2,1974,"GOM",6.55633424811094,6.97068610759885,-0.41435185948791
"319",2,1974,"MAB",9.55676461296583,9.04043693279444,0.516327680171386
"320",2,1974,"SS",7.31348107948002,7.14369136240266,0.169789717077363
"321",2,1975,"GB",7.14197742650926,7.50982293253931,-0.367845506030051
"322",2,1975,"GOM",7.10984510537604,6.97068610759885,0.139158997777194
"323",2,1975,"MAB",8.07366892755721,9.04043693279444,-0.966768005237235
"324",2,1975,"SS",7.30662852914265,7.14369136240266,0.162937166739991
"325",2,1976,"GB",7.46357640989856,7.50982293253931,-0.0462465226407573
"326",2,1976,"GOM",7.68763955102806,6.97068610759885,0.71695344342922
"327",2,1976,"MAB",9.40435152997695,9.04043693279444,0.363914597182514
"328",2,1976,"SS",7.67229114470709,7.14369136240266,0.528599782304436
"329",2,1977,"GB",6.97871847756351,7.50982293253931,-0.531104454975804
"330",2,1977,"GOM",5.64213890054581,6.97068610759885,-1.32854720705304
"331",2,1977,"MAB",8.1174676829814,9.04043693279444,-0.922969249813045
"332",2,1977,"SS",6.76709181312912,7.14369136240266,-0.376599549273536
"333",2,1978,"GB",6.55959177777079,7.50982293253931,-0.950231154768521
"334",2,1978,"GOM",5.43123164857541,6.97068610759885,-1.53945445902344
"335",2,1978,"MAB",8.7112780224323,9.04043693279444,-0.329158910362143
"336",2,1978,"SS",6.22604965368639,7.14369136240266,-0.917641708716263
"337",2,1979,"GB",6.10036132657218,7.50982293253931,-1.40946160596713
"338",2,1979,"GOM",5.44558317314944,6.97068610759885,-1.52510293444941
"339",2,1979,"MAB",7.55177270136084,9.04043693279444,-1.4886642314336
"340",2,1979,"SS",5.99996465029191,7.14369136240266,-1.14372671211075
"341",2,1980,"GB",6.74756030427678,7.50982293253931,-0.762262628262529
"342",2,1980,"GOM",5.57078054779027,6.97068610759885,-1.39990555980857
"343",2,1980,"MAB",7.21505863236673,9.04043693279444,-1.82537830042771
"344",2,1980,"SS",6.51512650466346,7.14369136240266,-0.6285648577392
"345",2,1981,"GB",6.64102679019254,7.50982293253931,-0.868796142346773
"346",2,1981,"GOM",5.25991531814251,6.97068610759885,-1.71077078945634
"347",2,1981,"MAB",7.64788132042106,9.04043693279444,-1.39255561237338
"348",2,1981,"SS",6.7729276426897,7.14369136240266,-0.370763719712961
"349",2,1982,"GB",6.33675372339125,7.50982293253931,-1.17306920914806
"350",2,1982,"GOM",5.33600224662834,6.97068610759885,-1.63468386097051
"351",2,1982,"MAB",8.05368172793372,9.04043693279444,-0.986755204860723
"352",2,1982,"SS",6.30090867951255,7.14369136240266,-0.842782682890109
"353",2,1983,"GB",7.29422134436358,7.50982293253931,-0.215601588175729
"354",2,1983,"GOM",5.68059627858836,6.97068610759885,-1.29008982901048
"355",2,1983,"MAB",8.72930274627589,9.04043693279444,-0.311134186518549
"356",2,1983,"SS",6.22889895740057,7.14369136240266,-0.914792405002082
"357",2,1984,"GB",6.68404218550238,7.50982293253931,-0.825780747036936
"358",2,1984,"GOM",6.40505686426039,6.97068610759885,-0.565629243338455
"359",2,1984,"MAB",7.09873231433156,9.04043693279444,-1.94170461846288
"360",2,1984,"SS",6.54098489988451,7.14369136240266,-0.602706462518142
"361",2,1985,"GB",7.46514862267989,7.50982293253931,-0.0446743098594204
"362",2,1985,"GOM",6.25116944995809,6.97068610759885,-0.719516657640752
"363",2,1985,"MAB",9.2177932191078,9.04043693279444,0.177356286313358
"364",2,1985,"SS",7.12881236942342,7.14369136240266,-0.0148789929792414
"365",2,1986,"GB",7.85490957289102,7.50982293253931,0.345086640351704
"366",2,1986,"GOM",6.62771885275822,6.97068610759885,-0.342967254840624
"367",2,1986,"MAB",9.97099423959495,9.04043693279444,0.930557306800511
"368",2,1986,"SS",7.26856817548606,7.14369136240266,0.124876813083408
"369",2,1987,"GB",6.9615458585993,7.50982293253931,-0.548277073940017
"370",2,1987,"GOM",6.03324302595024,6.97068610759885,-0.937443081648603
"371",2,1987,"MAB",8.39973956349984,9.04043693279444,-0.640697369294605
"372",2,1987,"SS",6.1194097140108,7.14369136240266,-1.02428164839185
"373",2,1988,"GB",6.56464095041229,7.50982293253931,-0.945181982127026
"374",2,1988,"GOM",6.49752206906241,6.97068610759885,-0.473164038536432
"375",2,1988,"MAB",8.45877729516503,9.04043693279444,-0.581659637629413
