,Time,Value,EPU,Source,Var,Units
655,2005,-0.712893129,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
656,2005,-1.117975326,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
657,2005,-0.78870575,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
658,2005,-1.724061484,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
659,2005,-0.556362917,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
660,2005,-1.448940793,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
661,2005,-0.811432501,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
662,2005,-1.531858786,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
663,2006,-0.159095181,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
664,2006,-0.180116653,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
665,2006,0.063134539,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
666,2006,-0.112152266,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
667,2006,0.161048882,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
668,2006,0.09119506,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
669,2006,0.191554438,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
670,2006,-0.21041471,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
671,2006,0.377647013,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
672,2006,0.778434973,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
673,2006,0.902412825,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
674,2006,0.528198412,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
675,2007,-1.800719991,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
676,2007,-1.007806524,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
677,2007,-1.081152243,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
678,2007,-0.061553018,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
679,2007,-1.146321945,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
680,2007,-0.5544654,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
681,2007,-0.869131911,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
682,2007,0.095117993,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
683,2007,-1.428721041,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
684,2007,-1.062877833,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
685,2007,-1.157947746,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
686,2007,0.547206531,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
687,2008,-0.55912511,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
688,2008,-0.548787334,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
689,2008,-0.525998679,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
690,2008,-0.502595751,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
691,2008,-1.064581988,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
692,2008,-0.552736373,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
693,2008,-0.716100702,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
694,2008,-0.800624562,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
695,2008,-0.287979736,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
696,2008,0.679872741,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
697,2008,-0.007661574,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
698,2008,0.168668456,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
699,2009,1.060737132,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
700,2009,-0.385908821,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
701,2009,0.068650617,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
702,2009,-0.605643127,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
703,2009,-0.510392797,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
704,2009,-0.510515588,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
705,2009,-1.022641433,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
706,2009,-0.938373381,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
707,2009,0.647498209,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
708,2009,0.159982531,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
709,2009,-0.060365982,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
710,2009,-0.015510673,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
711,2010,-0.01782691,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
712,2010,0.851833386,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
713,2010,0.620375457,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
714,2010,0.530876513,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
715,2010,0.276561667,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
716,2010,0.369878448,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
717,2010,0.780776349,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
718,2010,-0.409894593,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
719,2010,-0.705908205,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
720,2010,-0.485555122,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
721,2010,-0.457814218,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
722,2010,-1.104872354,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
723,2011,0.551447657,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
724,2011,0.055771492,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
725,2011,-0.606903057,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
726,2011,-0.022110739,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
727,2011,0.519831911,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
728,2011,0.917197954,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
729,2011,0.646448012,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
730,2011,0.588922439,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
731,2011,0.607874324,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
732,2011,0.189672184,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
733,2011,0.488915098,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
734,2011,-1.158254271,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
735,2012,1.624251306,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
736,2012,1.784476295,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
737,2012,1.422210488,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
738,2012,1.260062976,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
739,2012,0.960633438,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
740,2012,1.226099713,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
741,2012,1.077601461,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
742,2012,0.888387435,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
743,2012,0.036965154,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
744,2012,2.613561975,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
745,2012,1.659742192,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
746,2012,2.100108042,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
747,2013,0.808502874,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
748,2013,0.896955451,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
749,2013,0.785683917,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
750,2013,0.78130222,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
751,2013,1.491651068,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
752,2013,0.273678831,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
753,2013,0.928044377,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
754,2013,0.728419631,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
755,2013,0.475659548,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
756,2013,0.560584401,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
757,2013,0.722963381,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
758,2013,0.152395724,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
759,2014,1.752503387,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
760,2014,0.327120413,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
761,2014,1.351142215,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
762,2014,-0.110222617,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
763,2014,0.550626422,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
764,2014,0.131025998,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
765,2014,-0.035877259,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
766,2014,0.728179198,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
767,2014,1.207452108,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
768,2014,-0.02585756,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
769,2014,1.895570323,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
770,2014,-0.08801122,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
771,2015,1.850659449,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
772,2015,0.386480132,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
773,2015,0.813248673,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
774,2015,0.957341481,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
775,2015,0.334320664,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
776,2015,0.315983215,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
777,2015,0.604653053,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
778,2015,0.707691164,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
779,2015,2.062712246,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
780,2015,0.738415866,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
781,2015,2.08408434,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
782,2015,-0.126814618,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
783,2016,1.654254546,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
784,2016,1.392217558,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
785,2016,1.117095918,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
786,2016,1.163831101,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
787,2016,1.402173808,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
788,2016,1.159436222,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
789,2016,1.372613604,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
790,2016,0.512426361,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
791,2016,0.705737549,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
792,2016,1.150593155,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
793,2016,1.660472697,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
794,2016,1.335038862,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
795,2017,1.348344525,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
796,2017,-0.049088848,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
797,2017,0.87707124,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
798,2017,0.884600448,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
799,2017,0.874535298,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
800,2017,0.342171331,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
801,2017,0.760556494,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
802,2017,0.814041199,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
803,2017,1.115876036,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
804,2017,-0.21615519,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
805,2017,-0.118737272,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
806,2017,0.495543567,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
807,2018,0.284329412,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
808,2018,0.534062219,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
809,2018,0.230509898,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
810,2018,0.402673708,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
811,2018,0.602918866,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
812,2018,0.943301224,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
813,2018,0.678600831,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
814,2018,1.13130341,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
815,2018,-0.17116268,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
816,2018,-0.802810772,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
817,2018,-0.138688603,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
818,2018,-0.429456839,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
819,2019,0.381224167,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
820,2019,-0.330166066,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
821,2019,-0.596952101,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
822,2019,-0.243333812,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
823,2019,1.400785957,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
824,2019,0.758145795,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
825,2019,1.11956949,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
826,2019,0.402811356,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
827,2019,1.51631188,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
828,2019,-0.290368381,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
829,2019,0.978604953,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
830,2019,-0.439878341,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
831,2020,1.03209908,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
832,2020,0.250979999,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
833,2020,0.538463519,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
834,2020,0.636518372,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
835,2020,3.397021541,GB,PSY,Winter_Bottom Temp Anomaly,degree C
836,2020,1.335997518,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
837,2020,1.932544407,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
838,2020,1.862216927,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
839,2020,1.57586584,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
840,2020,1.529102249,GOM,PSY,Winter_Bottom Temp Anomaly,degree C
841,2020,0.431626146,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
842,2020,1.049785345,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
843,2020,1.193512722,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
844,2020,1.064339067,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
845,2020,3.239010238,MAB,PSY,Winter_Bottom Temp Anomaly,degree C
846,2021,1.442774923,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
847,2021,0.398286021,GB,PSY,Fall_Bottom Temp Anomaly,degree C
848,2021,1.672406374,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
849,2021,1.585465228,GB,PSY,Spring_Bottom Temp Anomaly,degree C
850,2021,1.055495038,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
851,2021,0.220739002,GB,PSY,Summer_Bottom Temp Anomaly,degree C
852,2021,1.617047548,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
853,2021,1.408499238,GB,PSY,Winter_Bottom Temp Anomaly,degree C
854,2021,1.416806085,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
855,2021,1.470267332,GOM,PSY,Fall_Bottom Temp Anomaly,degree C
856,2021,2.99652344,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
857,2021,2.133306013,GOM,PSY,Spring_Bottom Temp Anomaly,degree C
858,2021,1.918713177,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
859,2021,1.766253815,GOM,PSY,Summer_Bottom Temp Anomaly,degree C
860,2021,1.92050058,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
861,2021,1.214498503,GOM,PSY,Winter_Bottom Temp Anomaly,degree C
862,2021,1.066860042,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
863,2021,1.275404679,MAB,PSY,Fall_Bottom Temp Anomaly,degree C
864,2021,1.855779015,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
865,2021,2.05384964,MAB,PSY,Spring_Bottom Temp Anomaly,degree C
866,2021,0.642209053,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
867,2021,0.753975556,MAB,PSY,Summer_Bottom Temp Anomaly,degree C
868,2021,0.983213241,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
869,2021,0.913557667,MAB,PSY,Winter_Bottom Temp Anomaly,degree C
870,2022,1.17157231,GB,GLORYS,Fall_Bottom Temp Anomaly,degree C
871,2022,0.208930796,GB,PSY,Fall_Bottom Temp Anomaly,degree C
872,2022,1.824514597,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
873,2022,1.743341534,GB,PSY,Spring_Bottom Temp Anomaly,degree C
874,2022,0.528969447,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
875,2022,-0.099308519,GB,PSY,Summer_Bottom Temp Anomaly,degree C
876,2022,1.732248217,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
877,2022,1.579404412,GB,PSY,Winter_Bottom Temp Anomaly,degree C
878,2022,1.155993163,GOM,GLORYS,Fall_Bottom Temp Anomaly,degree C
879,2022,0.913416653,GOM,PSY,Fall_Bottom Temp Anomaly,degree C
880,2022,1.722387151,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
881,2022,1.11719943,GOM,PSY,Spring_Bottom Temp Anomaly,degree C
882,2022,1.519747666,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
883,2022,0.46824518,GOM,PSY,Summer_Bottom Temp Anomaly,degree C
884,2022,1.642335758,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
885,2022,1.030792209,GOM,PSY,Winter_Bottom Temp Anomaly,degree C
886,2022,0.72232316,MAB,GLORYS,Fall_Bottom Temp Anomaly,degree C
887,2022,0.748659931,MAB,PSY,Fall_Bottom Temp Anomaly,degree C
888,2022,1.834551689,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
889,2022,1.812655295,MAB,PSY,Spring_Bottom Temp Anomaly,degree C
890,2022,0.96716672,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
891,2022,0.96160519,MAB,PSY,Summer_Bottom Temp Anomaly,degree C
892,2022,1.486415511,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
893,2022,0.949033373,MAB,PSY,Winter_Bottom Temp Anomaly,degree C
894,2023,-1.874905487,GB,PSY,Fall_Bottom Temp Anomaly,degree C
895,2023,0.757103231,GB,GLORYS,Spring_Bottom Temp Anomaly,degree C
896,2023,0.987996753,GB,PSY,Spring_Bottom Temp Anomaly,degree C
897,2023,-0.734265882,GB,GLORYS,Summer_Bottom Temp Anomaly,degree C
898,2023,-1.285376059,GB,PSY,Summer_Bottom Temp Anomaly,degree C
899,2023,1.42090128,GB,GLORYS,Winter_Bottom Temp Anomaly,degree C
900,2023,1.707998568,GB,PSY,Winter_Bottom Temp Anomaly,degree C
901,2023,0.40948841,GOM,PSY,Fall_Bottom Temp Anomaly,degree C
902,2023,2.64290299,GOM,GLORYS,Spring_Bottom Temp Anomaly,degree C
903,2023,1.433152009,GOM,PSY,Spring_Bottom Temp Anomaly,degree C
904,2023,2.075587773,GOM,GLORYS,Summer_Bottom Temp Anomaly,degree C
905,2023,1.122349059,GOM,PSY,Summer_Bottom Temp Anomaly,degree C
906,2023,1.582167349,GOM,GLORYS,Winter_Bottom Temp Anomaly,degree C
907,2023,0.938307173,GOM,PSY,Winter_Bottom Temp Anomaly,degree C
908,2023,-0.327402224,MAB,PSY,Fall_Bottom Temp Anomaly,degree C
909,2023,1.026896809,MAB,GLORYS,Spring_Bottom Temp Anomaly,degree C
910,2023,1.055858392,MAB,PSY,Spring_Bottom Temp Anomaly,degree C
911,2023,-0.200852123,MAB,GLORYS,Summer_Bottom Temp Anomaly,degree C
912,2023,0.766353005,MAB,PSY,Summer_Bottom Temp Anomaly,degree C
913,2023,1.589623991,MAB,GLORYS,Winter_Bottom Temp Anomaly,degree C
914,2023,1.389656837,MAB,PSY,Winter_Bottom Temp Anomaly,degree C
