decimal year,variable name,temperature
2000.1417,Tsfc_anom,0.6795
2000.2389,Tsfc_anom,0.7986
2000.7164,Tsfc_anom,-0.2046
2000.8452,Tsfc_anom,-0.685
2001.1086,Tsfc_anom,-0.4839
2001.2097,Tsfc_anom,-0.0617
2001.3911,Tsfc_anom,-0.7819
2001.7137,Tsfc_anom,1.3214
2001.8392,Tsfc_anom,0.8647
2002.1372,Tsfc_anom,2.2476
2002.2077,Tsfc_anom,2.1861
2002.4001,Tsfc_anom,0.0297
2002.7154,Tsfc_anom,0.6341
2003.7223,Tsfc_anom,0.1759
2004.1371,Tsfc_anom,-1.4016
2004.2169,Tsfc_anom,-1.1714
2004.4088,Tsfc_anom,2.1264
2004.6385,Tsfc_anom,-0.0639
2004.7301,Tsfc_anom,-0.1842
2004.8499,Tsfc_anom,-0.4761
2005.1253,Tsfc_anom,-1.0629
2005.2126,Tsfc_anom,-1.6118
2005.4037,Tsfc_anom,-3.6373
2005.7262,Tsfc_anom,2.1112
2005.8594,Tsfc_anom,0.3121
2006.1323,Tsfc_anom,1.086
2006.208,Tsfc_anom,0.6996
2006.4242,Tsfc_anom,1.6519
2006.6334,Tsfc_anom,1.1012
2006.7135,Tsfc_anom,-0.8602
2007.1357,Tsfc_anom,1.1241
2007.2181,Tsfc_anom,0.0333
2007.7358,Tsfc_anom,0.533
1978.4999,Tsfc_anom,-0.8129
1979.503,Tsfc_anom,-0.7067
1979.7804,Tsfc_anom,-1.3229
1980.189,Tsfc_anom,-1.1056
1980.7627,Tsfc_anom,0.6294
1980.9171,Tsfc_anom,-1.3327
1982.2111,Tsfc_anom,-1.394
1983.4222,Tsfc_anom,-0.7418
1984.3732,Tsfc_anom,-0.2237
1985.383,Tsfc_anom,0.4629
1992.207,Tsfc_anom,-0.0727
1992.7296,Tsfc_anom,0.1753
1993.1256,Tsfc_anom,-0.4911
1993.2307,Tsfc_anom,-1.5254
1994.7224,Tsfc_anom,-1.2259
1995.1274,Tsfc_anom,0.6696
1995.2312,Tsfc_anom,0.4811
1995.7155,Tsfc_anom,0.3333
1996.1286,Tsfc_anom,-1.4333
1996.243,Tsfc_anom,-1.5031
1996.7228,Tsfc_anom,-1.2071
1997.1197,Tsfc_anom,-0.127
1997.2037,Tsfc_anom,0.5604
1997.5716,Tsfc_anom,-0.3442
1997.7264,Tsfc_anom,-0.096
1998.128,Tsfc_anom,0.5398
1998.1961,Tsfc_anom,0.4355
1998.412,Tsfc_anom,0.3143
1998.7509,Tsfc_anom,0.9287
1999.1094,Tsfc_anom,1.2822
1999.2144,Tsfc_anom,0.4441
1999.7563,Tsfc_anom,0.4263
1977.8147,Tsfc_anom,-1.8825
1978.3341,Tsfc_anom,-1.777
1978.6329,Tsfc_anom,1.5321
1979.6316,Tsfc_anom,-2.378
2000.4048,Tsfc_anom,-0.0614
2002.8372,Tsfc_anom,0.6156
2003.1446,Tsfc_anom,-0.5331
2003.2187,Tsfc_anom,-0.2481
2007.4001,Tsfc_anom,0.5737
2007.8448,Tsfc_anom,0.8519
2008.6287,Tsfc_anom,0.6995
2008.8365,Tsfc_anom,-0.4969
2009.0872,Tsfc_anom,-0.6591
2009.4135,Tsfc_anom,-0.1439
2009.6367,Tsfc_anom,2.3004
2009.8515,Tsfc_anom,-0.5284
2010.4096,Tsfc_anom,0.8414
2010.8666,Tsfc_anom,-0.2263
2011.0962,Tsfc_anom,-1.2398
2011.4345,Tsfc_anom,2.657
2011.8526,Tsfc_anom,0.2468
2012.1302,Tsfc_anom,2.4315
1978.1527,Tsfc_anom,-1.9101
1979.1704,Tsfc_anom,-1.8909
1979.3633,Tsfc_anom,0.9377
1980.4179,Tsfc_anom,0.7825
1983.9024,Tsfc_anom,-0.0493
1984.0909,Tsfc_anom,-0.9713
1984.8598,Tsfc_anom,1.0214
1985.0878,Tsfc_anom,-0.4392
1985.2881,Tsfc_anom,0.5482
1985.6836,Tsfc_anom,0.5888
1985.8733,Tsfc_anom,1.0267
1986.0493,Tsfc_anom,0.7816
1986.3722,Tsfc_anom,-1.3378
1986.6786,Tsfc_anom,-2.4141
1986.8635,Tsfc_anom,0.2969
1987.0485,Tsfc_anom,0.0102
1987.3657,Tsfc_anom,-2.1789
1987.6519,Tsfc_anom,-0.0091
1987.8684,Tsfc_anom,-1.2918
1991.2102,Tsfc_anom,1.3117
1991.7212,Tsfc_anom,0.5231
1992.4727,Tsfc_anom,-1.0734
1993.7189,Tsfc_anom,0.7226
1994.108,Tsfc_anom,-1.0998
1994.1969,Tsfc_anom,-1.2752
1994.5915,Tsfc_anom,0.0437
1998.8518,Tsfc_anom,-0.914
1980.3139,Tsfc_anom,-0.5046
1980.5614,Tsfc_anom,0.3809
2013.4638,Tsfc_anom,-0.279
2014.2247,Tsfc_anom,-1.3378
2015.7871,Tsfc_anom,0.622
2016.4081,Tsfc_anom,-0.8867
2017.3855,Tsfc_anom,0.3937
2017.8493,Tsfc_anom,2.1614
2008.712,Tsfc_anom,-0.0154
2009.2144,Tsfc_anom,-0.1792
2009.7387,Tsfc_anom,-0.3559
2010.2022,Tsfc_anom,-0.3393
2010.7364,Tsfc_anom,-0.0064
2011.2112,Tsfc_anom,-0.0072
2011.7299,Tsfc_anom,0.7029
2012.2119,Tsfc_anom,3.5925
2012.4266,Tsfc_anom,2.8016
2012.6127,Tsfc_anom,2.6109
2012.7318,Tsfc_anom,1.7057
2013.2344,Tsfc_anom,0.0616
2013.7226,Tsfc_anom,0.3876
2014.7335,Tsfc_anom,1.0263
2015.2339,Tsfc_anom,-1.1295
2015.3901,Tsfc_anom,0.8617
2015.7072,Tsfc_anom,2.3645
2016.3114,Tsfc_anom,0.3266
2016.7263,Tsfc_anom,1.3121
2017.2345,Tsfc_anom,0.3039
1981.2394,Tsfc_anom,-1.0786
2002.6294,Tsfc_anom,2.1007
2012.8595,Tsfc_anom,0.0449
2013.1294,Tsfc_anom,0.6937
2014.8723,Tsfc_anom,1.1558
2016.6163,Tsfc_anom,2.6373
1977.6458,Tsfc_anom,-0.436
2000.1417,Tsfc_ref,13.702
2000.2389,Tsfc_ref,13.702
2000.7164,Tsfc_ref,13.702
2000.8452,Tsfc_ref,13.702
2001.1086,Tsfc_ref,13.702
2001.2097,Tsfc_ref,13.702
2001.3911,Tsfc_ref,13.702
2001.7137,Tsfc_ref,13.702
2001.8392,Tsfc_ref,13.702
2002.1372,Tsfc_ref,13.702
2002.2077,Tsfc_ref,13.702
2002.4001,Tsfc_ref,13.702
2002.7154,Tsfc_ref,13.702
2003.7223,Tsfc_ref,13.702
2004.1371,Tsfc_ref,13.702
2004.2169,Tsfc_ref,13.702
2004.4088,Tsfc_ref,13.702
2004.6385,Tsfc_ref,13.702
2004.7301,Tsfc_ref,13.702
2004.8499,Tsfc_ref,13.702
2005.1253,Tsfc_ref,13.702
2005.2126,Tsfc_ref,13.702
2005.4037,Tsfc_ref,13.702
2005.7262,Tsfc_ref,13.702
2005.8594,Tsfc_ref,13.702
2006.1323,Tsfc_ref,13.702
2006.208,Tsfc_ref,13.702
2006.4242,Tsfc_ref,13.702
2006.6334,Tsfc_ref,13.702
2006.7135,Tsfc_ref,13.702
2007.1357,Tsfc_ref,13.702
2007.2181,Tsfc_ref,13.702
2007.7358,Tsfc_ref,13.702
1978.4999,Tsfc_ref,13.702
1979.503,Tsfc_ref,13.702
1979.7804,Tsfc_ref,13.702
1980.189,Tsfc_ref,13.702
1980.7627,Tsfc_ref,13.702
1980.9171,Tsfc_ref,13.702
1982.2111,Tsfc_ref,13.702
1983.4222,Tsfc_ref,13.702
1984.3732,Tsfc_ref,13.702
1985.383,Tsfc_ref,13.702
1992.207,Tsfc_ref,13.702
1992.7296,Tsfc_ref,13.702
1993.1256,Tsfc_ref,13.702
1993.2307,Tsfc_ref,13.702
1994.7224,Tsfc_ref,13.702
1995.1274,Tsfc_ref,13.702
1995.2312,Tsfc_ref,13.702
1995.7155,Tsfc_ref,13.702
1996.1286,Tsfc_ref,13.702
1996.243,Tsfc_ref,13.702
1996.7228,Tsfc_ref,13.702
1997.1197,Tsfc_ref,13.702
1997.2037,Tsfc_ref,13.702
1997.5716,Tsfc_ref,13.702
1997.7264,Tsfc_ref,13.702
1998.128,Tsfc_ref,13.702
1998.1961,Tsfc_ref,13.702
1998.412,Tsfc_ref,13.702
1998.7509,Tsfc_ref,13.702
1999.1094,Tsfc_ref,13.702
1999.2144,Tsfc_ref,13.702
1999.7563,Tsfc_ref,13.702
1977.8147,Tsfc_ref,13.702
1978.3341,Tsfc_ref,13.702
1978.6329,Tsfc_ref,13.702
1979.6316,Tsfc_ref,13.702
2000.4048,Tsfc_ref,13.702
2002.8372,Tsfc_ref,13.702
2003.1446,Tsfc_ref,13.702
2003.2187,Tsfc_ref,13.702
2007.4001,Tsfc_ref,13.702
2007.8448,Tsfc_ref,13.702
2008.6287,Tsfc_ref,13.702
2008.8365,Tsfc_ref,13.702
2009.0872,Tsfc_ref,13.702
2009.4135,Tsfc_ref,13.702
2009.6367,Tsfc_ref,13.702
2009.8515,Tsfc_ref,13.702
2010.4096,Tsfc_ref,13.702
2010.8666,Tsfc_ref,13.702
2011.0962,Tsfc_ref,13.702
2011.4345,Tsfc_ref,13.702
2011.8526,Tsfc_ref,13.702
2012.1302,Tsfc_ref,13.702
1978.1527,Tsfc_ref,13.702
1979.1704,Tsfc_ref,13.702
1979.3633,Tsfc_ref,13.702
1980.4179,Tsfc_ref,13.702
1983.9024,Tsfc_ref,13.702
1984.0909,Tsfc_ref,13.702
1984.8598,Tsfc_ref,13.702
1985.0878,Tsfc_ref,13.702
1985.2881,Tsfc_ref,13.702
1985.6836,Tsfc_ref,13.702
1985.8733,Tsfc_ref,13.702
1986.0493,Tsfc_ref,13.702
1986.3722,Tsfc_ref,13.702
1986.6786,Tsfc_ref,13.702
1986.8635,Tsfc_ref,13.702
1987.0485,Tsfc_ref,13.702
1987.3657,Tsfc_ref,13.702
1987.6519,Tsfc_ref,13.702
1987.8684,Tsfc_ref,13.702
1991.2102,Tsfc_ref,13.702
1991.7212,Tsfc_ref,13.702
1992.4727,Tsfc_ref,13.702
1993.7189,Tsfc_ref,13.702
1994.108,Tsfc_ref,13.702
1994.1969,Tsfc_ref,13.702
1994.5915,Tsfc_ref,13.702
1998.8518,Tsfc_ref,13.702
1980.3139,Tsfc_ref,13.702
1980.5614,Tsfc_ref,13.702
2013.4638,Tsfc_ref,13.702
2014.2247,Tsfc_ref,13.702
2015.7871,Tsfc_ref,13.702
