season,year,subarea,source,bt_temp,ref_bt,anomaly
3,1960,SS,ROMS,7.169284509,8.355489749,-1.186205239
1,1960,SS,ROMS,5.394653913,7.096705525,-1.702051612
4,1961,GB,ROMS,9.177828203,11.60915466,-2.431326456
2,1961,GB,ROMS,6.360960465,7.538449219,-1.177488754
3,1961,GB,ROMS,9.542685438,11.28611562,-1.743430184
1,1961,GB,ROMS,5.668688962,6.690226629,-1.021537667
4,1961,GOM,ROMS,6.250319148,7.948001863,-1.697682715
2,1961,GOM,ROMS,5.398050655,6.473068974,-1.07501832
3,1961,GOM,ROMS,5.549077911,7.145719277,-1.596641365
1,1961,GOM,ROMS,5.675377843,7.319955305,-1.644577462
4,1961,MAB,ROMS,13.26799077,13.5363828,-0.268392025
2,1961,MAB,ROMS,7.185351762,9.169868767,-1.984517005
3,1961,MAB,ROMS,10.1056729,12.77669184,-2.67101894
1,1961,MAB,ROMS,7.190065808,8.278884645,-1.088818837
4,1961,SS,ROMS,7.396871189,8.938373618,-1.541502428
2,1961,SS,ROMS,5.41311263,6.75600948,-1.34289685
3,1961,SS,ROMS,7.354859408,8.355489749,-1.00063034
1,1961,SS,ROMS,5.022016878,7.096705525,-2.074688647
4,1962,GB,ROMS,9.647751154,11.60915466,-1.961403506
2,1962,GB,ROMS,6.935760649,7.538449219,-0.60268857
3,1962,GB,ROMS,9.742047723,11.28611562,-1.544067899
1,1962,GB,ROMS,5.81841609,6.690226629,-0.871810539
4,1962,GOM,ROMS,6.081294373,7.948001863,-1.866707489
2,1962,GOM,ROMS,5.310785859,6.473068974,-1.162283115
3,1962,GOM,ROMS,5.393125902,7.145719277,-1.752593374
1,1962,GOM,ROMS,5.782325273,7.319955305,-1.537630031
4,1962,MAB,ROMS,13.17775969,13.5363828,-0.358623106
2,1962,MAB,ROMS,8.050113391,9.169868767,-1.119755376
3,1962,MAB,ROMS,11.23195807,12.77669184,-1.544733769
1,1962,MAB,ROMS,7.629473463,8.278884645,-0.649411182
4,1962,SS,ROMS,8.181209866,8.938373618,-0.757163751
2,1962,SS,ROMS,5.753204709,6.75600948,-1.002804771
3,1962,SS,ROMS,7.082347137,8.355489749,-1.273142612
1,1962,SS,ROMS,5.270193452,7.096705525,-1.826512073
4,1963,GB,ROMS,9.849307246,11.60915466,-1.759847414
2,1963,GB,ROMS,6.867781502,7.538449219,-0.670667717
3,1963,GB,ROMS,9.830480615,11.28611562,-1.455635007
1,1963,GB,ROMS,5.871429632,6.690226629,-0.818796997
4,1963,GOM,ROMS,6.569374947,7.948001863,-1.378626916
2,1963,GOM,ROMS,5.90448853,6.473068974,-0.568580445
3,1963,GOM,ROMS,5.922040947,7.145719277,-1.22367833
1,1963,GOM,ROMS,6.10004648,7.319955305,-1.219908825
4,1963,MAB,ROMS,13.47263201,13.5363828,-0.06375079
2,1963,MAB,ROMS,7.675780204,9.169868767,-1.494088563
3,1963,MAB,ROMS,10.75543521,12.77669184,-2.021256633
1,1963,MAB,ROMS,7.3239928,8.278884645,-0.954891845
4,1963,SS,ROMS,7.517815183,8.938373618,-1.420558435
2,1963,SS,ROMS,6.08671192,6.75600948,-0.669297559
3,1963,SS,ROMS,7.046693161,8.355489749,-1.308796588
1,1963,SS,ROMS,5.824712321,7.096705525,-1.271993204
4,1964,GB,ROMS,9.480406314,11.60915466,-2.128748346
2,1964,GB,ROMS,6.380763816,7.538449219,-1.157685403
3,1964,GB,ROMS,9.53276987,11.28611562,-1.753345752
1,1964,GB,ROMS,5.268338354,6.690226629,-1.421888275
4,1964,GOM,ROMS,6.928634024,7.948001863,-1.019367839
2,1964,GOM,ROMS,6.61159828,6.473068974,0.138529306
3,1964,GOM,ROMS,6.557049413,7.145719277,-0.588669864
1,1964,GOM,ROMS,6.484942186,7.319955305,-0.835013119
4,1964,MAB,ROMS,13.17005272,13.5363828,-0.366330078
2,1964,MAB,ROMS,7.771644731,9.169868767,-1.398224036
3,1964,MAB,ROMS,10.69498392,12.77669184,-2.08170792
1,1964,MAB,ROMS,7.618675106,8.278884645,-0.660209539
4,1964,SS,ROMS,6.987273019,8.938373618,-1.951100598
2,1964,SS,ROMS,5.891825476,6.75600948,-0.864184004
3,1964,SS,ROMS,7.138366622,8.355489749,-1.217123127
1,1964,SS,ROMS,5.585709824,7.096705525,-1.510995701
4,1965,GB,ROMS,9.159750039,11.60915466,-2.449404621
2,1965,GB,ROMS,5.727984137,7.538449219,-1.810465082
3,1965,GB,ROMS,8.980075702,11.28611562,-2.30603992
1,1965,GB,ROMS,4.908189272,6.690226629,-1.782037357
4,1965,GOM,ROMS,6.76659986,7.948001863,-1.181402003
2,1965,GOM,ROMS,5.855510179,6.473068974,-0.617558795
3,1965,GOM,ROMS,6.015910028,7.145719277,-1.129809248
1,1965,GOM,ROMS,5.604997349,7.319955305,-1.714957956
4,1965,MAB,ROMS,11.58205449,13.5363828,-1.954328308
2,1965,MAB,ROMS,7.05818327,9.169868767,-2.111685497
3,1965,MAB,ROMS,9.311109015,12.77669184,-3.465582827
1,1965,MAB,ROMS,7.334304444,8.278884645,-0.944580201
4,1965,SS,ROMS,7.14410575,8.938373618,-1.794267867
2,1965,SS,ROMS,5.563803184,6.75600948,-1.192206295
3,1965,SS,ROMS,6.68765569,8.355489749,-1.667834058
1,1965,SS,ROMS,5.024390041,7.096705525,-2.072315484
4,1966,GB,ROMS,10.06761835,11.60915466,-1.541536312
2,1966,GB,ROMS,6.007768863,7.538449219,-1.530680356
3,1966,GB,ROMS,9.21148565,11.28611562,-2.074629972
1,1966,GB,ROMS,4.862133341,6.690226629,-1.828093288
4,1966,GOM,ROMS,6.817106552,7.948001863,-1.13089531
2,1966,GOM,ROMS,5.958170082,6.473068974,-0.514898892
3,1966,GOM,ROMS,6.018169322,7.145719277,-1.127549954
1,1966,GOM,ROMS,5.636787078,7.319955305,-1.683168226
4,1966,MAB,ROMS,11.71384525,13.5363828,-1.822537544
2,1966,MAB,ROMS,7.330687769,9.169868767,-1.839180998
3,1966,MAB,ROMS,10.07787615,12.77669184,-2.698815696
1,1966,MAB,ROMS,6.739733674,8.278884645,-1.539150971
4,1966,SS,ROMS,7.755002434,8.938373618,-1.183371184
2,1966,SS,ROMS,6.130270504,6.75600948,-0.625738976
3,1966,SS,ROMS,7.195562024,8.355489749,-1.159927724
1,1966,SS,ROMS,5.173356053,7.096705525,-1.923349472
4,1967,GB,ROMS,9.680224706,11.60915466,-1.928929954
2,1967,GB,ROMS,5.78615934,7.538449219,-1.752289879
3,1967,GB,ROMS,9.179576953,11.28611562,-2.106538669
1,1967,GB,ROMS,5.771190462,6.690226629,-0.919036167
4,1967,GOM,ROMS,6.759541888,7.948001863,-1.188459975
2,1967,GOM,ROMS,5.662783441,6.473068974,-0.810285533
3,1967,GOM,ROMS,5.795706999,7.145719277,-1.350012278
1,1967,GOM,ROMS,5.763405778,7.319955305,-1.556549527
4,1967,MAB,ROMS,11.49220354,13.5363828,-2.044179259
2,1967,MAB,ROMS,7.580881367,9.169868767,-1.5889874
3,1967,MAB,ROMS,10.11827197,12.77669184,-2.658419873
1,1967,MAB,ROMS,7.629556451,8.278884645,-0.649328194
4,1967,SS,ROMS,7.56722266,8.938373618,-1.371150958
2,1967,SS,ROMS,5.821414751,6.75600948,-0.934594729
3,1967,SS,ROMS,7.356842242,8.355489749,-0.998647506
1,1967,SS,ROMS,5.45301259,7.096705525,-1.643692935
4,1968,GB,ROMS,10.01193066,11.60915466,-1.597224
2,1968,GB,ROMS,6.285188883,7.538449219,-1.253260337
3,1968,GB,ROMS,9.370446099,11.28611562,-1.915669523
1,1968,GB,ROMS,4.826427295,6.690226629,-1.863799334
4,1968,GOM,ROMS,6.573072414,7.948001863,-1.374929449
2,1968,GOM,ROMS,5.247336317,6.473068974,-1.225732657
3,1968,GOM,ROMS,5.516119714,7.145719277,-1.629599563
1,1968,GOM,ROMS,5.211704012,7.319955305,-2.108251293
4,1968,MAB,ROMS,11.49651919,13.5363828,-2.039863611
2,1968,MAB,ROMS,7.525411631,9.169868767,-1.644457136
3,1968,MAB,ROMS,10.28891681,12.77669184,-2.487775037
1,1968,MAB,ROMS,6.64196116,8.278884645,-1.636923485
4,1968,SS,ROMS,8.209418793,8.938373618,-0.728954825
2,1968,SS,ROMS,6.219940274,6.75600948,-0.536069206
3,1968,SS,ROMS,7.678103972,8.355489749,-0.677385777
1,1968,SS,ROMS,5.012308696,7.096705525,-2.084396829
4,1969,GB,ROMS,11.03719706,11.60915466,-0.571957597
2,1969,GB,ROMS,6.994328774,7.538449219,-0.544120445
3,1969,GB,ROMS,9.945373153,11.28611562,-1.340742469
1,1969,GB,ROMS,5.284921802,6.690226629,-1.405304827
4,1969,GOM,ROMS,6.466859497,7.948001863,-1.481142366
2,1969,GOM,ROMS,5.086282499,6.473068974,-1.386786475
3,1969,GOM,ROMS,5.319815755,7.145719277,-1.825903521
1,1969,GOM,ROMS,5.149279048,7.319955305,-2.170676257
4,1969,MAB,ROMS,12.82262468,13.5363828,-0.713758121
2,1969,MAB,ROMS,7.299737735,9.169868767,-1.870131032
3,1969,MAB,ROMS,10.41212491,12.77669184,-2.364566934
1,1969,MAB,ROMS,6.195509796,8.278884645,-2.083374849
4,1969,SS,ROMS,8.245446318,8.938373618,-0.692927299
2,1969,SS,ROMS,6.337203391,6.75600948,-0.418806089
3,1969,SS,ROMS,7.752807843,8.355489749,-0.602681906
1,1969,SS,ROMS,5.500336298,7.096705525,-1.596369227
4,1970,GB,ROMS,10.84417234,11.60915466,-0.76498232
2,1970,GB,ROMS,6.601269887,7.538449219,-0.937179332
3,1970,GB,ROMS,9.777321157,11.28611562,-1.508794465
1,1970,GB,ROMS,5.60514765,6.690226629,-1.085078979
4,1970,GOM,ROMS,7.239476155,7.948001863,-0.708525707
2,1970,GOM,ROMS,6.070784304,6.473068974,-0.40228467
3,1970,GOM,ROMS,6.206287898,7.145719277,-0.939431379
1,1970,GOM,ROMS,5.580924398,7.319955305,-1.739030907
4,1970,MAB,ROMS,12.30355836,13.5363828,-1.232824434
2,1970,MAB,ROMS,7.932236318,9.169868767,-1.237632449
3,1970,MAB,ROMS,10.45223697,12.77669184,-2.324454871
1,1970,MAB,ROMS,7.604769553,8.278884645,-0.674115092
4,1970,SS,ROMS,8.748764367,8.938373618,-0.18960925
2,1970,SS,ROMS,6.519211273,6.75600948,-0.236798207
3,1970,SS,ROMS,8.313345164,8.355489749,-0.042144585
1,1970,SS,ROMS,6.149215721,7.096705525,-0.947489804
4,1971,GB,ROMS,11.0969738,11.60915466,-0.512180857
2,1971,GB,ROMS,6.323419243,7.538449219,-1.215029976
3,1971,GB,ROMS,9.872350192,11.28611562,-1.41376543
1,1971,GB,ROMS,5.224024491,6.690226629,-1.466202138
4,1971,GOM,ROMS,6.970919726,7.948001863,-0.977082137
2,1971,GOM,ROMS,5.777308361,6.473068974,-0.695760613
3,1971,GOM,ROMS,6.011613515,7.145719277,-1.134105762
1,1971,GOM,ROMS,5.639691101,7.319955305,-1.680264204
4,1971,MAB,ROMS,12.90322074,13.5363828,-0.633162053
2,1971,MAB,ROMS,7.288216424,9.169868767,-1.881652343
3,1971,MAB,ROMS,9.732111026,12.77669184,-3.044580815
1,1971,MAB,ROMS,7.338733581,8.278884645,-0.940151064
4,1971,SS,ROMS,8.13029291,8.938373618,-0.808080708
2,1971,SS,ROMS,6.174383417,6.75600948,-0.581626062
3,1971,SS,ROMS,7.454830694,8.355489749,-0.900659054
1,1971,SS,ROMS,5.462079258,7.096705525,-1.634626267
4,1972,GB,ROMS,10.50817105,11.60915466,-1.100983613
2,1972,GB,ROMS,6.837015997,7.538449219,-0.701433222
3,1972,GB,ROMS,10.35586263,11.28611562,-0.930252989
1,1972,GB,ROMS,6.249753032,6.690226629,-0.440473597
4,1972,GOM,ROMS,7.204643129,7.948001863,-0.743358734
2,1972,GOM,ROMS,6.00638325,6.473068974,-0.466685725
3,1972,GOM,ROMS,6.252010027,7.145719277,-0.89370925
1,1972,GOM,ROMS,5.754993219,7.319955305,-1.564962085
4,1972,MAB,ROMS,12.96670742,13.5363828,-0.569675374
2,1972,MAB,ROMS,8.497128695,9.169868767,-0.672740072
3,1972,MAB,ROMS,11.69438763,12.77669184,-1.082304214
1,1972,MAB,ROMS,8.619644885,8.278884645,0.34076024
4,1972,SS,ROMS,8.44701231,8.938373618,-0.491361308
2,1972,SS,ROMS,6.645202892,6.75600948,-0.110806587
3,1972,SS,ROMS,8.019265908,8.355489749,-0.336223841
1,1972,SS,ROMS,5.77381197,7.096705525,-1.322893555
4,1973,GB,ROMS,10.67716467,11.60915466,-0.931989992
2,1973,GB,ROMS,7.026784213,7.538449219,-0.511665006
3,1973,GB,ROMS,10.43891898,11.28611562,-0.847196647
1,1973,GB,ROMS,5.747916812,6.690226629,-0.942309817
4,1973,GOM,ROMS,7.000218523,7.948001863,-0.947783339
2,1973,GOM,ROMS,5.986692033,6.473068974,-0.486376941
3,1973,GOM,ROMS,6.059386508,7.145719277,-1.086332769
1,1973,GOM,ROMS,5.941414056,7.319955305,-1.378541249
4,1973,MAB,ROMS,13.23325914,13.5363828,-0.303123655
2,1973,MAB,ROMS,8.251514519,9.169868767,-0.918354248
3,1973,MAB,ROMS,10.98108024,12.77669184,-1.795611598
1,1973,MAB,ROMS,7.785806621,8.278884645,-0.493078024
4,1973,SS,ROMS,7.931846527,8.938373618,-1.006527091
2,1973,SS,ROMS,6.289130853,6.75600948,-0.466878626
3,1973,SS,ROMS,7.641973123,8.355489749,-0.713516626
1,1973,SS,ROMS,5.694526598,7.096705525,-1.402178927
4,1974,GB,ROMS,11.33290094,11.60915466,-0.27625372
2,1974,GB,ROMS,7.403773449,7.538449219,-0.13467577
3,1974,GB,ROMS,10.88082473,11.28611562,-0.405290893
1,1974,GB,ROMS,6.466350203,6.690226629,-0.223876426
4,1974,GOM,ROMS,7.76084833,7.948001863,-0.187153532
2,1974,GOM,ROMS,6.593532921,6.473068974,0.120463947
3,1974,GOM,ROMS,6.768153801,7.145719277,-0.377565476
1,1974,GOM,ROMS,6.218247364,7.319955305,-1.10170794
4,1974,MAB,ROMS,12.85093756,13.5363828,-0.685445233
2,1974,MAB,ROMS,9.556449691,9.169868767,0.386580924
3,1974,MAB,ROMS,12.252658,12.77669184,-0.524033837
1,1974,MAB,ROMS,9.23527365,8.278884645,0.956389005
4,1974,SS,ROMS,9.814983979,8.938373618,0.876610362
2,1974,SS,ROMS,7.31254173,6.75600948,0.55653225
3,1974,SS,ROMS,9.288209991,8.355489749,0.932720243
1,1974,SS,ROMS,6.545104908,7.096705525,-0.551600617
4,1975,GB,ROMS,11.84197962,11.60915466,0.232824964
2,1975,GB,ROMS,7.134848089,7.538449219,-0.40360113
3,1975,GB,ROMS,11.20231951,11.28611562,-0.083796108
1,1975,GB,ROMS,6.441055029,6.690226629,-0.2491716
4,1975,GOM,ROMS,8.250532165,7.948001863,0.302530302
2,1975,GOM,ROMS,7.157803204,6.473068974,0.684734229
3,1975,GOM,ROMS,7.597321622,7.145719277,0.451602345
1,1975,GOM,ROMS,8.07136691,7.319955305,0.751411606
4,1975,MAB,ROMS,14.21365484,13.5363828,0.677272043
2,1975,MAB,ROMS,8.07215246,9.169868767,-1.097716307
3,1975,MAB,ROMS,10.85089304,12.77669184,-1.925798802
1,1975,MAB,ROMS,8.855705586,8.278884645,0.576820941
4,1975,SS,ROMS,9.084998908,8.938373618,0.14662529
2,1975,SS,ROMS,7.223823273,6.75600948,0.467813793
3,1975,SS,ROMS,8.594740725,8.355489749,0.239250976
1,1975,SS,ROMS,7.432381664,7.096705525,0.335676139
4,1976,GB,ROMS,10.3324811,11.60915466,-1.276673556
2,1976,GB,ROMS,7.449426111,7.538449219,-0.089023108
3,1976,GB,ROMS,10.96833359,11.28611562,-0.317782029
1,1976,GB,ROMS,6.33184948,6.690226629,-0.358377148
4,1976,GOM,ROMS,8.692696284,7.948001863,0.744694421
2,1976,GOM,ROMS,7.727130534,6.473068974,1.254061559
3,1976,GOM,ROMS,8.130306729,7.145719277,0.984587452
1,1976,GOM,ROMS,7.694010437,7.319955305,0.374055132
4,1976,MAB,ROMS,11.85571287,13.5363828,-1.68066993
2,1976,MAB,ROMS,9.401214475,9.169868767,0.231345708
3,1976,MAB,ROMS,11.57802548,12.77669184,-1.19866636
1,1976,MAB,ROMS,9.071614325,8.278884645,0.79272968
4,1976,SS,ROMS,10.01452813,8.938373618,1.076154514
2,1976,SS,ROMS,7.630176727,6.75600948,0.874167247
3,1976,SS,ROMS,9.249430212,8.355489749,0.893940464
1,1976,SS,ROMS,7.334943216,7.096705525,0.238237691
4,1977,GB,ROMS,11.17159876,11.60915466,-0.437555896
2,1977,GB,ROMS,6.969440205,7.538449219,-0.569009014
3,1977,GB,ROMS,10.92370764,11.28611562,-0.36240798
1,1977,GB,ROMS,5.172739957,6.690226629,-1.517486672
4,1977,GOM,ROMS,7.343242493,7.948001863,-0.60475937
2,1977,GOM,ROMS,5.674378902,6.473068974,-0.798690072
3,1977,GOM,ROMS,6.428961907,7.145719277,-0.716757369
1,1977,GOM,ROMS,6.396785556,7.319955305,-0.923169748
4,1977,MAB,ROMS,13.35235906,13.5363828,-0.184023736
2,1977,MAB,ROMS,8.115555456,9.169868767,-1.054313311
3,1977,MAB,ROMS,10.60825106,12.77669184,-2.16844078
1,1977,MAB,ROMS,6.092591901,8.278884645,-2.186292744
4,1977,SS,ROMS,8.60282064,8.938373618,-0.335552978
2,1977,SS,ROMS,6.73478639,6.75600948,-0.02122309
3,1977,SS,ROMS,8.389191063,8.355489749,0.033701315
1,1977,SS,ROMS,6.418050407,7.096705525,-0.678655118
4,1978,GB,ROMS,11.19747734,11.60915466,-0.41167732
2,1978,GB,ROMS,6.552013237,7.538449219,-0.986435982
3,1978,GB,ROMS,10.43954683,11.28611562,-0.84656879
1,1978,GB,ROMS,5.724669015,6.690226629,-0.965557614
4,1978,GOM,ROMS,6.772796956,7.948001863,-1.175204907
2,1978,GOM,ROMS,5.462317962,6.473068974,-1.010751013
3,1978,GOM,ROMS,5.981577082,7.145719277,-1.164142195
1,1978,GOM,ROMS,6.128199857,7.319955305,-1.191755448
4,1978,MAB,ROMS,13.55088638,13.5363828,0.014503582
2,1978,MAB,ROMS,8.705627457,9.169868767,-0.46424131
3,1978,MAB,ROMS,11.06640954,12.77669184,-1.710282306
1,1978,MAB,ROMS,7.72719582,8.278884645,-0.551688825
4,1978,SS,ROMS,8.762477632,8.938373618,-0.175895986
2,1978,SS,ROMS,6.183696229,6.75600948,-0.572313251
3,1978,SS,ROMS,8.047747566,8.355489749,-0.307742182
1,1978,SS,ROMS,6.244179488,7.096705525,-0.852526037
4,1979,GB,ROMS,10.25253338,11.60915466,-1.356621282
2,1979,GB,ROMS,6.090190504,7.538449219,-1.448258715
3,1979,GB,ROMS,9.956546385,11.28611562,-1.329569237
1,1979,GB,ROMS,5.287829114,6.690226629,-1.402397515
4,1979,GOM,ROMS,6.93185336,7.948001863,-1.016148502
2,1979,GOM,ROMS,5.493054846,6.473068974,-0.980014129
3,1979,GOM,ROMS,6.034653469,7.145719277,-1.111065807
1,1979,GOM,ROMS,6.047354371,7.319955305,-1.272600934
4,1979,MAB,ROMS,12.43525375,13.5363828,-1.10112905
2,1979,MAB,ROMS,7.546173054,9.169868767,-1.623695713
3,1979,MAB,ROMS,9.968726732,12.77669184,-2.80796511
1,1979,MAB,ROMS,7.501556467,8.278884645,-0.777328178
4,1979,SS,ROMS,8.539654838,8.938373618,-0.398718779
2,1979,SS,ROMS,5.934996906,6.75600948,-0.821012573
3,1979,SS,ROMS,7.944282466,8.355489749,-0.411207282
1,1979,SS,ROMS,6.226643459,7.096705525,-0.870062066
4,1980,GB,ROMS,10.02085828,11.60915466,-1.588296376
2,1980,GB,ROMS,6.736535733,7.538449219,-0.801913486
3,1980,GB,ROMS,10.58241895,11.28611562,-0.703696677
1,1980,GB,ROMS,5.326699414,6.690226629,-1.363527215
4,1980,GOM,ROMS,7.219232726,7.948001863,-0.728769137
2,1980,GOM,ROMS,5.606893908,6.473068974,-0.866175066
3,1980,GOM,ROMS,6.32530926,7.145719277,-0.820410016
1,1980,GOM,ROMS,6.299067024,7.319955305,-1.02088828
4,1980,MAB,ROMS,11.67237921,13.5363828,-1.864003587
2,1980,MAB,ROMS,7.216507425,9.169868767,-1.953361342
3,1980,MAB,ROMS,9.575507634,12.77669184,-3.201184207
1,1980,MAB,ROMS,6.936596306,8.278884645,-1.342288339
4,1980,SS,ROMS,9.318536676,8.938373618,0.380163059
2,1980,SS,ROMS,6.480400261,6.75600948,-0.275609219
3,1980,SS,ROMS,8.876967114,8.355489749,0.521477366
1,1980,SS,ROMS,6.687934064,7.096705525,-0.408771461
4,1981,GB,ROMS,10.21287039,11.60915466,-1.39628427
2,1981,GB,ROMS,6.633198082,7.538449219,-0.905251137
3,1981,GB,ROMS,10.60185045,11.28611562,-0.684265172
1,1981,GB,ROMS,4.905484816,6.690226629,-1.784741813
4,1981,GOM,ROMS,6.952378381,7.948001863,-0.995623482
2,1981,GOM,ROMS,5.292892628,6.473068974,-1.180176347
3,1981,GOM,ROMS,6.157208273,7.145719277,-0.988511004
1,1981,GOM,ROMS,5.467805735,7.319955305,-1.85214957
4,1981,MAB,ROMS,11.66742044,13.5363828,-1.868962352
2,1981,MAB,ROMS,7.646463655,9.169868767,-1.523405112
3,1981,MAB,ROMS,10.22428763,12.77669184,-2.552404214
1,1981,MAB,ROMS,6.006452751,8.278884645,-2.272431894
4,1981,SS,ROMS,9.05147378,8.938373618,0.113100163
2,1981,SS,ROMS,6.786243957,6.75600948,0.030234477
3,1981,SS,ROMS,8.337325066,8.355489749,-0.018164683
1,1981,SS,ROMS,6.364413098,7.096705525,-0.732292427
4,1982,GB,ROMS,10.84757141,11.60915466,-0.761583246
2,1982,GB,ROMS,6.318598436,7.538449219,-1.219850783
3,1982,GB,ROMS,10.57272104,11.28611562,-0.713394585
1,1982,GB,ROMS,5.212181808,6.690226629,-1.478044821
4,1982,GOM,ROMS,6.608124769,7.948001863,-1.339877093
2,1982,GOM,ROMS,5.372738357,6.473068974,-1.100330617
3,1982,GOM,ROMS,5.847621264,7.145719277,-1.298098012
1,1982,GOM,ROMS,6.042869026,7.319955305,-1.277086279
4,1982,MAB,ROMS,13.81708751,13.5363828,0.280704715
2,1982,MAB,ROMS,8.051729141,9.169868767,-1.118139626
3,1982,MAB,ROMS,10.80590218,12.77669184,-1.970789662
1,1982,MAB,ROMS,6.750318364,8.278884645,-1.528566281
4,1982,SS,ROMS,7.912090426,8.938373618,-1.026283191
2,1982,SS,ROMS,6.252411379,6.75600948,-0.503598101
3,1982,SS,ROMS,7.688782206,8.355489749,-0.666707543
1,1982,SS,ROMS,6.841505957,7.096705525,-0.255199568
4,1983,GB,ROMS,10.46275758,11.60915466,-1.146397083
2,1983,GB,ROMS,7.277945411,7.538449219,-0.260503809
3,1983,GB,ROMS,10.3869719,11.28611562,-0.899143721
1,1983,GB,ROMS,6.730727689,6.690226629,0.04050106
4,1983,GOM,ROMS,7.114468946,7.948001863,-0.833532917
2,1983,GOM,ROMS,5.69551123,6.473068974,-0.777557745
3,1983,GOM,ROMS,6.253284132,7.145719277,-0.892435145
1,1983,GOM,ROMS,5.968384125,7.319955305,-1.35157118
4,1983,MAB,ROMS,13.85201269,13.5363828,0.315629893
2,1983,MAB,ROMS,8.727667765,9.169868767,-0.442201002
3,1983,MAB,ROMS,11.50538943,12.77669184,-1.27130241
1,1983,MAB,ROMS,8.692694998,8.278884645,0.413810353
4,1983,SS,ROMS,8.286633183,8.938373618,-0.651740435
2,1983,SS,ROMS,6.213704789,6.75600948,-0.54230469
3,1983,SS,ROMS,8.025581,8.355489749,-0.329908749
1,1983,SS,ROMS,6.147245703,7.096705525,-0.949459822
4,1984,GB,ROMS,10.58351628,11.60915466,-1.025638376
2,1984,GB,ROMS,6.67894587,7.538449219,-0.859503349
3,1984,GB,ROMS,10.39632892,11.28611562,-0.889786701
1,1984,GB,ROMS,5.846880266,6.690226629,-0.843346363
4,1984,GOM,ROMS,7.790821632,7.948001863,-0.157180231
2,1984,GOM,ROMS,6.439075576,6.473068974,-0.033993399
3,1984,GOM,ROMS,6.974208616,7.145719277,-0.171510661
1,1984,GOM,ROMS,6.620921797,7.319955305,-0.699033508
4,1984,MAB,ROMS,12.87093229,13.5363828,-0.665450502
2,1984,MAB,ROMS,7.099232952,9.169868767,-2.070635815
3,1984,MAB,ROMS,9.469940654,12.77669184,-3.306751188
1,1984,MAB,ROMS,7.853895493,8.278884645,-0.424989152
4,1984,SS,ROMS,9.24794016,8.938373618,0.309566542
2,1984,SS,ROMS,6.481544062,6.75600948,-0.274465418
3,1984,SS,ROMS,8.681915274,8.355489749,0.326425526
1,1984,SS,ROMS,6.745767149,7.096705525,-0.350938376
4,1985,GB,ROMS,11.72987386,11.60915466,0.120719196
2,1985,GB,ROMS,7.455854549,7.538449219,-0.08259467
3,1985,GB,ROMS,10.9558602,11.28611562,-0.330255423
1,1985,GB,ROMS,6.426230886,6.690226629,-0.263995743
4,1985,GOM,ROMS,7.892463769,7.948001863,-0.055538094
2,1985,GOM,ROMS,6.281185988,6.473068974,-0.191882987
3,1985,GOM,ROMS,7.028339624,7.145719277,-0.117379653
1,1985,GOM,ROMS,6.76547183,7.319955305,-0.554483474
4,1985,MAB,ROMS,15.01997276,13.5363828,1.48358996
2,1985,MAB,ROMS,9.212746976,9.169868767,0.042878209
3,1985,MAB,ROMS,11.36495635,12.77669184,-1.411735495
1,1985,MAB,ROMS,7.985737489,8.278884645,-0.293147156
4,1985,SS,ROMS,9.402207733,8.938373618,0.463834115
2,1985,SS,ROMS,7.097711901,6.75600948,0.341702421
