SAMPLE_DATE,LOCATION,LOCATION_ID,Species,UID,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,CALCULATED_SCORE,Month,Year,Over_44_threshold
7/23/2007,Kelly Pt.,PSP27.33,Mytilus,072307PSP27.33Myt,44.91669,-67.123,0,Jul,2007,No
7/23/2007,Hobart Stream,PSP27.26,Mytilus,072307PSP27.26Myt,44.88833,-67.19701,41,Jul,2007,No
7/23/2007,Cobscook Bay St. Pk.,PSP27.22,Mytilus,072307PSP27.22Myt,44.83722,-67.14967,37,Jul,2007,No
7/23/2007,Coffins Pt.,PSP27.12,Mytilus,072307PSP27.12Myt,44.87031,-67.11049,0,Jul,2007,No
7/23/2007,Youngs Pt. Lubec,PSP27.09,Mytilus,072307PSP27.09Myt,44.892,-67.0945,45,Jul,2007,Yes
7/23/2007,Great Gott Is.,PSP21.18,Mytilus,072307PSP21.18Myt,44.197,-68.324,42,Jul,2007,No
7/23/2007,Head Hbr.,PSP19.14,Mytilus,072307PSP19.14Myt,,,44,Jul,2007,Yes
7/23/2007,Duck Hbr.,PSP19.13,Mytilus,072307PSP19.13Myt,44.0293,-68.65308,51,Jul,2007,Yes
7/23/2007,Gurnet,PSP12.15,Mytilus,072307PSP12.15Myt,43.85809,-69.91333,0,Jul,2007,No
7/23/2007,Cundys Hbr.,PSP12.26,Mytilus,072307PSP12.26Myt,43.78722,-69.89333,0,Jul,2007,No
7/23/2007,Bethel Pt.,PSP13.06,Mytilus,072307PSP13.06Myt,43.79065,-69.91176,0,Jul,2007,No
7/23/2007,Lumbos Hole,PSP12.13,Mytilus,072307PSP12.13Myt,43.79553,-69.94557,0,Jul,2007,No
7/23/2007,Wills Gut,PSP12.06,Mytilus,072307PSP12.06Myt,43.74995,-69.9883,0,Jul,2007,No
7/23/2007,Bear Is. Phippsburg,PSP12.28,Mytilus,072307PSP12.28Myt,43.78556,-69.87415,0,Jul,2007,No
7/23/2007,Sebasco,PSP12.3,Mytilus,072307PSP12.3Myt,43.7637,-69.8616,0,Jul,2007,No
7/23/2007,Hermit Is.,PSP12.33,Mytilus,072307PSP12.33Myt,,,0,Jul,2007,No
7/23/2007,Head Beach,PSP12.34,Mytilus,072307PSP12.34Myt,43.71711,-69.84999,0,Jul,2007,No
7/23/2007,Bristol Gut,PSP15.12,Mytilus,072307PSP15.12Myt,43.86204,-69.55872,0,Jul,2007,No
7/23/2007,Christmas Cove,PSP15.13,Mytilus,072307PSP15.13Myt,43.84756,-69.55702,0,Jul,2007,No
7/23/2007,High Is.,PSP15.15,Mytilus,072307PSP15.15Myt,43.8874,-69.54745,0,Jul,2007,No
7/23/2007,Graveyard Pt.,PSP15.2,Mytilus,072307PSP15.2Myt,43.8782,-69.52402,0,Jul,2007,No
7/23/2007,Pemaquid Pt.,PSP15.21,Mytilus,072307PSP15.21Myt,43.83186,-69.5139,0,Jul,2007,No
7/23/2007,Chamberlain,PSP15.23,Mytilus,072307PSP15.23Myt,43.88774,-69.47769,0,Jul,2007,No
7/24/2007,Over Pt.,PSP23.15,Mytilus,072407PSP23.15Myt,44.43563,-67.91168,0,Jul,2007,No
7/24/2007,Yeaton Cove,PSP23.13,Mytilus,072407PSP23.13Myt,44.43965,-67.93082,0,Jul,2007,No
7/24/2007,Rogers Pt.,PSP23.11,Mytilus,072407PSP23.11Myt,44.47214,-67.97331,0,Jul,2007,No
7/24/2007,Newman Cove,PSP23.09a,Mytilus,072407PSP23.09aMyt,44.42126,-67.97611,0,Jul,2007,No
7/24/2007,Corea Hbr.,PSP23.07,Mytilus,072407PSP23.07Myt,44.39319,-67.97628,0,Jul,2007,No
7/24/2007,East Pond Cove,PSP23.01,Mytilus,072407PSP23.01Myt,44.33762,-68.04779,0,Jul,2007,No
7/24/2007,West Pond Cove,PSP22.34,Mytilus,072407PSP22.34Myt,44.34343,-68.06095,0,Jul,2007,No
7/24/2007,Mosquito Hbr.,PSP22.33,Mytilus,072407PSP22.33Myt,44.37522,-68.0711,0,Jul,2007,No
7/24/2007,South Gouldsboro,PSP22.3,Mytilus,072407PSP22.3Myt,44.41331,-68.10916,0,Jul,2007,No
7/24/2007,Spinney Creek,PSP10.02,Mytilus,072407PSP10.02Myt,43.09612,-70.76781,0,Jul,2007,No
7/24/2007,Kittery Pt. Bridge,PSP10.03,Mytilus,072407PSP10.03Myt,43.0832,-70.71808,0,Jul,2007,No
7/24/2007,York R.,PSP10.07,Mytilus,072407PSP10.07Myt,43.12727,-70.64426,0,Jul,2007,No
7/24/2007,Ogunquit R.,PSP10.11,Mytilus,072407PSP10.11Myt,43.2503,-70.5954,0,Jul,2007,No
7/24/2007,Cape Porpoise,PSP10.2,Mytilus,072407PSP10.2Myt,43.36592,-70.43032,0,Jul,2007,No
7/24/2007,Little R. Kennebunkport,PSP10.22,Mytilus,072407PSP10.22Myt,43.40226,-70.39882,0,Jul,2007,No
7/24/2007,Spruce Head,PSP17.06,Mytilus,072407PSP17.06Myt,44.00593,-69.12441,0,Jul,2007,No
7/24/2007,Martinsville,PSP17.01,Mytilus,072407PSP17.01Myt,43.94277,-69.23016,0,Jul,2007,No
7/24/2007,Long Cove Tenants Hbr.,PSP17.04,Mytilus,072407PSP17.04Myt,43.98602,-69.19633,0,Jul,2007,No
7/24/2007,Howard Pt.,PSP16.4,Mytilus,072407PSP16.4Myt,43.94755,-69.27711,0,Jul,2007,No
7/24/2007,Port Clyde,PSP16.41,Mytilus,072407PSP16.41Myt,43.92526,-69.259,0,Jul,2007,No
7/24/2007,Mere Pt.,PSP11.21,Mytilus,072407PSP11.21Myt,43.82479,-70.02192,0,Jul,2007,No
7/24/2007,Littlejohns Bridge,PSP11.1,Mytilus,072407PSP11.1Myt,43.75511,-70.1354,0,Jul,2007,No
7/24/2007,Waites Landing,PSP11.01,Mytilus,072407PSP11.01Myt,43.70651,-70.21726,0,Jul,2007,No
7/24/2007,Spurwink R.,PSP10.33,Mytilus,072407PSP10.33Myt,43.56632,-70.27305,0,Jul,2007,No
7/24/2007,Scarboro R.,PSP10.29,Mytilus,072407PSP10.29Myt,43.54459,-70.33231,0,Jul,2007,No
7/24/2007,Back Cove Swans Is.,PSP19.39,Mytilus,072407PSP19.39Myt,44.16649,-68.43606,0,Jul,2007,No
7/24/2007,Swans Is. Seal Cove,PSP19.37a,Mytilus,072407PSP19.37aMyt,,,0,Jul,2007,No
7/24/2007,Burntcoat Hbr.,PSP19.38,Mytilus,072407PSP19.38Myt,44.14834,-68.44768,0,Jul,2007,No
7/24/2007,MER BUOY 01,PSP11.35,Mytilus,072407PSP11.35Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 02,PSP11.36,Mytilus,072407PSP11.36Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 05,PSP11.39,Mytilus,072407PSP11.39Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 04,PSP11.38,Mytilus,072407PSP11.38Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 06,PSP11.40,Mytilus,072407PSP11.40Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 07,PSP11.41,Mytilus,072407PSP11.41Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 08,PSP11.42,Mytilus,072407PSP11.42Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 09,PSP11.43,Mytilus,072407PSP11.43Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 10,PSP11.44,Mytilus,072407PSP11.44Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 11,PSP11.45,Mytilus,072407PSP11.45Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 12,PSP11.46,Mytilus,072407PSP11.46Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 13,PSP11.47,Mytilus,072407PSP11.47Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 15,PSP11.49,Mytilus,072407PSP11.49Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 16,PSP11.50,Mytilus,072407PSP11.50Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 19,PSP11.53,Mytilus,072407PSP11.53Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 20,PSP11.54,Mytilus,072407PSP11.54Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 21,PSP11.55,Mytilus,072407PSP11.55Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 22,PSP11.56,Mytilus,072407PSP11.56Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 23,PSP11.57,Mytilus,072407PSP11.57Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 24,PSP11.58,Mytilus,072407PSP11.58Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 26,PSP11.60,Mytilus,072407PSP11.60Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 27,PSP11.61,Mytilus,072407PSP11.61Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 28,PSP11.62,Mytilus,072407PSP11.62Myt,,,0,Jul,2007,No
7/24/2007,MER BUOY 29,PSP11.63,Mytilus,072407PSP11.63Myt,,,0,Jul,2007,No
7/25/2007,Bay Pt.,PSP14.01,Mytilus,072507PSP14.01Myt,43.75479,-69.77623,0,Jul,2007,No
7/25/2007,Sagadahoc Bay,PSP14.03,Mytilus,072507PSP14.03Myt,43.75692,-69.75555,0,Jul,2007,No
7/25/2007,Indian Pt. Georgetown,PSP14.02,Mytilus,072507PSP14.02Myt,43.75329,-69.75399,0,Jul,2007,No
7/25/2007,Little R. Georgetown,PSP14.04,Mytilus,072507PSP14.04Myt,43.77558,-69.73642,0,Jul,2007,No
7/25/2007,Ewin Narrows,PSP12.11,Mytilus,072507PSP12.11Myt,43.81755,-69.95353,0,Jul,2007,No
7/25/2007,Lookout Pt.,PSP11.28,Mytilus,072507PSP11.28Myt,43.8092,-69.99411,0,Jul,2007,No
7/25/2007,Ash Pt.,PSP12.02,Mytilus,072507PSP12.02Myt,43.74819,-70.03221,0,Jul,2007,No
7/25/2007,Basin Pt.,PSP12.01,Mytilus,072507PSP12.01Myt,43.73848,-70.04343,0,Jul,2007,No
7/25/2007,Potts Pt.,PSP12.03,Mytilus,072507PSP12.03Myt,43.73064,-70.02556,0,Jul,2007,No
7/25/2007,Martin Pt.,PSP16.16,Mytilus,072507PSP16.16Myt,43.96483,-69.36792,0,Jul,2007,No
7/25/2007,Ames Cove,PSP16.15,Mytilus,072507PSP16.15Myt,43.97932,-69.36459,0,Jul,2007,No
7/25/2007,Garrison Is. Bar,PSP16.25,Mytilus,072507PSP16.25Myt,43.96986,-69.32865,0,Jul,2007,No
7/25/2007,Stones Pt.,PSP16.32,Mytilus,072507PSP16.32Myt,43.97,-69.27691,0,Jul,2007,No
7/25/2007,Kelley Pt.,PSP25.06,Mytilus,072507PSP25.06Myt,44.53205,-67.5655,0,Jul,2007,No
7/25/2007,Shoppee Pt.,PSP25.13,Mytilus,072507PSP25.13Myt,44.61523,-67.49666,0,Jul,2007,No
7/25/2007,Bare Cove,PSP25.17,Mytilus,072507PSP25.17Myt,44.61438,-67.43323,0,Jul,2007,No
7/25/2007,Bucks Hbr.,PSP25.21,Mytilus,072507PSP25.21Myt,44.6396,-67.37832,0,Jul,2007,No
7/25/2007,Starboard Is. Bar,PSP25.22,Mytilus,072507PSP25.22Myt,44.60696,-67.39595,0,Jul,2007,No
7/25/2007,Cape Split,PSP24.12,Mytilus,072507PSP24.12Myt,44.50376,-67.73423,0,Jul,2007,No
7/25/2007,Guard Pt.,PSP24.09,Mytilus,072507PSP24.09Myt,44.54887,-67.77145,0,Jul,2007,No
7/25/2007,Ripley,PSP24.08,Mytilus,072507PSP24.08Myt,44.52198,-67.79233,0,Jul,2007,No
7/25/2007,Rays Pt.,PSP24.001,Mytilus,072507PSP24.001Myt,,,0,Jul,2007,No
7/25/2007,Mitchell Pt.,PSP23.21,Mytilus,072507PSP23.21Myt,44.50886,-67.85525,0,Jul,2007,No
7/25/2007,MER BUOY 34,PSP12.45,Mytilus,072507PSP12.45Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 36,PSP12.47,Mytilus,072507PSP12.47Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 37,PSP12.49,Mytilus,072507PSP12.49Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 38,PSP12.50,Mytilus,072507PSP12.50Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 40,PSP12.52,Mytilus,072507PSP12.52Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 41,PSP12.53,Mytilus,072507PSP12.53Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 41A,PSP12.54,Mytilus,072507PSP12.54Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 42,PSP12.55,Mytilus,072507PSP12.55Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 43,PSP12.56,Mytilus,072507PSP12.56Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 44,PSP12.57,Mytilus,072507PSP12.57Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 30,PSP12.40,Mytilus,072507PSP12.40Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 32,PSP12.43,Mytilus,072507PSP12.43Myt,,,0,Jul,2007,No
7/25/2007,MER BUOY 33,PSP12.44,Mytilus,072507PSP12.44Myt,,,0,Jul,2007,No
7/26/2007,BBH Lab Float,PSP14.26,Mytilus,072607PSP14.26Myt,43.84447,-69.64091,0,Jul,2007,No
7/27/2007,Naskeag Hbr.,PSP19.3,Mytilus,072707PSP19.3Myt,44.22853,-68.53441,0,Jul,2007,No
7/27/2007,Deer Isle Causeway,PSP19.26,Mytilus,072707PSP19.26Myt,44.27732,-68.6784,0,Jul,2007,No
7/27/2007,Oceanville,PSP19.19,Mytilus,072707PSP19.19Myt,,,0,Jul,2007,No
7/27/2007,Stonington,PSP19.15,Mytilus,072707PSP19.15Myt,44.15419,-68.65947,0,Jul,2007,No
7/27/2007,Dice Head,PSP19.01,Mytilus,072707PSP19.01Myt,44.38107,-68.81968,0,Jul,2007,No
7/30/2007,Moose R.,PSP26.09,Mytilus,073007PSP26.09Myt,44.73899,-67.12259,484,Jul,2007,Yes
7/30/2007,Lubec Channel,PSP26.15,Mytilus,073007PSP26.15Myt,44.85891,-66.98028,396,Jul,2007,Yes
7/30/2007,Johnsons Bay,PSP27.02,Mytilus,073007PSP27.02Myt,44.8519,-66.99979,322,Jul,2007,Yes
7/30/2007,Gove Pt.,PSP27.05,Mytilus,073007PSP27.05Myt,44.90545,-67.05621,315,Jul,2007,Yes
7/30/2007,South Bay,PSP27.06a,Mytilus,073007PSP27.06aMyt,,,0,Jul,2007,No
7/30/2007,Race Pt.,PSP27.16,Mytilus,073007PSP27.16Myt,44.87479,-67.11548,257,Jul,2007,Yes
7/30/2007,Red Cove,PSP27.37,Mytilus,073007PSP27.37Myt,44.9232,-67.11263,41,Jul,2007,No
7/30/2007,Kelly Pt.,PSP27.33,Mytilus,073007PSP27.33Myt,44.91669,-67.123,0,Jul,2007,No
7/30/2007,Hobart Stream,PSP27.26,Mytilus,073007PSP27.26Myt,44.88833,-67.19701,177,Jul,2007,Yes
7/30/2007,Cobscook Bay St. Pk.,PSP27.22,Mytilus,073007PSP27.22Myt,44.83722,-67.14967,43,Jul,2007,No
7/30/2007,Youngs Pt. Lubec,PSP27.09,Mytilus,073007PSP27.09Myt,44.892,-67.0945,76,Jul,2007,Yes
7/30/2007,Coffins Pt.,PSP27.12,Mytilus,073007PSP27.12Myt,44.87031,-67.11049,59,Jul,2007,Yes
7/30/2007,Gleason Cove,PSP27.46,Mytilus,073007PSP27.46Myt,44.97084,-67.05254,449,Jul,2007,Yes
7/30/2007,Mathews Is.,PSP27.44,Mytilus,073007PSP27.44Myt,44.91431,-67.02524,223,Jul,2007,Yes
7/30/2007,Cable Area,PSP27.43,Mytilus,073007PSP27.43Myt,44.93407,-67.04828,132,Jul,2007,Yes
7/30/2007,Birch Pt. Perry,PSP27.4,Mytilus,073007PSP27.4Myt,44.91796,-67.07182,145,Jul,2007,Yes
7/30/2007,Leighton Pt.,PSP27.32,Mytilus,073007PSP27.32Myt,44.89754,-67.11312,338,Jul,2007,Yes
7/30/2007,Hallowell Is.,PSP27.25,Mytilus,073007PSP27.25Myt,44.87774,-67.1639,282,Jul,2007,Yes
7/30/2007,Over Pt.,PSP23.15,Mytilus,073007PSP23.15Myt,44.43563,-67.91168,0,Jul,2007,No
7/30/2007,Yeaton Cove,PSP23.13,Mytilus,073007PSP23.13Myt,44.43965,-67.93082,0,Jul,2007,No
7/30/2007,Rogers Pt.,PSP23.11,Mytilus,073007PSP23.11Myt,44.47214,-67.97331,0,Jul,2007,No
7/30/2007,Newman Cove,PSP23.09a,Mytilus,073007PSP23.09aMyt,44.42126,-67.97611,0,Jul,2007,No
7/30/2007,Corea Hbr.,PSP23.07,Mytilus,073007PSP23.07Myt,44.39319,-67.97628,0,Jul,2007,No
7/30/2007,East Pond Cove,PSP23.01,Mytilus,073007PSP23.01Myt,44.33762,-68.04779,0,Jul,2007,No
7/30/2007,West Pond Cove,PSP22.34,Mytilus,073007PSP22.34Myt,44.34343,-68.06095,0,Jul,2007,No
7/30/2007,Mosquito Hbr.,PSP22.33,Mytilus,073007PSP22.33Myt,44.37522,-68.0711,0,Jul,2007,No
7/30/2007,South Gouldsboro,PSP22.3,Mytilus,073007PSP22.3Myt,44.41331,-68.10916,0,Jul,2007,No
7/30/2007,Bartlett Narrows,PSP21.02,Mytilus,073007PSP21.02Myt,44.33954,-68.40793,0,Jul,2007,No
7/30/2007,Seal Cove Tremont,PSP21.04,Mytilus,073007PSP21.04Myt,44.28261,-68.40792,0,Jul,2007,No
7/30/2007,Duck Cove,PSP21.06,Mytilus,073007PSP21.06Myt,44.25551,-68.37878,0,Jul,2007,No
7/30/2007,Bass Hbr.,PSP21.09,Mytilus,073007PSP21.09Myt,44.23824,-68.34792,0,Jul,2007,No
7/30/2007,Southwest Hbr.,PSP21.12,Mytilus,073007PSP21.12Myt,44.279,-68.324,0,Jul,2007,No
7/30/2007,Seal Hbr.,PSP21.2,Mytilus,073007PSP21.2Myt,44.292,-68.23696,0,Jul,2007,No
7/30/2007,Bar Hbr. Bar,PSP22.01,Mytilus,073007PSP22.01Myt,44.39342,-68.20833,0,Jul,2007,No
7/30/2007,Hulls Cove,PSP22.02,Mytilus,073007PSP22.02Myt,44.41578,-68.24992,0,Jul,2007,No
8/1/2007,Youngs Pt. Lubec,PSP27.09,Mytilus,080107PSP27.09Myt,44.892,-67.0945,109,Aug,2007,Yes
8/1/2007,Coffins Pt.,PSP27.12,Mytilus,080107PSP27.12Myt,44.87031,-67.11049,53,Aug,2007,Yes
8/1/2007,Bassett Creek,PSP27.07,Mytilus,080107PSP27.07Myt,44.84604,-67.05283,0,Aug,2007,No
8/1/2007,Race Pt.,PSP27.16,Mytilus,080107PSP27.16Myt,44.87479,-67.11548,412,Aug,2007,Yes
8/1/2007,Edmunds Public Boat Ramp,PSP27.24,Mytilus,080107PSP27.24Myt,44.85744,-67.14813,115,Aug,2007,Yes
8/1/2007,Kelley Pt.,PSP25.06,Mytilus,080107PSP25.06Myt,44.53205,-67.5655,0,Aug,2007,No
8/1/2007,Shoppee Pt.,PSP25.13,Mytilus,080107PSP25.13Myt,44.61523,-67.49666,0,Aug,2007,No
8/1/2007,Bare Cove,PSP25.17,Mytilus,080107PSP25.17Myt,44.61438,-67.43323,0,Aug,2007,No
8/1/2007,Bucks Hbr.,PSP25.21,Mytilus,080107PSP25.21Myt,44.6396,-67.37832,49,Aug,2007,Yes
8/1/2007,Starboard Is. Bar,PSP25.22,Mytilus,080107PSP25.22Myt,44.60696,-67.39595,56,Aug,2007,Yes
8/1/2007,Cutler Hbr.,PSP26.07,Mytilus,080107PSP26.07Myt,44.65701,-67.20525,89,Aug,2007,Yes
8/2/2007,Birch Pt. Perry,PSP27.4,Mytilus,080207PSP27.4Myt,44.91796,-67.07182,117,Aug,2007,Yes
8/6/2007,Christmas Cove,PSP15.13,Mytilus,080607PSP15.13Myt,43.84756,-69.55702,0,Aug,2007,No
8/6/2007,High Is.,PSP15.15,Mytilus,080607PSP15.15Myt,43.8874,-69.54745,0,Aug,2007,No
8/6/2007,Graveyard Pt.,PSP15.2,Mytilus,080607PSP15.2Myt,43.8782,-69.52402,0,Aug,2007,No
8/6/2007,Pemaquid Pt.,PSP15.21,Mytilus,080607PSP15.21Myt,43.83186,-69.5139,0,Aug,2007,No
8/6/2007,Chamberlain,PSP15.23,Mytilus,080607PSP15.23Myt,43.88774,-69.47769,0,Aug,2007,No
8/6/2007,Bear Is. Phippsburg,PSP12.28,Mytilus,080607PSP12.28Myt,43.78556,-69.87415,0,Aug,2007,No
8/6/2007,Sebasco,PSP12.3,Mytilus,080607PSP12.3Myt,43.7637,-69.8616,0,Aug,2007,No
8/6/2007,Hermit Is.,PSP12.33,Mytilus,080607PSP12.33Myt,,,0,Aug,2007,No
8/6/2007,Head Beach,PSP12.34,Mytilus,080607PSP12.34Myt,43.71711,-69.84999,0,Aug,2007,No
8/6/2007,Bay Pt.,PSP14.01,Mytilus,080607PSP14.01Myt,43.75479,-69.77623,118,Aug,2007,Yes
8/6/2007,Sagadahoc Bay,PSP14.03,Mytilus,080607PSP14.03Myt,43.75692,-69.75555,0,Aug,2007,No
8/6/2007,Indian Pt. Georgetown,PSP14.02,Mytilus,080607PSP14.02Myt,43.75329,-69.75399,0,Aug,2007,No
8/6/2007,Little R. Georgetown,PSP14.04,Mytilus,080607PSP14.04Myt,43.77558,-69.73642,0,Aug,2007,No
8/6/2007,Vinalhaven,PSP18.05,Mytilus,080607PSP18.05Myt,,,38,Aug,2007,No
8/6/2007,Gleason Cove,PSP27.46,Mytilus,080607PSP27.46Myt,44.97084,-67.05254,376,Aug,2007,Yes
8/6/2007,Mathews Is.,PSP27.44,Mytilus,080607PSP27.44Myt,44.91431,-67.02524,310,Aug,2007,Yes
8/6/2007,Cable Area,PSP27.43,Mytilus,080607PSP27.43Myt,44.93407,-67.04828,198,Aug,2007,Yes
8/6/2007,Birch Pt. Perry,PSP27.4,Mytilus,080607PSP27.4Myt,44.91796,-67.07182,109,Aug,2007,Yes
8/6/2007,Leighton Pt.,PSP27.32,Mytilus,080607PSP27.32Myt,44.89754,-67.11312,258,Aug,2007,Yes
8/6/2007,Hallowell Is.,PSP27.25,Mytilus,080607PSP27.25Myt,44.87774,-67.1639,222,Aug,2007,Yes
8/6/2007,Edmunds Public Boat Ramp,PSP27.24,Mytilus,080607PSP27.24Myt,44.85744,-67.14813,104,Aug,2007,Yes
8/6/2007,Red Cove,PSP27.37,Mytilus,080607PSP27.37Myt,44.9232,-67.11263,51,Aug,2007,Yes
8/6/2007,Kelly Pt.,PSP27.33,Mytilus,080607PSP27.33Myt,44.91669,-67.123,39,Aug,2007,No
8/6/2007,Hobart Stream,PSP27.26,Mytilus,080607PSP27.26Myt,44.88833,-67.19701,222,Aug,2007,Yes
8/6/2007,Cobscook Bay St. Pk.,PSP27.22,Mytilus,080607PSP27.22Myt,44.83722,-67.14967,48,Aug,2007,Yes
8/6/2007,Youngs Pt. Lubec,PSP27.09,Mytilus,080607PSP27.09Myt,44.892,-67.0945,111,Aug,2007,Yes
8/6/2007,Coffins Pt.,PSP27.12,Mytilus,080607PSP27.12Myt,44.87031,-67.11049,83,Aug,2007,Yes
8/6/2007,Moose R.,PSP26.09,Mytilus,080607PSP26.09Myt,44.73899,-67.12259,482,Aug,2007,Yes
8/6/2007,Lubec Channel,PSP26.15,Mytilus,080607PSP26.15Myt,44.85891,-66.98028,475,Aug,2007,Yes
8/6/2007,Johnsons Bay,PSP27.02,Mytilus,080607PSP27.02Myt,44.8519,-66.99979,373,Aug,2007,Yes
8/6/2007,Gove Pt.,PSP27.05,Mytilus,080607PSP27.05Myt,44.90545,-67.05621,287,Aug,2007,Yes
8/6/2007,South Bay,PSP27.06a,Mytilus,080607PSP27.06aMyt,,,0,Aug,2007,No
8/6/2007,Race Pt.,PSP27.16,Mytilus,080607PSP27.16Myt,44.87479,-67.11548,249,Aug,2007,Yes
8/7/2007,Spruce Head,PSP17.06,Mytilus,080707PSP17.06Myt,44.00593,-69.12441,0,Aug,2007,No
8/7/2007,Long Cove Tenants Hbr.,PSP17.04,Mytilus,080707PSP17.04Myt,43.98602,-69.19633,0,Aug,2007,No
8/7/2007,Mere Pt.,PSP11.21,Mytilus,080707PSP11.21Myt,43.82479,-70.02192,0,Aug,2007,No
8/7/2007,Littlejohns Bridge,PSP11.1,Mytilus,080707PSP11.1Myt,43.75511,-70.1354,0,Aug,2007,No
8/7/2007,Waites Landing,PSP11.01,Mytilus,080707PSP11.01Myt,43.70651,-70.21726,0,Aug,2007,No
8/7/2007,Spurwink R.,PSP10.33,Mytilus,080707PSP10.33Myt,43.56632,-70.27305,0,Aug,2007,No
8/7/2007,Scarboro R.,PSP10.29,Mytilus,080707PSP10.29Myt,43.54459,-70.33231,0,Aug,2007,No
8/7/2007,Spinney Creek,PSP10.02,Mytilus,080707PSP10.02Myt,43.09612,-70.76781,0,Aug,2007,No
8/7/2007,Kittery Pt. Bridge,PSP10.03,Mytilus,080707PSP10.03Myt,43.0832,-70.71808,0,Aug,2007,No
8/7/2007,Ogunquit R.,PSP10.11,Mytilus,080707PSP10.11Myt,43.2503,-70.5954,0,Aug,2007,No
8/7/2007,Cape Porpoise,PSP10.2,Mytilus,080707PSP10.2Myt,43.36592,-70.43032,0,Aug,2007,No
8/7/2007,Little R. Kennebunkport,PSP10.22,Mytilus,080707PSP10.22Myt,43.40226,-70.39882,0,Aug,2007,No
8/7/2007,Howard Pt.,PSP16.4,Mytilus,080707PSP16.4Myt,43.94755,-69.27711,0,Aug,2007,No
8/7/2007,Port Clyde,PSP16.41,Mytilus,080707PSP16.41Myt,43.92526,-69.259,0,Aug,2007,No
8/7/2007,Bartlett Narrows,PSP21.02,Mytilus,080707PSP21.02Myt,44.33954,-68.40793,0,Aug,2007,No
8/7/2007,Seal Cove Tremont,PSP21.04,Mytilus,080707PSP21.04Myt,44.28261,-68.40792,0,Aug,2007,No
8/7/2007,Duck Cove,PSP21.06,Mytilus,080707PSP21.06Myt,44.25551,-68.37878,0,Aug,2007,No
8/7/2007,Bass Hbr.,PSP21.09,Mytilus,080707PSP21.09Myt,44.23824,-68.34792,0,Aug,2007,No
8/7/2007,Southwest Hbr.,PSP21.12,Mytilus,080707PSP21.12Myt,44.279,-68.324,0,Aug,2007,No
8/7/2007,Seal Hbr.,PSP21.2,Mytilus,080707PSP21.2Myt,44.292,-68.23696,41,Aug,2007,No
8/7/2007,Bar Hbr. Bar,PSP22.01,Mytilus,080707PSP22.01Myt,44.39342,-68.20833,0,Aug,2007,No
8/7/2007,Hulls Cove,PSP22.02,Mytilus,080707PSP22.02Myt,44.41578,-68.24992,0,Aug,2007,No
8/7/2007,Over Pt.,PSP23.15,Mytilus,080707PSP23.15Myt,44.43563,-67.91168,0,Aug,2007,No
8/7/2007,Yeaton Cove,PSP23.13,Mytilus,080707PSP23.13Myt,44.43965,-67.93082,0,Aug,2007,No
8/7/2007,Rogers Pt.,PSP23.11,Mytilus,080707PSP23.11Myt,44.47214,-67.97331,0,Aug,2007,No
8/7/2007,Newman Cove,PSP23.09a,Mytilus,080707PSP23.09aMyt,44.42126,-67.97611,0,Aug,2007,No
8/7/2007,Corea Hbr.,PSP23.07,Mytilus,080707PSP23.07Myt,44.39319,-67.97628,0,Aug,2007,No
8/7/2007,East Pond Cove,PSP23.01,Mytilus,080707PSP23.01Myt,44.33762,-68.04779,46,Aug,2007,Yes
8/7/2007,West Pond Cove,PSP22.34,Mytilus,080707PSP22.34Myt,44.34343,-68.06095,41,Aug,2007,No
