Date,2021 Daily,2010-2020 avg, 2010-2020 min, 2010-2020 max
01/01/2021 00:00:00,12.17,11.59,7.51,16.98
01/02/2021 00:00:00,11.43,11.25,7.75,16.37
01/03/2021 00:00:00,10.69,10.96,7.03,16.47
01/04/2021 00:00:00,9.33,11.04,7.03,16.94
01/05/2021 00:00:00,8.96,11.28,7.49,17.07
01/06/2021 00:00:00,8.90,11.34,6.71,16.83
01/07/2021 00:00:00,9.89,11.32,6.74,16.79
01/08/2021 00:00:00,8.65,10.73,6.30,16.97
01/09/2021 00:00:00,10.46,11.66,7.06,16.91
01/10/2021 00:00:00,9.72,11.37,6.15,17.00
01/11/2021 00:00:00,8.85,11.58,6.28,16.97
01/12/2021 00:00:00,nan,11.84,6.13,16.65
01/13/2021 00:00:00,9.09,11.55,6.48,16.56
01/14/2021 00:00:00,9.12,11.32,6.79,16.88
01/15/2021 00:00:00,9.32,11.40,7.00,17.05
01/16/2021 00:00:00,9.51,11.93,7.04,17.04
01/17/2021 00:00:00,9.87,12.23,7.10,17.03
01/18/2021 00:00:00,10.38,11.71,7.03,17.16
01/19/2021 00:00:00,10.75,11.89,7.70,16.04
01/20/2021 00:00:00,11.13,12.05,7.92,16.01
01/21/2021 00:00:00,11.60,12.21,7.92,16.51
01/22/2021 00:00:00,11.63,12.28,8.09,16.45
01/23/2021 00:00:00,12.17,12.30,8.05,16.17
01/24/2021 00:00:00,11.96,14.63,11.72,16.45
01/25/2021 00:00:00,11.92,14.44,11.38,15.81
01/26/2021 00:00:00,12.13,14.33,11.99,15.92
01/27/2021 00:00:00,12.32,14.71,12.51,16.59
01/28/2021 00:00:00,12.77,14.61,12.57,16.37
01/29/2021 00:00:00,12.50,14.44,12.58,16.38
01/30/2021 00:00:00,12.46,14.67,12.95,16.83
01/31/2021 00:00:00,13.35,14.83,12.61,16.66
02/01/2021 00:00:00,13.37,14.69,12.49,16.70
02/02/2021 00:00:00,13.58,14.64,12.47,16.31
02/03/2021 00:00:00,13.05,15.16,12.43,16.76
02/04/2021 00:00:00,12.88,15.13,12.89,16.76
02/05/2021 00:00:00,12.73,14.92,11.78,16.78
02/06/2021 00:00:00,12.80,14.92,11.79,16.84
02/07/2021 00:00:00,12.90,14.84,11.29,16.85
02/08/2021 00:00:00,13.07,14.91,11.32,16.57
02/09/2021 00:00:00,13.11,14.93,11.01,16.72
02/10/2021 00:00:00,13.06,15.00,9.20,16.95
02/11/2021 00:00:00,13.04,14.76,9.48,17.22
02/12/2021 00:00:00,13.07,14.75,9.66,16.69
02/13/2021 00:00:00,13.02,14.96,10.22,17.20
02/14/2021 00:00:00,12.99,14.87,10.92,17.06
02/15/2021 00:00:00,13.11,14.72,10.08,16.96
02/16/2021 00:00:00,13.30,14.81,10.78,17.08
02/17/2021 00:00:00,13.13,14.78,11.37,16.62
02/18/2021 00:00:00,nan,14.97,11.27,16.69
02/19/2021 00:00:00,nan,15.01,10.47,16.97
02/20/2021 00:00:00,12.97,14.62,10.25,17.28
02/21/2021 00:00:00,12.53,13.95,10.31,17.25
02/22/2021 00:00:00,12.85,13.59,9.84,17.41
02/23/2021 00:00:00,12.55,13.55,9.88,17.43
02/24/2021 00:00:00,12.62,13.72,10.01,17.10
02/25/2021 00:00:00,12.92,14.18,8.58,17.06
02/26/2021 00:00:00,13.04,13.45,5.47,16.89
02/27/2021 00:00:00,12.98,13.91,5.71,16.94
02/28/2021 00:00:00,12.59,13.91,5.67,16.96
03/01/2021 00:00:00,12.61,13.90,6.58,16.84
03/02/2021 00:00:00,12.88,14.18,6.85,16.87
03/03/2021 00:00:00,12.42,14.08,11.14,16.55
03/04/2021 00:00:00,12.28,13.74,11.73,15.78
03/05/2021 00:00:00,12.98,13.38,10.80,14.85
03/06/2021 00:00:00,12.62,13.75,9.63,15.25
03/07/2021 00:00:00,12.67,13.50,8.54,15.25
03/08/2021 00:00:00,12.40,13.44,8.51,14.89
03/09/2021 00:00:00,11.85,12.98,9.15,15.95
03/10/2021 00:00:00,11.22,11.18,8.88,14.53
03/11/2021 00:00:00,11.45,11.88,9.20,15.50
03/12/2021 00:00:00,11.32,11.35,5.62,14.86
03/13/2021 00:00:00,11.74,10.07,3.97,14.47
03/14/2021 00:00:00,11.83,10.50,3.47,15.30
03/15/2021 00:00:00,11.69,9.78,3.43,15.30
03/16/2021 00:00:00,11.45,8.91,2.69,15.11
03/17/2021 00:00:00,11.05,8.68,2.77,15.38
03/18/2021 00:00:00,10.62,9.33,2.84,15.56
03/19/2021 00:00:00,11.48,9.35,2.98,15.12
03/20/2021 00:00:00,11.51,9.78,5.00,14.20
03/21/2021 00:00:00,9.47,9.63,6.11,14.06
03/22/2021 00:00:00,9.86,9.90,6.57,14.79
03/23/2021 00:00:00,10.61,10.07,5.89,14.31
03/24/2021 00:00:00,10.20,9.91,6.75,13.82
03/25/2021 00:00:00,7.31,9.88,7.19,13.58
03/26/2021 00:00:00,7.77,9.46,6.32,14.24
03/27/2021 00:00:00,9.18,9.54,5.50,14.24
03/28/2021 00:00:00,10.02,9.09,5.30,14.04
03/29/2021 00:00:00,10.66,9.23,5.47,14.48
03/31/2021 00:00:00,10.94,9.73,5.45,13.79
04/01/2021 00:00:00,11.16,9.53,5.69,13.72
04/02/2021 00:00:00,11.23,9.70,6.13,14.02
04/03/2021 00:00:00,11.16,10.24,7.66,14.05
04/04/2021 00:00:00,11.10,9.99,7.07,13.78
04/05/2021 00:00:00,10.93,9.94,6.86,13.95
04/06/2021 00:00:00,10.73,10.12,7.09,14.61
04/07/2021 00:00:00,10.22,9.99,6.62,14.74
04/08/2021 00:00:00,9.99,9.46,6.01,14.09
04/09/2021 00:00:00,10.05,9.69,5.94,14.44
04/10/2021 00:00:00,10.20,10.16,6.17,14.18
04/11/2021 00:00:00,10.13,10.43,7.06,14.66
04/12/2021 00:00:00,10.34,10.31,6.91,14.29
04/13/2021 00:00:00,10.55,10.70,6.55,15.11
04/14/2021 00:00:00,9.12,10.68,6.40,14.39
04/15/2021 00:00:00,9.12,10.54,6.93,14.45
04/16/2021 00:00:00,10.04,10.44,6.80,14.63
04/17/2021 00:00:00,nan,10.29,6.78,14.64
04/18/2021 00:00:00,nan,10.04,6.86,14.63
