"StartDate","NARW_Occur","NARW_True_Tally","NARW_Suggested_Daily_Presence","PROJECT_DESCRIPTION","Fin_Occur","Humpback_Occur","Minke_Occur","Blue_Occur","Sei_Occur","Sei_Singles","Sei_Suggested_Daily_Presence","DeploymentStart","Site","Sperm_Occur","Dolphin_Occur","Porpoise_Occur","Full_Day","PROJECT_NAME","SITE_NAME","START_USABLE_DATA_DATETIME_UTC","START_USABLE_DATE_EST","END_USABLE_DATA_DATETIME_UTC","END_USABLE_DATE_EST","ITEM_DESCRIPTION","LATITUDE_DDG_DEPLOYMENT","LONGITUDE_DDG_DEPLOYMENT","DataStart","DataEnd"
2021-02-17,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-18,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-19,1,3,"","NEFSC_MA-RI_202011_NS01","1",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-20,1,3,"","NEFSC_MA-RI_202011_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-21,1,3,"","NEFSC_MA-RI_202011_NS01","1",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-22,1,3,"","NEFSC_MA-RI_202011_NS01","1",1,0,0,1,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-23,1,3,"","NEFSC_MA-RI_202011_NS01","0",0,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-24,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-25,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-26,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-27,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-02-28,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-03-01,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-03-02,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,0,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-03-03,1,3,"","NEFSC_MA-RI_202011_NS01","0",1,0,0,0,"","",0,"NS01",0,1,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2021-03-04,0,NA,"","NEFSC_MA-RI_202011_NS01","0",0,NA,0,0,"","",NA,NA,NA,NA,NA,NA,"NEFSC_MA-RI_202011","NS01","11/7/2020 6:15:00.000000 PM",2020-11-07 13:15:00,"3/4/2021 4:43:11.000000 AM",2021-03-03 23:43:11,"SoundTrap500","41.03343","-70.34125",2020-11-07,2021-03-03
2020-11-07,0,NA,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",1,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-08,2,1,"YES","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-09,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-10,2,2,"YES","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-11,1,3,"","NEFSC_MA-RI_202011_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-12,1,3,"","NEFSC_MA-RI_202011_NS02","0",1,0,0,1,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-13,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,1,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-14,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-15,2,1,"YES","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-16,2,2,"YES","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-17,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-18,0,NA,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-19,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-20,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-21,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,1,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-22,0,NA,"","NEFSC_MA-RI_202011_NS02","1",0,1,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-23,0,NA,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-24,0,NA,"","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-25,2,1,"YES","NEFSC_MA-RI_202011_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-26,0,NA,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",1,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-27,2,1,"YES","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-28,2,2,"YES","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-29,0,NA,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-11-30,0,NA,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-01,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-02,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,1,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-03,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-04,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-05,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-06,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-07,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-08,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-09,2,1,"YES","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-10,1,3,"","NEFSC_MA-RI_202011_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-11,1,3,"","NEFSC_MA-RI_202011_NS02","0",2,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-12,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-13,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-14,1,3,"","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-15,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-16,1,3,"","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-17,1,3,"","NEFSC_MA-RI_202011_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-18,1,3,"","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-19,1,3,"","NEFSC_MA-RI_202011_NS02","0",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-20,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-21,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-22,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-23,1,3,"","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-24,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-25,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-26,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-27,1,3,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-28,1,3,"","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-29,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-30,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2020-12-31,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,0,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2021-01-01,2,1,"YES","NEFSC_MA-RI_202011_NS02","1",1,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2021-01-02,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2021-01-03,1,3,"","NEFSC_MA-RI_202011_NS02","1",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
2021-01-04,0,NA,"","NEFSC_MA-RI_202011_NS02","0",0,0,0,0,"","",0,"NS02",0,1,NA,NA,"NEFSC_MA-RI_202011","NS02","11/7/2020 3:30:00.000000 PM",2020-11-07 10:30:00,"3/1/2021 4:34:20.000000 PM",2021-03-01 11:34:20,"SoundTrap500","40.73655","-70.01415",2020-11-07,2021-03-01
