"Month.Year","GB.uwnd","GB.vwnd","GB.hcly","GB.tke","GOM.uwnd","GOM.vwnd","GOM.hcly","GOM.tke","MAB.uwnd","MAB.vwnd","MAB.hcly","MAB.tke"
"1-Jul-98",2.047,2.045,70.2,0.213,1.818,2.347,62.7,0.218,1.333,1.337,65.8,0.22
"1-Aug-98",0.573,0.846,67.3,0.256,1.271,1.561,61.3,0.22,-0.873,0.252,57.8,0.265
"1-Sep-98",2.195,0.329,94.2,0.284,2.084,0.808,93.7,0.244,1.385,0.194,89.6,0.294
"1-Oct-98",2.894,-1.737,85.8,0.561,2.526,-1.284,91.5,0.512,1.841,-1.709,84.9,0.411
"1-Nov-98",3.328,-0.957,127.6,0.545,3.072,-0.477,111.2,0.504,2.799,-1.117,127.1,0.433
"1-Dec-98",3.577,-0.799,154.8,0.653,3.369,-0.299,149.2,0.595,2.638,-1.317,150.2,0.512
"1-Jan-99",2.34,0.189,202.8,0.815,2.595,0.163,192.4,0.797,2.24,0.065,198.3,0.669
"1-Feb-99",1.568,-3.447,136.5,0.791,1.196,-3.075,137.6,0.68,1.776,-2.319,134.2,0.572
"1-Mar-99",3.214,-1.065,125,0.844,1.942,-1.629,132.8,0.797,3.026,-2.093,127.6,0.747
"1-Apr-99",2.534,-2.189,102.6,0.493,1.87,-1.497,83.2,0.364,1.513,-0.882,116.9,0.356
"1-May-99",1.144,0.208,62.6,0.255,-0.295,0.588,58.4,0.223,-1.128,-0.637,74.5,0.315
"1-Jun-99",0.384,1.133,79.3,0.27,1.039,2.066,70.9,0.229,-0.382,0.621,75.3,0.27
"1-Jul-99",2.841,2.098,72.8,0.254,2.004,1.925,73.3,0.224,1.868,1.966,82.1,0.275
"1-Aug-99",0.986,0.962,73.7,0.237,0.938,0.838,74.2,0.225,-0.138,0.702,78.8,0.302
"1-Sep-99",0.467,1.692,59.5,0.383,0.338,1.883,70.9,0.334,-1.168,0.053,66.1,0.469
"1-Oct-99",2.17,0.05,113.9,0.499,2.177,0.405,130.8,0.484,1.493,-0.703,93.2,0.402
"1-Nov-99",3.281,0.189,106.2,0.702,3.182,0.601,117.3,0.648,2.827,-0.643,94.4,0.637
"1-Dec-99",3.579,-1.87,139.2,0.893,3.232,-1.698,127.6,0.771,3.604,-1.579,128.6,0.708
"1-Jan-00",4.455,-1.715,144.5,1.25,3.646,-1.97,147.5,1.144,4.177,-2.387,142.2,1.103
"1-Feb-00",3.318,-0.143,143,0.703,3.158,-0.122,134,0.699,2.849,-0.975,125.5,0.566
"1-Mar-00",1.12,-1.472,118.7,0.679,0.742,-1.093,123.5,0.537,0.77,-0.83,121.1,0.509
"1-Apr-00",0.911,0.531,145.7,0.599,0.468,0.434,139.3,0.521,0.728,-0.202,135.2,0.554
"1-May-00",0.527,0.577,116.8,0.272,0.38,0.717,116.2,0.272,0.478,0.729,123.4,0.31
"1-Jun-00",1.397,1.74,105,0.293,0.76,1.601,110.8,0.285,1.523,1.926,92.8,0.294
"1-Jul-00",0.616,0.999,73.6,0.218,0.648,1.089,59.9,0.211,0.385,0.558,72.5,0.228
"1-Aug-00",0.875,1.447,72.3,0.247,0.813,1.23,66.8,0.211,0.844,0.586,61.5,0.263
"1-Sep-00",0.925,0.109,87.2,0.315,1.207,0.545,85.7,0.282,0.021,-0.455,78.5,0.351
"1-Oct-00",1.688,-2.353,97.4,0.457,1.784,-1.407,104.3,0.415,1.115,-3.061,76.6,0.44
"1-Nov-00",2.875,-3.56,81.9,0.712,1.715,-3.087,77.9,0.54,3.502,-2.642,95.7,0.636
"1-Dec-00",4.844,-1.01,145.9,1.137,4.289,-1.372,137.8,1.037,3.525,-2.315,160.6,0.886
"1-Jan-01",3.269,-2.244,126.1,0.626,2.4,-2.357,104,0.531,3.249,-2.381,122.1,0.61
"1-Feb-01",4.586,-1.364,166.8,0.905,4.07,-1.172,143,0.833,2.976,-1.519,168.3,0.631
"1-Mar-01",1.467,-1.282,153.6,0.765,0.419,-2.21,160.1,0.733,1.541,-2.02,157.5,0.678
"1-Apr-01",1.413,-1.453,120.2,0.446,1.156,-0.935,98.4,0.339,1.051,-0.301,119.8,0.347
"1-May-01",0.073,-0.619,73.9,0.311,0.409,-0.042,64.2,0.238,-0.055,-0.127,87.2,0.266
"1-Jun-01",1.933,2.281,63.1,0.214,1.498,2.077,75.2,0.215,1.059,1.44,58.7,0.213
"1-Jul-01",1.643,1.314,71.3,0.279,1.594,1.767,67.7,0.234,1.178,0.551,63,0.301
"1-Aug-01",2.265,2.487,67.2,0.248,1.228,2.1,73.7,0.213,1.572,2.095,56.8,0.24
"1-Sep-01",0.843,-0.677,71.9,0.317,0.109,0.737,68.9,0.247,-0.287,-0.818,62.8,0.334
"1-Oct-01",2.365,0.231,86.3,0.481,2.295,0.842,92.9,0.398,2.416,-0.311,80,0.477
"1-Nov-01",2.517,-0.132,111.4,0.498,2.213,0.189,125,0.48,1.86,-0.273,96.3,0.437
"1-Dec-01",3.602,-1.346,136.4,0.658,3.07,-1.155,124.1,0.575,3.003,-1.226,131.6,0.601
"1-Jan-02",5.758,-0.09,139.8,0.813,4.269,-0.563,133.4,0.672,4.513,-0.531,140.7,0.68
"1-Feb-02",2.633,-0.751,140.2,0.834,2.533,-0.193,134.4,0.777,2.945,-0.989,118.2,0.658
"1-Mar-02",1.822,1.051,184.3,0.673,1.875,0.923,172.9,0.646,1.241,0.726,191.4,0.613
"1-Apr-02",1.546,0.607,151.9,0.416,1.313,0.568,149.1,0.428,1.36,0.528,137.5,0.409
"1-May-02",2.447,1.852,128.3,0.399,2.187,1.827,133.2,0.392,1.469,0.927,117.3,0.379
"1-Jun-02",1.549,1.305,109.5,0.328,1.217,1.353,113.5,0.321,0.891,1.469,93.5,0.33
"1-Jul-02",2.428,1.215,76.5,0.255,1.693,1.423,81.7,0.237,1.576,1.181,81.5,0.267
"1-Aug-02",0.777,0.531,64.6,0.258,0.574,0.833,72.9,0.237,0.34,0.79,72,0.293
"1-Sep-02",0.655,1.016,67.9,0.354,1.023,1.233,94.3,0.318,-0.751,-0.501,70.5,0.34
"1-Oct-02",0.489,-2.072,156.5,0.592,0.362,-1.515,144.4,0.527,-1.327,-2.07,157.1,0.514
"1-Nov-02",3.628,0.385,152.8,0.917,2.693,-0.577,171.4,0.845,3.934,-0.62,142.3,0.787
"1-Dec-02",4.76,-1.764,139.5,1.083,3.946,-2.193,122.6,1.007,4.129,-2.041,155.3,0.926
"1-Jan-03",5.132,-2.798,140.7,1.078,3.964,-3.27,133.8,1.036,4.662,-3.368,150.5,0.915
"1-Feb-03",3.898,-1.804,180,1.081,3.597,-2.178,143.1,0.98,2.306,-2.444,212.9,0.889
"1-Mar-03",1.527,0.77,151.6,0.559,2.227,0.633,151.2,0.582,0.038,-0.096,153.6,0.454
"1-Apr-03",1.037,-1.269,172.7,0.591,-0.691,-0.822,145,0.422,-1.123,-1.519,170.1,0.553
"1-May-03",0.591,0.095,88.4,0.285,-0.741,-0.021,84.4,0.255,-0.766,-0.094,99.6,0.294
"1-Jun-03",1.036,1.517,86,0.259,0.557,1.03,82.3,0.247,1.091,1.068,92.3,0.253
"1-Jul-03",2.111,3.193,84.4,0.283,1.279,2.844,83.9,0.245,2.078,2.808,76.1,0.305
"1-Aug-03",2.642,2.582,81.8,0.268,1.753,1.992,84.9,0.237,2.002,2.607,65.2,0.258
"1-Sep-03",1.995,0.177,82.8,0.265,-0.642,0.868,70.6,0.23,-2.142,-0.291,92.7,0.433
"1-Oct-03",1.816,0.36,105.5,0.536,2.324,1.062,108.9,0.551,1.912,-0.884,108.2,0.561
"1-Nov-03",2.929,-0.281,114.3,0.818,2.334,-0.041,130.3,0.749,2.452,-0.258,120,0.758
"1-Dec-03",4.67,-0.557,144.4,1.208,3.377,-1.029,160.7,1.138,4.036,-1.33,141.3,1
"1-Jan-04",7.38,-4.14,135.5,1.411,6.273,-4.2,121.5,1.243,5.304,-3.639,163.2,1.109
"1-Feb-04",4.408,-3.533,110.4,0.978,3.813,-3.572,97,0.834,2.2,-3.141,120.2,0.672
"1-Mar-04",0.603,-1.913,150.3,0.741,0.513,-1.275,119,0.577,0.908,-1.047,141.3,0.6
"1-Apr-04",1.571,0.511,138.7,0.447,0.729,-0.399,150.4,0.438,1.306,0.723,126.8,0.423
"1-May-04",1.533,1.87,103,0.279,0.937,1.837,119.7,0.286,1.205,2.425,104.2,0.278
"1-Jun-04",1.801,1.293,98.7,0.263,1.369,1.544,94,0.249,1.317,1.281,84.6,0.258
"1-Jul-04",0.692,2.696,61.1,0.225,0.028,1.989,66.9,0.223,0.536,1.902,58.6,0.228
"1-Aug-04",1.366,2.066,68.1,0.262,1.34,2.34,78.5,0.248,0.644,1.597,58.6,0.277
"1-Sep-04",0.29,-0.735,77.3,0.372,0.366,-0.305,86.2,0.334,-1.785,-0.886,62.3,0.373
"1-Oct-04",0.522,-2.761,95.8,0.646,-0.255,-1.744,89.7,0.479,0.232,-2.464,85.5,0.499
"1-Nov-04",2.288,-2.225,121.3,0.843,2.102,-1.653,131.7,0.777,1.644,-1.779,113.9,0.62
"1-Dec-04",2.053,-0.618,172.2,0.838,1.793,-0.682,166.7,0.841,2.902,-1.082,154.9,0.766
"1-Jan-05",1.392,-3.485,180.1,0.982,1.17,-3.879,175.9,1.027,1.282,-2.906,163.3,0.816
"1-Feb-05",0.948,-3.6,114.4,0.76,0.595,-2.94,115.3,0.618,1.047,-3.369,122.9,0.651
"1-Mar-05",3.599,-1.802,123.4,0.884,2.866,-2.041,113,0.71,2.455,-1.677,124.9,0.66
"1-Apr-05",0.224,0.944,105.7,0.479,-0.19,1.023,115,0.404,0.012,0.903,107.6,0.488
"1-May-05",0.187,-1.069,95.5,0.396,-1.138,-1.512,95.6,0.424,0.256,-1.114,93.4,0.359
"1-Jun-05",2.455,2.13,69,0.284,1.158,2.029,83.9,0.247,0.655,2.167,61.6,0.258
"1-Jul-05",1.148,1.404,67.9,0.248,0.854,1.206,76.8,0.232,0.585,0.988,65.9,0.239
"1-Aug-05",0.678,1.279,69,0.219,0.598,1.709,76.4,0.215,0.16,1.231,55.1,0.228
"1-Sep-05",1.359,0.217,72.3,0.356,1.928,0.993,83.2,0.324,-0.332,-0.432,59.2,0.352
"1-Oct-05",0.692,-0.691,121.3,0.817,0.389,-1.436,137,0.685,0.195,-2.06,116.5,0.661
"1-Nov-05",3.53,2.12,141,0.67,3.107,2.056,161.8,0.602,3.074,1.373,128.4,0.599
"1-Dec-05",5.179,-0.854,121,0.888,4.366,-1.297,116.2,0.795,4.015,-1.676,137,0.769
"1-Jan-06",2.859,-0.437,154.8,0.887,2.128,-0.654,136.6,0.784,2.881,-0.381,151,0.812
"1-Feb-06",5.287,-1.3,127.4,1.034,4.662,-1.096,116.8,0.983,4.457,-0.926,132.6,0.806
"1-Mar-06",4.043,-2.932,94.7,0.727,3.514,-2.413,87,0.586,3.329,-2.393,97.9,0.638
"1-Apr-06",1.048,-1.465,101.8,0.566,0.822,-0.982,90.7,0.435,0.406,-0.172,117.4,0.424
"1-May-06",1.098,0.604,85.2,0.39,-1.492,0.451,95.2,0.371,0.491,-0.437,83.7,0.362
"1-Jun-06",2.257,3.813,67.5,0.317,0.753,2.513,80.4,0.263,1.812,2.304,71.2,0.311
"1-Jul-06",2.805,3.194,70,0.313,1.952,2.901,77.2,0.258,2.147,2.285,62.7,0.298
"1-Aug-06",1.415,0.047,83.1,0.264,1.438,0.366,84.1,0.246,0.599,0.662,76.1,0.288
"1-Sep-06",0.131,-0.417,80.4,0.377,0.654,0.569,69.9,0.293,-0.149,-0.464,81.8,0.438
"1-Oct-06",2.508,-0.877,98.8,0.765,2.095,-0.12,102.4,0.695,2.22,-0.969,109.2,0.72
"1-Nov-06",0.439,0.227,113.4,0.453,-0.159,-0.045,121.6,0.422,-0.322,-1.138,109,0.494
"1-Dec-06",5.166,-0.39,127.4,0.845,4.708,-0.246,119,0.738,3.785,-0.291,129.4,0.683
"1-Jan-07",5.214,-1.172,144.3,1.033,4.605,-1.36,149.2,0.912,4.591,-0.919,140.4,0.856
"1-Feb-07",6.849,-2.607,125,1.373,6.164,-2.593,112.8,1.194,5.639,-2.833,144.3,1.107
"1-Mar-07",4.1,-0.171,147.2,0.882,3.755,-0.449,146,0.895,2.435,-0.467,155.5,0.648
"1-Apr-07",0.959,-0.495,142.9,0.64,0.015,-0.711,137.3,0.62,1.656,-0.655,140.5,0.577
"1-May-07",2.491,0.678,93.8,0.289,1.587,0.287,100.4,0.252,0.931,0.07,93.1,0.345
"1-Jun-07",2.146,0.046,83.3,0.336,1.19,0.071,85.9,0.255,1.38,0.647,81.8,0.29
"1-Jul-07",1.9,2.782,64.8,0.262,1.159,2.168,73.6,0.231,1.291,1.564,60.8,0.279
"1-Aug-07",0.734,0.705,73,0.257,1.141,1.062,71,0.243,0.312,0.314,80.2,0.278
"1-Sep-07",1.643,-0.076,74.6,0.318,1.763,0.519,86.1,0.281,-0.01,-0.399,57,0.312
"1-Oct-07",1.974,0.341,108.6,0.429,1.687,0.54,113.5,0.41,0.774,0.413,90.8,0.417
"1-Nov-07",2.528,-0.819,129,0.73,2.543,-0.489,123.2,0.692,2.193,-1.608,129.5,0.701
"1-Dec-07",3.344,-1.204,187.6,0.942,2.453,-1.447,166.6,0.851,2.062,-1.341,187.8,0.78
"1-Jan-08",3.571,-1.198,144.6,0.812,3.036,-1.197,136.7,0.787,3.317,-1.3,138.3,0.697
"1-Feb-08",3.538,0.694,196.5,0.792,2.396,-0.038,187.8,0.696,2.71,0.137,196.2,0.665
"1-Mar-08",3.171,-0.84,139.4,0.945,2.347,-0.886,142.6,0.806,1.981,-0.134,147.1,0.689
"1-Apr-08",0.551,-0.867,114,0.476,0.226,0.009,104.8,0.382,-0.989,-0.654,116.3,0.407
"1-May-08",1.54,-0.548,100.9,0.516,1.103,-0.053,82.2,0.347,1.463,0.483,113.2,0.418
"1-Jun-08",2.029,1.991,81.7,0.235,0.801,1.774,82.3,0.215,2.089,1.902,72.1,0.242
"1-Jul-08",1.953,3.525,61.1,0.259,1.063,3.008,71.7,0.242,1.752,2.555,49.5,0.274
"1-Aug-08",1.501,-0.027,52,0.241,0.701,0.245,53.1,0.23,0.892,-0.03,51.9,0.243
"1-Sep-08",1.052,-0.627,94.3,0.416,-0.062,0.008,84.9,0.291,-1.522,-0.974,80.9,0.435
"1-Oct-08",1.998,-1.807,92,0.699,1.604,-0.873,88.9,0.543,1.685,-1.949,83.1,0.618
"1-Nov-08",2.353,-0.322,113.4,0.727,2.248,0.01,107.3,0.655,2.36,-1.529,112.2,0.669
"1-Dec-08",3.704,1.111,215.6,1.103,3.229,0.46,216.6,0.972,3.326,0.493,191,0.832
"1-Jan-09",4.453,-1.968,188.2,0.972,4.519,-1.865,156.5,0.913,4.041,-2.07,176.8,0.829
"1-Feb-09",4.78,-0.997,113.1,0.888,3.962,-1.372,119.6,0.832,4.34,-0.938,111.7,0.779
"1-Mar-09",0.966,-2.584,138,0.634,0.933,-2.182,132,0.566,0.638,-1.817,144.2,0.503
"1-Apr-09",1.488,1.469,131.2,0.597,1.154,1.455,119,0.427,1.256,0.704,121.4,0.481
"1-May-09",1.772,2.231,117.3,0.329,1.113,1.94,121.9,0.301,0.631,1.702,101.4,0.307
"1-Jun-09",0.741,0.138,84.8,0.243,-0.796,0.081,69.1,0.252,-0.213,0.169,83.4,0.242
"1-Jul-09",1.221,2.804,79.1,0.259,0.387,2.236,76.7,0.23,1.071,1.91,72.3,0.265
"1-Aug-09",1.387,1.756,71.6,0.252,1.008,1.506,73.9,0.234,1.325,1.302,60,0.241
"1-Sep-09",0.72,-0.807,84.5,0.387,0.32,-0.022,66.9,0.321,-1.368,-1.469,74.4,0.432
"1-Oct-09",0.609,-1.544,161.1,0.657,0.8,-1.371,138.9,0.551,0.319,-1.374,150.6,0.551
"1-Nov-09",0.391,-1.764,114.4,0.724,0.256,-1.75,104.1,0.522,-0.529,-2.867,128,0.67
"1-Dec-09",4.319,-2.744,159.4,1.409,3.706,-2.836,141.9,1.214,3.225,-2.415,168,1.116
"1-Jan-10",4.302,-2.791,99.7,0.924,3.174,-3.15,99.9,0.851,3.724,-3.105,115.1,0.912
"1-Feb-10",3.587,-2.832,85.5,1.001,2.362,-3.294,82.1,0.889,4.194,-2.934,109.2,0.979
"1-Mar-10",1.103,-1.299,139.6,0.893,-1.687,-2.216,144.2,0.794,0.172,-1.038,108,0.573
"1-Apr-10",2.398,-0.391,97.6,0.39,1.642,0.018,98,0.311,2.231,0.474,104.9,0.342
"1-May-10",2.815,0.93,100.8,0.352,2.397,0.772,91.5,0.301,1.249,0.907,108.2,0.34
"1-Jun-10",2.191,2.036,106,0.289,1.555,1.685,97.9,0.238,1.637,1.955,91.9,0.257
"1-Jul-10",1.986,1.928,75.2,0.245,1.447,1.742,74.5,0.229,1.898,1.271,69.4,0.268
"1-Aug-10",0.2,0.353,75.9,0.277,0.389,1.049,81.2,0.274,-0.105,0.579,67.6,0.258
"1-Sep-10",1.791,0.965,93.2,0.451,1.622,1.189,98.9,0.352,0.928,0.8,95.1,0.416
"1-Oct-10",3.808,-0.008,119,0.816,2.695,-0.285,115.3,0.658,3.176,-0.506,113.9,0.654
"1-Nov-10",1.065,-3.197,123.6,0.965,1.084,-2.646,117.7,0.805,1.251,-2.879,110,0.631
"1-Dec-10",4.12,-2.885,112.5,1.184,2.791,-3.193,127.6,1.056,4.531,-3.785,113.6,1.127
"1-Jan-11",4.187,-2.183,137,0.824,2.9,-3.04,131.3,0.721,3.398,-2.168,144,0.678
"1-Feb-11",5.163,-0.612,162.2,1.036,3.937,-1.19,162.2,0.894,3.683,-0.377,163.7,0.784
"1-Mar-11",1.197,-0.85,133,0.725,1.558,-0.277,116.3,0.66,0.292,-0.944,157.5,0.521
"1-Apr-11",1.695,2.928,182.3,0.667,1.163,1.855,169,0.516,1.08,2.385,168.5,0.533
"1-May-11",0.776,-0.138,74.9,0.388,-1.175,-0.042,87.8,0.324,-0.108,1.318,88.6,0.292
"1-Jun-11",1.098,-0.006,90,0.264,0.251,0.28,91,0.254,1.127,0.916,84.5,0.254
"1-Jul-11",2.296,1.743,74.9,0.272,1.582,1.657,76.8,0.234,1.975,1.721,73.6,0.258
"1-Aug-11",0.981,2.03,69.3,0.306,0.726,2.217,72.3,0.307,0.812,1.308,65.4,0.358
"1-Sep-11",0.225,0.606,74.4,0.318,0.079,1.017,79.4,0.272,-0.621,0.8,76.2,0.29
"1-Oct-11",2.327,-0.451,122.1,0.638,1.432,-0.814,118.6,0.559,1.962,-0.801,110.2,0.56
"1-Nov-11",2.404,0.691,121.1,0.676,2.274,1.291,129.1,0.56,1.832,-0.072,105.7,0.581
"1-Dec-11",2.364,-0.441,138.1,0.722,2.651,0.074,136.6,0.641,2.562,-0.666,127.4,0.609
"1-Jan-12",3.762,-0.268,164,0.789,3.367,-0.227,155.2,0.733,3.718,-0.456,154.6,0.754
"1-Feb-12",3.568,-1.935,124.9,0.726,3.459,-1.504,110,0.631,2.945,-1.488,128.1,0.612
"1-Mar-12",2.551,-0.527,133.1,0.555,1.699,-0.353,138.9,0.534,1.407,0.253,111.3,0.441
"1-Apr-12",1.862,0.296,95.6,0.377,1.671,0.639,88.9,0.337,2.122,-0.524,106.7,0.37
"1-May-12",0.512,1.838,91.1,0.27,-0.59,1.932,98.2,0.246,-0.386,1.263,72.7,0.27
"1-Jun-12",0.089,0.183,69.9,0.26,-0.142,0.655,75.3,0.275,0.431,0.107,67.5,0.278
"1-Jul-12",1.561,1.022,73.4,0.226,1.354,1.045,67,0.213,1.143,0.989,72.6,0.248
"1-Aug-12",1.299,1.87,55.7,0.246,1.044,2.009,56,0.23,1.025,1.502,48.5,0.254
"1-Sep-12",0.609,0.554,87.7,0.328,0.685,0.913,99.8,0.307,0.757,0.199,79.2,0.325
"1-Oct-12",0.293,-0.038,112.5,0.608,0.475,0.525,116.1,0.529,0.581,-0.698,121.8,0.597
"1-Nov-12",0.379,-3.782,105.9,0.688,0.916,-3.086,108.5,0.61,0.935,-4.37,109.9,0.699
"1-Dec-12",1.639,-0.62,160.3,0.867,0.853,-1.256,167.6,0.834,2.121,-0.956,145.3,0.769
"1-Jan-13",5.33,-1.352,148.2,1.003,4.981,-0.958,136.1,0.967,3.797,-1.234,146.4,0.715
"1-Feb-13",2.812,-2.202,166.7,1.189,1.894,-2.69,176,1.189,2.797,-2.186,153.5,0.882
"1-Mar-13",1.491,-3.611,106.2,0.982,0.957,-3.297,99.6,0.757,2.165,-3.247,119.2,0.744
"1-Apr-13",0.994,0.582,145.7,0.521,1.008,0.837,137.5,0.507,0.282,0.429,127.7,0.417
"1-May-13",1.13,2.257,92.1,0.415,0.281,2.051,99.6,0.281,0.659,1.26,89.8,0.372
"1-Jun-13",2.551,3.517,105.7,0.407,1.296,2.356,99.7,0.287,1.666,3.051,87.6,0.354
"1-Jul-13",2.868,3.264,65,0.273,1.204,1.776,82.2,0.224,2.236,2.707,53.6,0.275
"1-Aug-13",1.836,0.883,61.9,0.271,1.707,1.603,61.3,0.231,1.327,0.61,61.9,0.255
"1-Sep-13",1.302,-0.426,60,0.331,1.672,0.165,69.1,0.288,0.456,-0.857,59.7,0.304
"1-Oct-13",0.205,-0.688,106.5,0.412,0.943,-0.038,95.1,0.336,0.145,-1.224,89.7,0.426
"1-Nov-13",3.899,-0.983,136.8,0.965,3.98,-0.735,126.8,0.874,2.75,-1.961,123.9,0.815
"1-Dec-13",3.532,-0.454,216.1,0.789,2.8,-1.175,196.7,0.664,2.873,-0.639,188.7,0.616
"1-Jan-14",3.993,0.519,204.1,0.988,3.959,0.379,189.3,0.952,3.515,-0.707,187.2,0.862
"1-Feb-14",3.403,-0.617,191.3,0.81,2.737,-1.285,169.9,0.695,1.97,-1.579,189.7,0.618
"1-Mar-14",1.751,-1.228,178.3,0.802,1.968,-1.626,173.3,0.71,0.952,-2.089,167.5,0.703
"1-Apr-14",0.427,-0.705,129.3,0.676,0.47,-0.21,125.9,0.52,-0.323,-0.306,142.6,0.491
"1-May-14",0.036,0.732,107.4,0.325,-0.199,0.873,103.2,0.262,0.763,0.516,105.9,0.288
"1-Jun-14",0.61,0.663,73.2,0.249,0.952,1.124,75.4,0.235,0.133,0.745,67.4,0.231
"1-Jul-14",1.886,3.661,82.2,0.362,1.623,3.11,89,0.3,1.397,1.86,70.2,0.302
"1-Aug-14",0.161,-0.086,57.7,0.257,0.648,0.712,60,0.238,-0.208,-0.219,55.6,0.239
"1-Sep-14",0.485,-0.359,82.4,0.328,0.282,0.194,80.1,0.274,-0.712,-1.102,78.7,0.344
"1-Oct-14",1.288,0.205,96.5,0.476,0.679,-0.048,102.7,0.422,1.755,-0.364,96.7,0.472
"1-Nov-14",3.598,-0.165,161.5,0.866,3.142,-0.72,163.6,0.824,3.365,-1.554,151.4,0.812
"1-Dec-14",1.112,-1.266,150,0.761,0.845,-1.415,137.5,0.659,1.827,-2.447,138.2,0.664
"1-Jan-15",4.022,-1.312,190.5,1.099,3.53,-1.913,180.7,1.083,3.537,-2.535,164.4,0.945
"1-Feb-15",3.101,-2.822,182.6,1.175,2.245,-3.341,191.2,1.125,3.081,-3.327,183.1,1.037
"1-Mar-15",4.796,-1.73,150.4,0.93,4.247,-1.877,119.8,0.803,2.607,-1.717,170.5,0.579
"1-Apr-15",1.935,0.163,152.7,0.535,1.456,0.163,155.1,0.442,1.208,0.246,127,0.421
"1-May-15",1.981,2.046,83.5,0.311,1.959,2.376,99.2,0.294,0.671,1.675,73,0.279
"1-Jun-15",0.204,1.08,105.6,0.303,0.248,1.159,112.1,0.28,-0.053,1.218,95,0.283
"1-Jul-15",1.524,1.492,69.5,0.219,1.062,1.521,75,0.214,1.141,1.534,58.6,0.235
"1-Aug-15",0.793,1.221,55.8,0.236,0.531,1.672,58.4,0.216,0.619,0.551,48.7,0.246
"1-Sep-15",0.347,0.025,55.6,0.366,0.647,0.648,65.9,0.271,-1.489,-0.514,50.4,0.386
"1-Oct-15",0.362,-1.774,127.6,0.628,1.208,-1.205,126.6,0.58,-0.24,-2.414,117.6,0.648
"1-Nov-15",1.546,-0.797,126.2,0.582,2.021,-0.523,130.6,0.548,0.85,-1.103,111.3,0.51
"1-Dec-15",2.212,0.797,174.2,0.676,1.449,0.068,184.5,0.563,1.567,0.53,149.1,0.504
"1-Jan-16",3.388,-2.358,145,1.093,3.153,-2.077,126.3,0.979,3.025,-2.663,145.4,0.958
"1-Feb-16",2.363,0.347,180.1,1.015,2.157,-0.139,172.9,0.858,2.199,-0.833,164.2,0.877
"1-Mar-16",1.53,-0.596,176.4,0.744,1.242,-0.693,158,0.609,0.925,-0.34,152.2,0.518
"1-Apr-16",0.689,-1.564,148.1,0.813,0.981,-0.794,131.3,0.554,0.543,-0.351,120.1,0.555
"1-May-16",1.09,1.201,100.3,0.3,0.659,0.693,94.3,0.303,0.235,0.35,100.4,0.284
"1-Jun-16",1.087,1.029,77.9,0.278,1.112,1.576,86.1,0.278,0.996,0.545,76.6,0.283
"1-Jul-16",2.02,1.808,65.9,0.238,1.487,1.722,73,0.238,1.495,1.56,67.7,0.226
"1-Aug-16",1.036,0.959,65.2,0.244,1.324,1.621,75.6,0.234,0.557,0.916,52.4,0.247
"1-Sep-16",0.982,-0.119,82.1,0.436,-0.043,0.01,82.5,0.345,-1.697,-0.974,80.1,0.436
"1-Oct-16",0.584,-1.794,95.1,0.647,0.576,-1.209,100.7,0.588,0.361,-2.253,87.7,0.575
"1-Nov-16",2.512,-2.648,90.8,0.73,2.224,-1.535,90.6,0.582,3.13,-2.623,84.7,0.69
"1-Dec-16",4.809,-1.359,169.8,1.056,4.859,-0.93,144.4,0.976,3.616,-1.515,170,0.815
"1-Jan-17",2.116,-0.569,179.3,0.848,2.387,-0.468,161.1,0.837,2.383,-1.089,166.9,0.728
"1-Feb-17",4.86,-0.593,150.3,0.919,3.184,-1.217,163.1,0.876,3.766,-0.353,133.7,0.683
"1-Mar-17",4.049,-2.491,163.5,1.147,3.231,-2.77,141.7,1,2.91,-1.48,148.9,0.87
"1-Apr-17",0.275,1.216,155.2,0.504,-0.291,1.055,145.7,0.407,0.265,1.231,138.8,0.402
"1-May-17",0.368,1.032,120.8,0.389,0.16,0.964,104.2,0.317,0.019,1.02,122.2,0.388
"1-Jun-17",2.111,2.902,109.7,0.342,1.798,2.707,107.6,0.321,1.537,2.435,89.5,0.306
"1-Jul-17",1.227,1.518,81.1,0.255,0.691,1.216,78.3,0.24,0.914,1.608,71.3,0.275
"1-Aug-17",0.988,1.031,68.8,0.284,1.092,1.501,61.6,0.236,0.247,0.629,66.5,0.297
"1-Sep-17",0.261,-0.038,76.4,0.42,0.278,-0.121,66.9,0.365,-0.167,-2.205,67.4,0.433
"1-Oct-17",1.241,2.196,93.9,0.591,1.462,2.591,111.4,0.513,0.528,1.298,82.3,0.488
"1-Nov-17",2.012,-1.329,138.1,0.746,2.58,-0.577,134.4,0.703,1.161,-1.559,124.5,0.615
"1-Dec-17",4.549,-1.944,190.6,0.976,4.38,-1.639,158.4,0.865,3.312,-1.933,189.7,0.779
"1-Jan-18",4.439,-1.048,169.1,1.198,4.012,-1.323,170.5,1.122,3.284,-2.116,150.9,0.989
"1-Feb-18",3.151,1.165,206.3,0.687,3.026,0.91,194.6,0.581,1.84,0.739,189.7,0.494
"1-Mar-18",1.628,-4.295,128.6,1.294,0.333,-4.837,121.2,1.064,1.972,-3.98,128.5,0.973
"1-Apr-18",2.057,1.392,178.6,0.625,1.676,1.232,159.9,0.546,1.578,0.844,160,0.529
"1-May-18",0.962,1.449,138.9,0.334,0.561,1.554,126.2,0.285,0.378,1.64,112.8,0.272
