"","Entity.Name","Jurisdiction","FMP","Science Center","Stock Area","Assessment.Year","Last Data Year","F Year","Estimated.F","Flimit","Fmsy","F/Flimit","F.Fmsy","Ftarget","F/Ftarget","B Year","Estimated.B","B Unit","Blimit","Bmsy","B/Blimit","B.Bmsy"
"287","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2013,2012,2012,0.800000011920929,-30,NA,-9999,NA,NA,NA,2012,0.230000004172325,"kg/tow",0.129999995231628,0.270000010728836,1.76900005340576,0.851999998092651
"288","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2014,2013,2013,-5,-30,NA,0.166999995708466,NA,NA,NA,2013,0.219999998807907,"kg/tow",0.129999995231628,0.270000010728836,1.69200003147125,0.814999997615814
"289","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2015,2014,2014,-12.5,-30,NA,0.416999995708466,NA,NA,NA,2014,0.189999997615814,"kg/tow",0.129999995231628,0.270000010728836,1.46200001239777,0.703999996185303
"290","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2016,2015,2015,6.80000019073486,-30,NA,-9999,NA,NA,NA,2015,0.209999993443489,"kg/tow",0.129999995231628,0.270000010728836,1.61500000953674,0.777999997138977
"291","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2017,2016,2016,21.3999996185303,-30,NA,-9999,NA,NA,NA,2016,0.25,"kg/tow",0.129999995231628,0.270000010728836,1.92299997806549,0.925999999046326
"292","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2018,2017,2017,14.5,-30,NA,-9999,NA,NA,NA,2017,0.284999996423721,"kg/tow",0.129999995231628,0.270000010728836,2.19199991226196,1.05599999427795
"293","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2019,2018,2018,-0.200000002980232,-30,NA,0.00700000021606684,NA,NA,NA,2018,0.270000010728836,"Kilograms / Tow",0.135000005364418,0.270000010728836,2,1
"294","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2020,2019,2019,1.70000004768372,-30,NA,0,NA,NA,NA,2019,0.270000010728836,"Kilograms / Tow",0.135000005364418,0.270000010728836,2,1
"295","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2022,2021,2021,-26.2000007629395,-30,NA,0,NA,NA,NA,2021,0.200000002980232,"kg / tow",0.135000005364418,0.270000010728836,1.48099994659424,0.74099999666214
"296","Smooth skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2023,2022,2022,-17.6000003814697,-30,NA,0.587000012397766,NA,NA,NA,2022,0.159999996423721,"kg/tow",0.119999997317791,0.230000004172325,1.33299994468689,0.695999979972839
"297","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2006,2005,2005,-11.1999998092651,-20,NA,0.560000002384186,NA,NA,NA,2005,0.560000002384186,"kg/tow",2.20000004768372,4.40000009536743,0.254999995231628,0.127000004053116
"298","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2008,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,0.419999986886978,"kg/tow",2.05999994277954,4.11999988555908,0.203999996185303,0.101999998092651
"299","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2009,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,0.419999986886978,"kg/tow",2.05999994277954,4.11999988555908,0.203999996185303,0.101999998092651
"300","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2011,2010,2010,-4.40000009536743,-20,NA,0.219999998807907,NA,NA,NA,2010,0.245000004768372,"kg/tow",2.05999994277954,4.11999988555908,0.119000002741814,0.0590000003576279
"301","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2012,2011,2011,-2.40000009536743,-20,NA,0.119999997317791,NA,NA,NA,2011,0.239999994635582,"kg/tow",2.05999994277954,4.13000011444092,0.116999998688698,0.0579999983310699
"302","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2013,2012,2012,-24.1000003814697,-20,NA,1.20500004291534,NA,NA,NA,2012,0.180000007152557,"kg/tow",2.05999994277954,4.13000011444092,0.0869999974966049,0.0439999997615814
"303","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2014,2013,2013,-31.8999996185303,-20,NA,1.59500002861023,NA,NA,NA,2013,0.119999997317791,"kg/tow",2.05999994277954,4.13000011444092,0.0579999983310699,0.028999999165535
"304","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2015,2014,2014,8.69999980926514,-20,NA,-9999,NA,NA,NA,2014,0.129999995231628,"kg/tow",2.05999994277954,4.13000011444092,0.063000001013279,0.0309999994933605
"305","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2016,2015,2015,26.2999992370605,-20,NA,-9999,NA,NA,NA,2015,0.170000001788139,"kg/tow",2.05999994277954,4.13000011444092,0.0829999968409538,0.0410000011324883
"306","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2017,2016,2016,3.70000004768372,-20,NA,-9999,NA,NA,NA,2016,0.180000007152557,"kg/tow",2.05999994277954,4.13000011444092,0.0869999974966049,0.0439999997615814
"307","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2018,2017,2017,-0.600000023841858,-20,NA,0.0299999993294477,NA,NA,NA,2017,0.174999997019768,"kg/tow",2.05999994277954,4.13000011444092,0.0850000008940697,0.0419999994337559
"308","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2019,2018,2018,-8.39999961853027,-20,NA,0.419999986886978,NA,NA,NA,2018,0.159999996423721,"Kilograms / Tow",2.05999994277954,4.13000011444092,0.0780000016093254,0.0390000008046627
"309","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2020,2019,2019,11.3999996185303,-20,NA,0,NA,NA,NA,2019,0.180000007152557,"Kilograms / Tow",2.05999994277954,4.13000011444092,0.0869999974966049,0.0439999997615814
"310","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2022,2021,2021,-19,-20,NA,0,NA,NA,NA,2021,0.109999999403954,"kg / tow",2.05999994277954,4.13000011444092,0.0529999993741512,0.0270000007003546
"311","Thorny skate - Gulf of Maine","NEFMC","Northeast Skate Complex","NEFSC","Gulf of Maine",2023,2022,2022,-29.6000003814697,-30,NA,0.986999988555908,NA,NA,NA,2022,0.100000001490116,"kg/tow",1.4099999666214,2.82999992370605,0.0710000023245811,0.0350000001490116
"312","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2005,2004,2004,1.17999994754791,NA,0.550000011920929,2.15000009536743,2.14499998092651,NA,NA,2004,3.00999999046326,"kg/tow",NA,NA,NA,0.389999985694885
"313","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2008,2007,2007,0.150000005960464,0.129999995231628,0.129999995231628,1.15400004386902,1.15400004386902,NA,NA,2007,19800,"mt",28127,56254,0.703999996185303,0.351999998092651
"314","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2013,2011,2011,0.129999995231628,0.200000002980232,0.200000002980232,0.649999976158142,0.649999976158142,NA,NA,2011,26877,"mt SSB",16200,32400,1.64999997615814,0.828999996185303
"315","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2015,2014,2014,0.0759999975562096,0.187999993562698,0.187999993562698,0.404000014066696,0.400000005960464,NA,NA,2014,28553,"mt SSB",16275,32550,1.75399994850159,0.879999995231628
"316","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2017,2016,2016,0.0659999996423721,0.184000000357628,0.184000000357628,0.358999997377396,0.358999997377396,NA,NA,2016,21276,"mt SSB",15474,30948,1.375,0.686999976634979
"317","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2019,2018,2018,0.12899999320507,0.167999997735023,0.167999997735023,0.768999993801117,0.768999993801117,NA,NA,2018,15891,"Metric Tons",15914,31828,0.999000012874603,0.499000012874603
"318","White hake - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2022,2021,2021,0.104000002145767,0.160999998450279,0.160999998450279,0.646000027656555,0.646000027656555,NA,NA,2021,19497,"Metric Tons",14095.0498046875,28191,1.38300001621246,0.691999971866608
"319","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2005,2004,2003,0.0199999995529652,1.11000001430511,1.11000001430511,0.0179999992251396,0.0179999992251396,0.670000016689301,0.0299999993294477,2003,0.779999971389771,"kg/tow",0.469999998807907,0.939999997615814,1.6599999666214,0.829999983310699
"320","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2008,2007,2007,1.96000003814697,0.5,0.5,3.92000007629395,3.92000007629395,NA,NA,2007,0.239999994635582,"kg/tow",0.699999988079071,1.39999997615814,0.342999994754791,0.171000003814697
"321","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2012,2010,2010,0.509999990463257,0.439999997615814,0.439999997615814,1.15900003910065,1.15900003910065,NA,NA,2010,0.46000000834465,"kg/tow",0.800000011920929,1.60000002384186,0.574999988079071,0.287999987602234
"322","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2015,2014,2014,0.39300000667572,0.449999988079071,0.449999988079071,0.873000025749207,0.873000025749207,NA,NA,2014,0.535000026226044,"kg/tow",0.774999976158142,1.55400002002716,0.689999997615814,0.34400001168251
"323","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2017,2016,2016,0.222000002861023,0.340000003576279,0.340000003576279,0.652999997138977,0.652999997138977,NA,NA,2016,0.360000014305115,"kg/tow",1.02999997138977,2.05999994277954,0.349999994039536,0.174999997019768
"324","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2019,2018,2018,0.33500000834465,0.340000003576279,0.340000003576279,0.985000014305115,0.985000014305115,NA,NA,2018,0.247999995946884,"kg / tow",1.74500000476837,3.48900008201599,0.142000004649162,0.0710000023245811
"325","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2020,2019,2019,0.00300000002607703,NA,0.017000000923872,NA,0.203999996185303,NA,NA,2019,12505,"Metric Tons",NA,NA,NA,NA
"326","Windowpane - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2023,2022,2022,4.59700012207031,NA,NA,NA,NA,NA,NA,2022,2367.47998046875,"Metric Tons",NA,NA,NA,NA
"327","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2005,2004,2004,0.370000004768372,0.980000019073486,0.980000019073486,0.377999991178513,0.377999991178513,NA,NA,2004,0.189999997615814,"kg/tow",0.46000000834465,0.920000016689301,0.412999987602234,0.207000002264977
"328","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2008,2007,2007,1.85000002384186,1.47000002861023,1.47000002861023,1.25899994373322,1.25899994373322,NA,NA,2007,0.189999997615814,"kg/tow",0.170000001788139,0.340000003576279,1.11800003051758,0.559000015258789
"329","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2012,2010,2010,1.39999997615814,2.08999991416931,2.08999991416931,0.670000016689301,0.670000016689301,1.57000005245209,0.892000019550323,2010,0.349999994039536,"kg/tow",0.119999997317791,0.239999994635582,2.91700005531311,1.45799994468689
"330","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2015,2014,2014,1.30799996852875,2.02699995040894,2.02699995040894,0.644999980926514,0.644999980926514,NA,NA,2014,0.412999987602234,"kg/tow",0.123999997973442,0.246999993920326,3.33100008964539,1.67200005054474
"331","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2017,2016,2016,1.73300004005432,1.91999995708466,1.91999995708466,0.902999997138977,0.902999997138977,NA,NA,2016,0.328999996185303,"kg/tow",0.126000002026558,0.252999991178513,2.61100006103516,1.29999995231628
"332","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2019,2018,2018,1.63199996948242,1.77999997138977,1.77999997138977,0.916999995708466,0.916999995708466,NA,NA,2018,0.319000005722046,"kg / tow",0.0939999967813492,0.187000006437302,3.39400005340576,1.7059999704361
"333","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2020,2019,2019,1.29999995231628,NA,1.73800003528595,NA,0.748000025749207,NA,NA,2019,0.287999987602234,"kg / tow",0.096000000834465,0.19200000166893,3,1.5
"334","Windowpane - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2023,2022,2022,0.815999984741211,NA,1.33299994468689,NA,0.611999988555908,NA,NA,2022,0.212999999523163,"kg / tow",0.125,0.25,1.7039999961853,0.851999998092651
"335","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2005,2004,2004,1.86000001430511,NA,NA,NA,NA,NA,NA,2005,0.46000000834465,"B/Bmsy",NA,NA,NA,NA
"336","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2008,2007,2007,0.280000001192093,0.259999990463257,0.259999990463257,1.07700002193451,1.07700002193451,NA,NA,2007,4964,"mt",8000,16000,0.620999991893768,0.310000002384186
"337","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2011,2010,2010,0.150000005960464,0.419999986886978,0.419999986886978,0.35699999332428,0.35699999332428,NA,NA,2010,9703,"mt",5900,11800,1.64499998092651,0.822000026702881
"338","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2014,2013,2013,0.300000011920929,0.439999997615814,0.439999997615814,0.681999981403351,0.681999981403351,NA,NA,2013,6950,"mt",4050,8100,1.71599996089935,0.857999980449677
"339","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2015,2014,2014,0.777999997138977,0.53600001335144,0.53600001335144,1.45000004768372,1.45000004768372,NA,NA,2014,2883,"mt",3350,6700,0.861000001430511,0.430000007152557
"340","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2017,2016,2016,0.116999998688698,0.519999980926514,0.519999980926514,0.224999994039536,0.224999994039536,NA,NA,2016,3946,"mt",3800,7600,1.03799998760223,0.518999993801117
"341","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2019,2018,2018,0.223000004887581,0.518999993801117,0.518999993801117,0.430000007152557,0.430000007152557,NA,NA,2018,2175,"Metric Tons",4455,8910,0.488000005483627,0.244000002741814
"342","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2020,2019,2019,0.133000001311302,0.358000010251999,0.358000010251999,0.372000008821487,0.372000008821487,0.268999993801117,0.495000004768372,2019,2587,"Metric Tons",3633.5,7267,0.712000012397766,0.356000006198883
"343","Winter flounder - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2022,2021,2021,0.0759999975562096,0.451999992132187,0.451999992132187,0.167999997735023,0.167999997735023,NA,NA,2021,4503,"Metric Tons",3751.5,7503,1.20000004768372,0.600000023841858
"344","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2005,2004,2004,0.129999995231628,0.430000007152557,0.430000007152557,0.301999986171722,0.301999986171722,NA,NA,2004,3436,"mt",NA,4140,NA,0.839999973773956
"345","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2008,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2011,2010,2010,0.0299999993294477,0.230000004172325,0.230000004172325,0.129999995231628,0.129999995231628,NA,NA,2010,6341,"Metric Tons",NA,NA,NA,NA
"347","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2014,2013,2013,0.0900000035762787,0.230000004172325,0.230000004172325,0.391000002622604,0.391000002622604,NA,NA,2013,2932,"Metric Tons",NA,NA,NA,NA
"348","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2015,2014,2014,0.0599999986588955,0.230000004172325,0.230000004172325,0.261000007390976,0.261000007390976,NA,NA,2014,4655,"Metric Tons",NA,NA,NA,NA
"349","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2017,2016,2016,0.0860000029206276,0.230000004172325,0.230000004172325,0.374000012874603,0.374000012874603,NA,NA,2014,2585,"Metric Tons",NA,NA,NA,NA
"350","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2020,2019,2019,0.0520000010728836,0.230000004172325,NA,0.225999996066093,NA,NA,NA,2019,2862,"Metric Tons",NA,NA,NA,NA
"351","Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2022,2021,2021,0.0329999998211861,0.230000004172325,NA,0.225999996066093,NA,NA,NA,2021,5093,"Metric Tons",NA,NA,NA,NA
"352","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2005,2004,2004,0.379999995231628,NA,0.319999992847443,NA,1.18799996376038,0.319999992847443,1.18799996376038,2004,3938,"Metric Tons",NA,30100,NA,0.129999995231628
"353","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2008,2007,2007,0.648999989032745,0.25,0.25,2.59599995613098,2.59599995613098,NA,NA,2007,3368,"mt",19380,38761,0.17399999499321,0.0869999974966049
"354","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2011,2010,2010,0.0509999990463257,0.28999999165535,0.28999999165535,0.175999999046326,0.175999999046326,NA,NA,2010,7076,"mt",21831,43661,0.324000000953674,0.162000000476837
"355","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2015,2014,2014,0.159999996423721,0.324999988079071,0.324999988079071,0.492000013589859,0.490000009536743,NA,NA,2014,6151,"mt",13464,26928,0.456999987363815,0.230000004172325
"356","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2017,2016,2016,0.209999993443489,0.340000003576279,0.340000003576279,0.617999970912933,0.617999970912933,NA,NA,2016,4360,"Metric Tons",12343.5,24687,0.352999985218048,0.177000001072884
"357","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2020,2019,2019,0.0769999995827675,0.284000009298325,0.284000009298325,0.270999997854233,0.270999997854233,0.284000009298325,0.270999997854233,2019,3638,"Metric Tons",6161,12322,0.589999973773956,0.294999986886978
"358","Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Southern New England / Mid-Atlantic",2022,2021,2021,0.0610000006854534,0.264999985694885,0.264999985694885,0.230000004172325,0.230000004172325,0.264999985694885,0.230000004172325,2021,3353,"Metric Tons",1657,3314,2.0239999294281,1.01199996471405
"359","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2006,2005,2005,-22.8999996185303,-20,NA,1.14499998092651,NA,NA,NA,2005,3.33999991416931,"kg/tow",3.23000001907349,6.46000003814697,1.03400003910065,0.517000019550323
"360","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2008,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,5.23000001907349,"kg/tow",2.79999995231628,5.59999990463257,1.86800003051758,0.934000015258789
"361","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2009,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,5.23000001907349,"kg/tow",2.79999995231628,5.59999990463257,1.86800003051758,0.934000015258789
"362","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2011,2010,2010,17.6000003814697,-20,NA,-9999,NA,NA,NA,2010,9.68400001525879,"kg/tow",2.79999995231628,5.59999990463257,3.45900011062622,1.72899997234344
"363","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2012,2011,2011,-10.1999998092651,-20,NA,0.509999990463257,NA,NA,NA,2011,8.6899995803833,"kg/tow",2.79999995231628,5.59999990463257,3.10400009155273,1.55200004577637
"364","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2013,2012,2012,-23.2000007629395,-20,NA,1.1599999666214,NA,NA,NA,2012,6.67999982833862,"kg/tow",2.79999995231628,5.59999990463257,2.38599991798401,1.192999958992
"365","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2014,2013,2013,-25.7000007629395,-20,NA,1.2849999666214,NA,NA,NA,2013,4.96000003814697,"kg/tow",2.79999995231628,5.59999990463257,1.77100002765656,0.885999977588654
"366","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2015,2014,2014,2,-20,NA,-9999,NA,NA,NA,2014,5.05999994277954,"kg/tow",2.79999995231628,5.59999990463257,1.807000041008,0.903999984264374
"367","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2016,2015,2015,5.69999980926514,-20,NA,-9999,NA,NA,NA,2015,5.34999990463257,"kg/tow",2.82999992370605,5.65999984741211,1.88999998569489,0.944999992847443
"368","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2017,2016,2016,24.2000007629395,-20,NA,-9999,NA,NA,NA,2016,6.65000009536743,"kg/tow",2.82999992370605,5.65999984741211,2.34999990463257,1.17499995231628
"369","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2018,2017,2017,7.09999990463257,-20,NA,-9999,NA,NA,NA,2017,7.11999988555908,"kg/tow",2.82999992370605,5.65999984741211,2.51600003242493,1.25800001621246
"370","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2019,2018,2018,1.20000004768372,-20,NA,-9999,NA,NA,NA,2018,7.21999979019165,"Kg / Tow",2.82999992370605,5.65999984741211,2.55100011825562,1.27600002288818
"371","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2020,2019,2019,19.2000007629395,-20,NA,0,NA,NA,NA,2019,8.60999965667725,"Kg / Tow",2.82999992370605,5.65999984741211,3.04200005531311,1.52100002765656
"372","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2022,2021,2021,12.6999998092651,-20,NA,0,NA,NA,NA,2021,9.69999980926514,"kg / tow",2.82999992370605,5.65999984741211,3.42799997329712,1.71399998664856
"373","Winter skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2023,2022,2022,-20.2999992370605,-20,NA,1.01499998569489,NA,NA,NA,2022,8.5,"kg/tow",3.78999996185303,7.59000015258789,2.24300003051758,1.12000000476837
"374","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2005,2004,2004,0.200000002980232,0.230000004172325,0.230000004172325,0.870000004768372,0.870000004768372,NA,NA,2004,21175,"Metric Tons",12624,25248,1.67700004577637,0.83899998664856
"375","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2008,2007,2007,0.28999999165535,0.200000002980232,0.200000002980232,1.45000004768372,1.45000004768372,NA,NA,2007,3434,"mt",5723.5,11447,0.600000023841858,0.300000011920929
"376","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2012,2010,2010,0.469999998807907,0.270000010728836,0.270000010728836,1.74100005626678,1.74100005626678,NA,NA,2010,4099,"mt",5026,10051,0.815999984741211,0.407999992370605
"377","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2015,2014,2014,0.686999976634979,0.279000014066696,0.279000014066696,2.46199989318848,2.46000003814697,NA,NA,2014,2077,"mt",4736,9473,0.439000010490417,0.219999998807907
"378","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2017,2016,2016,0.0350000001490116,NA,NA,NA,NA,NA,NA,2016,14563,"mt",NA,NA,NA,NA
"379","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2019,2018,2018,0.0199999995529652,NA,NA,NA,NA,NA,NA,2019,35585,"Metric Tons",NA,NA,NA,NA
"380","Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2022,2021,2021,0.0390000008046627,NA,NA,NA,NA,NA,NA,2021,22419,"Metric Tons",NA,NA,NA,NA
"381","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2005,2004,2004,0.75,0.170000001788139,0.170000001788139,4.41200017929077,4.41200017929077,0.259999990463257,2.88499999046326,2004,1111,"Metric Tons",NA,12600,NA,0.0879999995231628
"382","Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Cape Cod / Gulf of Maine",2008,2007,2007,0.414000004529953,0.239999994635582,0.239999994635582,1.72500002384186,1.72500002384186,0.238000005483627,1.7389999628067,2007,1922,"mt",3895,7790,0.493000000715256,0.246999993920326
