,year.month,GSI,WGSI
691,2011.08,-0.367691811,-0.128270953
692,2011.09,-0.014737982,0.072296435
693,2011.10,0.538045115,0.345447038
694,2011.11,-0.073674105,0.121086458
695,2011.12,0.211104554,0.764283528
696,2012.01,-0.461866941,0.422587731
697,2012.02,0.099536421,0.272691184
698,2012.03,1.01375358,0.943220481
699,2012.04,1.216604385,1.395361277
700,2012.05,1.518831361,1.779259963
701,2012.06,1.177061911,2.058292955
702,2012.07,0.727396827,1.392366452
703,2012.08,0.350506247,0.335753173
704,2012.09,0.317863782,0.149669729
705,2012.10,0.683589635,0.609943724
706,2012.11,0.505371957,-0.153915214
707,2012.12,1.082172508,0.083809689
708,2013.01,1.066020872,0.427365458
709,2013.02,1.142444817,0.56206149
710,2013.03,0.773195474,0.428505134
711,2013.04,0.583928594,0.083470339
712,2013.05,0.534491472,-0.055745118
713,2013.06,0.08698222,0.108684744
714,2013.07,0.102347577,-0.137378421
715,2013.08,0.414460562,0.380898354
716,2013.09,0.810858532,0.358377815
717,2013.10,0.857335595,0.275787432
718,2013.11,1.000095413,0.58762452
719,2013.12,0.835191397,0.605547226
720,2014.01,0.630817777,0.239813954
721,2014.02,1.626559304,0.722472413
722,2014.03,1.268018405,0.174132805
723,2014.04,1.125448625,1.342302653
724,2014.05,0.978535172,0.857241228
725,2014.06,1.126814591,0.932712798
726,2014.07,1.056492942,0.7691345
727,2014.08,1.175723981,1.026771928
728,2014.09,1.162425183,0.901485894
729,2014.10,0.925573991,0.634766501
730,2014.11,0.827644482,0.659786456
731,2014.12,1.381483979,0.921134106
732,2015.01,1.778069015,1.287846598
733,2015.02,1.987243047,1.145044524
734,2015.03,1.46753322,0.548468255
735,2015.04,1.116180944,1.531876427
736,2015.05,0.868226873,0.641200535
737,2015.06,0.634534988,0.403789644
738,2015.07,0.936332169,1.819148012
739,2015.08,0.453923662,0.552922691
740,2015.09,1.953505761,2.247126705
741,2015.10,1.617768272,1.270119753
742,2015.11,1.766135372,1.799699588
743,2015.12,0.744926152,0.998952735
744,2016.01,1.427465957,1.577495961
745,2016.02,2.140965614,2.229387391
746,2016.03,1.526162091,1.005580425
747,2016.04,1.459306327,1.712951818
748,2016.05,0.919052226,1.914385662
749,2016.06,1.418220406,1.984089055
750,2016.07,1.74716093,1.718730879
751,2016.08,2.115986303,1.845606611
752,2016.09,1.934096343,1.667076193
753,2016.10,1.599302031,1.537888337
754,2016.11,0.729030699,-0.133076125
755,2016.12,0.672220221,-0.36514865
756,2017.01,0.973491156,-0.060997422
757,2017.02,0.843056125,1.065642724
758,2017.03,1.271497448,1.290104131
759,2017.04,0.729214889,1.144019244
760,2017.05,0.390085854,-0.306131208
761,2017.06,0.667135412,0.03175486
762,2017.07,1.586856061,0.498082522
763,2017.08,1.199204988,0.115940995
764,2017.09,0.98408037,-0.198015418
765,2017.10,0.991701486,-0.199082389
766,2017.11,1.030136811,0.089795677
767,2017.12,0.952479247,0.052413769
768,2018.01,1.286696424,0.254265693
769,2018.02,1.936233064,1.561934161
770,2018.03,1.669982117,1.119437644
771,2018.04,1.619707014,1.267322221
772,2018.05,1.317426083,0.573409472
773,2018.06,1.059592105,0.392004101
774,2018.07,0.832371084,-0.203642734
775,2018.08,0.678954169,-0.052102956
776,2018.09,0.971088486,0.141586351
777,2018.10,1.307871469,0.827600479
778,2018.11,1.256964866,0.90056241
779,2018.12,1.153993217,0.686992576
780,2019.01,0.83897908,0.457817568
781,2019.02,1.752088606,0.489272774
782,2019.03,1.668886501,0.608200588
783,2019.04,1.262292372,0.426402449
784,2019.05,1.606287675,1.799502504
785,2019.06,1.198886556,0.719802147
786,2019.07,1.719201313,1.859373837
787,2019.08,1.868251938,1.863640286
788,2019.09,1.943970617,1.518679878
789,2019.10,1.444463646,1.277112549
790,2019.11,1.81159187,1.45001406
791,2019.12,1.953030664,1.969489359
792,2020.01,1.486170805,0.987050282
793,2020.02,1.416567219,0.91977725
794,2020.03,1.690780842,1.55051791
795,2020.04,0.966476601,0.890075486
796,2020.05,1.248421032,1.939412946
797,2020.06,0.915775422,1.587568879
798,2020.07,0.847344714,0.962146668
799,2020.08,0.936144146,1.416615858
800,2020.09,1.558823581,2.003712878
801,2020.10,1.56445392,1.704212763
802,2020.11,1.194304372,1.072644161
803,2020.12,1.15326178,0.989880947
804,2021.01,1.366229509,1.153390995
805,2021.02,1.576990163,1.216057419
806,2021.03,1.402319915,1.682171256
807,2021.04,1.35382209,1.620766366
808,2021.05,1.519844114,1.294714139
809,2021.06,1.408358354,1.519067414
810,2021.07,1.054492672,0.887987952
811,2021.08,1.120843568,0.695200229
812,2021.09,1.335844889,1.541547141
813,2021.10,1.488927607,1.77824126
814,2021.11,1.401273719,1.569474361
815,2021.12,0.539771008,0.522413085
816,2022.01,0.85283508,0.990687344
817,2022.02,1.25245984,1.028956449
818,2022.03,1.440118912,2.088379972
819,2022.04,0.873298464,1.404271043
820,2022.05,1.592294041,1.405722428
821,2022.06,1.529880789,1.157379342
822,2022.07,1.37244646,0.268042068
823,2022.08,1.484081171,1.158666996
824,2022.09,1.458792629,1.517006573
825,2022.10,1.64620304,1.603461727
826,2022.11,1.421156526,1.507370547
827,2022.12,1.129522778,1.536964165
828,2023.01,0.771616199,1.178610774
829,2023.02,1.559458532,1.932922698
830,2023.03,1.006897929,1.922348237
831,2023.04,1.60718785,2.253994923
832,2023.05,-0.026587033,1.603072361
833,2023.06,1.064831381,2.964579828
834,2023.07,0.225359847,1.057115365
835,2023.08,-0.241714333,1.668910378
836,2023.09,-0.511170634,1.260232368
837,2023.10,0.180645088,0.692462765
838,2023.11,0.300378385,0.877904557
839,2023.12,-0.280722336,0.461631461
840,2024.01,-0.430420892,0.70996633
841,2024.02,-0.549313647,1.142801316
842,2024.03,0.251511602,1.767095278
843,2024.04,-0.620676475,1.298771725
844,2024.05,-0.167874633,1.16748235
845,2024.06,-0.488507055,1.595340847
846,2024.07,-0.184661005,1.618100919
847,2024.08,-1.303302023,0.559692735
848,2024.09,-1.334031172,0.114410668
849,2024.10,-0.677417713,0.373532379
850,2024.11,-0.790513706,0.678719427
