year,GEO_ID2,REGION,STATEABBR,Community,PRIMARY_LATITUDE,PRIMARY_LONGITUDE,TOTPOP_16,ComEng_NE16_ct,ComRel_NE16_ct,RecEng_NE16_ct,RecRel_NE16_ct
2016,2302327295,New England,ME,"Georgetown, ME",43.804444,-69.747222,"1,018",2,3,1,1
2016,2500957880,New England,MA,"Rockport, MA",42.655556,-70.620833,"7,167",4,2,2,1
2016,2516740,New England,MA,"Dennis, MA",41.735278,-70.194444,"2,507",2,2,4,4
2016,2581245,New England,MA,"Woods Hole, MA",41.526389,-70.673611,"1,045",2,2,1,2
2016,2500927900,New England,MA,"Hamilton, MA",42.636111,-70.843611,"8,136",2,1,1,1
2016,2309585,New England,ME,"Calais, ME",45.188889,-67.279167,"3,018",1,1,1,1
2016,2518840,New England,MA,"East Dennis, MA",41.742500,-70.162500,"2,824",1,1,1,1
2016,4400173760,New England,RI,"Warren, RI",41.730278,-71.283056,"10,548",2,1,1,1
2016,2300975280,New England,ME,"Surry, ME",44.495833,-68.502222,"1,605",1,1,1,1
2016,2568680,New England,MA,"Swampscott, MA",42.470833,-70.918056,"14,250",2,1,1,1
2016,2507945,New England,MA,"Brewster, MA",41.760000,-70.083333,"2,088",1,1,1,1
2016,2341925,New England,ME,"Machias, ME",44.715000,-67.461944,"1,136",1,1,1,1
2016,2302358515,New England,ME,"Phippsburg, ME",43.820556,-69.815278,"2,029",3,3,2,2
2016,2300905700,New England,ME,"Blue Hill, ME",44.413889,-68.587222,"2,663",2,2,1,1
2016,2302957090,New England,ME,"Passamaquoddy Pleasant Point, ME",44.963690,-67.054980,780,1,1,1,1
2016,2300917145,New England,ME,"Deer Isle, ME",44.223889,-68.678056,"1,895",4,4,1,1
2016,3301533060,New England,NH,"Hampton, NH",42.937500,-70.839444,"15,216",4,2,4,2
2016,2364675,New England,ME,"Saco, ME",43.500833,-70.443333,"19,008",2,1,3,1
2016,2300926350,New England,ME,"Franklin, ME",44.586944,-68.232778,"1,469",1,1,1,1
2016,2545245,New England,MA,"Newburyport, MA",42.812500,-70.877778,"17,837",3,1,4,3
2016,2502339450,New England,MA,"Mattapoisett, MA",41.658333,-70.816667,"6,216",2,1,1,1
2016,2502111315,New England,MA,"Canton, MA",42.158333,-71.145278,"22,562",2,1,1,1
2016,2302726280,New England,ME,"Frankfort, ME",44.609722,-68.877222,"1,049",1,1,1,1
2016,2302963275,New England,ME,"Robbinston, ME",45.078056,-67.110000,517,1,1,1,1
2016,3301533460,New England,NH,"Hampton Falls, NH",42.916111,-70.864167,"2,377",2,2,1,1
2016,3301550980,New England,NH,"New Castle, NH",43.072222,-70.716667,935,1,1,1,2
2016,2323200,New England,ME,"Ellsworth, ME",44.543333,-68.420000,"7,879",2,1,1,1
2016,2301584140,New England,ME,"Westport Island, ME",43.899167,-69.708889,859,1,2,1,1
2016,2502690,New England,MA,"Attleboro, MA",41.944444,-71.286111,"44,121",2,1,1,1
2016,2529405,New England,MA,"Haverhill, MA",42.776111,-71.077778,"62,340",2,1,1,1
2016,2502357600,New England,MA,"Rochester, MA",41.731667,-70.820556,"5,439",1,1,1,1
2016,934180,New England,CT,"Groton, CT",41.350000,-72.078889,"9,240",2,1,4,2
2016,2303154980,New England,ME,"Ogunquit, ME",43.248889,-70.599722,"1,189",2,2,2,4
2016,915420,New England,CT,"Clinton, CT",41.278611,-72.528056,"3,605",1,1,4,4
2016,2301506120,New England,ME,"Boothbay Harbor, ME",43.852222,-69.628611,"1,976",4,4,1,2
2016,2300524495,New England,ME,"Falmouth, ME",43.729444,-70.242500,"11,753",1,1,1,1
2016,2301380215,New England,ME,"Warren, ME",44.120278,-69.240556,"4,699",1,1,1,1
2016,900907310,New England,CT,"Branford, CT",41.279444,-72.815556,"28,084",2,1,1,1
2016,2336500,New England,ME,"Kennebunk, ME",43.383889,-70.545278,"5,579",1,1,1,1
2016,901144210,New England,CT,"Lyme, CT",41.397598,-72.346750,"2,392",1,1,1,1
2016,2302739755,New England,ME,"Lincolnville, ME",44.281111,-69.009167,"1,957",1,1,1,1
2016,2302917355,New England,ME,"Dennysville, ME",44.903611,-67.229167,318,1,1,1,1
2016,2301548645,New England,ME,"Newcastle, ME",44.035000,-69.537222,"1,674",1,1,1,1
2016,2555745,New England,MA,"Quincy, MA",42.252778,-71.002778,"93,349",2,1,4,1
2016,4400557880,New England,RI,"Portsmouth, RI",41.602222,-71.250833,"17,351",2,1,3,1
2016,4400322240,New England,RI,"East Greenwich, RI",41.660278,-71.456389,"13,104",1,1,1,1
2016,2502333920,New England,MA,"Lakeville, MA",41.845833,-70.950000,"11,193",1,1,1,1
2016,2309690,New England,ME,"Camden, ME",44.209722,-69.065278,"3,338",1,1,1,1
2016,2366600,New England,ME,"Searsport, ME",44.458333,-68.924722,925,1,1,1,1
2016,2500945175,New England,MA,"Newbury, MA",42.779259,-70.882830,"6,905",1,1,2,1
2016,901180280,New England,CT,"Waterford, CT",41.349722,-72.147500,"19,332",2,1,4,2
2016,2558965,New England,MA,"Sagamore, MA",41.770000,-70.528889,"3,738",2,1,1,1
2016,900133620,New England,CT,"Greenwich, CT",41.026389,-73.628889,"62,418",2,1,2,1
2016,2300573670,New England,ME,"Standish, ME",43.735833,-70.552500,"10,071",1,1,1,1
2016,2500139100,New England,MA,"Mashpee, MA",41.648333,-70.481667,"14,080",1,1,2,1
2016,4400105140,New England,RI,"Barrington, RI",41.733037,-71.319676,"16,304",1,1,2,1
2016,2500778235,New England,MA,"West Tisbury, MA",41.381111,-70.675000,"2,306",1,1,1,1
2016,2508050,New England,MA,"Bridgewater, MA",41.990278,-70.975556,"8,544",1,1,1,1
2016,900934950,New England,CT,"Guilford, CT",41.288889,-72.682222,"22,382",1,1,3,1
2016,4400318640,New England,RI,"Coventry, RI",41.700000,-71.683333,"34,953",1,1,1,1
2016,2302913820,New England,ME,"Columbia Falls, ME",44.653611,-67.728056,520,1,1,1,1
2016,2310320,New England,ME,"Cape Neddick, ME",43.193611,-70.621389,"2,577",1,1,1,1
2016,2556585,New England,MA,"Revere, MA",42.408333,-71.012500,"53,165",2,1,1,1
2016,2516285,New England,MA,"Danvers, MA",42.575000,-70.930556,"27,558",2,1,1,1
2016,2537490,New England,MA,"Lynn, MA",42.466667,-70.950000,"92,074",2,1,1,1
2016,2560050,New England,MA,"Saugus, MA",42.464722,-71.010556,"27,773",1,1,1,1
2016,2581005,New England,MA,"Winthrop Town, MA",42.375541,-70.970646,"18,031",1,1,1,1
2016,900757320,New England,CT,"Old Saybrook, CT",41.291667,-72.376667,"10,174",1,1,4,4
2016,918920,New England,CT,"Darien, CT",41.078611,-73.469722,"21,519",1,1,1,1
2016,3301521380,New England,NH,"East Kingston, NH",42.925556,-71.017222,"2,406",1,1,1,1
2016,2500927620,New England,MA,"Groveland, MA",42.760278,-71.031944,"6,681",1,1,1,1
2016,2540710,New England,MA,"Methuen, MA",42.726111,-71.191389,"49,043",1,1,1,1
2016,908000,New England,CT,"Bridgeport, CT",41.166944,-73.205278,"147,022",1,1,2,1
2016,973000,New England,CT,"Stamford, CT",41.053333,-73.539167,"127,410",1,1,1,1
2016,900781680,New England,CT,"Westbrook, CT",41.285278,-72.448056,"6,902",1,1,2,2
2016,901142600,New England,CT,"Ledyard, CT",41.439722,-72.015556,"15,008",1,1,1,1
2016,2516530,New England,MA,"Dedham, MA",42.241667,-71.166667,"25,272",1,1,1,1
2016,2569170,New England,MA,"Taunton, MA",41.900000,-71.090278,"56,504",1,1,1,1
2016,3318820,New England,NH,"Dover, NH",43.197778,-70.874167,"30,750",1,1,1,1
2016,901150,New England,CT,"Ansonia, CT",41.344114,-73.068903,"18,950",1,1,1,1
2016,902550,New England,CT,"Baltic, CT",41.609703,-72.081896,"1,142",1,1,1,1
2016,904790,New England,CT,"Bethel, CT",41.372748,-73.411453,"9,541",1,1,1,1
2016,911990,New England,CT,"Cannondale, CT",41.216034,-73.424873,92,1,1,1,1
2016,914200,New England,CT,"Cheshire Village, CT",41.502605,-72.899525,"6,103",1,1,1,1
2016,916960,New England,CT,"Conning Towers-Nautilus Park, CT",41.385483,-72.068770,"9,606",1,1,1,1
2016,918430,New England,CT,"Danbury, CT",41.401756,-73.471010,"83,890",1,1,1,1
2016,919480,New England,CT,"Derby, CT",41.320556,-73.089444,"12,755",1,1,1,1
2016,920740,New England,CT,"Durham, CT",41.481667,-72.681667,"2,687",1,1,1,1
2016,922420,New England,CT,"East Hampton, CT",41.575833,-72.503056,"2,693",1,1,1,1
2016,930540,New England,CT,"Georgetown, CT",41.249200,-73.434580,"1,821",1,1,1,1
2016,934460,New England,CT,"Groton Long Point, CT",41.314416,-72.008727,477,1,1,1,1
2016,939940,New England,CT,"Jewett City, CT",41.606881,-71.980874,"3,451",1,1,1,1
2016,941410,New England,CT,"Lake Pocotopaug, CT",41.593705,-72.511096,"3,415",1,1,1,1
2016,943790,New England,CT,"Long Hill, CT",41.353564,-72.051584,"4,462",1,1,1,1
2016,946450,New England,CT,"Meriden, CT",41.536766,-72.794296,"60,203",1,1,1,1
2016,947290,New England,CT,"Middletown, CT",41.562222,-72.651111,"46,933",1,1,1,1
2016,949880,New England,CT,"Naugatuck, CT",41.485833,-73.051111,"31,625",1,1,1,1
2016,952910,New England,CT,"Newtown, CT",41.413889,-73.303889,"2,009",1,1,1,1
2016,954940,New England,CT,"North Haven, CT",41.381734,-72.857170,"23,888",1,1,1,1
2016,956200,New England,CT,"Norwich, CT",41.524167,-72.076389,"40,057",1,1,2,1
2016,957180,New England,CT,"Old Mystic, CT",41.385375,-71.985071,"3,403",1,1,1,1
2016,957670,New England,CT,"Orange, CT",41.282672,-73.027226,"13,941",1,1,1,1
2016,961730,New England,CT,"Poquonock Bridge, CT",41.338004,-72.017633,"2,206",1,1,1,1
2016,961870,New England,CT,"Portland, CT",41.572778,-72.641111,"5,607",1,1,1,1
2016,963900,New England,CT,"Ridgefield, CT",41.281389,-73.498611,"7,552",1,1,1,1
2016,968100,New England,CT,"Shelton, CT",41.316389,-73.093611,"40,979",1,1,1,1
2016,974260,New England,CT,"Stratford, CT",41.184444,-73.133611,"52,300",1,1,1,1
2016,977270,New England,CT,"Trumbull, CT",41.242778,-73.201111,"36,477",1,1,1,1
2016,980000,New England,CT,"Waterbury, CT",41.558204,-73.036219,"109,211",1,1,1,1
2016,982800,New England,CT,"West Haven, CT",41.270556,-72.947500,"54,972",1,1,1,1
2016,983570,New England,CT,"Westport, CT",41.141389,-73.358333,"27,511",1,1,1,1
2016,986380,New England,CT,"Wilton Center, CT",41.188144,-73.429923,675,1,1,1,1
2016,900123890,New England,CT,"Easton, CT",41.252778,-73.297778,"7,591",1,1,1,1
2016,900126620,New England,CT,"Fairfield, CT",41.141111,-73.264167,"61,114",1,1,1,1
2016,900148620,New England,CT,"Monroe, CT",41.332500,-73.207778,"19,784",1,1,1,1
2016,900163480,New England,CT,"Redding, CT",41.302500,-73.383889,"9,276",1,1,1,1
2016,900714300,New England,CT,"Chester, CT",41.403056,-72.451389,"4,290",1,1,1,1
2016,900718080,New England,CT,"Cromwell, CT",41.595000,-72.645833,"14,049",1,1,1,1
2016,900719130,New England,CT,"Deep River, CT",41.385556,-72.436111,"4,552",1,1,1,1
2016,900722280,New England,CT,"East Haddam, CT",41.453056,-72.461667,"9,098",1,1,1,1
2016,900735230,New England,CT,"Haddam/Higganum, CT",41.477222,-72.512500,"8,303",1,1,1,1
2016,900904580,New England,CT,"Bethany, CT",41.421667,-72.997500,"5,521",1,1,1,1
2016,900935650,New England,CT,"Hamden, CT",41.395833,-72.897222,"61,476",1,1,1,1
2016,900953890,New England,CT,"North Branford, CT",41.327500,-72.767778,"14,310",1,1,1,1
2016,900969640,New England,CT,"Southbury, CT",41.481389,-73.213611,"19,727",1,1,1,1
2016,900978740,New England,CT,"Wallingford, CT",41.456944,-72.823611,"44,989",1,1,1,1
2016,901106820,New England,CT,"Bozrah, CT",41.544722,-72.175833,"2,607",1,1,1,1
2016,901115910,New England,CT,"Colchester, CT",41.575556,-72.332500,"16,112",1,1,1,1
2016,901143230,New England,CT,"Lisbon, CT",41.603889,-72.012222,"4,323",1,1,1,1
2016,901155500,New England,CT,"North Stonington, CT",41.440833,-71.881667,"5,276",1,1,1,1
2016,901157040,New England,CT,"Old Lyme, CT",41.315833,-72.329444,"7,539",1,1,4,2
2016,901162150,New England,CT,"Preston, CT",41.520000,-72.006389,"4,716",1,1,1,1
2016,901166210,New England,CT,"Salem, CT",41.490278,-72.275833,"4,169",1,1,1,1
2016,901178600,New England,CT,"Voluntown, CT",41.570556,-71.870833,"2,586",1,1,1,1
2016,2500135,New England,MA,"Abington, MA",42.104722,-70.945833,"16,196",1,1,1,1
2016,2501260,New England,MA,"Amesbury Town, MA",42.851284,-70.955837,"17,082",1,1,1,1
2016,2501430,New England,MA,"Andover, MA",42.658333,-71.137500,"9,194",1,1,1,1
2016,2504965,New England,MA,"Bellingham, MA",42.086667,-71.475000,"5,376",1,1,1,1
2016,2509000,New England,MA,"Brockton, MA",42.083333,-71.018889,"94,813",1,1,1,1
2016,2509210,New England,MA,"Brookline, MA",42.331667,-71.121667,"59,180",1,1,1,1
2016,2524855,New England,MA,"Foxborough, MA",42.066667,-71.233333,"5,491",1,1,1,1
2016,2525172,New England,MA,"Franklin Town, MA",42.084859,-71.410571,"32,873",1,1,1,1
2016,2528460,New England,MA,"Hanson, MA",42.075000,-70.880556,"1,757",1,1,1,1
2016,2534550,New England,MA,"Lawrence, MA",42.706944,-71.163611,"79,337",1,1,1,1
2016,2537735,New England,MA,"Madaket, MA",41.280888,-70.186168,307,1,1,1,1
2016,2539730,New England,MA,"Medfield, MA",42.187500,-71.306944,"6,575",1,1,1,1
2016,2541725,New England,MA,"Milton, MA",42.249444,-71.066667,"27,351",1,1,1,1
2016,2542670,New England,MA,"Monument Beach, MA",41.719444,-70.612500,"3,182",1,1,1,1
2016,2544140,New England,MA,"Needham, MA",42.283333,-71.233333,"30,167",1,1,1,1
2016,2549700,New England,MA,"Northwest Harwich, MA",41.687352,-70.104802,"4,044",1,1,1,1
2016,2550285,New England,MA,"Norwood, MA",42.194444,-71.200000,"29,018",1,1,1,1
2016,2554450,New England,MA,"Pocasset, MA",41.686111,-70.616667,"3,086",1,1,1,1
2016,2555990,New England,MA,"Randolph, MA",42.162500,-71.041667,"33,526",1,1,1,1
2016,2560820,New England,MA,"Sharon, MA",42.123611,-71.179167,"5,841",1,1,1,1
2016,2561940,New England,MA,"Siasconset, MA",41.265238,-69.973020,183,1,1,1,1
2016,2562465,New England,MA,"Somerset, MA",41.769444,-71.129167,"18,279",1,1,1,1
2016,2563690,New England,MA,"South Duxbury, MA",42.016756,-70.689162,"3,684",1,1,1,1
2016,2569205,New England,MA,"Teaticket, MA",41.564444,-70.596389,"1,646",1,1,1,1
2016,2572460,New England,MA,"Walpole, MA",42.141667,-71.250000,"6,209",1,1,1,1
2016,2574210,New England,MA,"Wellesley, MA",42.296389,-71.293056,"28,909",1,1,1,1
2016,2575820,New England,MA,"West Dennis, MA",41.664444,-70.173333,"2,474",1,1,1,1
2016,2575960,New England,MA,"West Falmouth, MA",41.604167,-70.635000,"2,021",1,1,1,1
2016,2500505280,New England,MA,"Berkley, MA",41.845833,-71.083333,"6,589",1,1,1,1
2016,2500516950,New England,MA,"Dighton, MA",41.813889,-71.120833,"7,320",1,1,2,1
2016,2500525240,New England,MA,"Freetown, MA",41.766667,-71.033333,"9,111",1,1,1,1
2016,2500538225,New England,MA,"Mansfield, MA",42.033333,-71.219444,"23,615",1,1,1,1
2016,2500546575,New England,MA,"North Attleborough, MA",41.966667,-71.333333,"28,945",1,1,1,1
2016,2500549970,New England,MA,"Norton, MA",41.966667,-71.187500,"19,409",1,1,1,1
2016,2500556060,New England,MA,"Raynham, MA",41.948611,-71.073611,"13,699",1,1,1,1
2016,2500556375,New England,MA,"Rehoboth, MA",41.840278,-71.250000,"11,914",1,1,1,1
2016,2500560645,New England,MA,"Seekonk, MA",41.808333,-71.337500,"14,653",1,1,1,1
2016,2500907420,New England,MA,"Boxford, MA",42.661111,-70.997222,"8,198",1,1,1,1
2016,2500925625,New England,MA,"Georgetown, MA",42.725000,-70.991667,"8,514",1,1,1,1
2016,2500940430,New England,MA,"Merrimac, MA",42.830556,-71.002778,"6,695",1,1,1,1
2016,2500941095,New England,MA,"Middleton, MA",42.595000,-71.016667,"9,514",1,1,1,1
2016,2500946365,New England,MA,"North Andover, MA",42.698611,-71.135556,"29,705",1,1,1,1
2016,2500974595,New England,MA,"Wenham, MA",42.604167,-70.891667,"5,135",1,1,1,1
2016,2500977150,New England,MA,"West Newbury, MA",42.801389,-70.990278,"4,484",1,1,1,1
2016,2502102935,New England,MA,"Avon, MA",42.130556,-71.041667,"4,476",1,1,1,1
2016,2502141515,New England,MA,"Millis, MA",42.167500,-71.358333,"8,110",1,1,1,1
2016,2502154100,New England,MA,"Plainville, MA",42.004167,-71.333333,"8,892",1,1,1,1
2016,2502167945,New England,MA,"Stoughton, MA",42.125000,-71.102778,"28,260",1,1,1,1
2016,2502178690,New England,MA,"Westwood, MA",42.213889,-71.225000,"15,364",1,1,1,1
2016,2502182315,New England,MA,"Wrentham, MA",42.066667,-71.328611,"11,483",1,1,1,1
2016,2502311665,New England,MA,"Carver, MA",41.883333,-70.763056,"11,557",1,1,1,1
2016,2502318455,New England,MA,"East Bridgewater, MA",42.033333,-70.959722,"14,222",1,1,1,1
2016,2502327795,New England,MA,"Halifax, MA",41.991111,-70.862500,"7,753",1,1,1,1
2016,2502340850,New England,MA,"Middleborough, MA",41.883333,-70.866667,"24,042",1,1,1,1
2016,2502354415,New England,MA,"Plympton, MA",41.952778,-70.815000,"2,913",1,1,1,1
2016,2502357775,New England,MA,"Rockland, MA",42.130556,-70.916667,"17,725",1,1,1,1
2016,2502375260,New England,MA,"West Bridgewater, MA",42.018889,-71.008333,"7,044",1,1,1,1
2016,2502379530,New England,MA,"Whitman, MA",42.080556,-70.936111,"14,767",1,1,1,1
2016,2304685,New England,ME,"Berwick, ME",43.268553,-70.862129,"2,329",1,1,1,1
2016,2307135,New England,ME,"Bridgton, ME",44.054722,-70.713333,"2,330",1,1,1,1
2016,2308500,New England,ME,"Brunswick Station, ME",43.886700,-69.932639,548,1,1,1,1
2016,2328205,New England,ME,"Gorham, ME",43.679444,-70.444722,"6,331",1,1,1,1
2016,2340350,New England,ME,"Little Falls, ME",43.730484,-70.431282,635,1,1,1,1
2016,2350290,New England,ME,"North Berwick, ME",43.303611,-70.733889,"1,764",1,1,1,1
2016,2355120,New England,ME,"Old Orchard Beach, ME",43.517222,-70.378056,"8,727",1,1,1,1
2016,2362610,New England,ME,"Richmond, ME",44.105582,-69.811856,"1,653",1,1,1,1
2016,2365725,New England,ME,"Sanford, ME",43.439167,-70.774722,"20,887",1,1,1,1
2016,2378220,New England,ME,"Unity, ME",44.615421,-69.334401,518,1,1,1,1
2016,2382105,New England,ME,"Westbrook, ME",43.676944,-70.371667,"17,969",1,1,1,1
2016,2383330,New England,ME,"West Kennebunk, ME",43.408611,-70.581944,"1,011",1,1,1,1
2016,2386725,New England,ME,"Winterport, ME",44.637778,-68.845556,"1,211",1,1,1,1
2016,2387250,New England,ME,"Woodland, ME",45.159797,-67.412956,939,1,1,1,1
2016,2300511125,New England,ME,"Casco, ME",44.006667,-70.523333,"3,846",1,1,1,1
2016,2300548820,New England,ME,"New Gloucester, ME",43.962778,-70.283056,"5,653",1,1,1,1
2016,2300560685,New England,ME,"Pownal, ME",43.898611,-70.179444,"1,737",1,1,1,1
2016,2300561945,New England,ME,"Raymond, ME",43.901389,-70.470833,"4,509",1,1,1,1
2016,2300566775,New England,ME,"Sebago, ME",43.894241,-70.668948,"1,547",1,1,1,1
2016,2300586025,New England,ME,"Windham/North Windham, ME",43.797222,-70.405000,"17,640",1,1,1,1
2016,2300978925,New England,ME,"Verona Island, ME",44.565278,-68.790833,488,1,1,1,1
2016,2301380425,New England,ME,"Washington, ME",44.273611,-69.367778,"1,524",1,1,1,1
2016,2301535695,New England,ME,"Jefferson, ME",44.206667,-69.453056,"2,632",1,1,1,1
2016,2301549660,New England,ME,"Nobleboro, ME",44.079444,-69.485556,"1,719",1,1,1,1
2016,2301585010,New England,ME,"Whitefield, ME",44.170000,-69.625833,"2,239",1,1,1,1
2016,2302306365,New England,ME,"Bowdoinham, ME",44.010000,-69.898889,"2,906",1,1,1,1
2016,2302704125,New England,ME,"Belmont, ME",44.377222,-69.117778,985,1,1,1,1
2016,2302707870,New England,ME,"Brooks, ME",44.550278,-69.121389,803,1,1,1,1
2016,2302737585,New England,ME,"Knox, ME",44.517216,-69.213493,820,1,1,1,1
2016,2302746475,New England,ME,"Monroe, ME",44.615000,-69.018611,915,1,1,1,1
2016,2302766565,New England,ME,"Searsmont, ME",44.361667,-69.195556,"1,662",1,1,1,1
2016,2302775525,New England,ME,"Swanville, ME",44.521111,-68.998333,"1,339",1,1,1,1
2016,2302779480,New England,ME,"Waldo, ME",44.512500,-69.076667,838,1,1,1,1
2016,2302912175,New England,ME,"Charlotte, ME",45.021111,-67.245833,335,1,1,1,1
2016,2302943640,New England,ME,"Marshfield, ME",44.733056,-67.478056,501,1,1,1,1
2016,2302944760,New England,ME,"Meddybemps, ME",45.038333,-67.356389,119,1,1,1,1
2016,2303114485,New England,ME,"Cornish, ME",43.804722,-70.801667,"1,312",1,1,1,1
2016,2303116725,New England,ME,"Dayton, ME",43.549722,-70.575556,"1,932",1,1,1,1
2016,2303133665,New England,ME,"Hollis, ME",43.627222,-70.629722,"4,416",1,1,1,1
2016,2303138425,New England,ME,"Lebanon, ME",43.394444,-70.851389,"6,118",1,1,1,1
2016,2303139405,New England,ME,"Limington, ME",43.731667,-70.711389,"3,745",1,1,1,1
2016,2303170030,New England,ME,"South Berwick, ME",43.234444,-70.810000,"7,332",1,1,1,1
2016,2303180530,New England,ME,"Waterboro, ME",43.535556,-70.715556,"7,773",1,1,1,1
2016,3317860,New England,NH,"Derry, NH",42.880556,-71.327778,"22,392",1,1,1,1
2016,3324580,New England,NH,"Epping, NH",43.033333,-71.074722,"1,756",1,1,1,1
2016,3325940,New England,NH,"Farmington, NH",43.389722,-71.065556,"4,122",1,1,1,1
2016,3343140,New England,NH,"Londonderry, NH",42.850586,-71.362022,"11,049",1,1,1,1
2016,3352260,New England,NH,"Newmarket, NH",43.082778,-70.935556,"5,597",1,1,1,1
2016,3363940,New England,NH,"Raymond, NH",43.036111,-71.183889,"3,141",1,1,1,1
2016,3365140,New England,NH,"Rochester, NH",43.304444,-70.976111,"30,052",1,1,1,1
2016,3301502820,New England,NH,"Auburn, NH",43.004444,-71.348889,"5,222",1,1,1,1
2016,3301509300,New England,NH,"Candia, NH",43.077778,-71.277222,"3,914",1,1,1,1
2016,3301512100,New England,NH,"Chester, NH",42.956667,-71.257778,"4,866",1,1,1,1
2016,3301517140,New England,NH,"Danville, NH",42.912500,-71.125000,"4,447",1,1,1,1
2016,3301517460,New England,NH,"Deerfield, NH",43.146111,-71.216944,"4,382",1,1,1,1
2016,3301527940,New England,NH,"Fremont, NH",42.990833,-71.143056,"4,505",1,1,1,1
2016,3301532900,New England,NH,"Hampstead, NH",42.874444,-71.181667,"8,553",1,1,1,1
2016,3301539780,New England,NH,"Kensington, NH",42.926944,-70.944444,"2,157",1,1,1,1
2016,3301540100,New England,NH,"Kingston, NH",42.936389,-71.053889,"6,099",1,1,1,1
2016,3301551380,New England,NH,"Newfields, NH",43.036944,-70.938889,"1,526",1,1,1,1
2016,3301552900,New England,NH,"Newton, NH",42.869444,-71.035000,"4,787",1,1,1,1
