decimal year,variable name,temperature
1999.427,Tsfc_anom,1.1498
2000.2839,Tsfc_anom,1.388
2000.4853,Tsfc_anom,0.5742
2000.6086,Tsfc_anom,-0.8798
2000.7519,Tsfc_anom,-0.1137
2000.8628,Tsfc_anom,-0.0446
2001.1385,Tsfc_anom,0.2112
2001.2698,Tsfc_anom,0.1989
2001.5914,Tsfc_anom,0.8031
2001.6428,Tsfc_anom,0.6633
2001.7523,Tsfc_anom,0.4029
2001.8576,Tsfc_anom,1.195
2002.2686,Tsfc_anom,1.189
2002.414,Tsfc_anom,1.3126
2002.6036,Tsfc_anom,1.1609
2002.6516,Tsfc_anom,2.0047
2002.7687,Tsfc_anom,1.3143
2003.6477,Tsfc_anom,-0.1461
2003.7577,Tsfc_anom,0.207
2003.8554,Tsfc_anom,0.8932
2004.2584,Tsfc_anom,-0.9509
2004.421,Tsfc_anom,-1.0388
2004.5754,Tsfc_anom,-0.9639
2004.6513,Tsfc_anom,-0.6486
2004.7757,Tsfc_anom,-0.726
2004.8666,Tsfc_anom,-0.9299
2005.2606,Tsfc_anom,-0.6216
2005.4195,Tsfc_anom,-1.3097
2005.5834,Tsfc_anom,-0.0774
2005.6311,Tsfc_anom,-0.175
2005.7822,Tsfc_anom,0.7309
2005.8714,Tsfc_anom,-0.3177
2006.2524,Tsfc_anom,0.1043
2006.438,Tsfc_anom,0.5604
2006.5904,Tsfc_anom,0.914
2006.6485,Tsfc_anom,1.2955
2006.7561,Tsfc_anom,0.1562
2007.2664,Tsfc_anom,-0.2194
2007.5923,Tsfc_anom,0.4138
2007.7749,Tsfc_anom,0.0767
2008.2886,Tsfc_anom,0.0949
1978.5313,Tsfc_anom,-0.7115
1979.5277,Tsfc_anom,0.5241
1979.8101,Tsfc_anom,0.0082
1980.2375,Tsfc_anom,-0.6483
1980.8015,Tsfc_anom,0.3595
1980.9594,Tsfc_anom,-1.1743
1981.1797,Tsfc_anom,-0.1121
1981.924,Tsfc_anom,-0.4742
1982.181,Tsfc_anom,-1.0763
1983.4464,Tsfc_anom,-0.6005
1984.3984,Tsfc_anom,0.1905
1985.3644,Tsfc_anom,0.5564
1988.9328,Tsfc_anom,-0.4233
1992.2541,Tsfc_anom,-0.8093
1992.3994,Tsfc_anom,-2.0614
1992.7782,Tsfc_anom,-1.1339
1993.272,Tsfc_anom,-0.9708
1994.4295,Tsfc_anom,0.039
1994.5311,Tsfc_anom,2.1626
1994.6539,Tsfc_anom,-0.5262
1994.7742,Tsfc_anom,-0.7619
1994.8708,Tsfc_anom,0.545
1995.0337,Tsfc_anom,1.2228
1995.1593,Tsfc_anom,0.1131
1995.2783,Tsfc_anom,-0.0755
1995.367,Tsfc_anom,-0.5076
1995.4415,Tsfc_anom,-0.965
1995.5365,Tsfc_anom,-0.7845
1995.5812,Tsfc_anom,-0.0048
1995.7566,Tsfc_anom,0.767
1996.1566,Tsfc_anom,-0.1668
1996.3,Tsfc_anom,-0.7044
1996.3633,Tsfc_anom,-0.6172
1996.4018,Tsfc_anom,-0.4758
1996.4379,Tsfc_anom,-0.7228
1996.4749,Tsfc_anom,-0.3355
1996.6421,Tsfc_anom,-1.179
1996.6713,Tsfc_anom,-1.7973
1996.7825,Tsfc_anom,-2.1258
1996.8641,Tsfc_anom,-1.4293
1997.1537,Tsfc_anom,0.1499
1997.2562,Tsfc_anom,-0.2468
1997.3944,Tsfc_anom,-0.5393
1997.4761,Tsfc_anom,-0.315
1997.6124,Tsfc_anom,0.6462
1997.7868,Tsfc_anom,-0.4211
