"year","pbr","NEgillest1y","NEgillcv1y","totalest1y","totalcv1y","NEgill1yLCI","NEgill1yUCI","total1yLCI","total1yUCI","NEgillest5y","NEgillcv5y","totalest5y","totalcv5y","NEgill5yLCI","NEgill5yUCI","total5yLCI","total5yUCI"
2012,706,277.3,0.59,340.71,0.504428682809878,95.0039784403073,809.390209361755,134.000303180523,866.291354159208,449.06,0.179567644016777,650.23,0.168523561344853,316.713942639766,636.709839545537,468.406159215373,902.633418843661
2013,706,399,0.33,425.54,0.313590389355273,212.472771207496,749.277185472993,233.478093686482,775.594355516553,395.66,0.140900942777938,531.026,0.144337661972672,300.591018381396,520.796783759421,400.763464594839,703.628542988776
2014,706,128.32,0.27,156.17,0.268074104537856,76.2958273436333,215.818124965572,93.1879640378071,261.71908735022,303.124,0.162183454565331,403.86,0.170059020526777,221.036813336954,415.696181956484,290.072685404619,562.282861526551
2015,706,177.35,0.28,210.84,0.299034880618476,103.508893874784,303.867825484148,118.807627976282,374.163733063289,261.194,0.174558643485169,317.228,0.154214889356711,185.991104135754,366.804132665426,234.89519165012,428.419174002911
2016,706,125.12,0.34,147.84,0.30409396809684,65.4328632218971,239.253085210568,82.5369610227384,264.810641549774,221.418,0.201127485405686,256.22,0.183218071942013,149.867450981896,327.128608665816,179.449833516762,365.833097269872
2017,851,135.78,0.28,144.84,0.269127986249513,79.2468994097443,232.642646429307,86.2579719790016,243.207962333116,193.114,0.161304799026651,217.046,0.151625084602904,141.056019295513,264.384442310618,161.518019707931,291.663841602232
2018,851,92.37,0.52,92.37,0.52,35.4086973481953,240.963874386496,35.4086973481953,240.963874386496,131.788,0.145787454731438,150.412,0.143060033032845,99.1820892039331,175.113037882159,113.795688599696,198.810429660341
2019,851,195.15,0.22,219.15,0.198139438697579,127.441999932281,298.830232735178,149.178389307366,321.941554155314,145.154,0.136895801062907,163.008,0.132760529810573,111.133132374883,189.589578424967,125.804505656313,211.213484965248
2020,851,120.72,NA,140.31,0.016119307248236,NA,NA,135.946720872795,144.81332078926,133.828,0.160756818703363,148.902,0.118155442632736,97.8548666015125,183.025476463356,118.215610020448,187.553958399952
2021,649,111.1,NA,126.1,0.0364789849325932,NA,NA,117.401714934046,135.442740414252,131.024,0.190308044669009,144.554,0.104807827105894,90.5313446088908,189.628118859444,117.777159346054,177.418601637381
2022,649,117.92,0.22,133.37,0.19503768946559,77.0072284499848,180.569106042184,91.3248255385071,194.772415880498,127.452,0.181638129835333,142.26,0.098366286392471,89.5341978779342,181.428020678156,117.369365046658,172.42921602204
2023,NA,50.26,0.21,61.51,0.189399033260731,33.449927537494,75.5178795878865,42.5742824555795,88.8677361491071,119.03,0.1435509549164,136.088,0.0767049599673944,89.9680280250236,157.479731533732,117.118144791109,158.130439796772
