Species,EPU,YEAR,MeanCond,nCond,n
American plaice,GOM,2006,0.896391862,567,29
American plaice,GOM,2007,0.901357335,504,29
American plaice,GOM,2008,0.898982326,551,29
American plaice,GOM,2009,0.924553705,577,29
American plaice,GOM,2010,0.938264197,562,29
American plaice,GOM,2011,0.941744344,626,29
American plaice,GOM,2012,0.985732326,633,29
American plaice,GOM,2013,1.006265724,525,29
American plaice,GOM,2014,0.992871459,724,29
American plaice,GOM,2015,1.006608176,978,29
American plaice,GOM,2016,1.013818498,825,29
American plaice,GOM,2017,0.977649688,289,29
American plaice,GOM,2018,0.977827567,435,29
American plaice,GOM,2019,0.941404044,582,29
American plaice,GOM,2021,1.001483828,493,29
Atlantic cod,GOM,1992,1.000181919,163,29
Atlantic cod,GOM,1993,0.997483515,107,29
Atlantic cod,GOM,1994,0.994378244,125,29
Atlantic cod,GOM,1995,0.997455459,112,29
Atlantic cod,GOM,1996,1.012645394,157,29
Atlantic cod,GOM,1997,1.019425514,122,29
Atlantic cod,GOM,1998,1.00304286,129,29
Atlantic cod,GOM,1999,1.023336314,281,29
Atlantic cod,GOM,2000,0.985674585,210,29
Atlantic cod,GOM,2001,1.005444991,113,29
Atlantic cod,GOM,2002,1.02392725,201,29
Atlantic cod,GOM,2003,0.985402333,206,29
Atlantic cod,GOM,2004,0.975067785,158,29
Atlantic cod,GOM,2005,0.967625439,199,29
Atlantic cod,GOM,2006,0.967148155,329,29
Atlantic cod,GOM,2007,0.987733708,156,29
Atlantic cod,GOM,2008,0.986902088,222,29
Atlantic cod,GOM,2009,1.011823042,561,29
Atlantic cod,GOM,2010,0.978015366,254,29
Atlantic cod,GOM,2011,0.987176662,374,29
Atlantic cod,GOM,2012,1.031947032,212,29
Atlantic cod,GOM,2013,1.010723864,188,29
Atlantic cod,GOM,2014,1.041744635,142,29
Atlantic cod,GOM,2015,1.029955197,376,29
Atlantic cod,GOM,2016,0.999497181,192,29
Atlantic cod,GOM,2017,1.011253475,111,29
Atlantic cod,GOM,2018,1.027329089,105,29
Atlantic cod,GOM,2019,1.019512695,60,29
Atlantic cod,GOM,2021,1.021556794,111,29
Atlantic herring,GOM,1992,0.941024398,345,29
Atlantic herring,GOM,1993,1.056082773,304,29
Atlantic herring,GOM,1994,1.000851503,236,29
Atlantic herring,GOM,1995,1.036681109,317,29
Atlantic herring,GOM,1996,0.987063883,224,29
Atlantic herring,GOM,1997,0.970987846,260,29
Atlantic herring,GOM,1998,0.981620807,383,29
Atlantic herring,GOM,1999,0.998376258,324,29
Atlantic herring,GOM,2000,1.005216069,237,29
Atlantic herring,GOM,2001,0.975387848,288,29
Atlantic herring,GOM,2002,0.95565471,477,29
Atlantic herring,GOM,2003,1.002637367,415,29
Atlantic herring,GOM,2004,0.973338415,501,29
Atlantic herring,GOM,2005,0.94686095,830,29
Atlantic herring,GOM,2006,0.985581594,530,29
Atlantic herring,GOM,2007,1.037351545,708,29
Atlantic herring,GOM,2008,0.990061899,556,29
Atlantic herring,GOM,2009,0.999007713,616,29
Atlantic herring,GOM,2010,0.936438717,506,29
Atlantic herring,GOM,2011,0.960056296,428,29
Atlantic herring,GOM,2012,0.955381682,588,29
Atlantic herring,GOM,2013,0.966058194,552,29
Atlantic herring,GOM,2014,0.973315261,625,29
Atlantic herring,GOM,2015,0.976687931,736,29
Atlantic herring,GOM,2016,0.990657007,439,29
Atlantic herring,GOM,2017,0.949918042,310,29
Atlantic herring,GOM,2018,0.985721676,230,29
Atlantic herring,GOM,2019,0.964370941,325,29
Atlantic herring,GOM,2021,0.98803804,216,29
Atlantic mackerel,GOM,1992,1.022695079,54,28
Atlantic mackerel,GOM,1993,1.014777091,32,28
Atlantic mackerel,GOM,1994,1.043678664,118,28
Atlantic mackerel,GOM,1995,0.96557666,24,28
Atlantic mackerel,GOM,1996,0.960592925,10,28
Atlantic mackerel,GOM,1997,1.016025044,28,28
Atlantic mackerel,GOM,1998,1.010918912,144,28
Atlantic mackerel,GOM,1999,1.08877859,58,28
Atlantic mackerel,GOM,2000,0.967450765,33,28
Atlantic mackerel,GOM,2001,0.987952108,68,28
Atlantic mackerel,GOM,2002,1.031722006,99,28
Atlantic mackerel,GOM,2003,0.981633493,20,28
Atlantic mackerel,GOM,2004,0.942392348,34,28
Atlantic mackerel,GOM,2005,0.882831069,47,28
Atlantic mackerel,GOM,2006,0.962480416,44,28
Atlantic mackerel,GOM,2007,0.949637812,61,28
Atlantic mackerel,GOM,2008,0.94441599,62,28
Atlantic mackerel,GOM,2009,0.966486838,129,28
Atlantic mackerel,GOM,2010,0.922607686,247,28
Atlantic mackerel,GOM,2011,0.983469161,225,28
Atlantic mackerel,GOM,2012,1.010069126,181,28
Atlantic mackerel,GOM,2013,0.995935972,118,28
Atlantic mackerel,GOM,2014,1.018725941,356,28
Atlantic mackerel,GOM,2015,0.998930822,454,28
Atlantic mackerel,GOM,2016,1.02141943,400,28
Atlantic mackerel,GOM,2018,0.960409255,222,28
Atlantic mackerel,GOM,2019,0.933960333,266,28
Atlantic mackerel,GOM,2021,0.952840434,296,28
Atlantic menhaden,GOM,1998,1.002074936,22,21
Atlantic menhaden,GOM,2000,1.034582493,5,21
Atlantic menhaden,GOM,2001,1.220713478,3,21
Atlantic menhaden,GOM,2002,1.099378538,13,21
Atlantic menhaden,GOM,2003,0.937600776,3,21
Atlantic menhaden,GOM,2004,1.124685637,13,21
Atlantic menhaden,GOM,2005,1.003901951,13,21
Atlantic menhaden,GOM,2006,1.06932968,13,21
Atlantic menhaden,GOM,2007,1.111833744,11,21
Atlantic menhaden,GOM,2008,1.03664798,12,21
Atlantic menhaden,GOM,2009,1.090668311,6,21
Atlantic menhaden,GOM,2010,1.082943547,14,21
Atlantic menhaden,GOM,2011,1.113713183,15,21
Atlantic menhaden,GOM,2012,0.981065297,35,21
Atlantic menhaden,GOM,2013,1.01033326,40,21
Atlantic menhaden,GOM,2014,0.978497101,45,21
Atlantic menhaden,GOM,2015,1.022251677,46,21
Atlantic menhaden,GOM,2016,1.06782255,26,21
Atlantic menhaden,GOM,2018,0.992381862,15,21
Atlantic menhaden,GOM,2019,1.032369425,24,21
Atlantic menhaden,GOM,2021,0.981188046,21,21
Atlantic wolffish,GOM,1992,1.055180446,5,20
Atlantic wolffish,GOM,1993,1.042106905,6,20
Atlantic wolffish,GOM,1994,0.902834236,3,20
Atlantic wolffish,GOM,1995,1.084194677,11,20
Atlantic wolffish,GOM,1996,0.890870228,3,20
Atlantic wolffish,GOM,1997,0.983289185,9,20
Atlantic wolffish,GOM,1998,0.986714633,3,20
Atlantic wolffish,GOM,1999,0.982344878,4,20
Atlantic wolffish,GOM,2001,0.977811239,4,20
Atlantic wolffish,GOM,2003,1.03813391,4,20
Atlantic wolffish,GOM,2005,0.901904179,7,20
Atlantic wolffish,GOM,2006,1.103370211,3,20
Atlantic wolffish,GOM,2008,0.943829932,7,20
Atlantic wolffish,GOM,2009,1.044047404,13,20
Atlantic wolffish,GOM,2010,1.015397568,5,20
Atlantic wolffish,GOM,2011,0.982330731,15,20
Atlantic wolffish,GOM,2013,0.978751865,5,20
Atlantic wolffish,GOM,2014,1.071070685,6,20
Atlantic wolffish,GOM,2015,0.982744967,16,20
Atlantic wolffish,GOM,2018,1.122411888,4,20
Butterfish,GOM,1992,1.000987328,24,28
Butterfish,GOM,1993,1.072343892,19,28
Butterfish,GOM,1994,0.985674646,74,28
Butterfish,GOM,1995,1.005333646,52,28
Butterfish,GOM,1996,1.026792544,15,28
Butterfish,GOM,1997,0.91819947,16,28
Butterfish,GOM,1998,0.975986875,69,28
Butterfish,GOM,1999,0.963202911,33,28
Butterfish,GOM,2000,1.057912671,60,28
Butterfish,GOM,2001,0.934079757,29,28
Butterfish,GOM,2002,0.899620502,57,28
Butterfish,GOM,2003,0.906000087,11,28
Butterfish,GOM,2004,0.742311729,40,28
Butterfish,GOM,2005,0.773935498,27,28
Butterfish,GOM,2006,0.923604865,44,28
Butterfish,GOM,2007,0.957160948,49,28
Butterfish,GOM,2008,0.844547331,50,28
Butterfish,GOM,2009,0.95514608,173,28
Butterfish,GOM,2010,0.988323781,117,28
Butterfish,GOM,2011,0.958019912,213,28
Butterfish,GOM,2012,1.038580413,209,28
Butterfish,GOM,2013,1.004720263,144,28
Butterfish,GOM,2014,1.014356894,202,28
Butterfish,GOM,2015,0.99839278,182,28
Butterfish,GOM,2016,1.025154323,180,28
Butterfish,GOM,2018,0.991904228,107,28
Butterfish,GOM,2019,0.963014725,101,28
Butterfish,GOM,2021,1.063315753,91,28
Cusk,GOM,1992,0.971804498,7,25
Cusk,GOM,1993,0.957572466,10,25
Cusk,GOM,1995,0.956908775,3,25
Cusk,GOM,1996,0.969973118,11,25
Cusk,GOM,1997,0.991321765,11,25
Cusk,GOM,1998,1.010339359,3,25
Cusk,GOM,1999,0.979739325,10,25
Cusk,GOM,2000,1.07123082,4,25
Cusk,GOM,2001,0.915064664,14,25
Cusk,GOM,2002,0.938908875,5,25
Cusk,GOM,2003,0.982722557,6,25
Cusk,GOM,2004,0.934174838,5,25
Cusk,GOM,2005,0.972931972,6,25
Cusk,GOM,2006,0.98906922,6,25
Cusk,GOM,2008,0.985063708,5,25
Cusk,GOM,2010,0.962200865,13,25
Cusk,GOM,2011,0.872890151,3,25
Cusk,GOM,2012,0.945691655,3,25
Cusk,GOM,2014,0.961669692,7,25
Cusk,GOM,2015,1.009291932,13,25
Cusk,GOM,2016,0.950672444,3,25
Cusk,GOM,2017,0.940933675,6,25
Cusk,GOM,2018,1.009469049,9,25
Cusk,GOM,2019,0.961774384,3,25
Cusk,GOM,2021,0.987981864,7,25
Fourspot,GOM,1992,1.083382214,23,29
Fourspot,GOM,1993,1.066664004,27,29
Fourspot,GOM,1994,1.092560125,29,29
Fourspot,GOM,1995,1.019254361,6,29
Fourspot,GOM,1996,1.029438073,25,29
Fourspot,GOM,1997,1.081675773,30,29
Fourspot,GOM,1998,1.012936677,24,29
Fourspot,GOM,1999,1.101771052,20,29
Fourspot,GOM,2000,1.010429964,16,29
Fourspot,GOM,2001,1.039786609,21,29
Fourspot,GOM,2002,1.065844426,7,29
Fourspot,GOM,2003,1.055513921,9,29
Fourspot,GOM,2004,1.039980436,7,29
Fourspot,GOM,2005,1.046080893,18,29
Fourspot,GOM,2006,1.053011868,10,29
Fourspot,GOM,2007,1.076566988,11,29
Fourspot,GOM,2008,1.045918579,25,29
Fourspot,GOM,2009,1.029444907,11,29
Fourspot,GOM,2010,1.010911796,7,29
Fourspot,GOM,2011,1.068725387,32,29
Fourspot,GOM,2012,1.026453532,40,29
Fourspot,GOM,2013,1.051585832,45,29
Fourspot,GOM,2014,1.048534728,31,29
Fourspot,GOM,2015,1.071328838,35,29
Fourspot,GOM,2016,1.061589674,40,29
Fourspot,GOM,2017,1.097774517,22,29
Fourspot,GOM,2018,1.067478882,29,29
Fourspot,GOM,2019,1.109625939,28,29
Fourspot,GOM,2021,1.037215489,18,29
Goosefish,GOM,1992,0.96056218,49,29
Goosefish,GOM,1993,0.959270729,53,29
Goosefish,GOM,1994,0.973859056,59,29
Goosefish,GOM,1995,0.977228536,73,29
Goosefish,GOM,1996,0.975031069,46,29
Goosefish,GOM,1997,0.962888938,25,29
Goosefish,GOM,1998,1.029339539,41,29
Goosefish,GOM,1999,0.993000478,67,29
Goosefish,GOM,2000,0.998934561,111,29
Goosefish,GOM,2001,0.953393966,106,29
Goosefish,GOM,2002,0.970115602,81,29
Goosefish,GOM,2003,0.956797264,61,29
Goosefish,GOM,2004,0.94952504,29,29
Goosefish,GOM,2005,0.910397602,36,29
Goosefish,GOM,2006,0.917857703,40,29
Goosefish,GOM,2007,1.017416745,49,29
Goosefish,GOM,2008,0.98026272,47,29
Goosefish,GOM,2009,0.953429155,204,29
Goosefish,GOM,2010,0.917237515,197,29
Goosefish,GOM,2011,0.927379551,204,29
Goosefish,GOM,2012,0.92430686,290,29
Goosefish,GOM,2013,0.938467339,250,29
Goosefish,GOM,2014,0.940896608,355,29
Goosefish,GOM,2015,0.940963249,436,29
Goosefish,GOM,2016,0.91911236,557,29
Goosefish,GOM,2017,0.929512088,278,29
Goosefish,GOM,2018,0.929663725,358,29
Goosefish,GOM,2019,0.923818942,362,29
Goosefish,GOM,2021,0.943641218,414,29
Haddock,GOM,1992,1.107111463,6,29
Haddock,GOM,1993,1.018777402,33,29
Haddock,GOM,1994,0.949916742,21,29
Haddock,GOM,1995,0.973321083,50,29
Haddock,GOM,1996,1.018021017,76,29
Haddock,GOM,1997,1.030284604,96,29
Haddock,GOM,1998,0.989587202,135,29
Haddock,GOM,1999,0.997687431,213,29
Haddock,GOM,2000,1.027362227,161,29
Haddock,GOM,2001,0.960984703,240,29
Haddock,GOM,2002,0.942029666,112,29
Haddock,GOM,2003,0.964631455,126,29
Haddock,GOM,2004,0.94177216,255,29
Haddock,GOM,2005,0.950420625,243,29
Haddock,GOM,2006,0.958799644,283,29
Haddock,GOM,2007,0.970287448,209,29
Haddock,GOM,2008,0.987413041,97,29
Haddock,GOM,2009,0.982529943,125,29
Haddock,GOM,2010,0.975566241,168,29
Haddock,GOM,2011,0.988599547,244,29
Haddock,GOM,2012,0.989408985,240,29
Haddock,GOM,2013,0.994562394,413,29
Haddock,GOM,2014,1.01531515,617,29
Haddock,GOM,2015,1.002171371,1107,29
Haddock,GOM,2016,1.006033375,771,29
Haddock,GOM,2017,0.997040863,371,29
Haddock,GOM,2018,1.018173963,562,29
Haddock,GOM,2019,0.991558499,437,29
Haddock,GOM,2021,1.029583483,292,29
Little skate,GOM,1992,1.006710037,33,29
Little skate,GOM,1993,0.989589076,28,29
Little skate,GOM,1994,1.008116431,36,29
Little skate,GOM,1995,0.981929169,40,29
Little skate,GOM,1996,1.028153777,39,29
Little skate,GOM,1997,1.014901766,14,29
Little skate,GOM,1998,1.03226828,28,29
Little skate,GOM,1999,1.001336948,9,29
Little skate,GOM,2000,0.920509023,16,29
Little skate,GOM,2001,0.950493049,35,29
Little skate,GOM,2002,0.959056286,14,29
Little skate,GOM,2003,1.011590046,8,29
Little skate,GOM,2004,0.983311384,11,29
Little skate,GOM,2005,1.003959588,17,29
Little skate,GOM,2006,1.09810432,13,29
Little skate,GOM,2007,1.005115024,5,29
Little skate,GOM,2008,1.005050722,12,29
Little skate,GOM,2009,1.017150606,18,29
Little skate,GOM,2010,1.042302097,13,29
Little skate,GOM,2011,0.960891752,22,29
Little skate,GOM,2012,0.987145507,91,29
Little skate,GOM,2013,0.99553407,48,29
Little skate,GOM,2014,0.981007466,66,29
Little skate,GOM,2015,1.018895613,59,29
Little skate,GOM,2016,1.001292933,48,29
Little skate,GOM,2017,1.008670804,20,29
Little skate,GOM,2018,1.003469893,45,29
Little skate,GOM,2019,1.029531308,55,29
Little skate,GOM,2021,1.021257458,23,29
Longhorn sculpin,GOM,1992,1.008307174,106,27
Longhorn sculpin,GOM,1993,0.993509949,113,27
Longhorn sculpin,GOM,1994,0.988621233,78,27
Longhorn sculpin,GOM,1995,0.943880877,87,27
Longhorn sculpin,GOM,1996,0.979482446,37,27
Longhorn sculpin,GOM,1997,0.994024677,47,27
Longhorn sculpin,GOM,1999,0.99913651,38,27
Longhorn sculpin,GOM,2000,0.974127675,35,27
Longhorn sculpin,GOM,2001,0.931005553,39,27
Longhorn sculpin,GOM,2002,0.948181198,43,27
Longhorn sculpin,GOM,2003,0.916435521,40,27
Longhorn sculpin,GOM,2004,0.982914591,29,27
Longhorn sculpin,GOM,2005,0.977292527,44,27
Longhorn sculpin,GOM,2006,0.911793718,23,27
Longhorn sculpin,GOM,2007,0.947112934,30,27
Longhorn sculpin,GOM,2008,0.955131793,38,27
Longhorn sculpin,GOM,2009,1.008950541,32,27
Longhorn sculpin,GOM,2010,1.062559862,15,27
Longhorn sculpin,GOM,2011,0.976483654,45,27
Longhorn sculpin,GOM,2012,1.014570682,63,27
Longhorn sculpin,GOM,2013,0.995303583,64,27
Longhorn sculpin,GOM,2014,1.026634241,42,27
Longhorn sculpin,GOM,2015,1.019509736,44,27
Longhorn sculpin,GOM,2016,1.032660189,29,27
Longhorn sculpin,GOM,2018,1.0074391,29,27
Longhorn sculpin,GOM,2019,0.997458494,33,27
Longhorn sculpin,GOM,2021,1.020967023,21,27
Ocean pout,GOM,1992,1.025233484,29,28
Ocean pout,GOM,1993,1.005751843,77,28
Ocean pout,GOM,1994,0.983756327,50,28
Ocean pout,GOM,1995,0.965072923,45,28
Ocean pout,GOM,1996,1.037813307,18,28
Ocean pout,GOM,1997,0.961547462,15,28
Ocean pout,GOM,1998,1.011834705,34,28
Ocean pout,GOM,1999,1.002365128,21,28
Ocean pout,GOM,2000,0.994143516,27,28
Ocean pout,GOM,2001,0.983776443,23,28
Ocean pout,GOM,2002,0.914829946,10,28
Ocean pout,GOM,2003,1.029421918,12,28
Ocean pout,GOM,2004,1.022462242,12,28
Ocean pout,GOM,2005,1.101425312,9,28
Ocean pout,GOM,2006,1.010100396,10,28
Ocean pout,GOM,2007,1.001849786,11,28
Ocean pout,GOM,2008,1.041777071,20,28
Ocean pout,GOM,2009,1.105645809,20,28
Ocean pout,GOM,2010,1.085521116,13,28
Ocean pout,GOM,2011,1.049966711,48,28
Ocean pout,GOM,2012,1.049367811,58,28
Ocean pout,GOM,2013,1.047565488,28,28
Ocean pout,GOM,2014,1.069136206,47,28
Ocean pout,GOM,2015,1.020218378,71,28
Ocean pout,GOM,2016,1.015929785,38,28
Ocean pout,GOM,2018,1.041881783,47,28
Ocean pout,GOM,2019,1.001335127,24,28
Ocean pout,GOM,2021,1.031816604,26,28
Pollock,GOM,1992,1.014651162,50,29
Pollock,GOM,1993,1.014381078,34,29
Pollock,GOM,1994,0.983246711,8,29
Pollock,GOM,1995,0.990127685,17,29
Pollock,GOM,1996,0.96387347,68,29
Pollock,GOM,1997,1.016783718,79,29
Pollock,GOM,1998,0.975485827,56,29
Pollock,GOM,1999,1.002924483,124,29
Pollock,GOM,2000,1.002261587,66,29
Pollock,GOM,2001,0.936647524,149,29
Pollock,GOM,2002,0.925553019,46,29
Pollock,GOM,2003,0.92911321,69,29
Pollock,GOM,2004,0.913091468,63,29
Pollock,GOM,2005,0.928571059,145,29
Pollock,GOM,2006,0.946811009,100,29
Pollock,GOM,2007,0.972951231,28,29
Pollock,GOM,2008,0.957437589,46,29
Pollock,GOM,2009,1.016655717,41,29
Pollock,GOM,2010,0.942796137,76,29
Pollock,GOM,2011,0.969985332,90,29
Pollock,GOM,2012,0.977323479,66,29
Pollock,GOM,2013,0.968080037,40,29
Pollock,GOM,2014,0.98096356,100,29
Pollock,GOM,2015,0.962743018,158,29
Pollock,GOM,2016,0.966413177,77,29
Pollock,GOM,2017,0.980988283,27,29
Pollock,GOM,2018,0.955033443,58,29
Pollock,GOM,2019,0.919437506,42,29
Pollock,GOM,2021,0.957317353,53,29
Red hake,GOM,1992,0.989000387,242,29
Red hake,GOM,1993,0.987786217,271,29
Red hake,GOM,1994,1.011645928,287,29
Red hake,GOM,1995,0.978878627,492,29
Red hake,GOM,1996,0.97518871,428,29
Red hake,GOM,1997,1.02116368,302,29
Red hake,GOM,1998,0.987173687,510,29
Red hake,GOM,1999,1.001792088,478,29
Red hake,GOM,2000,0.9754331,488,29
Red hake,GOM,2001,0.930432966,527,29
Red hake,GOM,2002,0.963372137,183,29
Red hake,GOM,2003,0.954845498,157,29
Red hake,GOM,2004,0.914089801,136,29
Red hake,GOM,2005,0.974557048,129,29
Red hake,GOM,2006,0.969794976,177,29
Red hake,GOM,2007,0.935505261,191,29
Red hake,GOM,2008,0.95276528,211,29
Red hake,GOM,2009,0.965935106,118,29
Red hake,GOM,2010,0.973019634,73,29
Red hake,GOM,2011,0.999001226,258,29
Red hake,GOM,2012,1.030992006,406,29
Red hake,GOM,2013,1.023261764,421,29
Red hake,GOM,2014,1.026668992,495,29
Red hake,GOM,2015,1.005538604,594,29
Red hake,GOM,2016,1.006233761,443,29
Red hake,GOM,2017,0.981143353,206,29
Red hake,GOM,2018,1.020428899,396,29
Red hake,GOM,2019,0.985041184,402,29
Red hake,GOM,2021,0.989709615,418,29
Scup,GOM,1992,0.956309708,7,25
Scup,GOM,1993,0.884393583,3,25
Scup,GOM,1994,0.803767845,8,25
Scup,GOM,1996,0.918365438,10,25
Scup,GOM,1999,1.027460191,11,25
Scup,GOM,2000,0.96306294,18,25
Scup,GOM,2001,0.913762931,4,25
Scup,GOM,2002,0.863378766,42,25
Scup,GOM,2004,0.782152409,10,25
Scup,GOM,2005,0.698913654,5,25
Scup,GOM,2006,0.909607081,29,25
Scup,GOM,2007,0.978247786,13,25
Scup,GOM,2008,0.767659867,5,25
Scup,GOM,2009,0.907342676,23,25
Scup,GOM,2010,0.941041622,9,25
Scup,GOM,2011,0.921480607,35,25
Scup,GOM,2012,0.892686399,53,25
Scup,GOM,2013,0.944611999,19,25
Scup,GOM,2014,0.915367994,31,25
Scup,GOM,2015,0.936125796,26,25
Scup,GOM,2016,0.904164502,59,25
Scup,GOM,2017,0.874703044,3,25
Scup,GOM,2018,0.895052778,24,25
Scup,GOM,2019,0.968346548,7,25
Scup,GOM,2021,0.885478839,19,25
Sea raven,GOM,1992,0.999879365,49,28
Sea raven,GOM,1993,0.922556023,18,28
Sea raven,GOM,1994,1.050470977,24,28
Sea raven,GOM,1995,1.004071239,27,28
Sea raven,GOM,1996,0.97520241,17,28
Sea raven,GOM,1997,1.152715048,11,28
Sea raven,GOM,1999,0.995788861,36,28
Sea raven,GOM,2000,1.002234907,28,28
Sea raven,GOM,2001,0.97653891,30,28
Sea raven,GOM,2002,0.96192297,24,28
Sea raven,GOM,2003,0.954707078,16,28
Sea raven,GOM,2004,1.006748621,11,28
Sea raven,GOM,2005,0.960379713,39,28
Sea raven,GOM,2006,1.036663331,30,28
Sea raven,GOM,2007,0.965237812,28,28
Sea raven,GOM,2008,0.949484401,21,28
Sea raven,GOM,2009,0.943898109,22,28
Sea raven,GOM,2010,0.876635033,20,28
Sea raven,GOM,2011,0.936343646,18,28
Sea raven,GOM,2012,0.994670215,25,28
Sea raven,GOM,2013,1.076533165,29,28
Sea raven,GOM,2014,0.964323244,8,28
Sea raven,GOM,2015,0.988034816,34,28
Sea raven,GOM,2016,0.991457565,23,28
Sea raven,GOM,2017,0.994529889,15,28
Sea raven,GOM,2018,0.998532073,24,28
Sea raven,GOM,2019,0.939332102,15,28
Sea raven,GOM,2021,0.968425106,12,28
Silver hake,GOM,1992,0.971787767,674,29
Silver hake,GOM,1993,0.976748512,719,29
Silver hake,GOM,1994,1.004567487,683,29
Silver hake,GOM,1995,0.996794275,665,29
Silver hake,GOM,1996,0.985442133,477,29
Silver hake,GOM,1997,1.053256641,513,29
Silver hake,GOM,1998,0.992638088,690,29
Silver hake,GOM,1999,1.012645344,1046,29
Silver hake,GOM,2000,0.961495426,715,29
Silver hake,GOM,2001,0.973350436,670,29
Silver hake,GOM,2002,1.017394794,634,29
Silver hake,GOM,2003,0.968196857,655,29
Silver hake,GOM,2004,0.987558096,450,29
Silver hake,GOM,2005,1.019340851,309,29
Silver hake,GOM,2006,1.019499617,344,29
Silver hake,GOM,2007,0.993820989,501,29
Silver hake,GOM,2008,0.979797878,704,29
Silver hake,GOM,2009,0.994258818,305,29
Silver hake,GOM,2010,1.03377107,309,29
Silver hake,GOM,2011,1.048645863,378,29
Silver hake,GOM,2012,1.01160836,694,29
Silver hake,GOM,2013,1.01521973,547,29
Silver hake,GOM,2014,1.023368219,550,29
Silver hake,GOM,2015,1.04713832,700,29
Silver hake,GOM,2016,1.022742709,458,29
Silver hake,GOM,2017,0.985027533,274,29
Silver hake,GOM,2018,0.979808836,235,29
Silver hake,GOM,2019,1.006832157,591,29
Silver hake,GOM,2021,1.038078091,270,29
Smooth skate,GOM,1995,1.011076245,9,24
Smooth skate,GOM,1996,0.989918356,29,24
Smooth skate,GOM,1999,1.018980946,7,24
Smooth skate,GOM,2000,1.054708377,27,24
Smooth skate,GOM,2001,0.951645068,43,24
Smooth skate,GOM,2002,0.935647348,18,24
Smooth skate,GOM,2003,0.983788812,27,24
Smooth skate,GOM,2004,0.956448374,36,24
Smooth skate,GOM,2005,0.985749569,17,24
Smooth skate,GOM,2006,1.022471685,35,24
Smooth skate,GOM,2007,0.944173125,12,24
Smooth skate,GOM,2008,0.949564839,19,24
Smooth skate,GOM,2009,1.012859356,85,24
Smooth skate,GOM,2010,1.011595678,111,24
Smooth skate,GOM,2011,0.999218347,125,24
Smooth skate,GOM,2012,1.033404207,140,24
Smooth skate,GOM,2013,1.08386916,106,24
Smooth skate,GOM,2014,1.079477684,119,24
Smooth skate,GOM,2015,1.081157208,113,24
Smooth skate,GOM,2016,1.029721339,140,24
Smooth skate,GOM,2017,1.029600974,83,24
Smooth skate,GOM,2018,1.094796488,70,24
Smooth skate,GOM,2019,0.988337243,140,24
Smooth skate,GOM,2021,1.044508519,80,24
Spiny dogfish,GOM,1992,1.017174842,205,29
Spiny dogfish,GOM,1993,1.049546543,251,29
Spiny dogfish,GOM,1994,1.034581749,223,29
Spiny dogfish,GOM,1995,1.031762377,400,29
Spiny dogfish,GOM,1996,1.017432238,274,29
Spiny dogfish,GOM,1997,1.014515683,250,29
Spiny dogfish,GOM,1998,0.993741112,429,29
Spiny dogfish,GOM,1999,1.029467776,456,29
Spiny dogfish,GOM,2000,0.999002162,382,29
Spiny dogfish,GOM,2001,0.97836155,352,29
Spiny dogfish,GOM,2002,1.038462813,166,29
Spiny dogfish,GOM,2003,0.98996967,207,29
Spiny dogfish,GOM,2004,0.958534399,120,29
Spiny dogfish,GOM,2005,0.990760763,137,29
