"","YEAR","REVCHANGE","VI","PI","BI"
"1",1964,173.778507471075,258.310588230824,-84.532080759749,173.778507471075
"2",1965,92.1028854710748,143.823720444629,-51.7208349735546,92.1028854710748
"3",1966,114.739430471075,210.154477574578,-95.4150471035035,114.739430471075
"4",1967,106.647354471075,127.254369175889,-20.6070147048138,106.647354471075
"5",1968,95.1570154710747,103.619555469533,-8.46253999845814,95.1570154710747
"6",1969,13.1375276263132,25.9116386000462,-12.7741109737329,13.1375276263132
"7",1970,26.4912079683066,-10.7654444530811,37.2566524213878,26.4912079683066
"8",1971,2.25632858159819,-29.5029441531151,31.7592727347133,2.25632858159819
"9",1972,2.10290390400611,-109.197149267313,111.300053171319,2.10290390400611
"10",1973,-58.975389714238,-67.7002649301823,8.72487521594427,-58.975389714238
"11",1974,-53.9071303679819,-78.9797383451223,25.0726079771404,-53.9071303679819
"12",1975,-24.533179430191,-78.9717680582722,54.4385886280811,-24.533179430191
"13",1976,-100.860863528925,-125.993508456412,25.1326449274872,-100.860863528925
"14",1977,-63.6773495289252,-70.2937111029282,6.61636157400297,-63.6773495289252
"15",1978,56.9302596889849,-9.74869163779425,66.6789513267791,56.9302596889849
"16",1979,69.3327694710748,18.9215058655522,50.4112636055226,69.3327694710748
"17",1980,108.809390471075,35.6109980155414,73.1983924555333,108.809390471075
"18",1981,197.040930471075,71.1595095290816,125.881420941993,197.040930471075
"19",1982,118.636943471075,57.9870406978828,60.649902773192,118.636943471075
"20",1983,109.884603471075,1.97457497965018,107.910028491425,109.884603471075
"21",1984,67.6406981099637,1.56751339791101,66.0731847120527,67.6406981099637
"22",1985,-12.6477375289252,-108.671622326856,96.0238847979309,-12.6477375289252
"23",1986,7.99229647107478,-154.360601812523,162.352898283598,7.99229647107478
"24",1987,0.51635347107478,-168.153531302427,168.669884773502,0.51635347107478
"25",1988,-8.12304382303012,-68.1894832903297,60.0664394672996,-8.12304382303012
"26",1989,20.0922024710748,-82.8605168899486,102.952719361023,20.0922024710748
"27",1990,110.636699723539,76.6230765183723,34.0136232051672,110.636699723539
"28",1991,79.6791754710748,12.9995228352876,66.6796526357872,79.6791754710748
"29",1992,40.4741655100195,-24.0063227357222,64.4804882457418,40.4741655100195
"30",1993,-56.5221344898051,-150.103030891939,93.5808964021343,-56.5221344898051
"31",1994,-177.656737137778,-304.226695388146,126.569958250368,-177.656737137778
"32",1995,-190.871582469995,-256.213629462755,65.3420469927605,-190.871582469995
"33",1996,-138.143967554307,-250.665782840805,112.521815286498,-138.143967554307
"34",1997,-152.58547295463,-166.873804861328,14.288331906698,-152.58547295463
"35",1998,-151.769022699515,-166.889348678401,15.1203259788861,-151.769022699515
"36",1999,-80.8776210578022,-124.578136833012,43.7005157752094,-80.8776210578022
"37",2000,-70.8030946582441,-72.3890465640919,1.58595190584786,-70.8030946582441
"38",2001,-34.1331572211794,-27.8462163479432,-6.28694087323612,-34.1331572211794
"39",2002,-19.2503291867475,-30.0540498913667,10.8037207046192,-19.2503291867475
"40",2003,-38.0319674268693,-61.0410733553934,23.0091059285241,-38.0319674268693
"41",2004,9.99291939739335,-8.05988364192434,18.0528030393177,9.99291939739335
"42",2005,200.064572277887,47.2205045556787,152.844067722208,200.064572277887
"43",2006,72.5343576908855,29.6182974644826,42.916060226403,72.5343576908855
"44",2007,-0.693129886783069,-56.5022639519431,55.8091340651601,-0.693129886783069
"45",2008,-105.122265856529,-104.336674018349,-0.785591838180082,-105.122265856529
"46",2009,-108.902609319959,-80.9083857844054,-27.9942235355537,-108.902609319959
"47",2010,-101.443510537984,-48.0595005026745,-53.3840100353097,-101.443510537984
"48",2011,-14.4620798004937,8.75415691476258,-23.2162367152563,-14.4620798004937
"49",2012,120.915893782822,136.708646786004,-15.7927530031822,120.915893782822
"50",2013,65.4932604710749,100.721223855274,-35.2279633841988,65.4932604710749
"51",2014,-94.8252898845091,-0.207720463276311,-94.6175694212328,-94.8252898845091
"52",2015,-113.219178120552,-25.9450334934827,-87.2741446270694,-113.219178120552
"53",2016,-111.042809141942,-40.3842352674803,-70.6585738744619,-111.042809141942
"54",2017,-67.6660515510492,-0.00419519845081684,-67.6618563525983,-67.6660515510492
