"","year","subarea","bt_temp"
"1",1959,"GB",7.96544860097374
"2",1959,"GOM",6.08448509475258
"3",1959,"MAB",9.44502758749766
"4",1959,"SS",6.72216364191009
"5",1960,"GB",8.22763711830653
"6",1960,"GOM",5.72348896950094
"7",1960,"MAB",9.68764518949721
"8",1960,"SS",6.51555683132132
"9",1961,"GB",7.7014880691028
"10",1961,"GOM",5.70756016897202
"11",1961,"MAB",9.44999505159514
"12",1961,"SS",6.31462573882345
"13",1962,"GB",8.06528740607033
"14",1962,"GOM",5.64521094276785
"15",1962,"MAB",10.0107250777713
"16",1962,"SS",6.55999515406231
"17",1963,"GB",8.11851692229426
"18",1963,"GOM",6.11400005768768
"19",1963,"MAB",9.77827240127404
"20",1963,"SS",6.60332785411315
"21",1964,"GB",7.66927510652272
"22",1964,"GOM",6.5951709848735
"23",1964,"MAB",9.79736343153312
"24",1964,"SS",6.40290558127164
"25",1965,"GB",7.22249894179398
"26",1965,"GOM",5.9678039078301
"27",1965,"MAB",8.88082028657355
"28",1965,"SS",6.06911741757448
"29",1966,"GB",7.54450148610846
"30",1966,"GOM",6.07100973269278
"31",1966,"MAB",9.02705613785701
"32",1966,"SS",6.54666570061658
"33",1967,"GB",7.62280004528174
"34",1967,"GOM",5.95818377905687
"35",1967,"MAB",9.22708726907963
"36",1967,"SS",6.52266229294956
"37",1968,"GB",7.64514520305731
"38",1968,"GOM",5.60679264459506
"39",1968,"MAB",9.05841290856695
"40",1968,"SS",6.73011085124966
"41",1969,"GB",8.32928821321939
"42",1969,"GOM",5.51071038972467
"43",1969,"MAB",9.21750607727157
"44",1969,"SS",6.94674548667195
"45",1970,"GB",8.21923253908509
"46",1970,"GOM",6.25706746468312
"47",1970,"MAB",9.60875564783505
"48",1970,"SS",7.39570586377611
"49",1971,"GB",8.13901511547544
"50",1971,"GOM",6.05347400973021
"51",1971,"MAB",9.36413438620254
"52",1971,"SS",6.77256714163432
"53",1972,"GB",8.52183552048729
"54",1972,"GOM",6.2580907899492
"55",1972,"MAB",10.4239577844044
"56",1972,"SS",7.15748473703835
"57",1973,"GB",8.49037930240885
"58",1973,"GOM",6.21582908715237
"59",1973,"MAB",10.068349599684
"60",1973,"SS",6.86831628113016
"61",1974,"GB",9.04444457003331
"62",1974,"GOM",6.80234968436124
"63",1974,"MAB",10.9504099044727
"64",1974,"SS",8.17037283972655
"65",1975,"GB",9.13446028141288
"66",1975,"GOM",7.71252648237874
"67",1975,"MAB",10.4935707810823
"68",1975,"SS",8.06928480969431
"69",1976,"GB",8.76101102720611
"70",1976,"GOM",7.97865217496992
"71",1976,"MAB",10.4429170307265
"72",1976,"SS",8.48243794993541
"73",1977,"GB",8.54064793769684
"74",1977,"GOM",6.45005769769305
"75",1977,"MAB",9.52892361471647
"76",1977,"SS",7.52303277129655
"77",1978,"GB",8.4851213090862
"78",1978,"GOM",6.08491498913293
"79",1978,"MAB",10.2197537002046
"80",1978,"SS",7.28857333580407
"81",1979,"GB",7.91577181897711
"82",1979,"GOM",6.08273298035647
"83",1979,"MAB",9.41785195802309
"84",1979,"SS",7.14459307097169
"85",1980,"GB",8.19125654157376
"86",1980,"GOM",6.31968079424441
"87",1980,"MAB",8.92351354872162
"88",1980,"SS",7.80603017058567
"89",1981,"GB",8.10495090281652
"90",1981,"GOM",5.97514963570987
"91",1981,"MAB",8.96630934014305
"92",1981,"SS",7.61929463656795
"93",1982,"GB",8.24025450099228
"94",1982,"GOM",5.99591390405617
"95",1982,"MAB",9.85202068990249
"96",1982,"SS",7.16957370640939
"97",1983,"GB",8.71255090737476
"98",1983,"GOM",6.27889194396709
"99",1983,"MAB",10.6734217506478
"100",1983,"SS",7.17501513626007
"101",1984,"GB",8.37477104065263
"102",1984,"GOM",6.91625719916123
"103",1984,"MAB",9.36782127918866
"104",1984,"SS",7.75937208199402
"105",1985,"GB",9.15201681921552
"106",1985,"GOM",6.97825907719116
"107",1985,"MAB",10.8631497475503
"108",1985,"SS",8.20064525193526
"109",1986,"GB",9.18587368158612
"110",1986,"GOM",7.21725108228867
"111",1986,"MAB",11.2829580562667
"112",1986,"SS",8.01434432976323
"113",1987,"GB",8.31720450850904
"114",1987,"GOM",6.76106858508616
"115",1987,"MAB",10.1404490932772
"116",1987,"SS",7.25868940152817
"117",1988,"GB",8.12917114907714
"118",1988,"GOM",7.07317790764938
"119",1988,"MAB",9.92352036629471
"120",1988,"SS",7.4696884024167
"121",1989,"GB",8.37967026082712
"122",1989,"GOM",6.56867623458308
"123",1989,"MAB",10.2069187831124
"124",1989,"SS",7.3885636089369
"125",1990,"GB",8.59626986543479
"126",1990,"GOM",6.87361053107439
"127",1990,"MAB",10.9168181124252
"128",1990,"SS",7.78122046339277
"129",1991,"GB",9.41413718968866
"130",1991,"GOM",7.21955808442671
"131",1991,"MAB",10.9761262867662
"132",1991,"SS",8.42548421439552
"133",1992,"GB",8.36212714788451
"134",1992,"GOM",6.09170106859444
"135",1992,"MAB",10.4293509325432
"136",1992,"SS",6.94301585734586
"137",1993,"GB",8.5052362240666
"138",1993,"GOM",6.75837336785657
"139",1993,"MAB",9.59212589130871
"140",1993,"SS",7.34307240252523
"141",1994,"GB",9.19549791309539
"142",1994,"GOM",7.59651127897691
"143",1994,"MAB",10.3094845610438
"144",1994,"SS",8.18637075182056
"145",1995,"GB",9.26932618166481
"146",1995,"GOM",7.58392599002362
"147",1995,"MAB",10.9556888512044
"148",1995,"SS",7.74836514522048
