"","year","cold_pool_index","se_cold_pool_index","persistence_index","se_persistence_index","extent_index","se_extent_index"
"1",1959,-1.06817801000145,0.0309988369803281,0.546682560055172,0.022024090346282,79.640625,1.88065525948065
"2",1960,-1.13054926674367,0.0332140282629821,0.425967209831625,0.0213971222053805,78.640625,1.88065525948065
"3",1961,-1.03224916195329,0.0237585756785737,0.454283156180359,0.0219024207624723,81.640625,1.88065525948065
"4",1962,-0.315723289993399,0.0233336643577453,-0.0509329391996712,0.0266807020934379,65.640625,1.88065525948065
"5",1963,-0.36535272355904,0.0238660794873757,0.075743662886767,0.0221427829058186,75.640625,1.88065525948065
"6",1964,-0.825252822665094,0.0300794896699545,0.270974661396454,0.028388349423967,57.640625,1.88065525948065
"7",1965,-1.90714134633213,0.021293292409289,0.770229504913593,0.0135853958856028,87.640625,1.88065525948065
"8",1966,-1.42298061908264,0.0326448501365246,0.623956762023695,0.0193706252766927,66.640625,1.88065525948065
"9",1967,-1.01074654750041,0.0233049018457125,0.612256330546976,0.0155545372881917,82.640625,1.88065525948065
"10",1968,-1.46055411133123,0.023205913947166,0.664417284347274,0.0157339346042786,87.640625,1.88065525948065
"11",1969,-0.862041415606965,0.0309421847732874,0.177084944555918,0.0227899217732064,75.640625,1.88065525948065
"12",1970,-1.10125865495265,0.0332535988265589,0.573917062450792,0.0262590033364627,57.640625,1.88065525948065
"13",1971,-1.20217793440874,0.0272984485228013,0.510915048877825,0.0187886730432092,87.640625,1.88065525948065
"14",1972,-0.101141580352053,0.0248299518260935,0.10076893036613,0.0253384935910004,23.640625,1.88065525948065
"15",1973,-0.0477822003856177,0.024802522931154,-0.0816927752012138,0.026362221109384,38.640625,1.88065525948065
"16",1974,0.985695873977782,0.0213272449876578,-0.668294587601985,0.0295987934954217,-70.359375,1.88065525948065
"17",1975,-0.0827223439406464,0.0450825994004167,-0.123958274520088,0.029502516359963,19.640625,1.88065525948065
"18",1976,0.311645950001054,0.0263135602054477,-0.0850986577586574,0.0305142956428647,16.640625,1.88065525948065
"19",1977,-0.443782749329944,0.0416157294984302,0.0802146017839354,0.0245114119434537,61.640625,1.88065525948065
"20",1978,-0.632860963619468,0.024333885531494,0.308232485539524,0.0238095562305744,72.640625,1.88065525948065
"21",1979,-1.46155855091494,0.0306944574904525,0.640572276895709,0.0172789379893137,84.640625,1.88065525948065
"22",1980,-1.17850443504852,0.0412775223196136,0.493031293289152,0.0205864176543242,76.640625,1.88065525948065
"23",1981,-0.78646279183316,0.0385218372716905,0.291839042916573,0.0241968587660738,65.640625,1.88065525948065
"24",1982,-0.752577201086985,0.0402268053600205,0.211362142767542,0.0243193077118524,60.640625,1.88065525948065
"25",1983,0.067199581496629,0.0264223712028537,-0.22616544599738,0.0286136365753045,25.640625,1.88065525948065
"26",1984,-1.32871404672456,0.0368195372047735,0.610766017581253,0.0185351841714301,83.640625,1.88065525948065
"27",1985,0.438786188051423,0.0334228108987318,-0.111326303586563,0.0186563210290287,28.640625,1.88065525948065
"28",1986,1.37343446269097,0.0273873104633717,-0.57150583318845,0.0311307583412256,-108.359375,1.88065525948065
"29",1987,-0.650418895686882,0.0465419534135061,0.0697824110238758,0.0262857744826545,80.640625,1.88065525948065
"30",1988,-0.690785541612923,0.0277821052297324,0.262112932035354,0.0200363159889178,81.640625,1.88065525948065
"31",1989,-0.22708897909251,0.0317981501591044,0.185884373636884,0.0185077008859832,67.640625,1.88065525948065
"32",1990,0.842130537182729,0.0353041966198486,-0.2632149832018,0.0252795387841754,2.640625,1.88065525948065
"33",1991,0.484724317206268,0.0355849895515731,-0.0838104075169435,0.0235865697206978,0.640625,1.88065525948065
"34",1992,0.0813438384215227,0.0227454824883227,-0.0186373848104598,0.0208256506157711,74.640625,1.88065525948065
"35",1993,-0.565188942276157,0.0231932813771271,0.382748133825664,0.0271393565105104,76.640625,1.88065525948065
"36",1994,-0.0996108242348364,0.0386811419857265,-0.17956719789581,0.0297371507562222,15.640625,1.88065525948065
"37",1995,0.411656754917849,0.0267797739573017,-0.397277615228327,0.0275907944219085,41.640625,1.88065525948065
"38",1996,-1.22596854405632,0.0288772233438684,0.692733230696007,0.0187190042295519,87.640625,1.88065525948065
"39",1997,0.0195344246357307,0.0259983473820519,0.162847738644824,0.0276522055925592,40.640625,1.88065525948065
"40",1998,-0.650071709009406,0.0386610064557085,0.58245007123252,0.0284334615113409,71.640625,1.88065525948065
"41",1999,1.74961261347801,0.0420027201719747,-1.1220872245813,0.0403288338570413,-229.359375,1.88065525948065
"42",2000,1.13573048491845,0.0189737433834436,-0.366853573906151,0.0341088934917706,-67.359375,1.88065525948065
"43",2001,0.79247601113017,0.0322173137428575,-0.695660031773357,0.034673339955838,-48.359375,1.88065525948065
"44",2002,0.698321088072945,0.0448342332163351,0.293137720485899,0.0315798335113649,-67.359375,1.88065525948065
"45",2003,-0.194405601373235,0.0229733634882468,-0.044014518945038,0.0306303272936856,47.640625,1.88065525948065
"46",2004,-2.2448665196248,0.0263709601263735,0.834312962439673,0.014474776916546,87.640625,1.88065525948065
"47",2005,-0.194683893505865,0.0345842384409097,0.113001487029837,0.036946374843524,60.640625,1.88065525948065
"48",2006,1.63705714343839,0.0321107671027918,-1.25787401008481,0.0425397092583451,-254.359375,1.88065525948065
"49",2007,-1.28701771950185,0.0260257924869456,0.783642321605098,0.0193868403810288,87.640625,1.88065525948065
"50",2008,0.205382181170072,0.0398227033584749,0.278207019968221,0.0315064196130748,14.640625,1.88065525948065
"51",2009,0.205927980634601,0.0307025994582516,-0.239805422720333,0.0273464408084268,53.640625,1.88065525948065
"52",2010,-0.147120390586094,0.0345991551882799,0.310329879031657,0.0220847943517961,76.640625,1.88065525948065
"53",2011,0.217076011193629,0.0458963542532439,0.00599197538008795,0.0418343265207018,23.640625,1.88065525948065
"54",2012,2.00180679522729,0.0350947233686826,-0.980019272865213,0.047940246900448,-293.359375,1.88065525948065
"55",2013,1.24493479684852,0.0336152186357074,-0.975905823664314,0.037995132641514,-128.359375,1.88065525948065
"56",2014,2.22584630539759,0.0548921290338162,-1.67003163114712,0.0357104140838184,-369.359375,1.88065525948065
"57",2015,2.26229809544591,0.0474363553801712,-1.50406189953612,0.0408966236094753,-335.359375,1.88065525948065
"58",2016,1.79581832317338,0.0401893507027942,-0.989889768928431,0.0401963252913573,-241.359375,1.88065525948065
"59",2017,0.0657707115919267,0.0288574804778545,-0.0658360688568992,0.0296689713191092,50.640625,1.88065525948065
"60",2018,-0.0992905606150986,0.0249087029984367,0.220408444690136,0.023819192924369,74.640625,1.88065525948065
"61",2019,0.920966762468527,0.0474433401688831,-0.825381710967093,0.0285888336107085,-6.359375,1.88065525948065
"62",2020,1.95807746711658,0.0681582225883585,-0.838953521873925,0.0373891051470217,-128.359375,1.88065525948065
"63",2021,2.07992728226902,0.0402584878673652,-0.7834729937401,0.0292212596878304,-196.359375,1.88065525948065
"64",2022,2.5836489063856,0.0488998016551196,-1.38660723543733,0.0330395746307598,-317.359375,1.88065525948065
