Date,2021 Daily,2010-2020 avg, 2010-2020 min, 2010-2020 max
09/01/2021 00:00:00,82.92,79.63,75.52,86.68
09/02/2021 00:00:00,81.60,79.23,74.03,83.17
09/03/2021 00:00:00,79.58,79.56,73.29,83.30
09/04/2021 00:00:00,79.51,79.64,73.22,87.76
09/05/2021 00:00:00,78.90,79.40,73.81,92.61
09/06/2021 00:00:00,78.67,78.86,74.08,88.77
09/07/2021 00:00:00,78.61,78.70,73.36,85.84
09/08/2021 00:00:00,78.04,78.44,73.08,85.23
09/09/2021 00:00:00,78.25,78.08,73.00,82.31
09/10/2021 00:00:00,77.61,77.77,72.30,82.18
09/11/2021 00:00:00,76.90,77.46,72.09,81.61
09/12/2021 00:00:00,76.79,77.09,71.40,81.28
09/13/2021 00:00:00,77.81,76.72,71.58,80.35
09/14/2021 00:00:00,78.50,76.43,72.39,81.48
09/15/2021 00:00:00,77.80,75.99,73.44,79.38
09/16/2021 00:00:00,78.21,75.80,72.99,79.90
09/17/2021 00:00:00,78.05,75.25,71.98,79.77
09/18/2021 00:00:00,78.53,74.70,70.30,78.44
09/19/2021 00:00:00,78.01,74.20,69.30,78.04
09/20/2021 00:00:00,77.58,73.56,69.03,78.30
09/21/2021 00:00:00,76.92,73.28,69.58,77.61
09/22/2021 00:00:00,77.14,73.11,70.16,77.54
09/23/2021 00:00:00,77.11,73.18,70.07,78.85
09/24/2021 00:00:00,76.32,72.70,69.91,77.50
09/25/2021 00:00:00,76.26,72.59,69.62,78.13
09/26/2021 00:00:00,75.43,72.60,69.31,76.64
09/27/2021 00:00:00,74.39,73.06,69.73,76.66
09/28/2021 00:00:00,74.30,72.97,69.98,76.55
09/29/2021 00:00:00,73.44,73.01,70.66,76.71
09/30/2021 00:00:00,72.99,73.03,70.29,75.56
10/01/2021 00:00:00,72.90,72.43,69.85,75.72
10/02/2021 00:00:00,72.61,72.24,69.12,78.76
10/03/2021 00:00:00,72.56,71.97,67.14,77.76
10/04/2021 00:00:00,73.11,71.27,66.09,76.60
10/05/2021 00:00:00,73.62,70.86,66.49,78.17
10/06/2021 00:00:00,73.11,70.29,66.25,76.96
10/07/2021 00:00:00,73.17,69.45,65.37,75.92
10/08/2021 00:00:00,73.65,69.00,65.21,77.52
10/09/2021 00:00:00,73.08,68.87,65.30,77.23
10/10/2021 00:00:00,72.76,68.72,65.91,76.19
10/11/2021 00:00:00,72.60,68.63,65.66,76.33
10/12/2021 00:00:00,72.05,68.36,65.59,75.99
10/13/2021 00:00:00,72.01,68.08,65.68,73.87
10/14/2021 00:00:00,72.05,67.88,64.78,74.53
10/15/2021 00:00:00,72.26,67.32,64.98,71.98
10/16/2021 00:00:00,72.04,66.73,63.66,71.80
10/17/2021 00:00:00,70.90,65.90,62.82,70.38
10/18/2021 00:00:00,69.38,65.61,62.85,70.05
10/19/2021 00:00:00,68.48,65.33,62.80,69.26
10/20/2021 00:00:00,68.10,65.12,60.94,69.13
10/21/2021 00:00:00,67.78,64.94,61.38,70.86
10/22/2021 00:00:00,68.38,64.76,61.34,70.32
10/23/2021 00:00:00,67.92,64.68,61.21,68.90
10/24/2021 00:00:00,67.39,64.64,61.54,69.80
10/25/2021 00:00:00,67.77,64.00,60.94,69.03
10/26/2021 00:00:00,67.53,63.63,59.72,68.50
10/27/2021 00:00:00,66.71,63.78,60.42,67.33
10/28/2021 00:00:00,65.89,63.72,57.51,67.37
10/29/2021 00:00:00,66.24,63.37,57.99,66.67
10/30/2021 00:00:00,65.64,62.55,58.55,66.34
10/31/2021 00:00:00,64.79,62.05,58.30,65.19
11/01/2021 00:00:00,64.25,61.30,57.36,64.69
11/02/2021 00:00:00,63.51,60.40,57.04,65.43
11/03/2021 00:00:00,62.76,59.48,56.61,64.87
11/04/2021 00:00:00,61.75,59.17,54.82,65.05
11/05/2021 00:00:00,60.73,59.26,54.07,63.84
11/06/2021 00:00:00,59.62,58.95,53.64,63.63
11/07/2021 00:00:00,59.40,58.65,52.39,63.52
11/08/2021 00:00:00,58.72,58.29,51.66,62.76
11/09/2021 00:00:00,57.61,57.88,51.49,62.40
11/10/2021 00:00:00,58.40,57.42,49.71,61.99
11/11/2021 00:00:00,58.93,56.88,50.90,61.61
11/12/2021 00:00:00,59.12,56.69,51.76,61.81
11/13/2021 00:00:00,59.00,56.07,52.27,61.20
11/14/2021 00:00:00,58.21,55.41,51.57,60.96
11/15/2021 00:00:00,57.22,55.12,51.33,60.87
11/16/2021 00:00:00,56.66,55.52,51.01,60.89
11/17/2021 00:00:00,56.59,55.06,50.58,59.79
11/18/2021 00:00:00,56.63,54.41,50.40,58.91
11/19/2021 00:00:00,56.17,53.25,49.12,57.34
11/20/2021 00:00:00,54.99,53.22,49.66,57.38
11/21/2021 00:00:00,54.59,53.39,48.16,57.58
11/22/2021 00:00:00,54.04,53.08,44.71,56.77
11/23/2021 00:00:00,53.56,53.09,46.85,56.71
11/24/2021 00:00:00,52.33,52.62,47.48,56.25
11/25/2021 00:00:00,51.53,52.08,48.36,55.15
11/26/2021 00:00:00,51.39,52.14,47.84,56.19
11/27/2021 00:00:00,50.53,52.08,47.30,55.78
11/28/2021 00:00:00,49.82,51.97,46.89,55.47
11/29/2021 00:00:00,49.92,51.65,45.90,55.29
