"source","year","min.depth","max.depth","temp.threshold","longitude","latitude","Ndays"
"GLORYS",1993,25,100,15,-68.0833270070067,41.4166666666667,26
"GLORYS",1993,25,100,15,-67.9999936689627,41.4166666666667,32
"GLORYS",1993,25,100,15,-67.9166603309188,41.4166666666667,35
"GLORYS",1993,25,100,15,-67.8333269928749,41.4166666666667,34
"GLORYS",1993,25,100,15,-67.7499936548309,41.4166666666667,32
"GLORYS",1993,25,100,15,-67.666660316787,41.4166666666667,30
"GLORYS",1993,25,100,15,-67.5833269787431,41.4166666666667,25
"GLORYS",1993,25,100,15,-67.4999936406992,41.4166666666667,21
"GLORYS",1993,25,100,15,-67.4166603026552,41.4166666666667,15
"GLORYS",1993,25,100,15,-67.3333269646113,41.4166666666667,3
"GLORYS",1993,25,100,15,-66.499993584172,41.4166666666667,7
"GLORYS",1993,25,100,15,-69.5833270917973,41.3333333333333,94
"GLORYS",1993,25,100,15,-69.4999937537534,41.3333333333333,60
"GLORYS",1993,25,100,15,-68.2499936830945,41.3333333333333,3
"GLORYS",1993,25,100,15,-68.1666603450506,41.3333333333333,20
"GLORYS",1993,25,100,15,-68.0833270070067,41.3333333333333,24
"GLORYS",1993,25,100,15,-67.9999936689627,41.3333333333333,28
"GLORYS",1993,25,100,15,-67.9166603309188,41.3333333333333,28
"GLORYS",1993,25,100,15,-67.8333269928749,41.3333333333333,24
"GLORYS",1993,25,100,15,-67.7499936548309,41.3333333333333,23
"GLORYS",1993,25,100,15,-67.666660316787,41.3333333333333,20
"GLORYS",1993,25,100,15,-67.5833269787431,41.3333333333333,15
"GLORYS",1993,25,100,15,-67.4999936406992,41.3333333333333,12
"GLORYS",1993,25,100,15,-67.4166603026552,41.3333333333333,10
"GLORYS",1993,25,100,15,-70.3333271341927,41.25,50
"GLORYS",1993,25,100,15,-69.4999937537534,41.25,104
"GLORYS",1993,25,100,15,-68.2499936830945,41.25,2
"GLORYS",1993,25,100,15,-68.1666603450506,41.25,11
"GLORYS",1993,25,100,15,-68.0833270070067,41.25,21
"GLORYS",1993,25,100,15,-67.9999936689627,41.25,19
"GLORYS",1993,25,100,15,-67.9166603309188,41.25,13
"GLORYS",1993,25,100,15,-67.8333269928749,41.25,12
"GLORYS",1993,25,100,15,-67.7499936548309,41.25,10
"GLORYS",1993,25,100,15,-67.666660316787,41.25,9
"GLORYS",1993,25,100,15,-67.5833269787431,41.25,9
"GLORYS",1993,25,100,15,-67.4999936406992,41.25,2
"GLORYS",1993,25,100,15,-67.4166603026552,41.25,1
"GLORYS",1993,25,100,15,-66.499993584172,41.25,12
"GLORYS",1993,25,100,15,-70.2499937961487,41.1666666666667,8
"GLORYS",1993,25,100,15,-69.4999937537534,41.1666666666667,92
"GLORYS",1993,25,100,15,-69.4166604157095,41.1666666666667,1
"GLORYS",1993,25,100,15,-68.1666603450506,41.1666666666667,7
"GLORYS",1993,25,100,15,-68.0833270070067,41.1666666666667,7
"GLORYS",1993,25,100,15,-67.9999936689627,41.1666666666667,2
"GLORYS",1993,25,100,15,-67.9166603309188,41.1666666666667,7
"GLORYS",1993,25,100,15,-67.8333269928749,41.1666666666667,7
"GLORYS",1993,25,100,15,-67.7499936548309,41.1666666666667,1
"GLORYS",1993,25,100,15,-67.666660316787,41.1666666666667,1
"GLORYS",1993,25,100,15,-66.6666602602599,41.1666666666667,2
"GLORYS",1993,25,100,15,-66.583326922216,41.1666666666667,8
"GLORYS",1993,25,100,15,-70.2499937961487,41.0833333333333,1
"GLORYS",1993,25,100,15,-70.1666604581048,41.0833333333333,42
"GLORYS",1993,25,100,15,-69.7499937678852,41.0833333333333,74
"GLORYS",1993,25,100,15,-69.6666604298413,41.0833333333333,42
"GLORYS",1993,25,100,15,-69.5833270917973,41.0833333333333,45
"GLORYS",1993,25,100,15,-69.4999937537534,41.0833333333333,78
"GLORYS",1993,25,100,15,-69.4166604157095,41.0833333333333,42
"GLORYS",1993,25,100,15,-66.9166602743917,41.0833333333333,5
"GLORYS",1993,25,100,15,-66.8333269363478,41.0833333333333,11
"GLORYS",1993,25,100,15,-66.7499935983038,41.0833333333333,15
"GLORYS",1993,25,100,15,-66.6666602602599,41.0833333333333,16
"GLORYS",1993,25,100,15,-66.583326922216,41.0833333333333,25
"GLORYS",1993,25,100,15,-70.3333271341927,41,1
"GLORYS",1993,25,100,15,-70.2499937961487,41,9
"GLORYS",1993,25,100,15,-70.1666604581048,41,93
"GLORYS",1993,25,100,15,-70.0833271200609,41,97
"GLORYS",1993,25,100,15,-69.999993782017,41,101
"GLORYS",1993,25,100,15,-69.916660443973,41,105
"GLORYS",1993,25,100,15,-69.8333271059291,41,92
"GLORYS",1993,25,100,15,-69.7499937678852,41,69
"GLORYS",1993,25,100,15,-69.6666604298413,41,42
"GLORYS",1993,25,100,15,-69.5833270917973,41,44
"GLORYS",1993,25,100,15,-69.4999937537534,41,65
"GLORYS",1993,25,100,15,-69.4166604157095,41,60
"GLORYS",1993,25,100,15,-67.0833269504795,41,8
"GLORYS",1993,25,100,15,-66.9999936124356,41,12
"GLORYS",1993,25,100,15,-66.9166602743917,41,17
"GLORYS",1993,25,100,15,-66.8333269363478,41,24
"GLORYS",1993,25,100,15,-66.7499935983038,41,24
"GLORYS",1993,25,100,15,-66.6666602602599,41,29
"GLORYS",1993,25,100,15,-70.2499937961487,40.9166666666667,27
"GLORYS",1993,25,100,15,-70.1666604581048,40.9166666666667,74
"GLORYS",1993,25,100,15,-70.0833271200609,40.9166666666667,104
"GLORYS",1993,25,100,15,-69.999993782017,40.9166666666667,116
"GLORYS",1993,25,100,15,-69.916660443973,40.9166666666667,110
"GLORYS",1993,25,100,15,-69.7499937678852,40.9166666666667,37
"GLORYS",1993,25,100,15,-69.4999937537534,40.9166666666667,32
"GLORYS",1993,25,100,15,-69.4166604157095,40.9166666666667,2
"GLORYS",1993,25,100,15,-67.4166603026552,40.9166666666667,9
"GLORYS",1993,25,100,15,-67.3333269646113,40.9166666666667,18
"GLORYS",1993,25,100,15,-67.2499936265674,40.9166666666667,23
"GLORYS",1993,25,100,15,-67.1666602885235,40.9166666666667,25
"GLORYS",1993,25,100,15,-67.0833269504795,40.9166666666667,27
"GLORYS",1993,25,100,15,-66.9999936124356,40.9166666666667,29
"GLORYS",1993,25,100,15,-66.9166602743917,40.9166666666667,29
"GLORYS",1993,25,100,15,-66.8333269363478,40.9166666666667,35
"GLORYS",1993,25,100,15,-70.3333271341927,40.8333333333333,2
"GLORYS",1993,25,100,15,-70.2499937961487,40.8333333333333,2
"GLORYS",1993,25,100,15,-70.1666604581048,40.8333333333333,41
"GLORYS",1993,25,100,15,-70.0833271200609,40.8333333333333,98
"GLORYS",1993,25,100,15,-69.916660443973,40.8333333333333,79
"GLORYS",1993,25,100,15,-69.8333271059291,40.8333333333333,38
"GLORYS",1993,25,100,15,-69.7499937678852,40.8333333333333,30
"GLORYS",1993,25,100,15,-67.5833269787431,40.8333333333333,6
"GLORYS",1993,25,100,15,-67.4999936406992,40.8333333333333,15
"GLORYS",1993,25,100,15,-67.4166603026552,40.8333333333333,23
"GLORYS",1993,25,100,15,-67.3333269646113,40.8333333333333,26
"GLORYS",1993,25,100,15,-67.2499936265674,40.8333333333333,29
"GLORYS",1993,25,100,15,-67.1666602885235,40.8333333333333,30
"GLORYS",1993,25,100,15,-67.0833269504795,40.8333333333333,31
"GLORYS",1993,25,100,15,-66.9999936124356,40.8333333333333,38
"GLORYS",1993,25,100,15,-66.9166602743917,40.8333333333333,28
"GLORYS",1993,25,100,15,-70.1666604581048,40.75,7
"GLORYS",1993,25,100,15,-70.0833271200609,40.75,6
"GLORYS",1993,25,100,15,-69.999993782017,40.75,2
"GLORYS",1993,25,100,15,-68.833327049402,40.75,2
"GLORYS",1993,25,100,15,-68.7499937113581,40.75,2
"GLORYS",1993,25,100,15,-68.6666603733141,40.75,1
"GLORYS",1993,25,100,15,-68.0833270070067,40.75,2
"GLORYS",1993,25,100,15,-67.9999936689627,40.75,1
"GLORYS",1993,25,100,15,-67.666660316787,40.75,3
"GLORYS",1993,25,100,15,-67.4999936406992,40.75,19
"GLORYS",1993,25,100,15,-67.4166603026552,40.75,27
"GLORYS",1993,25,100,15,-68.9166603874459,40.6666666666667,3
"GLORYS",1993,25,100,15,-68.833327049402,40.6666666666667,5
"GLORYS",1993,25,100,15,-68.7499937113581,40.6666666666667,5
"GLORYS",1993,25,100,15,-68.6666603733141,40.6666666666667,3
"GLORYS",1993,25,100,15,-68.5833270352702,40.6666666666667,5
"GLORYS",1993,25,100,15,-68.4999936972263,40.6666666666667,9
"GLORYS",1993,25,100,15,-68.4166603591824,40.6666666666667,11
"GLORYS",1993,25,100,15,-68.3333270211384,40.6666666666667,12
"GLORYS",1993,25,100,15,-68.2499936830945,40.6666666666667,13
"GLORYS",1993,25,100,15,-68.1666603450506,40.6666666666667,3
"GLORYS",1993,25,100,15,-68.0833270070067,40.6666666666667,4
"GLORYS",1993,25,100,15,-67.9999936689627,40.6666666666667,4
"GLORYS",1993,25,100,15,-67.9166603309188,40.6666666666667,4
"GLORYS",1993,25,100,15,-67.8333269928749,40.6666666666667,1
"GLORYS",1993,25,100,15,-67.7499936548309,40.6666666666667,2
"GLORYS",1993,25,100,15,-67.666660316787,40.6666666666667,6
"GLORYS",1993,25,100,15,-67.4999936406992,40.6666666666667,11
"GLORYS",1993,25,100,15,-67.4166603026552,40.6666666666667,20
"GLORYS",1993,25,100,15,-68.833327049402,40.5833333333333,10
"GLORYS",1993,25,100,15,-68.7499937113581,40.5833333333333,12
"GLORYS",1993,25,100,15,-68.6666603733141,40.5833333333333,15
"GLORYS",1993,25,100,15,-68.5833270352702,40.5833333333333,10
"GLORYS",1993,25,100,15,-68.4999936972263,40.5833333333333,11
"GLORYS",1993,25,100,15,-68.4166603591824,40.5833333333333,2
"GLORYS",1993,25,100,15,-68.3333270211384,40.5833333333333,5
"GLORYS",1993,25,100,15,-68.2499936830945,40.5833333333333,7
"GLORYS",1993,25,100,15,-68.1666603450506,40.5833333333333,8
"GLORYS",1993,25,100,15,-68.0833270070067,40.5833333333333,10
"GLORYS",1993,25,100,15,-67.9999936689627,40.5833333333333,12
"GLORYS",1993,25,100,15,-67.9166603309188,40.5833333333333,16
"GLORYS",1993,25,100,15,-67.8333269928749,40.5833333333333,13
"GLORYS",1993,25,100,15,-67.7499936548309,40.5833333333333,15
"GLORYS",1993,25,100,15,-68.9166603874459,40.5,1
"GLORYS",1993,25,100,15,-68.833327049402,40.5,3
"GLORYS",1993,25,100,15,-68.7499937113581,40.5,9
"GLORYS",1993,25,100,15,-68.6666603733141,40.5,10
"GLORYS",1993,25,100,15,-68.4166603591824,40.5,1
"GLORYS",1994,25,100,15,-67.4999936406992,42,3
"GLORYS",1994,25,100,15,-67.4166603026552,42,10
"GLORYS",1994,25,100,15,-67.2499936265674,42,6
"GLORYS",1994,25,100,15,-67.666660316787,41.9166666666667,10
"GLORYS",1994,25,100,15,-67.5833269787431,41.9166666666667,20
"GLORYS",1994,25,100,15,-67.4999936406992,41.9166666666667,18
"GLORYS",1994,25,100,15,-67.3333269646113,41.9166666666667,10
"GLORYS",1994,25,100,15,-67.8333269928749,41.8333333333333,3
"GLORYS",1994,25,100,15,-67.7499936548309,41.8333333333333,42
"GLORYS",1994,25,100,15,-67.666660316787,41.8333333333333,55
"GLORYS",1994,25,100,15,-67.5833269787431,41.8333333333333,51
"GLORYS",1994,25,100,15,-67.4999936406992,41.8333333333333,50
"GLORYS",1994,25,100,15,-67.4166603026552,41.8333333333333,7
"GLORYS",1994,25,100,15,-67.3333269646113,41.8333333333333,16
"GLORYS",1994,25,100,15,-67.2499936265674,41.8333333333333,8
"GLORYS",1994,25,100,15,-68.0833270070067,41.75,6
"GLORYS",1994,25,100,15,-67.9999936689627,41.75,31
"GLORYS",1994,25,100,15,-67.9166603309188,41.75,58
"GLORYS",1994,25,100,15,-67.8333269928749,41.75,59
"GLORYS",1994,25,100,15,-67.7499936548309,41.75,58
"GLORYS",1994,25,100,15,-67.666660316787,41.75,57
"GLORYS",1994,25,100,15,-67.5833269787431,41.75,56
"GLORYS",1994,25,100,15,-67.4999936406992,41.75,32
"GLORYS",1994,25,100,15,-67.4166603026552,41.75,46
"GLORYS",1994,25,100,15,-67.3333269646113,41.75,15
"GLORYS",1994,25,100,15,-67.2499936265674,41.75,1
"GLORYS",1994,25,100,15,-68.2499936830945,41.6666666666667,59
"GLORYS",1994,25,100,15,-68.1666603450506,41.6666666666667,59
"GLORYS",1994,25,100,15,-68.0833270070067,41.6666666666667,57
"GLORYS",1994,25,100,15,-67.9999936689627,41.6666666666667,68
"GLORYS",1994,25,100,15,-67.9166603309188,41.6666666666667,72
"GLORYS",1994,25,100,15,-67.8333269928749,41.6666666666667,74
"GLORYS",1994,25,100,15,-67.7499936548309,41.6666666666667,75
"GLORYS",1994,25,100,15,-67.666660316787,41.6666666666667,59
"GLORYS",1994,25,100,15,-67.5833269787431,41.6666666666667,56
"GLORYS",1994,25,100,15,-67.4999936406992,41.6666666666667,28
"GLORYS",1994,25,100,15,-67.4166603026552,41.6666666666667,11
"GLORYS",1994,25,100,15,-67.3333269646113,41.6666666666667,8
"GLORYS",1994,25,100,15,-69.7499937678852,41.5833333333333,46
"GLORYS",1994,25,100,15,-69.6666604298413,41.5833333333333,18
"GLORYS",1994,25,100,15,-68.4166603591824,41.5833333333333,1
"GLORYS",1994,25,100,15,-68.3333270211384,41.5833333333333,8
"GLORYS",1994,25,100,15,-68.2499936830945,41.5833333333333,55
"GLORYS",1994,25,100,15,-68.0833270070067,41.5833333333333,74
"GLORYS",1994,25,100,15,-67.9999936689627,41.5833333333333,68
"GLORYS",1994,25,100,15,-67.9166603309188,41.5833333333333,71
"GLORYS",1994,25,100,15,-67.8333269928749,41.5833333333333,76
"GLORYS",1994,25,100,15,-67.7499936548309,41.5833333333333,70
"GLORYS",1994,25,100,15,-67.666660316787,41.5833333333333,72
"GLORYS",1994,25,100,15,-67.5833269787431,41.5833333333333,51
"GLORYS",1994,25,100,15,-67.4999936406992,41.5833333333333,46
"GLORYS",1994,25,100,15,-67.4166603026552,41.5833333333333,9
"GLORYS",1994,25,100,15,-67.3333269646113,41.5833333333333,5
"GLORYS",1994,25,100,15,-66.499993584172,41.5833333333333,2
"GLORYS",1994,25,100,15,-66.4166602461281,41.5833333333333,2
"GLORYS",1994,25,100,15,-66.3333269080842,41.5833333333333,2
"GLORYS",1994,25,100,15,-69.7499937678852,41.5,107
"GLORYS",1994,25,100,15,-69.6666604298413,41.5,48
"GLORYS",1994,25,100,15,-69.5833270917973,41.5,40
"GLORYS",1994,25,100,15,-69.4999937537534,41.5,1
"GLORYS",1994,25,100,15,-68.2499936830945,41.5,37
"GLORYS",1994,25,100,15,-68.1666603450506,41.5,60
"GLORYS",1994,25,100,15,-68.0833270070067,41.5,73
"GLORYS",1994,25,100,15,-67.9999936689627,41.5,63
"GLORYS",1994,25,100,15,-67.9166603309188,41.5,63
"GLORYS",1994,25,100,15,-67.8333269928749,41.5,63
"GLORYS",1994,25,100,15,-67.7499936548309,41.5,62
"GLORYS",1994,25,100,15,-67.666660316787,41.5,62
"GLORYS",1994,25,100,15,-67.5833269787431,41.5,55
"GLORYS",1994,25,100,15,-67.4999936406992,41.5,42
"GLORYS",1994,25,100,15,-67.4166603026552,41.5,7
"GLORYS",1994,25,100,15,-66.583326922216,41.5,3
"GLORYS",1994,25,100,15,-66.499993584172,41.5,7
"GLORYS",1994,25,100,15,-66.4166602461281,41.5,7
"GLORYS",1994,25,100,15,-66.3333269080842,41.5,6
"GLORYS",1994,25,100,15,-66.2499935700403,41.5,3
"GLORYS",1994,25,100,15,-69.5833270917973,41.4166666666667,58
"GLORYS",1994,25,100,15,-69.4999937537534,41.4166666666667,45
"GLORYS",1994,25,100,15,-69.4166604157095,41.4166666666667,5
"GLORYS",1994,25,100,15,-68.2499936830945,41.4166666666667,3
"GLORYS",1994,25,100,15,-68.1666603450506,41.4166666666667,42
"GLORYS",1994,25,100,15,-68.0833270070067,41.4166666666667,50
"GLORYS",1994,25,100,15,-67.9999936689627,41.4166666666667,57
"GLORYS",1994,25,100,15,-67.9166603309188,41.4166666666667,58
"GLORYS",1994,25,100,15,-67.8333269928749,41.4166666666667,57
"GLORYS",1994,25,100,15,-67.7499936548309,41.4166666666667,57
"GLORYS",1994,25,100,15,-67.666660316787,41.4166666666667,57
"GLORYS",1994,25,100,15,-67.5833269787431,41.4166666666667,42
"GLORYS",1994,25,100,15,-67.4999936406992,41.4166666666667,41
"GLORYS",1994,25,100,15,-67.4166603026552,41.4166666666667,36
"GLORYS",1994,25,100,15,-66.6666602602599,41.4166666666667,6
"GLORYS",1994,25,100,15,-66.583326922216,41.4166666666667,8
"GLORYS",1994,25,100,15,-66.499993584172,41.4166666666667,9
"GLORYS",1994,25,100,15,-69.5833270917973,41.3333333333333,81
"GLORYS",1994,25,100,15,-69.4999937537534,41.3333333333333,63
"GLORYS",1994,25,100,15,-69.4166604157095,41.3333333333333,33
"GLORYS",1994,25,100,15,-68.2499936830945,41.3333333333333,2
"GLORYS",1994,25,100,15,-68.1666603450506,41.3333333333333,44
"GLORYS",1994,25,100,15,-68.0833270070067,41.3333333333333,56
"GLORYS",1994,25,100,15,-67.9999936689627,41.3333333333333,55
"GLORYS",1994,25,100,15,-67.9166603309188,41.3333333333333,56
"GLORYS",1994,25,100,15,-67.8333269928749,41.3333333333333,50
"GLORYS",1994,25,100,15,-67.7499936548309,41.3333333333333,49
"GLORYS",1994,25,100,15,-67.666660316787,41.3333333333333,48
"GLORYS",1994,25,100,15,-67.5833269787431,41.3333333333333,41
"GLORYS",1994,25,100,15,-67.4999936406992,41.3333333333333,37
"GLORYS",1994,25,100,15,-67.4166603026552,41.3333333333333,28
"GLORYS",1994,25,100,15,-67.3333269646113,41.3333333333333,2
"GLORYS",1994,25,100,15,-66.6666602602599,41.3333333333333,5
"GLORYS",1994,25,100,15,-66.583326922216,41.3333333333333,11
"GLORYS",1994,25,100,15,-70.3333271341927,41.25,55
"GLORYS",1994,25,100,15,-69.4999937537534,41.25,82
"GLORYS",1994,25,100,15,-69.4166604157095,41.25,33
"GLORYS",1994,25,100,15,-68.6666603733141,41.25,1
"GLORYS",1994,25,100,15,-68.3333270211384,41.25,4
"GLORYS",1994,25,100,15,-68.2499936830945,41.25,6
"GLORYS",1994,25,100,15,-68.1666603450506,41.25,42
"GLORYS",1994,25,100,15,-68.0833270070067,41.25,48
"GLORYS",1994,25,100,15,-67.9999936689627,41.25,48
"GLORYS",1994,25,100,15,-67.9166603309188,41.25,46
"GLORYS",1994,25,100,15,-67.8333269928749,41.25,47
"GLORYS",1994,25,100,15,-67.7499936548309,41.25,43
"GLORYS",1994,25,100,15,-67.666660316787,41.25,40
"GLORYS",1994,25,100,15,-67.5833269787431,41.25,34
"GLORYS",1994,25,100,15,-67.4999936406992,41.25,6
"GLORYS",1994,25,100,15,-67.4166603026552,41.25,3
"GLORYS",1994,25,100,15,-66.8333269363478,41.25,3
"GLORYS",1994,25,100,15,-66.7499935983038,41.25,4
"GLORYS",1994,25,100,15,-66.6666602602599,41.25,4
"GLORYS",1994,25,100,15,-66.499993584172,41.25,26
"GLORYS",1994,25,100,15,-70.4999938102805,41.1666666666667,35
"GLORYS",1994,25,100,15,-70.4166604722366,41.1666666666667,35
"GLORYS",1994,25,100,15,-70.3333271341927,41.1666666666667,35
"GLORYS",1994,25,100,15,-70.2499937961487,41.1666666666667,47
"GLORYS",1994,25,100,15,-69.4999937537534,41.1666666666667,66
"GLORYS",1994,25,100,15,-69.4166604157095,41.1666666666667,42
"GLORYS",1994,25,100,15,-69.3333270776656,41.1666666666667,4
"GLORYS",1994,25,100,15,-68.4999936972263,41.1666666666667,1
"GLORYS",1994,25,100,15,-68.4166603591824,41.1666666666667,1
"GLORYS",1994,25,100,15,-68.3333270211384,41.1666666666667,9
"GLORYS",1994,25,100,15,-68.2499936830945,41.1666666666667,10
"GLORYS",1994,25,100,15,-68.1666603450506,41.1666666666667,40
"GLORYS",1994,25,100,15,-68.0833270070067,41.1666666666667,44
"GLORYS",1994,25,100,15,-67.9999936689627,41.1666666666667,18
"GLORYS",1994,25,100,15,-67.9166603309188,41.1666666666667,43
"GLORYS",1994,25,100,15,-67.8333269928749,41.1666666666667,44
"GLORYS",1994,25,100,15,-67.7499936548309,41.1666666666667,10
"GLORYS",1994,25,100,15,-67.666660316787,41.1666666666667,7
"GLORYS",1994,25,100,15,-66.9999936124356,41.1666666666667,3
"GLORYS",1994,25,100,15,-66.9166602743917,41.1666666666667,6
"GLORYS",1994,25,100,15,-66.8333269363478,41.1666666666667,6
"GLORYS",1994,25,100,15,-66.7499935983038,41.1666666666667,12
"GLORYS",1994,25,100,15,-66.6666602602599,41.1666666666667,14
"GLORYS",1994,25,100,15,-66.583326922216,41.1666666666667,18
"GLORYS",1994,25,100,15,-70.4999938102805,41.0833333333333,28
"GLORYS",1994,25,100,15,-70.4166604722366,41.0833333333333,28
"GLORYS",1994,25,100,15,-70.3333271341927,41.0833333333333,39
"GLORYS",1994,25,100,15,-70.2499937961487,41.0833333333333,46
"GLORYS",1994,25,100,15,-70.1666604581048,41.0833333333333,60
"GLORYS",1994,25,100,15,-69.7499937678852,41.0833333333333,68
"GLORYS",1994,25,100,15,-69.6666604298413,41.0833333333333,56
"GLORYS",1994,25,100,15,-69.5833270917973,41.0833333333333,56
"GLORYS",1994,25,100,15,-69.4999937537534,41.0833333333333,67
"GLORYS",1994,25,100,15,-69.4166604157095,41.0833333333333,56
"GLORYS",1994,25,100,15,-69.3333270776656,41.0833333333333,21
"GLORYS",1994,25,100,15,-69.2499937396216,41.0833333333333,2
"GLORYS",1994,25,100,15,-68.4999936972263,41.0833333333333,13
"GLORYS",1994,25,100,15,-68.4166603591824,41.0833333333333,15
"GLORYS",1994,25,100,15,-68.3333270211384,41.0833333333333,32
"GLORYS",1994,25,100,15,-68.2499936830945,41.0833333333333,36
"GLORYS",1994,25,100,15,-68.1666603450506,41.0833333333333,14
"GLORYS",1994,25,100,15,-68.0833270070067,41.0833333333333,10
"GLORYS",1994,25,100,15,-67.9999936689627,41.0833333333333,8
"GLORYS",1994,25,100,15,-67.9166603309188,41.0833333333333,6
"GLORYS",1994,25,100,15,-67.8333269928749,41.0833333333333,3
"GLORYS",1994,25,100,15,-67.2499936265674,41.0833333333333,1
"GLORYS",1994,25,100,15,-67.1666602885235,41.0833333333333,4
"GLORYS",1994,25,100,15,-67.0833269504795,41.0833333333333,7
"GLORYS",1994,25,100,15,-66.9999936124356,41.0833333333333,12
"GLORYS",1994,25,100,15,-66.9166602743917,41.0833333333333,15
"GLORYS",1994,25,100,15,-66.8333269363478,41.0833333333333,17
"GLORYS",1994,25,100,15,-66.7499935983038,41.0833333333333,16
"GLORYS",1994,25,100,15,-66.6666602602599,41.0833333333333,17
"GLORYS",1994,25,100,15,-66.583326922216,41.0833333333333,19
"GLORYS",1994,25,100,15,-70.4999938102805,41,38
"GLORYS",1994,25,100,15,-70.4166604722366,41,38
"GLORYS",1994,25,100,15,-70.3333271341927,41,39
"GLORYS",1994,25,100,15,-70.2499937961487,41,42
"GLORYS",1994,25,100,15,-70.1666604581048,41,71
