"","year","cold_pool_index","se_cold_pool_index","persistence_index","se_persistence_index","extent_index","se_extent_index"
"1",1958,-0.791564835746187,0.0381143294315137,0.158546136144445,0.0364686964877402,43.234375,1.29035714565123
"2",1959,-1.06562644770995,0.0417359565622969,0.517036702182181,0.0279044211229267,58.234375,1.29035714565123
"3",1960,-1.12464304555961,0.0418247452797658,0.397539846836269,0.0266816223848698,55.234375,1.29035714565123
"4",1961,-1.00885514044859,0.0318471498143226,0.418504207423271,0.0261340591263795,58.234375,1.29035714565123
"5",1962,-0.280615093396308,0.0286304496718561,-0.0490010336668755,0.0320011080963503,45.234375,1.29035714565123
"6",1963,-0.343402063730768,0.0312406409222247,0.0600136413855354,0.0279432512157694,52.234375,1.29035714565123
"7",1964,-0.796136729296369,0.0369500206119939,0.30739309631216,0.0321780391562257,49.234375,1.29035714565123
"8",1965,-1.86956057839931,0.0260416843216764,0.760223284991405,0.0177652898148894,63.234375,1.29035714565123
"9",1966,-1.3791296480676,0.0413948426108506,0.58359216072208,0.0254383817031241,45.234375,1.29035714565123
"10",1967,-0.972236440712715,0.0298450309235745,0.592508400295389,0.0213077533602615,56.234375,1.29035714565123
"11",1968,-1.42520458331769,0.0284747534087999,0.615569196941091,0.021766923624921,63.234375,1.29035714565123
"12",1969,-0.821548900629087,0.0365579678977164,0.0864002246657571,0.0296491349954443,56.234375,1.29035714565123
"13",1970,-1.06392031012039,0.0418220747846478,0.545550377390968,0.0299771296918999,42.234375,1.29035714565123
"14",1971,-1.18367720740333,0.0321852522307045,0.485590161301678,0.0231457040649589,63.234375,1.29035714565123
"15",1972,-0.0511633722221195,0.0313311028859033,-0.0127303404665658,0.0335665160624293,14.234375,1.29035714565123
"16",1973,-0.0129638646778012,0.029966216909612,-0.137524183510362,0.0335782275467705,21.234375,1.29035714565123
"17",1974,1.02176673316767,0.0262556168247476,-0.729636214175548,0.0367479462636566,-57.765625,1.29035714565123
"18",1975,-0.0936759981147623,0.0547216788477783,-0.147533528425785,0.0370356247765944,1.234375,1.29035714565123
"19",1976,0.328490208873669,0.0330294174524533,-0.0745809596287,0.0370130057667147,6.234375,1.29035714565123
"20",1977,-0.438216755711294,0.0500308428029094,0.0579172053268352,0.0299530380995278,37.234375,1.29035714565123
"21",1978,-0.605145906625592,0.0301524383424654,0.283898314810906,0.0306556701861998,43.234375,1.29035714565123
"22",1979,-1.46272668817611,0.0369972025735165,0.663787226291196,0.0208260637612624,61.234375,1.29035714565123
"23",1980,-1.18300926321209,0.0497811930821229,0.521229574299581,0.0249877050503446,56.234375,1.29035714565123
"24",1981,-0.789395954144139,0.0466415552258118,0.317875276605661,0.0292986130766332,46.234375,1.29035714565123
"25",1982,-0.732433948874967,0.0488891724907626,0.199864701365528,0.0306531067622522,37.234375,1.29035714565123
"26",1983,0.0940897983680359,0.0330112337817926,-0.218333635427941,0.0352767311946205,11.234375,1.29035714565123
"27",1984,-1.3402023964213,0.0450199018839336,0.628147813293292,0.0221843931215851,60.234375,1.29035714565123
"28",1985,0.433856526842271,0.0423709672001389,-0.0866267551064221,0.0247933239778753,14.234375,1.29035714565123
"29",1986,1.38651165269784,0.0342120828002495,-0.631800756803719,0.0406333871946337,-81.765625,1.29035714565123
"30",1987,-0.639225918246289,0.0572881917263099,0.0327599726224327,0.0327172169931218,50.234375,1.29035714565123
"31",1988,-0.684770652395597,0.0357134423470991,0.204859872675905,0.0270759806227694,55.234375,1.29035714565123
"32",1989,-0.226831460785974,0.0406597821740645,0.176053409083541,0.0239948449406375,37.234375,1.29035714565123
"33",1990,0.841894831786327,0.0439446582589608,-0.242804735299758,0.0294388506393935,-8.765625,1.29035714565123
"34",1991,0.476630794648189,0.0448583634190787,-0.0858335784894385,0.0290559232849088,-13.765625,1.29035714565123
"35",1992,0.0847283289881986,0.0290416218593699,-0.0648428839205106,0.0274489120290053,54.234375,1.29035714565123
"36",1993,-0.455114050838038,0.0293882667431295,0.326261020840462,0.0346303996973817,47.234375,1.29035714565123
"37",1994,-0.0060798619972308,0.0472306702787269,-0.188122635787054,0.03601523421806,6.234375,1.29035714565123
"38",1995,0.527291185895946,0.0353800986697892,-0.433580051627177,0.0329432048379422,17.234375,1.29035714565123
"39",1996,-1.13341616822352,0.0371376421724801,0.670076534467296,0.0244667415193431,63.234375,1.29035714565123
"40",1997,0.111095658469298,0.0338752408491288,0.155992580729909,0.0327963839749123,21.234375,1.29035714565123
"41",1998,-0.560613519453892,0.047992513670611,0.554772551238785,0.0354632512664686,48.234375,1.29035714565123
"42",1999,1.83844426450241,0.0526975254294629,-1.12950989769783,0.0461503773869914,-172.765625,1.29035714565123
"43",2000,1.21745152790169,0.0245924351665486,-0.361548910662865,0.0419210323370515,-57.765625,1.29035714565123
"44",2001,0.878818679742152,0.0384633673342071,-0.69828039495464,0.0411322641581562,-36.765625,1.29035714565123
"45",2002,0.804433995954097,0.0557263261961829,0.239605510504492,0.0404119388420393,-52.765625,1.29035714565123
"46",2003,-0.106338929612507,0.0281083587902733,-0.0678689581951774,0.0361029454739701,36.234375,1.29035714565123
"47",2004,-2.14327506259531,0.0337043008030133,0.825212802811112,0.0184099681334423,63.234375,1.29035714565123
"48",2005,-0.0797552719974603,0.0412545749157288,0.0579172053268352,0.0432679496674809,36.234375,1.29035714565123
"49",2006,1.71953201530249,0.0415072967784929,-1.24776156312772,0.0508921413698148,-188.765625,1.29035714565123
"50",2007,-1.18125434149777,0.0331668489589687,0.751837540756605,0.0257908223430235,63.234375,1.29035714565123
"51",2008,0.323887392058046,0.0491629571940295,0.246664376408203,0.0386288194499381,-1.765625,1.29035714565123
"52",2009,0.312409908424899,0.0384697390067372,-0.257223474604342,0.0325367665570172,33.234375,1.29035714565123
"53",2010,-0.0765620200151267,0.0410835426417918,0.296923992980735,0.0274350199265372,52.234375,1.29035714565123
"54",2011,0.344427109361823,0.0571828844106977,-0.0353415421607198,0.0496584330563512,9.234375,1.29035714565123
"55",2012,2.09304050907826,0.0451420337671558,-0.948322180833783,0.0576394690582556,-224.765625,1.29035714565123
"56",2013,1.34829425279597,0.0404961487846297,-1.00959641088273,0.0450922424066332,-102.765625,1.29035714565123
"57",2014,2.30474541180185,0.067185047503184,-1.64982424307622,0.0440214022511739,-262.765625,1.29035714565123
"58",2015,2.32722494531683,0.058512671332635,-1.50998729638345,0.0493340768688076,-241.765625,1.29035714565123
"59",2016,1.86983155601043,0.0500699506208651,-0.992001597873941,0.0469484845972152,-173.765625,1.29035714565123
"60",2017,0.153582937788354,0.0373750600924983,-0.0867368827234793,0.035393134139822,36.234375,1.29035714565123
"61",2018,0.0116183431076347,0.0312236937454378,0.168666743198593,0.0292526631065546,45.234375,1.29035714565123
"62",2019,1.0207184568627,0.0585654152927396,-0.838496642556768,0.0340247279948173,-13.765625,1.29035714565123
"63",2020,2.06318814082928,0.0833302560517377,-0.859160152246788,0.0453802583998576,-99.765625,1.29035714565123
"64",2021,2.19028726380043,0.0501629291795303,-0.807291623410197,0.0345382114665849,-144.765625,1.29035714565123
