sp_code,COMMON_NAME,SCIENTIFIC_NAME,NODC_ORDER,FAMILY,COMMON_FAMILY,GROUP_CODE,GROUP_NAME,SUPERGROUP_CODE,SUPERGROUP_NAME
8849010122,RINGTAIL SURGEONFISH,ACANTHURUS BLOCHII,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010123,GOLDRIM SURGEONFISH,ACANTHURUS NIGRICANS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010200,UNICORN SURGEONFISH GENUS,NASO,,,,050,UNICORNFISHES,V,SURGEONFISHES
8849010201,BLUE SPINE UNICORNFISH,NASO UNICORNIS,,,,050,UNICORNFISHES,V,SURGEONFISHES
8849010202,WHITEMARGIN UNICORN FISH,NASO ANNULATUS,,,,050,UNICORNFISHES,V,SURGEONFISHES
8849010203,PALETAIL UNICORNFISH,NASO BREVIROSTRIS,,,,050,UNICORNFISHES,V,SURGEONFISHES
8849010204,SLEEK UNICORNFISH,NASO HEXACANTHUS,,,,050,UNICORNFISHES,V,SURGEONFISHES
8849010205,ORANGESPINE UNICORNFISH,NASO LITURATUS,,,,050,UNICORNFISHES,V,SURGEONFISHES
8849010301,BLACK SURGEONFISH,CTENOCHAETUS HAWAIIENSIS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010302,GOLDRING SURGEONFISH,CTENOCHAETUS STRIGOSUS,,,,051,GOLDRING SUREONFISH,V,SURGEONFISHES
8849010401,MOORISH IDOL,ZANCLUS CORNUTUS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010501,YELLOW TANG,ZEBRASOMA FLAVESCENS,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8849010502,SAILFIN TANG,ZEBRASOMA VELIFERUM,,,,052,OTHER SURGEONFISHES,V,SURGEONFISHES
8850010401,OILFISH,RUVETTUS PRETIOSUS,,,,,OTHER FISHES,Y,OTHER FISHES
8850030000,MACKEREL FAMILY,SCOMBRIDAE,,,,058,OTHER TUNAS/MACKERELS,W,MACKERELS AND TUNAS
8850030101,SKIPJACK TUNA,KATSUWONUS PELAMIS,,,,053,SKIPJACK TUNA,W,MACKERELS AND TUNAS
8850030103,KAWAKAWA,EUTHYNNUS AFFINIS,,,,054,KAWAKAWA,W,MACKERELS AND TUNAS
8850030203,STRIPED BONITO,SARDA ORIENTALIS,,,,058,OTHER TUNAS/MACKERELS,W,MACKERELS AND TUNAS
8850030401,ALBACORE,THUNNUS ALALUNGA,,,,055,ALBACORE,W,MACKERELS AND TUNAS
8850030402,BLUEFIN TUNA,THUNNUS THYNNUS,,,,058,OTHER TUNAS/MACKERELS,W,MACKERELS AND TUNAS
8850030403,YELLOWFIN TUNA,THUNNUS ALBACARES,,,,056,YELLOWFIN TUNA,W,MACKERELS AND TUNAS
8850030405,BIGEYE TUNA,THUNNUS OBESUS,,,,058,OTHER TUNAS/MACKERELS,W,MACKERELS AND TUNAS
8850030601,WAHOO,ACANTHOCYBIUM SOLANDRI,,,,057,WAHOO,W,MACKERELS AND TUNAS
8850030702,FRIGATE MACKEREL,AUXIS THAZARD,,,,058,OTHER TUNAS/MACKERELS,W,MACKERELS AND TUNAS
8850060000,BILLFISH FAMILY,ISTIOPHORIDAE,,,,060,OTHER BILLFISHES,X,BILLFISHES
8850060201,BLUE MARLIN,MAKAIRA NIGRICANS,,,,059,BLUE MARLIN,X,BILLFISHES
8850060202,BLACK MARLIN,MAKAIRA INDICA,,,,060,OTHER BILLFISHES,X,BILLFISHES
8850060305,SHORTBILL SPEARFISH,TETRAPTURUS ANGUSTIROSTRIS,,,,060,OTHER BILLFISHES,X,BILLFISHES
8850060306,STRIPED MARLIN,TETRAPTURUS AUDAX,,,,060,OTHER BILLFISHES,X,BILLFISHES
8857030000,LEFTEYE FLOUNDER FAMILY,BOTHIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8857030605,FLOWERY FLOUNDER,BOTHUS MANCUS,,,,,OTHER FISHES,Y,OTHER FISHES
8857040000,RIGHTEYE FLOUNDER FAMILY,PLEURONECTIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8858010000,SOLE FAMILY,SOLEIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8860020000,TRIGGERFISH FAMILY,BALISTIDAE,,,,,OTHER FISHES,Y,OTHER FISHES
8860020104,SCRAWLED FILEFISH,ALUTERUS SCRIPTUS,,,,,OTHER FISHES,Y,OTHER FISHES
8860020403,BARRED FILEFISH,CANTHERHINES DUMERILI,,,,,OTHER FISHES,Y,OTHER FISHES
