sp_code,COMMON_NAME,SCIENTIFIC_NAME,NODC_ORDER,FAMILY,COMMON_FAMILY,GROUP_CODE,GROUP_NAME,SUPERGROUP_CODE,SUPERGROUP_NAME
8847010206,GLASS GOBY,CORYPHOPTERUS HYALINUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010207,PEPPERMINT GOBY,CORYPHOPTERUS LIPERNES,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010208,MASKED GOBY,CORYPHOPTERUS PERSONATUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010209,SPOTTED GOBY,CORYPHOPTERUS PUNCIPECTOPHORUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010210,BARTAIL GOBY,CORYPHOPTERUS THRIX,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010301,BAY GOBY,LEPIDOGOBIUS LEPIDUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010401,LYRE GOBY,EVORTHODUS LYRICUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010501,DASH GOBY,GOBIONELLUS SAEPEPALLENS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010503,HIGHFIN GOBY,GOBIONELLUS OCEANICUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010504,FRESHWATER GOBY,GOBIONELLUS SHUFELDTI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010505,SPOTFIN GOBY,GOBIONELLUS STIGMALOPHIUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010506,SPOTTAIL GOBY,GOBIONELLUS STIGMATURUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010509,LONGTAIL GOBY,GOBIONELLUS SAGITULLA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010511,EMERALD GOBY,GOBIONELLUS SMARAGDUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010512,DARTER GOBY,GOBIONELLUS BOLEOSOMA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010601,NAKED GOBY,GOBIOSOMA BOSC,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010602,SEABOARD GOBY,GOBIOSOMA GINSBURGI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010603,CODE GOBY,GOBIOSOMA ROBUSTUM,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010605,YELLOWLINE GOBY,GOBIOSOMA HORSTI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010606,TWOSCALE GOBY,GOBIOSOMA LONGIPALA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010607,TIGER GOBY,GOBIOSOMA MACRODON,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010608,NEON GOBY,GOBIOSOMA OCEANOPS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010609,YELLOWPROW GOBY,GOBIOSOMA XANTHIPRORA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010701,CLOWN GOBY,MICROGOBIUS GULOSUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010702,GREEN GOBY,MICROGOBIUS THALASSINUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010703,SEMINOLE GOBY,MICROGOBIUS CARRI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010704,BANNER GOBY,MICROGOBIUS MICROLEPIS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010801,BEARDED GOBY,BARBULIFER CEUTHOECUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010901,NOTCHTONGUE GOBY,BATHYGOBIUS CURACAO,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010902,ISLAND FRILLFIN,BATHYGOBIUS MYSTACIUM,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847010903,FRILLFIN GOBY,BATHYGOBIUS SOPORATOR,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847011002,SPONGE GOBY,EVERMANNICHTHYS SPONGICOLA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012001,YELLOWFIN GOBY,ACANTHOGOBIUS FLARIMANUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012101,RIVER GOBY,AWAOUS TAJASICA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012201,PALEBACK GOBY,GOBULUS MYERSI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012301,CHEEKSPOT GOBY,ILYPNUS GILBERTI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012401,HALFBLIND GOBY,LETHOPS CONNETENS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012501,CRESTED GOBY,LOPHOGOBIUS CYPRINOIDES,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012602,ISLAND GOBY,LYTHRYPNUS NESIOTES,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012603,CONVICT GOBY,LYTHRYPNUS PHORELLUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012604,BLUEGOLD GOBY,LYTHRYPNUS SPILUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012605,ZEBRA GOBY,LYTHRYPNUS ZEBRA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012650,BLUEBANDED GOBY,LYTHRYPNUS DALLI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012701,ORANGESPOTTED GOBY,NES LONGUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012801,SHADOW GOBY,QUIETULA Y CAUDA,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847012901,RUSTY GOBY,PRIOLEPIS HIPOLITI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847013001,TRIDENT GOBY,TRIDENTIGER TRIGONOCEPHALUS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847013101,BLIND GOBY,TYPHLOGOBIUS CALIFORNIENSIS,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847013201,TIDEWATER GOBY,EUCYCLOBIUS NEWBERRYI,Perciformes,Gobiidae,gobies,,OTHER FISHES,25,OTHER FISHES
8847013301,PACIFIC FAT SLEEPER,DORMITATOR LATIFRONS,Perciformes,Eleotridae,sleepers,,OTHER FISHES,25,OTHER FISHES
8847013302,FAT SLEEPER,DORMITATOR MACULATUS,Perciformes,Eleotridae,sleepers,,OTHER FISHES,25,OTHER FISHES
8847013401,BIGMOUTH SLEEPER,GOBIOMORUS DORMITOR,Perciformes,Eleotridae,sleepers,,OTHER FISHES,25,OTHER FISHES
8847060000,WORMFISH FAMILY,MICRODESMIDAE,Perciformes,Microdesmidae,wormfishes,,OTHER FISHES,25,OTHER FISHES
8847060101,PUGJAW WORMFISH,CERDALE FLORIDANA,Perciformes,Microdesmidae,wormfishes,,OTHER FISHES,25,OTHER FISHES
8847060102,LANCETAIL WORMFISH,MICRODESMUS LANCEOLATUS,Perciformes,Microdesmidae,wormfishes,,OTHER FISHES,25,OTHER FISHES
8847060103,PINK WORMFISH,MICRODESMUS LONGIPINNIS,Perciformes,Microdesmidae,wormfishes,,OTHER FISHES,25,OTHER FISHES
8849010100,SURGEONFISH GENUS,ACANTHURUS SPP.,Perciformes,Acanthuridae,surgeonfishes,,OTHER FISHES,25,OTHER FISHES
8849010101,OCEAN SURGEON,ACANTHURUS BAHIANUS,Perciformes,Acanthuridae,surgeonfishes,,OTHER FISHES,25,OTHER FISHES
8849010102,DOCTORFISH,ACANTHURUS CHIRURGUS,Perciformes,Acanthuridae,surgeonfishes,,OTHER FISHES,25,OTHER FISHES
8849010103,BLUE TANG,ACANTHURUS COERULEUS,Perciformes,Acanthuridae,surgeonfishes,,OTHER FISHES,25,OTHER FISHES
8849010105,GULF SURGEONFISH,ACANTHURUS RANDALLI,Perciformes,Acanthuridae,surgeonfishes,,OTHER FISHES,25,OTHER FISHES
8850010000,SNAKE MACKEREL FAMILY,TRICHIURIDAE,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850010201,SNAKE MACKEREL,GEMPYLUS SERPENS,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850010301,ESCOLAR,LEPIDOCYBIUM FLAVOBRUNNEUM,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850010401,OILFISH,RUVETTUS PRETIOSUS,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850020201,ATLANTIC CUTLASSFISH,TRICHIURUS LEPTURUS,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850020202,PACIFIC CUTLASSFISH,TRICHIURUS NITENS,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850020402,PACIFIC SCABBARDFISH,LEPIDOPUS FITCHI,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850020601,RAZORBACK SCABBARDFISH,ASSURGER ANZAC,Perciformes,Trichiuridae,snake mackerels,,OTHER FISHES,25,OTHER FISHES
8850030000,MACKEREL FAMILY,SCOMBRIDAE,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030100,SKIPBACK GENUS,EUTHYNNUS,Perciformes,Scombridae,mackerels,045,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030101,SKIPJACK TUNA,KATSUWONUS PELAMIS,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030102,LITTLE TUNNY,EUTHYNNUS ALLETTERATUS,Perciformes,Scombridae,mackerels,049,LITTLE TUNNY/ATLANTIC BONITO,21,TUNAS AND MACKERELS
8850030103,KAWAKAWA,EUTHYNNUS AFFINIS,Perciformes,Scombridae,mackerels,045,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030104,BLACK SKIPJACK,EUTHYNNUS LINEATUS,Perciformes,Scombridae,mackerels,045,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030201,PACIFIC BONITO,SARDA CHILENSIS,Perciformes,Scombridae,mackerels,042,PACIFIC BONITO,21,TUNAS AND MACKERELS
8850030202,ATLANTIC BONITO,SARDA SARDA,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030301,CHUB MACKEREL,SCOMBER JAPONICUS,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030302,ATLANTIC MACKEREL,SCOMBER SCOMBRUS,Perciformes,Scombridae,mackerels,050,ATLANTIC MACKEREL,21,TUNAS AND MACKERELS
8850030400,TUNA GENUS,THUNNUS SPP.,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030401,ALBACORE,THUNNUS ALALUNGA,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030402,BLUEFIN TUNA,THUNNUS THYNNUS,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030403,YELLOWFIN TUNA,THUNNUS ALBACARES,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030404,BLACKFIN TUNA,THUNNUS ATLANTICUS,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030405,BIGEYE TUNA,THUNNUS OBESUS,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030500,MACKEREL GENUS,SCOMBEROMORUS SPP.,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030501,KING MACKEREL,SCOMBEROMORUS CAVALLA,Perciformes,Scombridae,mackerels,051,KING MACKEREL,21,TUNAS AND MACKERELS
8850030502,SPANISH MACKEREL,SCOMBEROMORUS MACULATUS,Perciformes,Scombridae,mackerels,052,SPANISH MACKEREL,21,TUNAS AND MACKERELS
8850030503,CERO,SCOMBEROMORUS REGALIS,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030504,GULF SIERRA,SCOMBEROMORUS CONCOLOR,Perciformes,Scombridae,mackerels,045,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030506,PACIFIC SIERRA,SCOMBEROMORUS SIERRA,Perciformes,Scombridae,mackerels,045,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030601,WAHOO,ACANTHOCYBIUM SOLANDRI,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030701,BULLET MACKEREL,AUXIS ROCHEI,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850030702,FRIGATE MACKEREL,AUXIS THAZARD,Perciformes,Scombridae,mackerels,053,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850031001,SLENDER TUNA,ALLOTHUNNUS FALLAI,Perciformes,Scombridae,mackerels,045,OTHER TUNAS/MACKERELS,21,TUNAS AND MACKERELS
8850040101,SWORDFISH,XIPHIAS GLADIUS,Perciformes,Xiphiidae,swordfishes,,OTHER FISHES,25,OTHER FISHES
8850050101,LOUVAR,LUVARUS IMPERIALIS,Perciformes,Luvaridae,louvars,,OTHER FISHES,25,OTHER FISHES
8850060000,BILLFISH FAMILY,ISTIOPHORIDAE,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060101,SAILFISH,ISTIOPHORUS PLATYPTERUS,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060201,BLUE MARLIN,MAKAIRA NIGRICANS,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060202,BLACK MARLIN,MAKAIRA INDICA,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060301,WHITE MARLIN,TETRAPTURUS ALBIDUS,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060304,LONGBILL SPEARFISH,TETRAPTURUS PFLEUGERI,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060305,SHORTBILL SPEARFISH,TETRAPTURUS ANGUSTIROSTRIS,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8850060306,STRIPED MARLIN,TETRAPTURUS AUDAX,Perciformes,Istiophoridae,billfishes,,OTHER FISHES,25,OTHER FISHES
8851010101,MEDUSAFISH,ICICHTHYS LOCKINGTONI,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851010102,BROWN DRIFTFISH,ARIOMMA MELANUM,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851010201,BARRELFISH,HYPEROGLYPHE PERCIFORMIS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851010202,BLACK DRIFTFISH,HYPEROGLYPHE BYTHITES,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020101,SILVER-RAG,ARIOMMA BONDI,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020104,SPOTTED DRIFTFISH,ARIOMMA REGULUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020201,BIGEYE CIGARFISH,CUBICEPS PAUCIRADIATUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020203,LONGFIN CIGARFISH,CUBICEPS PARADOXUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020301,MAN-OF-WAR FISH,NOMEUS GRONOVII,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020401,FRECKLED DRIFTFISH,PSENES CYANOPHRYS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020402,SILVER DRIFTFISH,PSENES MACULATUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851020403,BLUEFIN DRIFTFISH,PSENES PELLUCIDUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851030000,BUTTERFISH FAMILY,STROMATEIDAE,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851030101,PACIFIC POMPANO (BUTTERFISH),PEPRILUS SIMILLIMUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851030103,BUTTERFISH,PEPRILUS TRIACANTHUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851030104,GULF BUTTERFISH,PEPRILUS BURTI,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851030106,HARVESTFISH,PEPRILUS ALEPIDOTUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851040101,SMALLEYE SQUARETAIL,TETRAGONURUS CUVIERI,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8851040102,BIGEYE SQUARETAIL,TETRAGONURUS ATLANTICUS,Perciformes,Stromateidae,butterfishes,,OTHER FISHES,25,OTHER FISHES
8857000000,UNIDENTIFIED FLOUNDER OR SOLE,PLEURONECTIFORMES,Pleuronectiformes,,unidentified flounder or sole,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030000,LEFTEYE FLOUNDER FAMILY,BOTHIDAE,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030100,WHIFF GENUS,CITHARICHTHYS SPP.,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030101,PACIFIC SANDDAB,CITHARICHTHYS SORDIDUS,Pleuronectiformes,Bothidae,lefteye flounders,065,SANDDABS,22,FLOUNDERS
8857030102,SPECKLED SANDDAB,CITHARICHTHYS STIGMAEUS,Pleuronectiformes,Bothidae,lefteye flounders,065,SANDDABS,22,FLOUNDERS
8857030104,GULF STREAM FLOUNDER,CITHARICHTHYS ARCTIFRONS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030105,SAND WHIFF,CITHARICHTHYS ARENACEUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030106,HORNED WHIFF,CITHARICHTHYS CORNUTUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030109,SPOTTED WHIFF,CITHARICHTHYS MACROPS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030110,BAY WHIFF,CITHARICHTHYS SPILOPTERUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030111,LONGFIN SANDDAB,CITHARLCHTHYS XANTHOSTIGMA,Pleuronectiformes,Bothidae,lefteye flounders,065,SANDDABS,22,FLOUNDERS
8857030201,FRINGED FLOUNDER,ETROPUS CROSSOTUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030202,SMALLMOUTH FLOUNDER,ETROPUS MICROSTOMUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030204,GRAY FLOUNDER,ETROPUS RIMOSUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030300,LEFTEYE FLOUNDER GENUS,PARALICHTHYS SPP.,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030301,SUMMER FLOUNDER,PARALICHTHYS DENTATUS,Pleuronectiformes,Bothidae,lefteye flounders,054,SUMMER FLOUNDER,22,FLOUNDERS
8857030302,GULF FLOUNDER,PARALICHTHYS ALBIGUTTA,Pleuronectiformes,Bothidae,lefteye flounders,055,GULF FLOUNDER,22,FLOUNDERS
8857030304,SOUTHERN FLOUNDER,PARALICHTHYS LETHOSTIGMA,Pleuronectiformes,Bothidae,lefteye flounders,056,SOUTHERN FLOUNDER,22,FLOUNDERS
8857030305,FOURSPOT FLOUNDER,PARALICHTHYS OBLONGUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030306,BROAD FLOUNDER,PARALICHTHYS SQUAMILENTUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030309,CALIFORNIA HALIBUT,PARALICHTHYS CALIFORNICUS,Pleuronectiformes,Bothidae,lefteye flounders,066,CALIFORNIA HALIBUT,22,FLOUNDERS
8857030401,WINDOWPANE,SCOPHTHALMUS AQUOSUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030503,THREE-EYE FLOUNDER,ANCYLOPSETTA DILECTA,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030506,OCELLATED FLOUNDER,ANCYLOPSETTA QUADROCELLATA,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030601,PEACOCK FLOUNDER,BOTHUS LUNATUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
8857030603,EYED FLOUNDER,BOTHUS OCELLATUS,Pleuronectiformes,Bothidae,lefteye flounders,058,OTHER FLOUNDERS,22,FLOUNDERS
